batch_mode,request,step,layer,k_assignment_diff,v_assignment_diff,v_pattern_mask_diff,v_precision_mask_diff
B2,B,2,3,0.01123046875,0.00048828125,0.0,0.0
B2,B,2,4,0.00341796875,0.03173828125,0.0,0.015625
B2,B,2,5,0.00341796875,0.01025390625,0.0009765625,0.0078125
B2,B,2,6,0.0,0.01220703125,0.0009765625,0.0
B2,B,2,7,0.013671875,0.02587890625,0.0,0.0078125
B2,B,2,8,0.0146484375,0.0166015625,0.00048828125,0.0078125
B2,B,2,9,0.0205078125,0.02880859375,0.0009765625,0.0078125
B2,B,2,10,0.03125,0.03076171875,0.00146484375,0.015625
B2,B,2,11,0.033203125,0.03857421875,0.001953125,0.015625
B2,B,2,12,0.0224609375,0.02587890625,0.00341796875,0.015625
B2,B,2,13,0.037109375,0.0458984375,0.00634765625,0.015625
B2,B,2,14,0.0322265625,0.02783203125,0.00244140625,0.015625
B2,B,2,15,0.021484375,0.0419921875,0.00341796875,0.0078125
B2,B,2,16,0.02490234375,0.03759765625,0.0009765625,0.0078125
B2,B,2,17,0.021484375,0.04248046875,0.00341796875,0.0078125
B2,B,2,18,0.01171875,0.04443359375,0.001953125,0.0234375
B2,B,2,19,0.04443359375,0.03759765625,0.0009765625,0.015625
B2,B,2,20,0.0341796875,0.02978515625,0.00244140625,0.0078125
B2,B,2,21,0.01806640625,0.02294921875,0.00390625,0.0078125
B2,B,2,22,0.01513671875,0.05419921875,0.005859375,0.015625
B2,B,2,23,0.05029296875,0.029296875,0.00634765625,0.015625
B2,B,2,24,0.0458984375,0.04541015625,0.00537109375,0.015625
B2,B,2,25,0.03271484375,0.056640625,0.00634765625,0.03125
B2,B,2,26,0.0224609375,0.0244140625,0.0048828125,0.0
B2,B,2,27,0.02001953125,0.033203125,0.00341796875,0.0078125
B2,B,2,28,0.048828125,0.03173828125,0.0068359375,0.0078125
B2,B,2,29,0.03857421875,0.0283203125,0.001953125,0.0078125
B2,B,2,30,0.03076171875,0.0234375,0.001953125,0.015625
B2,B,2,31,0.0400390625,0.0224609375,0.00048828125,0.0
B2,B,16,0,0.0,0.0,0.0,0.0
B2,B,16,1,0.007161458333333333,0.0009765625,0.0,0.0
B2,B,16,2,0.013671875,0.0003255208333333333,0.0,0.0
B2,B,16,3,0.018880208333333332,0.0006510416666666666,0.0,0.0
B2,B,16,4,0.008138020833333334,0.0302734375,0.0,0.052083333333333336
B2,B,16,5,0.0068359375,0.009765625,0.0006510416666666666,0.005208333333333333
B2,B,16,6,0.0006510416666666666,0.014322916666666666,0.0006510416666666666,0.005208333333333333
B2,B,16,7,0.016927083333333332,0.0263671875,0.0,0.005208333333333333
B2,B,16,8,0.0322265625,0.013997395833333334,0.0003255208333333333,0.010416666666666666
B2,B,16,9,0.0341796875,0.022786458333333332,0.0006510416666666666,0.005208333333333333
B2,B,16,10,0.048177083333333336,0.028645833333333332,0.0009765625,0.015625
B2,B,16,11,0.0498046875,0.03125,0.0016276041666666667,0.010416666666666666
B2,B,16,12,0.042643229166666664,0.022135416666666668,0.0029296875,0.026041666666666668
B2,B,16,13,0.038411458333333336,0.0380859375,0.0048828125,0.026041666666666668
B2,B,16,14,0.053385416666666664,0.026692708333333332,0.001953125,0.015625
B2,B,16,15,0.0302734375,0.034505208333333336,0.0032552083333333335,0.010416666666666666
B2,B,16,16,0.0556640625,0.032877604166666664,0.0013020833333333333,0.010416666666666666
B2,B,16,17,0.037760416666666664,0.041666666666666664,0.0022786458333333335,0.010416666666666666
B2,B,16,18,0.029296875,0.042317708333333336,0.0013020833333333333,0.020833333333333332
B2,B,16,19,0.07389322916666667,0.0341796875,0.0006510416666666666,0.015625
B2,B,16,20,0.05859375,0.028971354166666668,0.0016276041666666667,0.005208333333333333
B2,B,16,21,0.0595703125,0.0224609375,0.0032552083333333335,0.015625
B2,B,16,22,0.021809895833333332,0.054036458333333336,0.004557291666666667,0.010416666666666666
B2,B,16,23,0.0673828125,0.027018229166666668,0.0048828125,0.015625
B2,B,16,24,0.06998697916666667,0.036783854166666664,0.00390625,0.015625
B2,B,16,25,0.053059895833333336,0.054036458333333336,0.0048828125,0.020833333333333332
B2,B,16,26,0.0439453125,0.022786458333333332,0.0032552083333333335,0.005208333333333333
B2,B,16,27,0.050130208333333336,0.031575520833333336,0.0029296875,0.010416666666666666
B2,B,16,28,0.072265625,0.0263671875,0.0048828125,0.010416666666666666
B2,B,16,29,0.056966145833333336,0.0263671875,0.001953125,0.005208333333333333
B2,B,16,30,0.047200520833333336,0.025065104166666668,0.0016276041666666667,0.015625
B2,B,16,31,0.07194010416666667,0.017578125,0.0003255208333333333,0.005208333333333333
B2,B,127,0,0.0,0.0,0.0,0.0
B2,B,127,1,0.007161458333333333,0.0009765625,0.0,0.0
B2,B,127,2,0.013671875,0.0003255208333333333,0.0,0.0
B2,B,127,3,0.018880208333333332,0.0006510416666666666,0.0,0.0
B2,B,127,4,0.008138020833333334,0.0302734375,0.0,0.052083333333333336
B2,B,127,5,0.0068359375,0.009765625,0.0006510416666666666,0.005208333333333333
B2,B,127,6,0.0006510416666666666,0.014322916666666666,0.0006510416666666666,0.005208333333333333
B2,B,127,7,0.016927083333333332,0.0263671875,0.0,0.005208333333333333
B2,B,127,8,0.0322265625,0.013997395833333334,0.0003255208333333333,0.010416666666666666
B2,B,127,9,0.0341796875,0.022786458333333332,0.0006510416666666666,0.005208333333333333
B2,B,127,10,0.048177083333333336,0.028645833333333332,0.0009765625,0.015625
B2,B,127,11,0.0498046875,0.03125,0.0016276041666666667,0.010416666666666666
B2,B,127,12,0.042643229166666664,0.022135416666666668,0.0029296875,0.026041666666666668
B2,B,127,13,0.038411458333333336,0.0380859375,0.0048828125,0.026041666666666668
B2,B,127,14,0.053385416666666664,0.026692708333333332,0.001953125,0.015625
B2,B,127,15,0.0302734375,0.034505208333333336,0.0032552083333333335,0.010416666666666666
B2,B,127,16,0.0556640625,0.032877604166666664,0.0013020833333333333,0.010416666666666666
B2,B,127,17,0.037760416666666664,0.041666666666666664,0.0022786458333333335,0.010416666666666666
B2,B,127,18,0.029296875,0.042317708333333336,0.0013020833333333333,0.020833333333333332
B2,B,127,19,0.07389322916666667,0.0341796875,0.0006510416666666666,0.015625
B2,B,127,20,0.05859375,0.028971354166666668,0.0016276041666666667,0.005208333333333333
B2,B,127,21,0.0595703125,0.0224609375,0.0032552083333333335,0.015625
B2,B,127,22,0.021809895833333332,0.054036458333333336,0.004557291666666667,0.010416666666666666
B2,B,127,23,0.0673828125,0.027018229166666668,0.0048828125,0.015625
B2,B,127,24,0.06998697916666667,0.036783854166666664,0.00390625,0.015625
B2,B,127,25,0.053059895833333336,0.054036458333333336,0.0048828125,0.020833333333333332
B2,B,127,26,0.0439453125,0.022786458333333332,0.0032552083333333335,0.005208333333333333
B2,B,127,27,0.050130208333333336,0.031575520833333336,0.0029296875,0.010416666666666666
B2,B,127,28,0.072265625,0.0263671875,0.0048828125,0.010416666666666666
B2,B,127,29,0.056966145833333336,0.0263671875,0.001953125,0.005208333333333333
B2,B,127,30,0.047200520833333336,0.025065104166666668,0.0016276041666666667,0.015625
B2,B,127,31,0.07194010416666667,0.017578125,0.0003255208333333333,0.005208333333333333
B2,B,128,0,0.0,0.0,0.0,0.0
B2,B,128,1,0.007161458333333333,0.0009765625,0.0,0.0
B2,B,128,2,0.013671875,0.0003255208333333333,0.0,0.0
B2,B,128,3,0.018880208333333332,0.0006510416666666666,0.0,0.0
B2,B,128,4,0.008138020833333334,0.0302734375,0.0,0.052083333333333336
B2,B,128,5,0.0068359375,0.009765625,0.0006510416666666666,0.005208333333333333
B2,B,128,6,0.0006510416666666666,0.014322916666666666,0.0006510416666666666,0.005208333333333333
B2,B,128,7,0.016927083333333332,0.0263671875,0.0,0.005208333333333333
B2,B,128,8,0.0322265625,0.013997395833333334,0.0003255208333333333,0.010416666666666666
B2,B,128,9,0.0341796875,0.022786458333333332,0.0006510416666666666,0.005208333333333333
B2,B,128,10,0.048177083333333336,0.028645833333333332,0.0009765625,0.015625
B2,B,128,11,0.0498046875,0.03125,0.0016276041666666667,0.010416666666666666
B2,B,128,12,0.042643229166666664,0.022135416666666668,0.0029296875,0.026041666666666668
B2,B,128,13,0.038411458333333336,0.0380859375,0.0048828125,0.026041666666666668
B2,B,128,14,0.053385416666666664,0.026692708333333332,0.001953125,0.015625
B2,B,128,15,0.0302734375,0.034505208333333336,0.0032552083333333335,0.010416666666666666
B2,B,128,16,0.0556640625,0.032877604166666664,0.0013020833333333333,0.010416666666666666
B2,B,128,17,0.037760416666666664,0.041666666666666664,0.0022786458333333335,0.010416666666666666
B2,B,128,18,0.029296875,0.042317708333333336,0.0013020833333333333,0.020833333333333332
B2,B,128,19,0.07389322916666667,0.0341796875,0.0006510416666666666,0.015625
B2,B,128,20,0.05859375,0.028971354166666668,0.0016276041666666667,0.005208333333333333
B2,B,128,21,0.0595703125,0.0224609375,0.0032552083333333335,0.015625
B2,B,128,22,0.021809895833333332,0.054036458333333336,0.004557291666666667,0.010416666666666666
B2,B,128,23,0.0673828125,0.027018229166666668,0.0048828125,0.015625
B2,B,128,24,0.06998697916666667,0.036783854166666664,0.00390625,0.015625
B2,B,128,25,0.053059895833333336,0.054036458333333336,0.0048828125,0.020833333333333332
B2,B,128,26,0.0439453125,0.022786458333333332,0.0032552083333333335,0.005208333333333333
B2,B,128,27,0.050130208333333336,0.031575520833333336,0.0029296875,0.010416666666666666
B2,B,128,28,0.072265625,0.0263671875,0.0048828125,0.010416666666666666
B2,B,128,29,0.056966145833333336,0.0263671875,0.001953125,0.005208333333333333
B2,B,128,30,0.047200520833333336,0.025065104166666668,0.0016276041666666667,0.015625
B2,B,128,31,0.07194010416666667,0.017578125,0.0003255208333333333,0.005208333333333333
B2,B,129,0,0.0,0.0,0.0,0.0
B2,B,129,1,0.007161458333333333,0.0009765625,0.0,0.0
B2,B,129,2,0.013671875,0.0003255208333333333,0.0,0.0
B2,B,129,3,0.018880208333333332,0.0006510416666666666,0.0,0.0
B2,B,129,4,0.008138020833333334,0.0302734375,0.0,0.052083333333333336
B2,B,129,5,0.0068359375,0.009765625,0.0006510416666666666,0.005208333333333333
B2,B,129,6,0.0006510416666666666,0.014322916666666666,0.0006510416666666666,0.005208333333333333
B2,B,129,7,0.016927083333333332,0.0263671875,0.0,0.005208333333333333
B2,B,129,8,0.0322265625,0.013997395833333334,0.0003255208333333333,0.010416666666666666
B2,B,129,9,0.0341796875,0.022786458333333332,0.0006510416666666666,0.005208333333333333
B2,B,129,10,0.048177083333333336,0.028645833333333332,0.0009765625,0.015625
B2,B,129,11,0.0498046875,0.03125,0.0016276041666666667,0.010416666666666666
B2,B,129,12,0.042643229166666664,0.022135416666666668,0.0029296875,0.026041666666666668
B2,B,129,13,0.038411458333333336,0.0380859375,0.0048828125,0.026041666666666668
B2,B,129,14,0.053385416666666664,0.026692708333333332,0.001953125,0.015625
B2,B,129,15,0.0302734375,0.034505208333333336,0.0032552083333333335,0.010416666666666666
B2,B,129,16,0.0556640625,0.032877604166666664,0.0013020833333333333,0.010416666666666666
B2,B,129,17,0.037760416666666664,0.041666666666666664,0.0022786458333333335,0.010416666666666666
B2,B,129,18,0.029296875,0.042317708333333336,0.0013020833333333333,0.020833333333333332
B2,B,129,19,0.07389322916666667,0.0341796875,0.0006510416666666666,0.015625
B2,B,129,20,0.05859375,0.028971354166666668,0.0016276041666666667,0.005208333333333333
B2,B,129,21,0.0595703125,0.0224609375,0.0032552083333333335,0.015625
B2,B,129,22,0.021809895833333332,0.054036458333333336,0.004557291666666667,0.010416666666666666
B2,B,129,23,0.0673828125,0.027018229166666668,0.0048828125,0.015625
B2,B,129,24,0.06998697916666667,0.036783854166666664,0.00390625,0.015625
B2,B,129,25,0.053059895833333336,0.054036458333333336,0.0048828125,0.020833333333333332
B2,B,129,26,0.0439453125,0.022786458333333332,0.0032552083333333335,0.005208333333333333
B2,B,129,27,0.050130208333333336,0.031575520833333336,0.0029296875,0.010416666666666666
B2,B,129,28,0.072265625,0.0263671875,0.0048828125,0.010416666666666666
B2,B,129,29,0.056966145833333336,0.0263671875,0.001953125,0.005208333333333333
B2,B,129,30,0.047200520833333336,0.025065104166666668,0.0016276041666666667,0.015625
B2,B,129,31,0.07194010416666667,0.017578125,0.0003255208333333333,0.005208333333333333
B2,B,255,0,0.0,0.0,0.0,0.0
B2,B,255,1,0.007568359375,0.000732421875,0.0,0.0
B2,B,255,2,0.013916015625,0.000244140625,0.0,0.00390625
B2,B,255,3,0.022705078125,0.00048828125,0.0,0.0
B2,B,255,4,0.009521484375,0.02880859375,0.0,0.046875
B2,B,255,5,0.005126953125,0.00927734375,0.00048828125,0.0078125
B2,B,255,6,0.00146484375,0.01513671875,0.00048828125,0.00390625
B2,B,255,7,0.0166015625,0.0263671875,0.0,0.00390625
B2,B,255,8,0.031005859375,0.0126953125,0.000244140625,0.01171875
B2,B,255,9,0.0439453125,0.02099609375,0.00048828125,0.0078125
B2,B,255,10,0.047607421875,0.02734375,0.000732421875,0.015625
B2,B,255,11,0.059326171875,0.02880859375,0.001220703125,0.01171875
B2,B,255,12,0.042724609375,0.021240234375,0.003173828125,0.01953125
B2,B,255,13,0.046142578125,0.03662109375,0.004150390625,0.0234375
B2,B,255,14,0.056884765625,0.0244140625,0.00146484375,0.015625
B2,B,255,15,0.03076171875,0.034423828125,0.003173828125,0.01171875
B2,B,255,16,0.064697265625,0.03173828125,0.00146484375,0.01171875
B2,B,255,17,0.041259765625,0.04248046875,0.001953125,0.0078125
B2,B,255,18,0.033447265625,0.040771484375,0.001708984375,0.0234375
B2,B,255,19,0.074951171875,0.033447265625,0.0009765625,0.015625
B2,B,255,20,0.061279296875,0.02734375,0.001220703125,0.00390625
B2,B,255,21,0.072265625,0.022705078125,0.00244140625,0.01171875
B2,B,255,22,0.029296875,0.052490234375,0.00390625,0.01171875
B2,B,255,23,0.0693359375,0.025390625,0.004638671875,0.015625
B2,B,255,24,0.0732421875,0.033935546875,0.003173828125,0.015625
B2,B,255,25,0.060302734375,0.0498046875,0.00439453125,0.01953125
B2,B,255,26,0.050048828125,0.02294921875,0.0029296875,0.00390625
B2,B,255,27,0.05078125,0.028076171875,0.002685546875,0.0078125
B2,B,255,28,0.083984375,0.023193359375,0.004150390625,0.0078125
B2,B,255,29,0.06689453125,0.025146484375,0.002685546875,0.00390625
B2,B,255,30,0.056884765625,0.022216796875,0.00146484375,0.01953125
B2,B,255,31,0.079345703125,0.015380859375,0.000244140625,0.0078125
B2,B,256,0,0.0,0.0,0.0,0.0
B2,B,256,1,0.007568359375,0.000732421875,0.0,0.0
B2,B,256,2,0.013916015625,0.000244140625,0.0,0.00390625
B2,B,256,3,0.022705078125,0.00048828125,0.0,0.0
B2,B,256,4,0.009521484375,0.02880859375,0.0,0.046875
B2,B,256,5,0.005126953125,0.00927734375,0.00048828125,0.0078125
B2,B,256,6,0.00146484375,0.01513671875,0.00048828125,0.00390625
B2,B,256,7,0.0166015625,0.0263671875,0.0,0.00390625
B2,B,256,8,0.031005859375,0.0126953125,0.000244140625,0.01171875
B2,B,256,9,0.0439453125,0.02099609375,0.00048828125,0.0078125
B2,B,256,10,0.047607421875,0.02734375,0.000732421875,0.015625
B2,B,256,11,0.059326171875,0.02880859375,0.001220703125,0.01171875
B2,B,256,12,0.042724609375,0.021240234375,0.003173828125,0.01953125
B2,B,256,13,0.046142578125,0.03662109375,0.004150390625,0.0234375
B2,B,256,14,0.056884765625,0.0244140625,0.00146484375,0.015625
B2,B,256,15,0.03076171875,0.034423828125,0.003173828125,0.01171875
B2,B,256,16,0.064697265625,0.03173828125,0.00146484375,0.01171875
B2,B,256,17,0.041259765625,0.04248046875,0.001953125,0.0078125
B2,B,256,18,0.033447265625,0.040771484375,0.001708984375,0.0234375
B2,B,256,19,0.074951171875,0.033447265625,0.0009765625,0.015625
B2,B,256,20,0.061279296875,0.02734375,0.001220703125,0.00390625
B2,B,256,21,0.072265625,0.022705078125,0.00244140625,0.01171875
B2,B,256,22,0.029296875,0.052490234375,0.00390625,0.01171875
B2,B,256,23,0.0693359375,0.025390625,0.004638671875,0.015625
B2,B,256,24,0.0732421875,0.033935546875,0.003173828125,0.015625
B2,B,256,25,0.060302734375,0.0498046875,0.00439453125,0.01953125
B2,B,256,26,0.050048828125,0.02294921875,0.0029296875,0.00390625
B2,B,256,27,0.05078125,0.028076171875,0.002685546875,0.0078125
B2,B,256,28,0.083984375,0.023193359375,0.004150390625,0.0078125
B2,B,256,29,0.06689453125,0.025146484375,0.002685546875,0.00390625
B2,B,256,30,0.056884765625,0.022216796875,0.00146484375,0.01953125
B2,B,256,31,0.079345703125,0.015380859375,0.000244140625,0.0078125
B2,B,257,0,0.0,0.0,0.0,0.0
B2,B,257,1,0.007568359375,0.000732421875,0.0,0.0
B2,B,257,2,0.013916015625,0.000244140625,0.0,0.00390625
B2,B,257,3,0.022705078125,0.00048828125,0.0,0.0
B2,B,257,4,0.009521484375,0.02880859375,0.0,0.046875
B2,B,257,5,0.005126953125,0.00927734375,0.00048828125,0.0078125
B2,B,257,6,0.00146484375,0.01513671875,0.00048828125,0.00390625
B2,B,257,7,0.0166015625,0.0263671875,0.0,0.00390625
B2,B,257,8,0.031005859375,0.0126953125,0.000244140625,0.01171875
B2,B,257,9,0.0439453125,0.02099609375,0.00048828125,0.0078125
B2,B,257,10,0.047607421875,0.02734375,0.000732421875,0.015625
B2,B,257,11,0.059326171875,0.02880859375,0.001220703125,0.01171875
B2,B,257,12,0.042724609375,0.021240234375,0.003173828125,0.01953125
B2,B,257,13,0.046142578125,0.03662109375,0.004150390625,0.0234375
B2,B,257,14,0.056884765625,0.0244140625,0.00146484375,0.015625
B2,B,257,15,0.03076171875,0.034423828125,0.003173828125,0.01171875
B2,B,257,16,0.064697265625,0.03173828125,0.00146484375,0.01171875
B2,B,257,17,0.041259765625,0.04248046875,0.001953125,0.0078125
B2,B,257,18,0.033447265625,0.040771484375,0.001708984375,0.0234375
B2,B,257,19,0.074951171875,0.033447265625,0.0009765625,0.015625
B2,B,257,20,0.061279296875,0.02734375,0.001220703125,0.00390625
B2,B,257,21,0.072265625,0.022705078125,0.00244140625,0.01171875
B2,B,257,22,0.029296875,0.052490234375,0.00390625,0.01171875
B2,B,257,23,0.0693359375,0.025390625,0.004638671875,0.015625
B2,B,257,24,0.0732421875,0.033935546875,0.003173828125,0.015625
B2,B,257,25,0.060302734375,0.0498046875,0.00439453125,0.01953125
B2,B,257,26,0.050048828125,0.02294921875,0.0029296875,0.00390625
B2,B,257,27,0.05078125,0.028076171875,0.002685546875,0.0078125
B2,B,257,28,0.083984375,0.023193359375,0.004150390625,0.0078125
B2,B,257,29,0.06689453125,0.025146484375,0.002685546875,0.00390625
B2,B,257,30,0.056884765625,0.022216796875,0.00146484375,0.01953125
B2,B,257,31,0.079345703125,0.015380859375,0.000244140625,0.0078125
B4,A,0,0,0.0,0.0,0.0,0.0
B4,A,0,1,0.0029296875,0.00146484375,0.0,0.0
B4,A,0,2,0.0068359375,0.00390625,0.0,0.0078125
B4,A,0,3,0.001953125,0.01025390625,0.0,0.0078125
B4,A,0,4,0.001953125,0.02197265625,0.0,0.0078125
B4,A,0,5,0.0009765625,0.00927734375,0.0,0.0
B4,A,0,6,0.0,0.00146484375,0.0,0.0
B4,A,0,7,0.0068359375,0.01513671875,0.0,0.0078125
B4,A,0,8,0.02001953125,0.01318359375,0.00048828125,0.0078125
B4,A,0,9,0.02978515625,0.0234375,0.00048828125,0.015625
B4,A,0,10,0.03662109375,0.037109375,0.00048828125,0.0078125
B4,A,0,11,0.029296875,0.029296875,0.00146484375,0.0078125
B4,A,0,12,0.02685546875,0.03515625,0.00390625,0.0078125
B4,A,0,13,0.0263671875,0.0302734375,0.00439453125,0.015625
B4,A,0,14,0.044921875,0.0234375,0.001953125,0.0078125
B4,A,0,15,0.0546875,0.03662109375,0.00439453125,0.0078125
B4,A,0,16,0.01708984375,0.0322265625,0.001953125,0.0
B4,A,0,17,0.0234375,0.04296875,0.00341796875,0.0078125
B4,A,0,18,0.03662109375,0.05078125,0.0029296875,0.03125
B4,A,0,19,0.04296875,0.03466796875,0.00439453125,0.0078125
B4,A,0,20,0.03466796875,0.056640625,0.00390625,0.0078125
B4,A,0,21,0.0517578125,0.02783203125,0.00146484375,0.0234375
B4,A,0,22,0.02490234375,0.04296875,0.0029296875,0.0390625
B4,A,0,23,0.0322265625,0.04296875,0.00390625,0.0078125
B4,A,0,24,0.02197265625,0.04345703125,0.0029296875,0.0078125
B4,A,0,25,0.0302734375,0.060546875,0.00732421875,0.0234375
B4,A,0,26,0.0283203125,0.021484375,0.001953125,0.0078125
B4,A,0,27,0.03271484375,0.04150390625,0.0029296875,0.0078125
B4,A,0,28,0.0166015625,0.05419921875,0.00244140625,0.0078125
B4,A,0,29,0.05859375,0.015625,0.0029296875,0.015625
B4,A,0,30,0.01806640625,0.03271484375,0.00244140625,0.0234375
B4,A,0,31,0.03955078125,0.03662109375,0.001953125,0.015625
B4,A,1,0,0.0,0.0,0.0,0.0
B4,A,1,1,0.0029296875,0.00146484375,0.0,0.0
B4,A,1,2,0.0068359375,0.00390625,0.0,0.0078125
B4,A,1,3,0.001953125,0.01025390625,0.0,0.0078125
B4,A,1,4,0.001953125,0.02197265625,0.0,0.0078125
B4,A,1,5,0.0009765625,0.00927734375,0.0,0.0
B4,A,1,6,0.0,0.00146484375,0.0,0.0
B4,A,1,7,0.0068359375,0.01513671875,0.0,0.0078125
B4,A,1,8,0.02001953125,0.01318359375,0.00048828125,0.0078125
B4,A,1,9,0.02978515625,0.0234375,0.00048828125,0.015625
B4,A,1,10,0.03662109375,0.037109375,0.00048828125,0.0078125
B4,A,1,11,0.029296875,0.029296875,0.00146484375,0.0078125
B4,A,1,12,0.02685546875,0.03515625,0.00390625,0.0078125
B4,A,1,13,0.0263671875,0.0302734375,0.00439453125,0.015625
B4,A,1,14,0.044921875,0.0234375,0.001953125,0.0078125
B4,A,1,15,0.0546875,0.03662109375,0.00439453125,0.0078125
B4,A,1,16,0.01708984375,0.0322265625,0.001953125,0.0
B4,A,1,17,0.0234375,0.04296875,0.00341796875,0.0078125
B4,A,1,18,0.03662109375,0.05078125,0.0029296875,0.03125
B4,A,1,19,0.04296875,0.03466796875,0.00439453125,0.0078125
B4,A,1,20,0.03466796875,0.056640625,0.00390625,0.0078125
B4,A,1,21,0.0517578125,0.02783203125,0.00146484375,0.0234375
B4,A,1,22,0.02490234375,0.04296875,0.0029296875,0.0390625
B4,A,1,23,0.0322265625,0.04296875,0.00390625,0.0078125
B4,A,1,24,0.02197265625,0.04345703125,0.0029296875,0.0078125
B4,A,1,25,0.0302734375,0.060546875,0.00732421875,0.0234375
B4,A,1,26,0.0283203125,0.021484375,0.001953125,0.0078125
B4,A,1,27,0.03271484375,0.04150390625,0.0029296875,0.0078125
B4,A,1,28,0.0166015625,0.05419921875,0.00244140625,0.0078125
B4,A,1,29,0.05859375,0.015625,0.0029296875,0.015625
B4,A,1,30,0.01806640625,0.03271484375,0.00244140625,0.0234375
B4,A,1,31,0.03955078125,0.03662109375,0.001953125,0.015625
B4,A,2,0,0.0,0.0,0.0,0.0
B4,A,2,1,0.0029296875,0.00146484375,0.0,0.0
B4,A,2,2,0.0068359375,0.00390625,0.0,0.0078125
B4,A,2,3,0.001953125,0.01025390625,0.0,0.0078125
B4,A,2,4,0.001953125,0.02197265625,0.0,0.0078125
B4,A,2,5,0.0009765625,0.00927734375,0.0,0.0
B4,A,2,6,0.0,0.00146484375,0.0,0.0
B4,A,2,7,0.0068359375,0.01513671875,0.0,0.0078125
B4,A,2,8,0.02001953125,0.01318359375,0.00048828125,0.0078125
B4,A,2,9,0.02978515625,0.0234375,0.00048828125,0.015625
B4,A,2,10,0.03662109375,0.037109375,0.00048828125,0.0078125
B4,A,2,11,0.029296875,0.029296875,0.00146484375,0.0078125
B4,A,2,12,0.02685546875,0.03515625,0.00390625,0.0078125
B4,A,2,13,0.0263671875,0.0302734375,0.00439453125,0.015625
B4,A,2,14,0.044921875,0.0234375,0.001953125,0.0078125
B4,A,2,15,0.0546875,0.03662109375,0.00439453125,0.0078125
B4,A,2,16,0.01708984375,0.0322265625,0.001953125,0.0
B4,A,2,17,0.0234375,0.04296875,0.00341796875,0.0078125
B4,A,2,18,0.03662109375,0.05078125,0.0029296875,0.03125
B4,A,2,19,0.04296875,0.03466796875,0.00439453125,0.0078125
B4,A,2,20,0.03466796875,0.056640625,0.00390625,0.0078125
B4,A,2,21,0.0517578125,0.02783203125,0.00146484375,0.0234375
B4,A,2,22,0.02490234375,0.04296875,0.0029296875,0.0390625
B4,A,2,23,0.0322265625,0.04296875,0.00390625,0.0078125
B4,A,2,24,0.02197265625,0.04345703125,0.0029296875,0.0078125
B4,A,2,25,0.0302734375,0.060546875,0.00732421875,0.0234375
B4,A,2,26,0.0283203125,0.021484375,0.001953125,0.0078125
B4,A,2,27,0.03271484375,0.04150390625,0.0029296875,0.0078125
B4,A,2,28,0.0166015625,0.05419921875,0.00244140625,0.0078125
B4,A,2,29,0.05859375,0.015625,0.0029296875,0.015625
B4,A,2,30,0.01806640625,0.03271484375,0.00244140625,0.0234375
B4,A,2,31,0.03955078125,0.03662109375,0.001953125,0.015625
B4,A,16,0,0.0,0.0,0.0,0.0
B4,A,16,1,0.0087890625,0.0022786458333333335,0.0,0.0
B4,A,16,2,0.0146484375,0.0026041666666666665,0.0,0.005208333333333333
B4,A,16,3,0.011067708333333334,0.010416666666666666,0.0,0.005208333333333333
B4,A,16,4,0.010091145833333334,0.021158854166666668,0.0,0.010416666666666666
B4,A,16,5,0.0026041666666666665,0.012369791666666666,0.0,0.005208333333333333
B4,A,16,6,0.0003255208333333333,0.0013020833333333333,0.0,0.0
B4,A,16,7,0.01171875,0.013671875,0.0,0.005208333333333333
B4,A,16,8,0.0302734375,0.010416666666666666,0.0003255208333333333,0.010416666666666666
B4,A,16,9,0.0380859375,0.019205729166666668,0.0003255208333333333,0.015625
B4,A,16,10,0.049153645833333336,0.032552083333333336,0.0003255208333333333,0.010416666666666666
B4,A,16,11,0.0361328125,0.026041666666666668,0.0009765625,0.005208333333333333
B4,A,16,12,0.039388020833333336,0.02734375,0.0035807291666666665,0.010416666666666666
B4,A,16,13,0.036783854166666664,0.023111979166666668,0.0032552083333333335,0.015625
B4,A,16,14,0.057291666666666664,0.017252604166666668,0.0013020833333333333,0.005208333333333333
B4,A,16,15,0.056640625,0.033528645833333336,0.0032552083333333335,0.010416666666666666
B4,A,16,16,0.027994791666666668,0.026692708333333332,0.0016276041666666667,0.005208333333333333
B4,A,16,17,0.041015625,0.0419921875,0.0026041666666666665,0.015625
B4,A,16,18,0.041015625,0.0478515625,0.0029296875,0.026041666666666668
B4,A,16,19,0.054036458333333336,0.0283203125,0.0029296875,0.005208333333333333
B4,A,16,20,0.046875,0.047526041666666664,0.0026041666666666665,0.005208333333333333
B4,A,16,21,0.06803385416666667,0.025716145833333332,0.0013020833333333333,0.015625
B4,A,16,22,0.043294270833333336,0.0400390625,0.0022786458333333335,0.03125
B4,A,16,23,0.0458984375,0.041015625,0.0026041666666666665,0.010416666666666666
B4,A,16,24,0.033854166666666664,0.040690104166666664,0.0022786458333333335,0.015625
B4,A,16,25,0.052408854166666664,0.054361979166666664,0.0048828125,0.015625
B4,A,16,26,0.039713541666666664,0.0224609375,0.0013020833333333333,0.005208333333333333
B4,A,16,27,0.05078125,0.0400390625,0.0026041666666666665,0.010416666666666666
B4,A,16,28,0.039713541666666664,0.0478515625,0.001953125,0.010416666666666666
B4,A,16,29,0.07877604166666667,0.018229166666666668,0.0022786458333333335,0.010416666666666666
