batch_mode,request,step,layer,k_assignment_diff,v_assignment_diff,v_pattern_mask_diff,v_precision_mask_diff
B2,A,1,13,0.06201171875,0.05126953125,0.0078125,0.0234375
B2,A,1,14,0.03759765625,0.0458984375,0.00537109375,0.0078125
B2,A,1,15,0.04638671875,0.02880859375,0.00341796875,0.0078125
B2,A,1,16,0.03955078125,0.025390625,0.0009765625,0.0
B2,A,1,17,0.03466796875,0.0380859375,0.0029296875,0.015625
B2,A,1,18,0.03076171875,0.072265625,0.0029296875,0.03125
B2,A,1,19,0.046875,0.0361328125,0.0029296875,0.0078125
B2,A,1,20,0.03515625,0.06982421875,0.005859375,0.0
B2,A,1,21,0.05419921875,0.03515625,0.0029296875,0.0234375
B2,A,1,22,0.01220703125,0.052734375,0.00439453125,0.0390625
B2,A,1,23,0.0283203125,0.041015625,0.00634765625,0.015625
B2,A,1,24,0.03515625,0.04443359375,0.00146484375,0.0
B2,A,1,25,0.0263671875,0.072265625,0.005859375,0.0078125
B2,A,1,26,0.03125,0.0546875,0.0068359375,0.03125
B2,A,1,27,0.0205078125,0.0380859375,0.00390625,0.0078125
B2,A,1,28,0.0400390625,0.0546875,0.0029296875,0.0078125
B2,A,1,29,0.0361328125,0.02197265625,0.0009765625,0.0078125
B2,A,1,30,0.037109375,0.0341796875,0.0009765625,0.03125
B2,A,1,31,0.03662109375,0.033203125,0.00244140625,0.0078125
B2,A,2,0,0.0,0.0,0.0,0.0
B2,A,2,1,0.0,0.0,0.0,0.0
B2,A,2,2,0.0068359375,0.02978515625,0.0,0.0078125
B2,A,2,3,0.0166015625,0.03271484375,0.0,0.0234375
B2,A,2,4,0.00048828125,0.01513671875,0.0,0.0078125
B2,A,2,5,0.00048828125,0.0048828125,0.0,0.0
B2,A,2,6,0.0048828125,0.015625,0.0,0.0
B2,A,2,7,0.00927734375,0.00244140625,0.0,0.0
B2,A,2,8,0.017578125,0.01904296875,0.00048828125,0.0078125
B2,A,2,9,0.03271484375,0.029296875,0.001953125,0.0234375
B2,A,2,10,0.0302734375,0.033203125,0.00244140625,0.0078125
B2,A,2,11,0.033203125,0.0400390625,0.0009765625,0.0078125
B2,A,2,12,0.03173828125,0.037109375,0.00244140625,0.015625
B2,A,2,13,0.06201171875,0.05126953125,0.0078125,0.0234375
B2,A,2,14,0.03759765625,0.0458984375,0.00537109375,0.0078125
B2,A,2,15,0.04638671875,0.02880859375,0.00341796875,0.0078125
B2,A,2,16,0.03955078125,0.025390625,0.0009765625,0.0
B2,A,2,17,0.03466796875,0.0380859375,0.0029296875,0.015625
B2,A,2,18,0.03076171875,0.072265625,0.0029296875,0.03125
B2,A,2,19,0.046875,0.0361328125,0.0029296875,0.0078125
B2,A,2,20,0.03515625,0.06982421875,0.005859375,0.0
B2,A,2,21,0.05419921875,0.03515625,0.0029296875,0.0234375
B2,A,2,22,0.01220703125,0.052734375,0.00439453125,0.0390625
B2,A,2,23,0.0283203125,0.041015625,0.00634765625,0.015625
B2,A,2,24,0.03515625,0.04443359375,0.00146484375,0.0
B2,A,2,25,0.0263671875,0.072265625,0.005859375,0.0078125
B2,A,2,26,0.03125,0.0546875,0.0068359375,0.03125
B2,A,2,27,0.0205078125,0.0380859375,0.00390625,0.0078125
B2,A,2,28,0.0400390625,0.0546875,0.0029296875,0.0078125
B2,A,2,29,0.0361328125,0.02197265625,0.0009765625,0.0078125
B2,A,2,30,0.037109375,0.0341796875,0.0009765625,0.03125
B2,A,2,31,0.03662109375,0.033203125,0.00244140625,0.0078125
B2,A,16,0,0.0,0.0,0.0,0.0
B2,A,16,1,0.0,0.0,0.0,0.0
B2,A,16,2,0.015299479166666666,0.029296875,0.0,0.005208333333333333
B2,A,16,3,0.019856770833333332,0.03125,0.0,0.020833333333333332
B2,A,16,4,0.0003255208333333333,0.016276041666666668,0.0,0.005208333333333333
B2,A,16,5,0.005208333333333333,0.006510416666666667,0.0,0.0
B2,A,16,6,0.0035807291666666665,0.013346354166666666,0.0,0.0
B2,A,16,7,0.0146484375,0.0016276041666666667,0.0,0.0
B2,A,16,8,0.025065104166666668,0.018229166666666668,0.0003255208333333333,0.005208333333333333
B2,A,16,9,0.038411458333333336,0.025390625,0.0013020833333333333,0.020833333333333332
B2,A,16,10,0.042643229166666664,0.0361328125,0.0016276041666666667,0.010416666666666666
B2,A,16,11,0.044270833333333336,0.03515625,0.0006510416666666666,0.010416666666666666
B2,A,16,12,0.040364583333333336,0.032877604166666664,0.001953125,0.020833333333333332
B2,A,16,13,0.059895833333333336,0.043619791666666664,0.005859375,0.020833333333333332
B2,A,16,14,0.043294270833333336,0.037434895833333336,0.004231770833333333,0.005208333333333333
B2,A,16,15,0.0654296875,0.02734375,0.0022786458333333335,0.015625
B2,A,16,16,0.0556640625,0.022786458333333332,0.0006510416666666666,0.005208333333333333
B2,A,16,17,0.0439453125,0.031575520833333336,0.0026041666666666665,0.015625
B2,A,16,18,0.050455729166666664,0.06673177083333333,0.0029296875,0.020833333333333332
B2,A,16,19,0.055338541666666664,0.029296875,0.001953125,0.010416666666666666
B2,A,16,20,0.049479166666666664,0.058268229166666664,0.00390625,0.010416666666666666
B2,A,16,21,0.0732421875,0.0302734375,0.001953125,0.015625
B2,A,16,22,0.034830729166666664,0.046223958333333336,0.0032552083333333335,0.03125
B2,A,16,23,0.040364583333333336,0.0361328125,0.004231770833333333,0.020833333333333332
B2,A,16,24,0.045247395833333336,0.041015625,0.0013020833333333333,0.010416666666666666
B2,A,16,25,0.049479166666666664,0.0673828125,0.004231770833333333,0.03125
B2,A,16,26,0.033854166666666664,0.0458984375,0.005533854166666667,0.026041666666666668
B2,A,16,27,0.025716145833333332,0.037760416666666664,0.0032552083333333335,0.005208333333333333
B2,A,16,28,0.062174479166666664,0.046549479166666664,0.0022786458333333335,0.010416666666666666
B2,A,16,29,0.057942708333333336,0.021158854166666668,0.0009765625,0.005208333333333333
B2,A,16,30,0.046549479166666664,0.027994791666666668,0.0009765625,0.020833333333333332
B2,A,16,31,0.06998697916666667,0.0322265625,0.0016276041666666667,0.005208333333333333
B2,A,127,0,0.0,0.0,0.0,0.0
B2,A,127,1,0.0,0.0,0.0,0.0
B2,A,127,2,0.015299479166666666,0.029296875,0.0,0.005208333333333333
B2,A,127,3,0.019856770833333332,0.03125,0.0,0.020833333333333332
B2,A,127,4,0.0003255208333333333,0.016276041666666668,0.0,0.005208333333333333
B2,A,127,5,0.005208333333333333,0.006510416666666667,0.0,0.0
B2,A,127,6,0.0035807291666666665,0.013346354166666666,0.0,0.0
B2,A,127,7,0.0146484375,0.0016276041666666667,0.0,0.0
B2,A,127,8,0.025065104166666668,0.018229166666666668,0.0003255208333333333,0.005208333333333333
B2,A,127,9,0.038411458333333336,0.025390625,0.0013020833333333333,0.020833333333333332
B2,A,127,10,0.042643229166666664,0.0361328125,0.0016276041666666667,0.010416666666666666
B2,A,127,11,0.044270833333333336,0.03515625,0.0006510416666666666,0.010416666666666666
B2,A,127,12,0.040364583333333336,0.032877604166666664,0.001953125,0.020833333333333332
B2,A,127,13,0.059895833333333336,0.043619791666666664,0.005859375,0.020833333333333332
B2,A,127,14,0.043294270833333336,0.037434895833333336,0.004231770833333333,0.005208333333333333
B2,A,127,15,0.0654296875,0.02734375,0.0022786458333333335,0.015625
B2,A,127,16,0.0556640625,0.022786458333333332,0.0006510416666666666,0.005208333333333333
B2,A,127,17,0.0439453125,0.031575520833333336,0.0026041666666666665,0.015625
B2,A,127,18,0.050455729166666664,0.06673177083333333,0.0029296875,0.020833333333333332
B2,A,127,19,0.055338541666666664,0.029296875,0.001953125,0.010416666666666666
B2,A,127,20,0.049479166666666664,0.058268229166666664,0.00390625,0.010416666666666666
B2,A,127,21,0.0732421875,0.0302734375,0.001953125,0.015625
B2,A,127,22,0.034830729166666664,0.046223958333333336,0.0032552083333333335,0.03125
B2,A,127,23,0.040364583333333336,0.0361328125,0.004231770833333333,0.020833333333333332
B2,A,127,24,0.045247395833333336,0.041015625,0.0013020833333333333,0.010416666666666666
B2,A,127,25,0.049479166666666664,0.0673828125,0.004231770833333333,0.03125
B2,A,127,26,0.033854166666666664,0.0458984375,0.005533854166666667,0.026041666666666668
B2,A,127,27,0.025716145833333332,0.037760416666666664,0.0032552083333333335,0.005208333333333333
B2,A,127,28,0.062174479166666664,0.046549479166666664,0.0022786458333333335,0.010416666666666666
B2,A,127,29,0.057942708333333336,0.021158854166666668,0.0009765625,0.005208333333333333
B2,A,127,30,0.046549479166666664,0.027994791666666668,0.0009765625,0.020833333333333332
B2,A,127,31,0.06998697916666667,0.0322265625,0.0016276041666666667,0.005208333333333333
B2,A,128,0,0.0,0.0,0.0,0.0
B2,A,128,1,0.0,0.0,0.0,0.0
B2,A,128,2,0.015299479166666666,0.029296875,0.0,0.005208333333333333
B2,A,128,3,0.019856770833333332,0.03125,0.0,0.020833333333333332
B2,A,128,4,0.0003255208333333333,0.016276041666666668,0.0,0.005208333333333333
B2,A,128,5,0.005208333333333333,0.006510416666666667,0.0,0.0
B2,A,128,6,0.0035807291666666665,0.013346354166666666,0.0,0.0
B2,A,128,7,0.0146484375,0.0016276041666666667,0.0,0.0
B2,A,128,8,0.025065104166666668,0.018229166666666668,0.0003255208333333333,0.005208333333333333
B2,A,128,9,0.038411458333333336,0.025390625,0.0013020833333333333,0.020833333333333332
B2,A,128,10,0.042643229166666664,0.0361328125,0.0016276041666666667,0.010416666666666666
B2,A,128,11,0.044270833333333336,0.03515625,0.0006510416666666666,0.010416666666666666
B2,A,128,12,0.040364583333333336,0.032877604166666664,0.001953125,0.020833333333333332
B2,A,128,13,0.059895833333333336,0.043619791666666664,0.005859375,0.020833333333333332
B2,A,128,14,0.043294270833333336,0.037434895833333336,0.004231770833333333,0.005208333333333333
B2,A,128,15,0.0654296875,0.02734375,0.0022786458333333335,0.015625
B2,A,128,16,0.0556640625,0.022786458333333332,0.0006510416666666666,0.005208333333333333
B2,A,128,17,0.0439453125,0.031575520833333336,0.0026041666666666665,0.015625
B2,A,128,18,0.050455729166666664,0.06673177083333333,0.0029296875,0.020833333333333332
B2,A,128,19,0.055338541666666664,0.029296875,0.001953125,0.010416666666666666
B2,A,128,20,0.049479166666666664,0.058268229166666664,0.00390625,0.010416666666666666
B2,A,128,21,0.0732421875,0.0302734375,0.001953125,0.015625
B2,A,128,22,0.034830729166666664,0.046223958333333336,0.0032552083333333335,0.03125
B2,A,128,23,0.040364583333333336,0.0361328125,0.004231770833333333,0.020833333333333332
B2,A,128,24,0.045247395833333336,0.041015625,0.0013020833333333333,0.010416666666666666
B2,A,128,25,0.049479166666666664,0.0673828125,0.004231770833333333,0.03125
B2,A,128,26,0.033854166666666664,0.0458984375,0.005533854166666667,0.026041666666666668
B2,A,128,27,0.025716145833333332,0.037760416666666664,0.0032552083333333335,0.005208333333333333
B2,A,128,28,0.062174479166666664,0.046549479166666664,0.0022786458333333335,0.010416666666666666
B2,A,128,29,0.057942708333333336,0.021158854166666668,0.0009765625,0.005208333333333333
B2,A,128,30,0.046549479166666664,0.027994791666666668,0.0009765625,0.020833333333333332
B2,A,128,31,0.06998697916666667,0.0322265625,0.0016276041666666667,0.005208333333333333
B2,A,129,0,0.0,0.0,0.0,0.0
B2,A,129,1,0.0,0.0,0.0,0.0
B2,A,129,2,0.015299479166666666,0.029296875,0.0,0.005208333333333333
B2,A,129,3,0.019856770833333332,0.03125,0.0,0.020833333333333332
B2,A,129,4,0.0003255208333333333,0.016276041666666668,0.0,0.005208333333333333
B2,A,129,5,0.005208333333333333,0.006510416666666667,0.0,0.0
B2,A,129,6,0.0035807291666666665,0.013346354166666666,0.0,0.0
B2,A,129,7,0.0146484375,0.0016276041666666667,0.0,0.0
B2,A,129,8,0.025065104166666668,0.018229166666666668,0.0003255208333333333,0.005208333333333333
B2,A,129,9,0.038411458333333336,0.025390625,0.0013020833333333333,0.020833333333333332
B2,A,129,10,0.042643229166666664,0.0361328125,0.0016276041666666667,0.010416666666666666
B2,A,129,11,0.044270833333333336,0.03515625,0.0006510416666666666,0.010416666666666666
B2,A,129,12,0.040364583333333336,0.032877604166666664,0.001953125,0.020833333333333332
B2,A,129,13,0.059895833333333336,0.043619791666666664,0.005859375,0.020833333333333332
B2,A,129,14,0.043294270833333336,0.037434895833333336,0.004231770833333333,0.005208333333333333
B2,A,129,15,0.0654296875,0.02734375,0.0022786458333333335,0.015625
B2,A,129,16,0.0556640625,0.022786458333333332,0.0006510416666666666,0.005208333333333333
B2,A,129,17,0.0439453125,0.031575520833333336,0.0026041666666666665,0.015625
B2,A,129,18,0.050455729166666664,0.06673177083333333,0.0029296875,0.020833333333333332
B2,A,129,19,0.055338541666666664,0.029296875,0.001953125,0.010416666666666666
B2,A,129,20,0.049479166666666664,0.058268229166666664,0.00390625,0.010416666666666666
B2,A,129,21,0.0732421875,0.0302734375,0.001953125,0.015625
B2,A,129,22,0.034830729166666664,0.046223958333333336,0.0032552083333333335,0.03125
B2,A,129,23,0.040364583333333336,0.0361328125,0.004231770833333333,0.020833333333333332
B2,A,129,24,0.045247395833333336,0.041015625,0.0013020833333333333,0.010416666666666666
B2,A,129,25,0.049479166666666664,0.0673828125,0.004231770833333333,0.03125
B2,A,129,26,0.033854166666666664,0.0458984375,0.005533854166666667,0.026041666666666668
B2,A,129,27,0.025716145833333332,0.037760416666666664,0.0032552083333333335,0.005208333333333333
B2,A,129,28,0.062174479166666664,0.046549479166666664,0.0022786458333333335,0.010416666666666666
B2,A,129,29,0.057942708333333336,0.021158854166666668,0.0009765625,0.005208333333333333
B2,A,129,30,0.046549479166666664,0.027994791666666668,0.0009765625,0.020833333333333332
B2,A,129,31,0.06998697916666667,0.0322265625,0.0016276041666666667,0.005208333333333333
B2,A,255,0,0.0,0.0,0.0,0.0
B2,A,255,1,0.000244140625,0.000244140625,0.0,0.0
B2,A,255,2,0.016357421875,0.02880859375,0.0,0.00390625
B2,A,255,3,0.02099609375,0.030029296875,0.0,0.01953125
B2,A,255,4,0.00341796875,0.0166015625,0.0,0.00390625
B2,A,255,5,0.0185546875,0.007080078125,0.0,0.0
B2,A,255,6,0.003173828125,0.01220703125,0.0,0.0
B2,A,255,7,0.016845703125,0.001953125,0.0,0.0
B2,A,255,8,0.030029296875,0.0146484375,0.000244140625,0.00390625
B2,A,255,9,0.04296875,0.02294921875,0.0009765625,0.015625
B2,A,255,10,0.0498046875,0.037353515625,0.001220703125,0.0078125
B2,A,255,11,0.05224609375,0.03125,0.00146484375,0.01171875
B2,A,255,12,0.040283203125,0.03173828125,0.001708984375,0.01953125
B2,A,255,13,0.0615234375,0.038818359375,0.00439453125,0.01953125
B2,A,255,14,0.050537109375,0.034912109375,0.003662109375,0.00390625
B2,A,255,15,0.066162109375,0.028076171875,0.001953125,0.01171875
B2,A,255,16,0.058837890625,0.02294921875,0.00048828125,0.00390625
B2,A,255,17,0.056396484375,0.027099609375,0.00244140625,0.01171875
B2,A,255,18,0.056396484375,0.060546875,0.00244140625,0.01953125
B2,A,255,19,0.052734375,0.0263671875,0.00146484375,0.0078125
B2,A,255,20,0.046875,0.052490234375,0.0029296875,0.01171875
B2,A,255,21,0.07275390625,0.025146484375,0.00146484375,0.01171875
B2,A,255,22,0.03466796875,0.040771484375,0.00244140625,0.02734375
B2,A,255,23,0.052734375,0.0302734375,0.00341796875,0.01953125
B2,A,255,24,0.05224609375,0.03857421875,0.0009765625,0.01171875
B2,A,255,25,0.0537109375,0.064697265625,0.00341796875,0.03515625
B2,A,255,26,0.033935546875,0.041748046875,0.004150390625,0.01953125
B2,A,255,27,0.033935546875,0.0361328125,0.002685546875,0.0078125
B2,A,255,28,0.067138671875,0.03955078125,0.001708984375,0.01171875
B2,A,255,29,0.086669921875,0.018798828125,0.000732421875,0.00390625
B2,A,255,30,0.056640625,0.022705078125,0.000732421875,0.015625
B2,A,255,31,0.078857421875,0.030029296875,0.001220703125,0.0078125
B2,A,256,0,0.0,0.0,0.0,0.0
B2,A,256,1,0.000244140625,0.000244140625,0.0,0.0
B2,A,256,2,0.016357421875,0.02880859375,0.0,0.00390625
B2,A,256,3,0.02099609375,0.030029296875,0.0,0.01953125
B2,A,256,4,0.00341796875,0.0166015625,0.0,0.00390625
B2,A,256,5,0.0185546875,0.007080078125,0.0,0.0
B2,A,256,6,0.003173828125,0.01220703125,0.0,0.0
B2,A,256,7,0.016845703125,0.001953125,0.0,0.0
B2,A,256,8,0.030029296875,0.0146484375,0.000244140625,0.00390625
B2,A,256,9,0.04296875,0.02294921875,0.0009765625,0.015625
B2,A,256,10,0.0498046875,0.037353515625,0.001220703125,0.0078125
B2,A,256,11,0.05224609375,0.03125,0.00146484375,0.01171875
B2,A,256,12,0.040283203125,0.03173828125,0.001708984375,0.01953125
B2,A,256,13,0.0615234375,0.038818359375,0.00439453125,0.01953125
B2,A,256,14,0.050537109375,0.034912109375,0.003662109375,0.00390625
B2,A,256,15,0.066162109375,0.028076171875,0.001953125,0.01171875
B2,A,256,16,0.058837890625,0.02294921875,0.00048828125,0.00390625
B2,A,256,17,0.056396484375,0.027099609375,0.00244140625,0.01171875
B2,A,256,18,0.056396484375,0.060546875,0.00244140625,0.01953125
B2,A,256,19,0.052734375,0.0263671875,0.00146484375,0.0078125
B2,A,256,20,0.046875,0.052490234375,0.0029296875,0.01171875
B2,A,256,21,0.07275390625,0.025146484375,0.00146484375,0.01171875
B2,A,256,22,0.03466796875,0.040771484375,0.00244140625,0.02734375
B2,A,256,23,0.052734375,0.0302734375,0.00341796875,0.01953125
B2,A,256,24,0.05224609375,0.03857421875,0.0009765625,0.01171875
B2,A,256,25,0.0537109375,0.064697265625,0.00341796875,0.03515625
B2,A,256,26,0.033935546875,0.041748046875,0.004150390625,0.01953125
B2,A,256,27,0.033935546875,0.0361328125,0.002685546875,0.0078125
B2,A,256,28,0.067138671875,0.03955078125,0.001708984375,0.01171875
B2,A,256,29,0.086669921875,0.018798828125,0.000732421875,0.00390625
B2,A,256,30,0.056640625,0.022705078125,0.000732421875,0.015625
B2,A,256,31,0.078857421875,0.030029296875,0.001220703125,0.0078125
B2,A,257,0,0.0,0.0,0.0,0.0
B2,A,257,1,0.000244140625,0.000244140625,0.0,0.0
B2,A,257,2,0.016357421875,0.02880859375,0.0,0.00390625
B2,A,257,3,0.02099609375,0.030029296875,0.0,0.01953125
B2,A,257,4,0.00341796875,0.0166015625,0.0,0.00390625
B2,A,257,5,0.0185546875,0.007080078125,0.0,0.0
B2,A,257,6,0.003173828125,0.01220703125,0.0,0.0
B2,A,257,7,0.016845703125,0.001953125,0.0,0.0
B2,A,257,8,0.030029296875,0.0146484375,0.000244140625,0.00390625
B2,A,257,9,0.04296875,0.02294921875,0.0009765625,0.015625
B2,A,257,10,0.0498046875,0.037353515625,0.001220703125,0.0078125
B2,A,257,11,0.05224609375,0.03125,0.00146484375,0.01171875
B2,A,257,12,0.040283203125,0.03173828125,0.001708984375,0.01953125
B2,A,257,13,0.0615234375,0.038818359375,0.00439453125,0.01953125
B2,A,257,14,0.050537109375,0.034912109375,0.003662109375,0.00390625
B2,A,257,15,0.066162109375,0.028076171875,0.001953125,0.01171875
B2,A,257,16,0.058837890625,0.02294921875,0.00048828125,0.00390625
B2,A,257,17,0.056396484375,0.027099609375,0.00244140625,0.01171875
B2,A,257,18,0.056396484375,0.060546875,0.00244140625,0.01953125
B2,A,257,19,0.052734375,0.0263671875,0.00146484375,0.0078125
B2,A,257,20,0.046875,0.052490234375,0.0029296875,0.01171875
B2,A,257,21,0.07275390625,0.025146484375,0.00146484375,0.01171875
B2,A,257,22,0.03466796875,0.040771484375,0.00244140625,0.02734375
B2,A,257,23,0.052734375,0.0302734375,0.00341796875,0.01953125
B2,A,257,24,0.05224609375,0.03857421875,0.0009765625,0.01171875
B2,A,257,25,0.0537109375,0.064697265625,0.00341796875,0.03515625
B2,A,257,26,0.033935546875,0.041748046875,0.004150390625,0.01953125
B2,A,257,27,0.033935546875,0.0361328125,0.002685546875,0.0078125
B2,A,257,28,0.067138671875,0.03955078125,0.001708984375,0.01171875
B2,A,257,29,0.086669921875,0.018798828125,0.000732421875,0.00390625
B2,A,257,30,0.056640625,0.022705078125,0.000732421875,0.015625
B2,A,257,31,0.078857421875,0.030029296875,0.001220703125,0.0078125
B2,B,0,0,0.0,0.0,0.0,0.0
B2,B,0,1,0.00390625,0.00146484375,0.0,0.0
B2,B,0,2,0.00927734375,0.00048828125,0.0,0.0
B2,B,0,3,0.01123046875,0.00048828125,0.0,0.0
B2,B,0,4,0.00341796875,0.03173828125,0.0,0.015625
B2,B,0,5,0.00341796875,0.01025390625,0.0009765625,0.0078125
B2,B,0,6,0.0,0.01220703125,0.0009765625,0.0
B2,B,0,7,0.013671875,0.02587890625,0.0,0.0078125
B2,B,0,8,0.0146484375,0.0166015625,0.00048828125,0.0078125
B2,B,0,9,0.0205078125,0.02880859375,0.0009765625,0.0078125
B2,B,0,10,0.03125,0.03076171875,0.00146484375,0.015625
B2,B,0,11,0.033203125,0.03857421875,0.001953125,0.015625
B2,B,0,12,0.0224609375,0.02587890625,0.00341796875,0.015625
B2,B,0,13,0.037109375,0.0458984375,0.00634765625,0.015625
B2,B,0,14,0.0322265625,0.02783203125,0.00244140625,0.015625
B2,B,0,15,0.021484375,0.0419921875,0.00341796875,0.0078125
B2,B,0,16,0.02490234375,0.03759765625,0.0009765625,0.0078125
B2,B,0,17,0.021484375,0.04248046875,0.00341796875,0.0078125
B2,B,0,18,0.01171875,0.04443359375,0.001953125,0.0234375
B2,B,0,19,0.04443359375,0.03759765625,0.0009765625,0.015625
B2,B,0,20,0.0341796875,0.02978515625,0.00244140625,0.0078125
B2,B,0,21,0.01806640625,0.02294921875,0.00390625,0.0078125
B2,B,0,22,0.01513671875,0.05419921875,0.005859375,0.015625
B2,B,0,23,0.05029296875,0.029296875,0.00634765625,0.015625
B2,B,0,24,0.0458984375,0.04541015625,0.00537109375,0.015625
B2,B,0,25,0.03271484375,0.056640625,0.00634765625,0.03125
B2,B,0,26,0.0224609375,0.0244140625,0.0048828125,0.0
B2,B,0,27,0.02001953125,0.033203125,0.00341796875,0.0078125
B2,B,0,28,0.048828125,0.03173828125,0.0068359375,0.0078125
B2,B,0,29,0.03857421875,0.0283203125,0.001953125,0.0078125
B2,B,0,30,0.03076171875,0.0234375,0.001953125,0.015625
B2,B,0,31,0.0400390625,0.0224609375,0.00048828125,0.0
B2,B,1,0,0.0,0.0,0.0,0.0
B2,B,1,1,0.00390625,0.00146484375,0.0,0.0
B2,B,1,2,0.00927734375,0.00048828125,0.0,0.0
B2,B,1,3,0.01123046875,0.00048828125,0.0,0.0
B2,B,1,4,0.00341796875,0.03173828125,0.0,0.015625
B2,B,1,5,0.00341796875,0.01025390625,0.0009765625,0.0078125
B2,B,1,6,0.0,0.01220703125,0.0009765625,0.0
B2,B,1,7,0.013671875,0.02587890625,0.0,0.0078125
B2,B,1,8,0.0146484375,0.0166015625,0.00048828125,0.0078125
B2,B,1,9,0.0205078125,0.02880859375,0.0009765625,0.0078125
B2,B,1,10,0.03125,0.03076171875,0.00146484375,0.015625
B2,B,1,11,0.033203125,0.03857421875,0.001953125,0.015625
B2,B,1,12,0.0224609375,0.02587890625,0.00341796875,0.015625
B2,B,1,13,0.037109375,0.0458984375,0.00634765625,0.015625
B2,B,1,14,0.0322265625,0.02783203125,0.00244140625,0.015625
B2,B,1,15,0.021484375,0.0419921875,0.00341796875,0.0078125
B2,B,1,16,0.02490234375,0.03759765625,0.0009765625,0.0078125
B2,B,1,17,0.021484375,0.04248046875,0.00341796875,0.0078125
B2,B,1,18,0.01171875,0.04443359375,0.001953125,0.0234375
B2,B,1,19,0.04443359375,0.03759765625,0.0009765625,0.015625
B2,B,1,20,0.0341796875,0.02978515625,0.00244140625,0.0078125
B2,B,1,21,0.01806640625,0.02294921875,0.00390625,0.0078125
B2,B,1,22,0.01513671875,0.05419921875,0.005859375,0.015625
B2,B,1,23,0.05029296875,0.029296875,0.00634765625,0.015625
B2,B,1,24,0.0458984375,0.04541015625,0.00537109375,0.015625
B2,B,1,25,0.03271484375,0.056640625,0.00634765625,0.03125
B2,B,1,26,0.0224609375,0.0244140625,0.0048828125,0.0
B2,B,1,27,0.02001953125,0.033203125,0.00341796875,0.0078125
B2,B,1,28,0.048828125,0.03173828125,0.0068359375,0.0078125
B2,B,1,29,0.03857421875,0.0283203125,0.001953125,0.0078125
B2,B,1,30,0.03076171875,0.0234375,0.001953125,0.015625
B2,B,1,31,0.0400390625,0.0224609375,0.00048828125,0.0
B2,B,2,0,0.0,0.0,0.0,0.0
B2,B,2,1,0.00390625,0.00146484375,0.0,0.0
B2,B,2,2,0.00927734375,0.00048828125,0.0,0.0
