batch_mode,request,step,layer,k_recon_rel_l2,k_recon_max_abs,k_recon_mean_abs,k_recon_cosine,v_recon_rel_l2,v_recon_max_abs,v_recon_mean_abs,v_recon_cosine,k_nan,k_inf,v_nan,v_inf
B2,A,2,16,0.11156493425369263,3.392578125,0.0720454603433609,0.9937756657600403,,,,,False,False,False,False
B2,A,2,17,0.10861770063638687,3.16015625,0.06389597058296204,0.9940991401672363,,,,,False,False,False,False
B2,A,2,18,0.10867263376712799,3.1328125,0.06548678874969482,0.9940922260284424,,,,,False,False,False,False
B2,A,2,19,0.11886139214038849,3.1513671875,0.07624813169240952,0.9929341673851013,,,,,False,False,False,False
B2,A,2,20,0.10063149780035019,3.33251953125,0.05932484194636345,0.9949332475662231,,,,,False,False,False,False
B2,A,2,21,0.12585598230361938,4.2646484375,0.08547750860452652,0.9920761585235596,,,,,False,False,False,False
B2,A,2,22,0.08293244242668152,3.994140625,0.0403379388153553,0.9965618848800659,,,,,False,False,False,False
B2,A,2,23,0.10626259446144104,3.921875,0.06015665456652641,0.9943529963493347,,,,,False,False,False,False
B2,A,2,24,0.11186636984348297,3.798828125,0.06764761358499527,0.993744432926178,,,,,False,False,False,False
B2,A,2,25,0.10769941657781601,4.716796875,0.05903396010398865,0.9941997528076172,,,,,False,False,False,False
B2,A,2,26,0.09987006336450577,3.77734375,0.06602662056684494,0.9950130581855774,,,,,False,False,False,False
B2,A,2,27,0.09824442118406296,3.4306640625,0.05405507609248161,0.9951712489128113,,,,,False,False,False,False
B2,A,2,28,0.11578913778066635,5.078125,0.07627289742231369,0.9932954907417297,,,,,False,False,False,False
B2,A,2,29,0.1134021133184433,5.421875,0.07596311718225479,0.9935692548751831,,,,,False,False,False,False
B2,A,2,30,0.10275477170944214,4.052734375,0.06480930745601654,0.9947161674499512,,,,,False,False,False,False
B2,A,2,31,0.11898526549339294,4.50537109375,0.07292035222053528,0.9929175972938538,,,,,False,False,False,False
B2,A,16,0,5.443150075734593e-05,0.0078125,4.899859050055966e-06,0.9999924302101135,,,,,False,False,False,False
B2,A,16,1,0.014534557238221169,5.94140625,0.0009174739825539291,0.9998866319656372,,,,,False,False,False,False
B2,A,16,2,0.07545291632413864,4.40234375,0.024400975555181503,0.9971470236778259,,,,,False,False,False,False
B2,A,16,3,0.08102243393659592,4.2265625,0.03341929614543915,0.9967155456542969,,,,,False,False,False,False
B2,A,16,4,0.023174362257122993,3.443359375,0.0035305628553032875,0.9997276663780212,,,,,False,False,False,False
B2,A,16,5,0.04938986897468567,3.17578125,0.014177748933434486,0.9987738728523254,,,,,False,False,False,False
B2,A,16,6,0.03909699246287346,3.83984375,0.009956282563507557,0.999228298664093,,,,,False,False,False,False
B2,A,16,7,0.07377982884645462,4.099609375,0.029806630685925484,0.997276782989502,,,,,False,False,False,False
B2,A,16,8,0.10030381381511688,3.375,0.05604230985045433,0.9949607849121094,,,,,False,False,False,False
B2,A,16,9,0.12283699214458466,4.93359375,0.07396840304136276,0.9924532771110535,,,,,False,False,False,False
B2,A,16,10,0.13183459639549255,2.8515625,0.09238960593938828,0.9913058280944824,,,,,False,False,False,False
B2,A,16,11,0.13449539244174957,3.853515625,0.09288107603788376,0.9909432530403137,,,,,False,False,False,False
B2,A,16,12,0.12801779806613922,3.6171875,0.08840475231409073,0.9918081760406494,,,,,False,False,False,False
B2,A,16,13,0.14743134379386902,3.330078125,0.12512516975402832,0.9891365170478821,,,,,False,False,False,False
B2,A,16,14,0.13709113001823425,5.162109375,0.10861404240131378,0.9906014800071716,,,,,False,False,False,False
B2,A,16,15,0.1458016186952591,3.779296875,0.11925134062767029,0.9893583655357361,,,,,False,False,False,False
B2,A,16,16,0.1403426080942154,3.392578125,0.11427765339612961,0.9901511669158936,,,,,False,False,False,False
B2,A,16,17,0.1342523694038391,3.16015625,0.09539280831813812,0.9909839630126953,,,,,False,False,False,False
B2,A,16,18,0.14121243357658386,3.1328125,0.10694897919893265,0.9900311231613159,,,,,False,False,False,False
B2,A,16,19,0.14474612474441528,3.1513671875,0.11148593574762344,0.9895135760307312,,,,,False,False,False,False
B2,A,16,20,0.12330495566129684,3.33251953125,0.0863448828458786,0.99239182472229,,,,,False,False,False,False
B2,A,16,21,0.15717196464538574,4.2646484375,0.12860389053821564,0.9876437783241272,,,,,False,False,False,False
B2,A,16,22,0.11779610812664032,3.994140625,0.07369513809680939,0.9930614829063416,,,,,False,False,False,False
B2,A,16,23,0.13377037644386292,3.921875,0.09181910008192062,0.9910481572151184,,,,,False,False,False,False
B2,A,16,24,0.1374039202928543,3.798828125,0.09976530820131302,0.9905562400817871,,,,,False,False,False,False
B2,A,16,25,0.13788257539272308,4.716796875,0.09527420252561569,0.9904976487159729,,,,,False,False,False,False
B2,A,16,26,0.1214611679315567,3.77734375,0.09578759968280792,0.9926226735115051,,,,,False,False,False,False
B2,A,16,27,0.11814841628074646,3.466796875,0.07609397917985916,0.9930170178413391,,,,,False,False,False,False
B2,A,16,28,0.14595520496368408,5.078125,0.11450943350791931,0.9893407225608826,,,,,False,False,False,False
B2,A,16,29,0.14572352170944214,5.421875,0.12160084396600723,0.9893814921379089,,,,,False,False,False,False
B2,A,16,30,0.12831003963947296,4.052734375,0.09528788924217224,0.9917634725570679,,,,,False,False,False,False
B2,A,16,31,0.15683582425117493,4.50537109375,0.12184210866689682,0.9876953959465027,,,,,False,False,False,False
B2,A,127,0,0.00014039459347259253,0.0078125,3.231050504837185e-05,0.9999959468841553,,,,,False,False,False,False
B2,A,127,1,0.013200309127569199,5.94140625,0.0008322116918861866,0.9999065399169922,,,,,False,False,False,False
B2,A,127,2,0.06831509619951248,4.40234375,0.020320244133472443,0.9976654648780823,,,,,False,False,False,False
B2,A,127,3,0.07327038049697876,4.2265625,0.02815055474638939,0.9973150491714478,,,,,False,False,False,False
B2,A,127,4,0.020994121208786964,3.443359375,0.003547707572579384,0.9997814893722534,,,,,False,False,False,False
B2,A,127,5,0.04472485929727554,3.17578125,0.012456470169126987,0.9990017414093018,,,,,False,False,False,False
B2,A,127,6,0.035387858748435974,3.83984375,0.009119745343923569,0.9993688464164734,,,,,False,False,False,False
B2,A,127,7,0.06669764965772629,4.099609375,0.02610434964299202,0.997774064540863,,,,,False,False,False,False
B2,A,127,8,0.09022123366594315,3.375,0.048356793820858,0.9959264397621155,,,,,False,False,False,False
B2,A,127,9,0.11045324057340622,4.93359375,0.06420265138149261,0.9938972592353821,,,,,False,False,False,False
B2,A,127,10,0.11896952986717224,2.8515625,0.0799531415104866,0.9929232001304626,,,,,False,False,False,False
B2,A,127,11,0.12138744443655014,3.853515625,0.08119188994169235,0.9926294684410095,,,,,False,False,False,False
B2,A,127,12,0.11551510542631149,3.6171875,0.07728086411952972,0.9933322668075562,,,,,False,False,False,False
B2,A,127,13,0.13276998698711395,3.330078125,0.10947473347187042,0.9911920428276062,,,,,False,False,False,False
B2,A,127,14,0.12358127534389496,5.162109375,0.09566736221313477,0.9923641085624695,,,,,False,False,False,False
B2,A,127,15,0.13115358352661133,3.779296875,0.10429765284061432,0.9913934469223022,,,,,False,False,False,False
B2,A,127,16,0.126337930560112,3.392578125,0.09963825345039368,0.9920220375061035,,,,,False,False,False,False
B2,A,127,17,0.12155623733997345,3.16015625,0.08389019966125488,0.9926093816757202,,,,,False,False,False,False
B2,A,127,18,0.1273747980594635,3.1328125,0.09335078299045563,0.9918884634971619,,,,,False,False,False,False
B2,A,127,19,0.13014906644821167,3.1513671875,0.09669002890586853,0.9915236830711365,,,,,False,False,False,False
B2,A,127,20,0.11100339889526367,3.33251953125,0.0762447863817215,0.9938353896141052,,,,,False,False,False,False
B2,A,127,21,0.1413176953792572,4.2646484375,0.11175566911697388,0.9900126457214355,,,,,False,False,False,False
B2,A,127,22,0.10619525611400604,3.994140625,0.06637932360172272,0.9943658709526062,,,,,False,False,False,False
B2,A,127,23,0.12042631953954697,3.921875,0.08129992336034775,0.992745041847229,,,,,False,False,False,False
B2,A,127,24,0.12372017651796341,3.798828125,0.08760988712310791,0.9923478960990906,,,,,False,False,False,False
B2,A,127,25,0.12421121448278427,4.716796875,0.08390972763299942,0.9922926425933838,,,,,False,False,False,False
B2,A,127,26,0.10930624604225159,3.77734375,0.08484166115522385,0.994029700756073,,,,,False,False,False,False
B2,A,127,27,0.1066371351480484,3.466796875,0.06873507797718048,0.9943134784698486,,,,,False,False,False,False
B2,A,127,28,0.13123396039009094,5.078125,0.1004604771733284,0.9913885593414307,,,,,False,False,False,False
B2,A,127,29,0.13139504194259644,5.421875,0.10630249977111816,0.9913700222969055,,,,,False,False,False,False
B2,A,127,30,0.11554156243801117,4.052734375,0.08434846252202988,0.9933242201805115,,,,,False,False,False,False
B2,A,127,31,0.14176110923290253,4.50537109375,0.10536593943834305,0.9899517297744751,,,,,False,False,False,False
B2,A,128,0,0.0001408243115292862,0.0078125,3.249910150771029e-05,0.9999960064888,,,,,False,False,False,False
B2,A,128,1,0.013189936056733131,5.94140625,0.0008319453336298466,0.9999061226844788,,,,,False,False,False,False
B2,A,128,2,0.06826424598693848,4.40234375,0.02029024064540863,0.9976692795753479,,,,,False,False,False,False
B2,A,128,3,0.07321476936340332,4.2265625,0.02812235616147518,0.9973191618919373,,,,,False,False,False,False
B2,A,128,4,0.020978057757019997,3.443359375,0.0035560361575335264,0.9997819662094116,,,,,False,False,False,False
B2,A,128,5,0.04468831792473793,3.17578125,0.012449858710169792,0.9990033507347107,,,,,False,False,False,False
B2,A,128,6,0.03535947576165199,3.83984375,0.009117746725678444,0.9993700981140137,,,,,False,False,False,False
B2,A,128,7,0.06665605306625366,4.099609375,0.026161987334489822,0.9977767467498779,,,,,False,False,False,False
B2,A,128,8,0.09016158431768417,3.375,0.04837745055556297,0.9959319829940796,,,,,False,False,False,False
B2,A,128,9,0.11036939173936844,4.93359375,0.06420155614614487,0.9939063191413879,,,,,False,False,False,False
B2,A,128,10,0.1188695952296257,2.8515625,0.07991873472929001,0.9929350018501282,,,,,False,False,False,False
B2,A,128,11,0.12128201872110367,3.853515625,0.08115746080875397,0.9926420450210571,,,,,False,False,False,False
B2,A,128,12,0.11541716009378433,3.6171875,0.07723831385374069,0.9933435320854187,,,,,False,False,False,False
B2,A,128,13,0.13263362646102905,3.330078125,0.10939021408557892,0.9912104606628418,,,,,False,False,False,False
B2,A,128,14,0.1234610304236412,5.162109375,0.09559178352355957,0.9923788905143738,,,,,False,False,False,False
B2,A,128,15,0.13102586567401886,3.779296875,0.10419516265392303,0.9914100766181946,,,,,False,False,False,False
B2,A,128,16,0.126212477684021,3.392578125,0.09953610599040985,0.9920381903648376,,,,,False,False,False,False
B2,A,128,17,0.12144388258457184,3.16015625,0.08380992710590363,0.9926230311393738,,,,,False,False,False,False
B2,A,128,18,0.12725204229354858,3.1328125,0.09325212240219116,0.9919039011001587,,,,,False,False,False,False
B2,A,128,19,0.13002057373523712,3.1513671875,0.09657617658376694,0.9915407299995422,,,,,False,False,False,False
B2,A,128,20,0.1108979657292366,3.33251953125,0.07616659998893738,0.9938471913337708,,,,,False,False,False,False
B2,A,128,21,0.14118322730064392,4.2646484375,0.11162421852350235,0.9900317192077637,,,,,False,False,False,False
B2,A,128,22,0.10609546303749084,3.994140625,0.06632360070943832,0.9943763613700867,,,,,False,False,False,False
B2,A,128,23,0.12030839174985886,3.921875,0.08121778070926666,0.9927593469619751,,,,,False,False,False,False
B2,A,128,24,0.12359902262687683,3.798828125,0.08751588314771652,0.9923628568649292,,,,,False,False,False,False
B2,A,128,25,0.12409129738807678,4.716796875,0.0838194265961647,0.9923074245452881,,,,,False,False,False,False
B2,A,128,26,0.10919398069381714,3.77734375,0.08475158363580704,0.9940418601036072,,,,,False,False,False,False
B2,A,128,27,0.10652681440114975,3.466796875,0.06867270916700363,0.9943253993988037,,,,,False,False,False,False
B2,A,128,28,0.1310882866382599,5.078125,0.1003471165895462,0.9914076328277588,,,,,False,False,False,False
B2,A,128,29,0.13125699758529663,5.421875,0.10617804527282715,0.9913880825042725,,,,,False,False,False,False
B2,A,128,30,0.11541718989610672,4.052734375,0.08425579220056534,0.9933390021324158,,,,,False,False,False,False
B2,A,128,31,0.1416294425725937,4.50537109375,0.10523581504821777,0.9899705052375793,,,,,False,False,False,False
B2,A,129,0,0.00014109144103713334,0.0078125,3.26489498547744e-05,0.9999960064888,,,,,False,False,False,False
B2,A,129,1,0.013179730623960495,5.94140625,0.000831383338663727,0.9999063611030579,,,,,False,False,False,False
B2,A,129,2,0.06820838153362274,4.40234375,0.020260129123926163,0.9976730942726135,,,,,False,False,False,False
B2,A,129,3,0.0731518492102623,4.2265625,0.02808450721204281,0.9973238706588745,,,,,False,False,False,False
B2,A,129,4,0.020959675312042236,3.443359375,0.003556119743734598,0.9997822642326355,,,,,False,False,False,False
B2,A,129,5,0.044647980481386185,3.17578125,0.012437880970537663,0.9990050792694092,,,,,False,False,False,False
B2,A,129,6,0.035327259451150894,3.83984375,0.009110619314014912,0.9993712306022644,,,,,False,False,False,False
B2,A,129,7,0.06659990549087524,4.099609375,0.026184650138020515,0.9977803826332092,,,,,False,False,False,False
B2,A,129,8,0.09010516852140427,3.375,0.04839445650577545,0.9959372878074646,,,,,False,False,False,False
B2,A,129,9,0.11029558628797531,4.93359375,0.06420503556728363,0.9939144253730774,,,,,False,False,False,False
B2,A,129,10,0.11879625171422958,2.8515625,0.07991234958171844,0.9929438829421997,,,,,False,False,False,False
B2,A,129,11,0.12122856080532074,3.853515625,0.08116704225540161,0.992648720741272,,,,,False,False,False,False
B2,A,129,12,0.11535879224538803,3.6171875,0.07724177092313766,0.9933504462242126,,,,,False,False,False,False
B2,A,129,13,0.13256779313087463,3.330078125,0.10937812179327011,0.9912190437316895,,,,,False,False,False,False
B2,A,129,14,0.12341325730085373,5.162109375,0.09564873576164246,0.9923848509788513,,,,,False,False,False,False
B2,A,129,15,0.13096776604652405,3.779296875,0.10422766953706741,0.9914175868034363,,,,,False,False,False,False
B2,A,129,16,0.12615670263767242,3.392578125,0.09956444054841995,0.9920450448989868,,,,,False,False,False,False
B2,A,129,17,0.12139829248189926,3.16015625,0.08387377113103867,0.9926286935806274,,,,,False,False,False,False
B2,A,129,18,0.1271926462650299,3.1328125,0.09332011640071869,0.9919113516807556,,,,,False,False,False,False
B2,A,129,19,0.12994618713855743,3.1513671875,0.09663009643554688,0.9915500283241272,,,,,False,False,False,False
B2,A,129,20,0.11084728688001633,3.33251953125,0.07625400274991989,0.9938530325889587,,,,,False,False,False,False
B2,A,129,21,0.14111661911010742,4.2646484375,0.11170748621225357,0.9900410771369934,,,,,False,False,False,False
B2,A,129,22,0.10605716705322266,3.994140625,0.06643832474946976,0.9943803548812866,,,,,False,False,False,False
B2,A,129,23,0.12024538964033127,3.921875,0.08129831403493881,0.9927667379379272,,,,,False,False,False,False
B2,A,129,24,0.12352385371923447,3.798828125,0.08756870031356812,0.9923723936080933,,,,,False,False,False,False
B2,A,129,25,0.12401480972766876,4.716796875,0.08387188613414764,0.9923166036605835,,,,,False,False,False,False
B2,A,129,26,0.10913845151662827,3.77734375,0.08483176678419113,0.9940477013587952,,,,,False,False,False,False
B2,A,129,27,0.10646585375070572,3.466796875,0.06874384731054306,0.9943320751190186,,,,,False,False,False,False
B2,A,129,28,0.13100236654281616,5.078125,0.10038584470748901,0.9914188385009766,,,,,False,False,False,False
B2,A,129,29,0.13115671277046204,5.421875,0.10618328303098679,0.9914013147354126,,,,,False,False,False,False
B2,A,129,30,0.11533999443054199,4.052734375,0.08428005129098892,0.9933476448059082,,,,,False,False,False,False
B2,A,129,31,0.14151735603809357,4.50537109375,0.10518259555101395,0.9899863600730896,,,,,False,False,False,False
B2,A,255,0,0.0017521751578897238,1.4814453125,6.688685243716463e-05,1.0000051259994507,,,,,False,False,False,False
B2,A,255,1,0.014707202091813087,5.94140625,0.0009959598537534475,0.999886691570282,,,,,False,False,False,False
B2,A,255,2,0.07250873744487762,4.40234375,0.022768713533878326,0.9973737001419067,,,,,False,False,False,False
B2,A,255,3,0.07773017883300781,4.2265625,0.03193245083093643,0.9969789981842041,,,,,False,False,False,False
B2,A,255,4,0.03568808361887932,3.443359375,0.008452236652374268,0.9993703961372375,,,,,False,False,False,False
B2,A,255,5,0.06534498184919357,3.375,0.02448131889104843,0.9978688359260559,,,,,False,False,False,False
B2,A,255,6,0.034779295325279236,4.54296875,0.009264940395951271,0.9993988275527954,,,,,False,False,False,False
B2,A,255,7,0.07059735059738159,4.099609375,0.029984047636389732,0.9975107312202454,,,,,False,False,False,False
B2,A,255,8,0.09547198563814163,3.375,0.05581585317850113,0.9954455494880676,,,,,False,False,False,False
B2,A,255,9,0.11632584780454636,4.93359375,0.07351290434598923,0.9932355880737305,,,,,False,False,False,False
B2,A,255,10,0.1256546974182129,3.1044921875,0.09288734197616577,0.9921088814735413,,,,,False,False,False,False
B2,A,255,11,0.13062341511249542,3.853515625,0.0954456776380539,0.9914722442626953,,,,,False,False,False,False
B2,A,255,12,0.12008176743984222,3.6171875,0.08600664138793945,0.9927932024002075,,,,,False,False,False,False
B2,A,255,13,0.13919049501419067,3.330078125,0.12541957199573517,0.9903229475021362,,,,,False,False,False,False
B2,A,255,14,0.1300114095211029,5.162109375,0.10997331887483597,0.9915483593940735,,,,,False,False,False,False
B2,A,255,15,0.13443395495414734,3.779296875,0.11470243334770203,0.9909586310386658,,,,,False,False,False,False
B2,A,255,16,0.1289312243461609,3.392578125,0.1081843450665474,0.9916960597038269,,,,,False,False,False,False
B2,A,255,17,0.13130013644695282,3.19140625,0.09943944960832596,0.9913840889930725,,,,,False,False,False,False
B2,A,255,18,0.13455626368522644,3.1328125,0.10761308670043945,0.990947425365448,,,,,False,False,False,False
B2,A,255,19,0.13083845376968384,3.1513671875,0.1016244888305664,0.9914346933364868,,,,,False,False,False,False
B2,A,255,20,0.11153227835893631,3.33251953125,0.08011133968830109,0.9937831163406372,,,,,False,False,False,False
B2,A,255,21,0.1447683721780777,4.2646484375,0.12056613713502884,0.9895205497741699,,,,,False,False,False,False
B2,A,255,22,0.11186676472425461,3.994140625,0.07692192494869232,0.9937466979026794,,,,,False,False,False,False
B2,A,255,23,0.13175344467163086,3.921875,0.09837814420461655,0.9913230538368225,,,,,False,False,False,False
B2,A,255,24,0.1297309398651123,3.798828125,0.0997748076915741,0.9915902614593506,,,,,False,False,False,False
B2,A,255,25,0.13002413511276245,4.716796875,0.09466339647769928,0.991550087928772,,,,,False,False,False,False
B2,A,255,26,0.1136699914932251,3.77734375,0.09406959265470505,0.9935447573661804,,,,,False,False,False,False
B2,A,255,27,0.11825176328420639,3.56640625,0.08549971878528595,0.9930113554000854,,,,,False,False,False,False
B2,A,255,28,0.13866253197193146,5.078125,0.11442118138074875,0.9903870224952698,,,,,False,False,False,False
B2,A,255,29,0.14603453874588013,5.421875,0.13525637984275818,0.9893471002578735,,,,,False,False,False,False
