batch_mode,request,step,layer,k_recon_rel_l2,k_recon_max_abs,k_recon_mean_abs,k_recon_cosine,v_recon_rel_l2,v_recon_max_abs,v_recon_mean_abs,v_recon_cosine,k_nan,k_inf,v_nan,v_inf
B2,B,16,18,0.1147221103310585,3.36572265625,0.07248206436634064,0.9934150576591492,,,,,False,False,False,False
B2,B,16,19,0.1429334282875061,3.0498046875,0.11065524071455002,0.9897876381874084,,,,,False,False,False,False
B2,B,16,20,0.1350242793560028,3.1298828125,0.10470736026763916,0.9908793568611145,,,,,False,False,False,False
B2,B,16,21,0.1550627201795578,4.32421875,0.11973770707845688,0.987978458404541,,,,,False,False,False,False
B2,B,16,22,0.11653024703264236,3.65478515625,0.07312849164009094,0.993207573890686,,,,,False,False,False,False
B2,B,16,23,0.15852214395999908,4.48046875,0.12994776666164398,0.9874300956726074,,,,,False,False,False,False
B2,B,16,24,0.15195344388484955,3.58642578125,0.12139834463596344,0.988452136516571,,,,,False,False,False,False
B2,B,16,25,0.14349383115768433,4.734375,0.09917498379945755,0.9897011518478394,,,,,False,False,False,False
B2,B,16,26,0.11530008167028427,3.458984375,0.08242247253656387,0.993356466293335,,,,,False,False,False,False
B2,B,16,27,0.13968993723392487,3.92578125,0.10495246201753616,0.9902374148368835,,,,,False,False,False,False
B2,B,16,28,0.15915195643901825,5.498046875,0.1314179003238678,0.98732990026474,,,,,False,False,False,False
B2,B,16,29,0.1361524909734726,5.970703125,0.10877127945423126,0.9907274842262268,,,,,False,False,False,False
B2,B,16,30,0.1421513855457306,4.7646484375,0.10458232462406158,0.9898881912231445,,,,,False,False,False,False
B2,B,16,31,0.1531265527009964,4.8515625,0.1173204556107521,0.988276481628418,,,,,False,False,False,False
B2,B,127,0,0.00013762414164375514,0.0078125,2.9524540877901018e-05,0.9999943375587463,,,,,False,False,False,False
B2,B,127,1,0.049868833273649216,5.87109375,0.01020423136651516,0.9987547397613525,,,,,False,False,False,False
B2,B,127,2,0.06296031177043915,3.68096923828125,0.017778871580958366,0.9980173707008362,,,,,False,False,False,False
B2,B,127,3,0.08027422428131104,4.08984375,0.028612826019525528,0.996776819229126,,,,,False,False,False,False
B2,B,127,4,0.05535076558589935,4.96484375,0.01453376654535532,0.9984738826751709,,,,,False,False,False,False
B2,B,127,5,0.05417745187878609,3.4326171875,0.01535846944898367,0.9985304474830627,,,,,False,False,False,False
B2,B,127,6,0.024250809103250504,4.212890625,0.004406104329973459,0.9997051954269409,,,,,False,False,False,False
B2,B,127,7,0.07388054579496384,4.1005859375,0.030156727880239487,0.9972738027572632,,,,,False,False,False,False
B2,B,127,8,0.09369458258152008,3.14453125,0.047775622457265854,0.9956133365631104,,,,,False,False,False,False
B2,B,127,9,0.1121453121304512,5.01171875,0.06578850746154785,0.9937160611152649,,,,,False,False,False,False
B2,B,127,10,0.1152230054140091,3.203125,0.06807601451873779,0.9933648705482483,,,,,False,False,False,False
B2,B,127,11,0.12163469195365906,3.9970703125,0.07697802037000656,0.9926029443740845,,,,,False,False,False,False
B2,B,127,12,0.10793208330869675,3.75537109375,0.06952613592147827,0.9941741824150085,,,,,False,False,False,False
B2,B,127,13,0.10809434205293655,4.3125,0.07054031640291214,0.9941610097885132,,,,,False,False,False,False
B2,B,127,14,0.1401004195213318,5.1171875,0.1110878735780716,0.9901875853538513,,,,,False,False,False,False
B2,B,127,15,0.11492520570755005,3.0869140625,0.07544709742069244,0.993397057056427,,,,,False,False,False,False
B2,B,127,16,0.11500579118728638,3.341796875,0.08119039237499237,0.9933854937553406,,,,,False,False,False,False
B2,B,127,17,0.12233004719018936,3.806640625,0.07881239801645279,0.9925223588943481,,,,,False,False,False,False
B2,B,127,18,0.10673461854457855,3.36572265625,0.06360502541065216,0.994304358959198,,,,,False,False,False,False
B2,B,127,19,0.13304056227207184,3.0498046875,0.09474940598011017,0.9911520481109619,,,,,False,False,False,False
B2,B,127,20,0.12609952688217163,3.1298828125,0.08988755941390991,0.9920507073402405,,,,,False,False,False,False
B2,B,127,21,0.1443907767534256,4.32421875,0.10247156769037247,0.9895805716514587,,,,,False,False,False,False
B2,B,127,22,0.10869067907333374,3.65478515625,0.0639011487364769,0.9940932393074036,,,,,False,False,False,False
B2,B,127,23,0.14795267581939697,4.48046875,0.11083114892244339,0.9890543818473816,,,,,False,False,False,False
B2,B,127,24,0.1420532613992691,3.58642578125,0.10359787940979004,0.9899124503135681,,,,,False,False,False,False
B2,B,127,25,0.1334124207496643,4.734375,0.08533167839050293,0.9911019802093506,,,,,False,False,False,False
B2,B,127,26,0.10819260030984879,3.458984375,0.07165047526359558,0.9941526055335999,,,,,False,False,False,False
B2,B,127,27,0.13066443800926208,3.92578125,0.09039485454559326,0.9914601445198059,,,,,False,False,False,False
B2,B,127,28,0.14883771538734436,5.498046875,0.1121542751789093,0.9889248609542847,,,,,False,False,False,False
B2,B,127,29,0.12659525871276855,5.970703125,0.09381670504808426,0.9919846653938293,,,,,False,False,False,False
B2,B,127,30,0.13312090933322906,4.7646484375,0.08976123481988907,0.991134762763977,,,,,False,False,False,False
B2,B,127,31,0.14270564913749695,4.8515625,0.09984958171844482,0.9898227453231812,,,,,False,False,False,False
B2,B,128,0,0.00013809307711198926,0.0078125,2.973977279907558e-05,0.9999943971633911,,,,,False,False,False,False
B2,B,128,1,0.04982690140604973,5.87109375,0.010188937187194824,0.9987568259239197,,,,,False,False,False,False
B2,B,128,2,0.06291667371988297,3.68096923828125,0.017752422019839287,0.9980202913284302,,,,,False,False,False,False
B2,B,128,3,0.0802314430475235,4.08984375,0.02856959030032158,0.9967801570892334,,,,,False,False,False,False
B2,B,128,4,0.055324677377939224,4.96484375,0.014512976631522179,0.998475193977356,,,,,False,False,False,False
B2,B,128,5,0.05414779484272003,3.4326171875,0.015339182689785957,0.9985319375991821,,,,,False,False,False,False
B2,B,128,6,0.024239029735326767,4.212890625,0.004403961356729269,0.9997054934501648,,,,,False,False,False,False
B2,B,128,7,0.07383644580841064,4.1005859375,0.03011433221399784,0.9972769021987915,,,,,False,False,False,False
B2,B,128,8,0.0936436727643013,3.14453125,0.04770511016249657,0.9956177473068237,,,,,False,False,False,False
B2,B,128,9,0.11208304017782211,5.01171875,0.06569020450115204,0.9937227368354797,,,,,False,False,False,False
B2,B,128,10,0.11516212671995163,3.203125,0.06798186898231506,0.9933720231056213,,,,,False,False,False,False
B2,B,128,11,0.12156406790018082,3.9970703125,0.07687804102897644,0.9926115870475769,,,,,False,False,False,False
B2,B,128,12,0.10786962509155273,3.75537109375,0.06943510472774506,0.9941810369491577,,,,,False,False,False,False
B2,B,128,13,0.10803871601819992,4.3125,0.0704512745141983,0.9941670894622803,,,,,False,False,False,False
B2,B,128,14,0.14001920819282532,5.1171875,0.11093521118164062,0.9901990294456482,,,,,False,False,False,False
B2,B,128,15,0.11485796421766281,3.0869140625,0.07534933090209961,0.9934051036834717,,,,,False,False,False,False
B2,B,128,16,0.11494182795286179,3.341796875,0.08108173310756683,0.993393063545227,,,,,False,False,False,False
B2,B,128,17,0.12226005643606186,3.806640625,0.07870849221944809,0.9925309419631958,,,,,False,False,False,False
B2,B,128,18,0.10666344314813614,3.36572265625,0.06352408230304718,0.9943121075630188,,,,,False,False,False,False
B2,B,128,19,0.13295745849609375,3.0498046875,0.09461808949708939,0.9911630749702454,,,,,False,False,False,False
B2,B,128,20,0.12602388858795166,3.1298828125,0.08976390212774277,0.9920601844787598,,,,,False,False,False,False
B2,B,128,21,0.14430883526802063,4.32421875,0.1023317202925682,0.9895924925804138,,,,,False,False,False,False
B2,B,128,22,0.10862008482217789,3.65478515625,0.06382270902395248,0.9941009879112244,,,,,False,False,False,False
B2,B,128,23,0.14786429703235626,4.48046875,0.1106804609298706,0.9890676140785217,,,,,False,False,False,False
B2,B,128,24,0.14196868240833282,3.58642578125,0.10345679521560669,0.9899245500564575,,,,,False,False,False,False
B2,B,128,25,0.13333238661289215,4.734375,0.08521847426891327,0.9911127686500549,,,,,False,False,False,False
B2,B,128,26,0.10814234614372253,3.458984375,0.07155819237232208,0.9941580295562744,,,,,False,False,False,False
B2,B,128,27,0.13060344755649567,3.92578125,0.0902760699391365,0.9914682507514954,,,,,False,False,False,False
B2,B,128,28,0.1487611085176468,5.498046875,0.11200104653835297,0.988936185836792,,,,,False,False,False,False
B2,B,128,29,0.1265314519405365,5.970703125,0.0936921164393425,0.9919928908348083,,,,,False,False,False,False
B2,B,128,30,0.13304924964904785,4.7646484375,0.08964040130376816,0.9911444187164307,,,,,False,False,False,False
B2,B,128,31,0.14263328909873962,4.8515625,0.09971103817224503,0.9898334741592407,,,,,False,False,False,False
B2,B,129,0,0.00013850984396412969,0.0078125,2.9869539503124543e-05,0.999994158744812,,,,,False,False,False,False
B2,B,129,1,0.049793269485235214,5.87109375,0.010173638351261616,0.9987583160400391,,,,,False,False,False,False
B2,B,129,2,0.06287939101457596,3.68096923828125,0.017726590856909752,0.998022735118866,,,,,False,False,False,False
B2,B,129,3,0.08018311113119125,4.08984375,0.02852715738117695,0.996783971786499,,,,,False,False,False,False
B2,B,129,4,0.055295053869485855,4.96484375,0.014493058435618877,0.9984769225120544,,,,,False,False,False,False
B2,B,129,5,0.05411508306860924,3.4326171875,0.0153190391138196,0.9985336065292358,,,,,False,False,False,False
B2,B,129,6,0.02422686107456684,4.212890625,0.004402864258736372,0.999705970287323,,,,,False,False,False,False
B2,B,129,7,0.07379118353128433,4.1005859375,0.030073300004005432,0.9972804188728333,,,,,False,False,False,False
B2,B,129,8,0.09359223395586014,3.14453125,0.047636304050683975,0.9956225156784058,,,,,False,False,False,False
B2,B,129,9,0.11202622950077057,5.01171875,0.06559418141841888,0.9937294125556946,,,,,False,False,False,False
B2,B,129,10,0.115094855427742,3.203125,0.06788655370473862,0.9933798313140869,,,,,False,False,False,False
B2,B,129,11,0.12148798257112503,3.9970703125,0.0767737403512001,0.9926210045814514,,,,,False,False,False,False
B2,B,129,12,0.10780466347932816,3.75537109375,0.0693434327840805,0.9941880702972412,,,,,False,False,False,False
B2,B,129,13,0.10798569768667221,4.3125,0.070362888276577,0.9941731691360474,,,,,False,False,False,False
B2,B,129,14,0.13994090259075165,5.1171875,0.11078441143035889,0.9902097582817078,,,,,False,False,False,False
B2,B,129,15,0.11478279531002045,3.0869140625,0.07525502890348434,0.9934138059616089,,,,,False,False,False,False
B2,B,129,16,0.11487238854169846,3.341796875,0.08097290247678757,0.9934011101722717,,,,,False,False,False,False
B2,B,129,17,0.12218720465898514,3.806640625,0.07860187441110611,0.9925398826599121,,,,,False,False,False,False
B2,B,129,18,0.10659163445234299,3.36572265625,0.06343907862901688,0.9943200945854187,,,,,False,False,False,False
B2,B,129,19,0.1328863948583603,3.0498046875,0.09448395669460297,0.9911724925041199,,,,,False,False,False,False
B2,B,129,20,0.12595237791538239,3.1298828125,0.0896371454000473,0.9920689463615417,,,,,False,False,False,False
B2,B,129,21,0.1442192941904068,4.32421875,0.10218629240989685,0.9896054863929749,,,,,False,False,False,False
B2,B,129,22,0.10855303704738617,3.65478515625,0.06373731046915054,0.994108259677887,,,,,False,False,False,False
B2,B,129,23,0.14776848256587982,4.48046875,0.11052179336547852,0.9890817403793335,,,,,False,False,False,False
B2,B,129,24,0.14188337326049805,3.58642578125,0.10330815613269806,0.9899367690086365,,,,,False,False,False,False
B2,B,129,25,0.13324978947639465,4.734375,0.0850992277264595,0.9911234378814697,,,,,False,False,False,False
B2,B,129,26,0.10807628184556961,3.458984375,0.07146002352237701,0.994165301322937,,,,,False,False,False,False
B2,B,129,27,0.13053466379642487,3.92578125,0.0901486873626709,0.9914771914482117,,,,,False,False,False,False
B2,B,129,28,0.14867523312568665,5.498046875,0.11183961480855942,0.9889488816261292,,,,,False,False,False,False
B2,B,129,29,0.12645401060581207,5.970703125,0.09356096386909485,0.9920026063919067,,,,,False,False,False,False
B2,B,129,30,0.13297684490680695,4.7646484375,0.089514821767807,0.9911540746688843,,,,,False,False,False,False
B2,B,129,31,0.1425575464963913,4.8515625,0.09956730902194977,0.989844024181366,,,,,False,False,False,False
B2,B,255,0,0.001510292524471879,1.30859375,6.362384738167748e-05,0.9999905228614807,,,,,False,False,False,False
B2,B,255,1,0.05306284874677658,5.87109375,0.011500260792672634,0.9985904693603516,,,,,False,False,False,False
B2,B,255,2,0.06764767318964005,4.23046875,0.01995103619992733,0.9977165460586548,,,,,False,False,False,False
B2,B,255,3,0.08579792082309723,4.08984375,0.031106697395443916,0.9963235259056091,,,,,False,False,False,False
B2,B,255,4,0.05982065945863724,4.96484375,0.016270199790596962,0.998220682144165,,,,,False,False,False,False
B2,B,255,5,0.05253437161445618,3.505859375,0.014027395285665989,0.9986222982406616,,,,,False,False,False,False
B2,B,255,6,0.0302123986184597,4.212890625,0.005779599770903587,0.9995438456535339,,,,,False,False,False,False
B2,B,255,7,0.078609399497509,4.1005859375,0.03261837735772133,0.9969183206558228,,,,,False,False,False,False
B2,B,255,8,0.09788364171981812,3.14453125,0.05066369101405144,0.9952154755592346,,,,,False,False,False,False
B2,B,255,9,0.12194797396659851,5.01171875,0.07572944462299347,0.9925694465637207,,,,,False,False,False,False
B2,B,255,10,0.1220170259475708,3.484375,0.07411638647317886,0.9925642013549805,,,,,False,False,False,False
B2,B,255,11,0.13550682365894318,3.9970703125,0.0906907320022583,0.9908306002616882,,,,,False,False,False,False
B2,B,255,12,0.11360885947942734,3.75537109375,0.07482317090034485,0.9935491681098938,,,,,False,False,False,False
B2,B,255,13,0.12360548973083496,4.3125,0.0862312987446785,0.9923679828643799,,,,,False,False,False,False
B2,B,255,14,0.15178905427455902,5.1171875,0.1257038414478302,0.9884824156761169,,,,,False,False,False,False
B2,B,255,15,0.12194456905126572,3.21484375,0.08263067156076431,0.9925703406333923,,,,,False,False,False,False
B2,B,255,16,0.1306678205728531,3.341796875,0.09968730807304382,0.9914688467979431,,,,,False,False,False,False
B2,B,255,17,0.13408957421779633,3.806640625,0.09164655208587646,0.9910222291946411,,,,,False,False,False,False
B2,B,255,18,0.12093660235404968,3.36572265625,0.07747124880552292,0.9926900267601013,,,,,False,False,False,False
B2,B,255,19,0.14702703058719635,3.13671875,0.1099054142832756,0.9891955852508545,,,,,False,False,False,False
B2,B,255,20,0.1384442150592804,3.134765625,0.10205221176147461,0.9904215931892395,,,,,False,False,False,False
B2,B,255,21,0.16017846763134003,4.32421875,0.1188514232635498,0.9871784448623657,,,,,False,False,False,False
B2,B,255,22,0.12490548193454742,3.65478515625,0.07884831726551056,0.992201566696167,,,,,False,False,False,False
B2,B,255,23,0.15775181353092194,4.48046875,0.11917819827795029,0.9875643253326416,,,,,False,False,False,False
B2,B,255,24,0.15537118911743164,3.58642578125,0.1181788370013237,0.9879372715950012,,,,,False,False,False,False
B2,B,255,25,0.1484285145998001,4.734375,0.0999603271484375,0.9889916777610779,,,,,False,False,False,False
B2,B,255,26,0.12254682928323746,3.458984375,0.08441802859306335,0.9924980401992798,,,,,False,False,False,False
B2,B,255,27,0.14235107600688934,3.92578125,0.10101145505905151,0.9898671507835388,,,,,False,False,False,False
B2,B,255,28,0.1634179949760437,5.498046875,0.12767431139945984,0.9866503477096558,,,,,False,False,False,False
B2,B,255,29,0.1424570083618164,5.970703125,0.11326786875724792,0.9898584485054016,,,,,False,False,False,False
B2,B,255,30,0.1483309268951416,4.7646484375,0.10327956080436707,0.9890020489692688,,,,,False,False,False,False
B2,B,255,31,0.15624354779720306,4.8515625,0.11400415003299713,0.9877997040748596,,,,,False,False,False,False
B2,B,256,0,0.0015092100948095322,1.30859375,6.373832729877904e-05,0.9999903440475464,,,,,False,False,False,False
B2,B,256,1,0.053028810769319534,5.87109375,0.011486079543828964,0.99859219789505,,,,,False,False,False,False
B2,B,256,2,0.06761130690574646,4.23046875,0.019926227629184723,0.9977190494537354,,,,,False,False,False,False
B2,B,256,3,0.08574796468019485,4.08984375,0.03106733411550522,0.9963278770446777,,,,,False,False,False,False
B2,B,256,4,0.05979060009121895,4.96484375,0.01625039055943489,0.9982225298881531,,,,,False,False,False,False
B2,B,256,5,0.052505526691675186,3.505859375,0.014011348597705364,0.9986236691474915,,,,,False,False,False,False
B2,B,256,6,0.03019784949719906,4.212890625,0.005774594843387604,0.9995442032814026,,,,,False,False,False,False
B2,B,256,7,0.07856384664773941,4.1005859375,0.032578859478235245,0.9969216585159302,,,,,False,False,False,False
B2,B,256,8,0.09783244878053665,3.14453125,0.050601135939359665,0.9952206611633301,,,,,False,False,False,False
B2,B,256,9,0.1218876838684082,5.01171875,0.07563456892967224,0.9925766587257385,,,,,False,False,False,False
B2,B,256,10,0.12195323407649994,3.484375,0.0740237757563591,0.9925717711448669,,,,,False,False,False,False
B2,B,256,11,0.13543426990509033,3.9970703125,0.0905773863196373,0.9908407926559448,,,,,False,False,False,False
B2,B,256,12,0.11353761702775955,3.75537109375,0.0747298002243042,0.993557333946228,,,,,False,False,False,False
B2,B,256,13,0.12355183809995651,4.3125,0.08612552285194397,0.9923745393753052,,,,,False,False,False,False
B2,B,256,14,0.15171673893928528,5.1171875,0.12554703652858734,0.9884933829307556,,,,,False,False,False,False
B2,B,256,15,0.12187738716602325,3.21484375,0.08253348618745804,0.9925784468650818,,,,,False,False,False,False
B2,B,256,16,0.13059955835342407,3.341796875,0.09956660121679306,0.9914778470993042,,,,,False,False,False,False
B2,B,256,17,0.13402657210826874,3.806640625,0.09153560549020767,0.9910305142402649,,,,,False,False,False,False
B2,B,256,18,0.12087900191545486,3.36572265625,0.07737797498703003,0.9926971793174744,,,,,False,False,False,False
B2,B,256,19,0.14695508778095245,3.13671875,0.10976960510015488,0.9892062544822693,,,,,False,False,False,False
B2,B,256,20,0.13838212192058563,3.134765625,0.1019272431731224,0.9904301166534424,,,,,False,False,False,False
B2,B,256,21,0.16010262072086334,4.32421875,0.11870510131120682,0.9871906042098999,,,,,False,False,False,False
B2,B,256,22,0.12484078854322433,3.65478515625,0.07875415682792664,0.9922096729278564,,,,,False,False,False,False
B2,B,256,23,0.1576678305864334,4.48046875,0.11903116852045059,0.9875776171684265,,,,,False,False,False,False
B2,B,256,24,0.15529032051563263,3.58642578125,0.11803271621465683,0.9879496693611145,,,,,False,False,False,False
B2,B,256,25,0.1483471691608429,4.734375,0.09983816742897034,0.9890035390853882,,,,,False,False,False,False
B2,B,256,26,0.1224883422255516,3.458984375,0.0843166634440422,0.9925053119659424,,,,,False,False,False,False
B2,B,256,27,0.14228196442127228,3.92578125,0.1008882150053978,0.9898769855499268,,,,,False,False,False,False
B2,B,256,28,0.16333386301994324,5.498046875,0.12751562893390656,0.9866642355918884,,,,,False,False,False,False
B2,B,256,29,0.14238505065441132,5.970703125,0.11312887072563171,0.9898688197135925,,,,,False,False,False,False
B2,B,256,30,0.14826355874538422,4.7646484375,0.10315210372209549,0.9890120625495911,,,,,False,False,False,False
B2,B,256,31,0.15616624057292938,4.8515625,0.11386201530694962,0.9878116250038147,,,,,False,False,False,False
B2,B,257,0,0.0015082613099366426,1.30859375,6.387254688888788e-05,0.999990701675415,,,,,False,False,False,False
B2,B,257,1,0.05299577862024307,5.87109375,0.011471652425825596,0.9985941052436829,,,,,False,False,False,False
B2,B,257,2,0.06757476925849915,4.23046875,0.019901838153600693,0.9977213740348816,,,,,False,False,False,False
B2,B,257,3,0.08569410443305969,4.08984375,0.031028196215629578,0.9963322877883911,,,,,False,False,False,False
B2,B,257,4,0.0597560852766037,4.96484375,0.01623140461742878,0.9982244968414307,,,,,False,False,False,False
B2,B,257,5,0.0524708591401577,3.505859375,0.013996349647641182,0.9986258149147034,,,,,False,False,False,False
B2,B,257,6,0.030180297791957855,4.212890625,0.0057696085423231125,0.9995449781417847,,,,,False,False,False,False
B2,B,257,7,0.07850544899702072,4.1005859375,0.03253932297229767,0.9969263672828674,,,,,False,False,False,False
B2,B,257,8,0.09776172786951065,3.14453125,0.050539519637823105,0.9952278137207031,,,,,False,False,False,False
B2,B,257,9,0.12180434167385101,5.01171875,0.07554036378860474,0.9925867915153503,,,,,False,False,False,False
B2,B,257,10,0.1218680739402771,3.484375,0.07393132150173187,0.9925820827484131,,,,,False,False,False,False
B2,B,257,11,0.13533546030521393,3.9970703125,0.09046448767185211,0.9908543229103088,,,,,False,False,False,False
B2,B,257,12,0.11345448344945908,3.75537109375,0.07464013248682022,0.9935671091079712,,,,,False,False,False,False
B2,B,257,13,0.12347386032342911,4.3125,0.08602465689182281,0.9923838973045349,,,,,False,False,False,False
B2,B,257,14,0.1516236960887909,5.1171875,0.12539531290531158,0.9885075092315674,,,,,False,False,False,False
B2,B,257,15,0.12179578840732574,3.21484375,0.08244114369153976,0.9925882816314697,,,,,False,False,False,False
B2,B,257,16,0.13051840662956238,3.341796875,0.09945295006036758,0.9914886355400085,,,,,False,False,False,False
B2,B,257,17,0.13393771648406982,3.806640625,0.09143203496932983,0.99104243516922,,,,,False,False,False,False
B2,B,257,18,0.12079492956399918,3.36572265625,0.07729221880435944,0.992707371711731,,,,,False,False,False,False
B2,B,257,19,0.1468730866909027,3.13671875,0.1096394956111908,0.9892182946205139,,,,,False,False,False,False
B2,B,257,20,0.13831137120723724,3.134765625,0.10180854797363281,0.990439772605896,,,,,False,False,False,False
B2,B,257,21,0.16001102328300476,4.32421875,0.11856605112552643,0.9872052073478699,,,,,False,False,False,False
B2,B,257,22,0.12476356327533722,3.65478515625,0.07866740226745605,0.9922192096710205,,,,,False,False,False,False
B2,B,257,23,0.15757185220718384,4.48046875,0.11889124661684036,0.9875929355621338,,,,,False,False,False,False
B2,B,257,24,0.15520215034484863,3.58642578125,0.11789263784885406,0.9879633784294128,,,,,False,False,False,False
B2,B,257,25,0.1482539176940918,4.734375,0.09972196817398071,0.9890174269676208,,,,,False,False,False,False
B2,B,257,26,0.12242354452610016,3.458984375,0.0842212438583374,0.9925130605697632,,,,,False,False,False,False
B2,B,257,27,0.14220701158046722,3.92578125,0.1007707491517067,0.9898877739906311,,,,,False,False,False,False
B2,B,257,28,0.16324925422668457,5.498046875,0.12736308574676514,0.9866780042648315,,,,,False,False,False,False
B2,B,257,29,0.14230984449386597,5.970703125,0.1129947081208229,0.9898794293403625,,,,,False,False,False,False
B2,B,257,30,0.14818701148033142,4.7646484375,0.103030726313591,0.9890234470367432,,,,,False,False,False,False
B2,B,257,31,0.15608055889606476,4.8515625,0.11372450739145279,0.9878251552581787,,,,,False,False,False,False
B4,A,0,0,0.0,0.0,0.0,0.9999915957450867,,,,,False,False,False,False
B4,A,0,1,0.047909002751111984,5.94140625,0.009005188941955566,0.9988434314727783,,,,,False,False,False,False
B4,A,0,2,0.0553983636200428,4.40234375,0.013675754889845848,0.9984612464904785,,,,,False,False,False,False
B4,A,0,3,0.04217939078807831,4.19921875,0.008574917912483215,0.999106228351593,,,,,False,False,False,False
B4,A,0,4,0.028721753507852554,3.443359375,0.005428440403193235,0.9995844960212708,,,,,False,False,False,False
B4,A,0,5,0.027086878195405006,3.17578125,0.004735833033919334,0.999627947807312,,,,,False,False,False,False
B4,A,0,6,0.01581426151096821,4.677734375,0.0020948390010744333,0.9998701810836792,,,,,False,False,False,False
B4,A,0,7,0.057556163519620895,3.96484375,0.018127646297216415,0.9983395338058472,,,,,False,False,False,False
B4,A,0,8,0.0848328098654747,3.3779296875,0.041185397654771805,0.9963967204093933,,,,,False,False,False,False
B4,A,0,9,0.09861338883638382,4.94140625,0.04764688014984131,0.9951328039169312,,,,,False,False,False,False
B4,A,0,10,0.1056901291012764,3.23583984375,0.061180517077445984,0.9944129586219788,,,,,False,False,False,False
B4,A,0,11,0.09889448434114456,3.62890625,0.05221223458647728,0.9951016306877136,,,,,False,False,False,False
B4,A,0,12,0.09878727793693542,3.818359375,0.05529862269759178,0.9951176047325134,,,,,False,False,False,False
B4,A,0,13,0.10599517077207565,3.44580078125,0.06584648042917252,0.9943830966949463,,,,,False,False,False,False
B4,A,0,14,0.11736398935317993,5.197265625,0.08238539844751358,0.9931179881095886,,,,,False,False,False,False
B4,A,0,15,0.11563260853290558,3.380859375,0.07460561394691467,0.9933062791824341,,,,,False,False,False,False
B4,A,0,16,0.08894427865743637,3.390625,0.04522695392370224,0.9960415363311768,,,,,False,False,False,False
B4,A,0,17,0.09426920115947723,3.18359375,0.0478709377348423,0.9955512881278992,,,,,False,False,False,False
B4,A,0,18,0.10431965440511703,3.13671875,0.061143435537815094,0.9945580363273621,,,,,False,False,False,False
B4,A,0,19,0.1103389710187912,3.103515625,0.06761892884969711,0.9939103722572327,,,,,False,False,False,False
B4,A,0,20,0.09514092653989792,3.2041015625,0.05423439294099808,0.9954699277877808,,,,,False,False,False,False
B4,A,0,21,0.1250164806842804,4.205078125,0.08400693535804749,0.9921789765357971,,,,,False,False,False,False
B4,A,0,22,0.100398488342762,4.00390625,0.057191379368305206,0.9949600696563721,,,,,False,False,False,False
B4,A,0,23,0.11029214411973953,3.9814453125,0.0627172440290451,0.9939159750938416,,,,,False,False,False,False
B4,A,0,24,0.09603986144065857,3.794921875,0.04915563017129898,0.9953879117965698,,,,,False,False,False,False
B4,A,0,25,0.10924794524908066,4.740234375,0.0616152323782444,0.9940330982208252,,,,,False,False,False,False
B4,A,0,26,0.09594417363405228,3.859375,0.060072850435972214,0.9953988790512085,,,,,False,False,False,False
B4,A,0,27,0.10722015053033829,3.6845703125,0.06563818454742432,0.9942494034767151,,,,,False,False,False,False
B4,A,0,28,0.088262639939785,5.01953125,0.04452625289559364,0.9961049556732178,,,,,False,False,False,False
B4,A,0,29,0.12222565710544586,5.59765625,0.08817948400974274,0.9925317168235779,,,,,False,False,False,False
B4,A,0,30,0.0964680165052414,3.974609375,0.056164585053920746,0.9953446388244629,,,,,False,False,False,False
B4,A,0,31,0.11455773562192917,4.70703125,0.06927774101495743,0.9934363961219788,,,,,False,False,False,False
B4,A,1,0,1.1223328328924254e-05,0.00390625,2.7217132014811796e-07,0.9999917149543762,,,,,False,False,False,False
B4,A,1,1,0.04786073416471481,5.94140625,0.008988391607999802,0.9988461136817932,,,,,False,False,False,False
B4,A,1,2,0.05533593147993088,4.40234375,0.013652710244059563,0.9984649419784546,,,,,False,False,False,False
B4,A,1,3,0.042133629322052,4.19921875,0.008564131334424019,0.9991082549095154,,,,,False,False,False,False
B4,A,1,4,0.028691459447145462,3.443359375,0.005422845017164946,0.9995850324630737,,,,,False,False,False,False
B4,A,1,5,0.027058864012360573,3.17578125,0.004731501452624798,0.9996286034584045,,,,,False,False,False,False
B4,A,1,6,0.01579795777797699,4.677734375,0.0020979365799576044,0.9998704791069031,,,,,False,False,False,False
B4,A,1,7,0.057500697672367096,3.96484375,0.018101254478096962,0.998342752456665,,,,,False,False,False,False
B4,A,1,8,0.08475108444690704,3.3779296875,0.04111909493803978,0.9964037537574768,,,,,False,False,False,False
B4,A,1,9,0.098518967628479,4.94140625,0.04757494851946831,0.9951419830322266,,,,,False,False,False,False
B4,A,1,10,0.10557732731103897,3.23583984375,0.06108852103352547,0.9944246411323547,,,,,False,False,False,False
B4,A,1,11,0.09877902269363403,3.62890625,0.05215316638350487,0.9951131343841553,,,,,False,False,False,False
B4,A,1,12,0.09867200255393982,3.818359375,0.055229585617780685,0.9951287508010864,,,,,False,False,False,False
B4,A,1,13,0.10587207227945328,3.44580078125,0.0657593384385109,0.9943959712982178,,,,,False,False,False,False
B4,A,1,14,0.11723153293132782,5.197265625,0.08226307481527328,0.9931333661079407,,,,,False,False,False,False
B4,A,1,15,0.11549139022827148,3.380859375,0.0744972750544548,0.9933224320411682,,,,,False,False,False,False
B4,A,1,16,0.0888390839099884,3.390625,0.04517599940299988,0.9960510730743408,,,,,False,False,False,False
B4,A,1,17,0.09416308999061584,3.18359375,0.047814175486564636,0.995561420917511,,,,,False,False,False,False
