task,layer,kv_head,v100_fnr,gpu4090_fnr,v100_fpr,gpu4090_fpr,v100_accepted_fraction,gpu4090_accepted_fraction,v100_fn_count,gpu4090_fn_count,v100_fp_count,gpu4090_fp_count,v100_positive_support,gpu4090_positive_support,v100_negative_support,gpu4090_negative_support,fnr_abs_diff,fpr_abs_diff,accepted_fraction_abs_diff,fn_count_abs_diff,cross_hardware_consistent,support_label,fnr_stability_label,label,readiness,high_fnr_rank,low_risk_rank
passage_retrieval_en,27,2,0.21951219512195122,0.1728395061728395,0.0,0.0,0.6666666666666666,0.6979166666666666,18,14,0,0,82,81,14,15,0.046672688949111724,0.0,0.03125,4,True,low_support,stable,stable_low_fpr,aggregate_only,403,376
hotpotqa,13,7,0.14102564102564102,0.1794871794871795,0.0,0.0,0.6979166666666666,0.6666666666666666,11,14,0,0,78,78,18,18,0.038461538461538464,0.0,0.03125,3,True,low_support,stable,stable_low_fpr,aggregate_only,468,377
hotpotqa,19,1,0.14102564102564102,0.15789473684210525,0.0,0.0,0.6979166666666666,0.6666666666666666,11,12,0,0,78,76,18,20,0.01686909581646423,0.0,0.03125,1,True,low_support,stable,stable_low_fpr,aggregate_only,470,378
hotpotqa,29,5,0.14102564102564102,0.16883116883116883,0.0,0.0,0.6979166666666666,0.6666666666666666,11,13,0,0,78,77,18,19,0.027805527805527808,0.0,0.03125,2,True,low_support,stable,stable_low_fpr,aggregate_only,469,379
passage_retrieval_en,23,1,0.1232876712328767,0.11842105263157894,0.0,0.0,0.6666666666666666,0.6979166666666666,9,9,0,0,73,76,23,20,0.004866618601297765,0.0,0.03125,0,True,low_support,stable,stable_low_fpr,aggregate_only,535,380
hotpotqa,16,4,0.175,0.15584415584415584,0.0,0.0,0.6875,0.6770833333333334,14,12,0,0,80,77,16,19,0.01915584415584415,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,434,381
dureader,5,4,0.14473684210526316,0.175,0.0,0.0,0.6770833333333334,0.6875,11,14,0,0,76,80,20,16,0.030263157894736825,0.0,0.01041666666666663,3,True,low_support,stable,stable_low_fpr,aggregate_only,460,382
dureader,9,3,0.14473684210526316,0.16455696202531644,0.0,0.0,0.6770833333333334,0.6875,11,13,0,0,76,79,20,17,0.01982011992005328,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,461,383
passage_retrieval_zh,17,4,0.175,0.13333333333333333,0.0,0.0,0.6875,0.6770833333333334,14,10,0,0,80,75,16,21,0.04166666666666666,0.0,0.01041666666666663,4,True,low_support,stable,stable_low_fpr,aggregate_only,490,384
hotpotqa,28,2,0.09722222222222222,0.12,0.0,0.0,0.6770833333333334,0.6875,7,9,0,0,72,75,24,21,0.022777777777777772,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,585,385
passage_retrieval_zh,12,2,0.21428571428571427,0.20481927710843373,0.0,0.0,0.6875,0.6875,18,17,0,0,84,83,12,13,0.009466437177280546,0.0,0.0,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,344,386
dureader,20,6,0.1518987341772152,0.15584415584415584,0.0,0.0,0.6979166666666666,0.6770833333333334,12,12,0,0,79,77,17,19,0.003945421666940646,0.0,0.02083333333333326,0,True,low_support,stable,stable_low_fpr,aggregate_only,446,387
samsum,20,6,0.1518987341772152,0.1875,0.0,0.0,0.6979166666666666,0.6770833333333334,12,15,0,0,79,80,17,16,0.035601265822784806,0.0,0.02083333333333326,3,True,low_support,stable,stable_low_fpr,aggregate_only,445,388
samsum,29,5,0.175,0.14285714285714285,0.0,0.0,0.6875,0.6875,14,11,0,0,80,77,16,19,0.03214285714285714,0.0,0.0,3,True,low_support,stable,stable_low_fpr,aggregate_only,463,389
passage_retrieval_en,31,4,0.15789473684210525,0.13924050632911392,0.0,0.0,0.6666666666666666,0.7083333333333334,12,11,0,0,76,79,20,17,0.018654230512991338,0.0,0.04166666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,474,390
hotpotqa,16,6,0.1375,0.17105263157894737,0.0,0.0,0.71875,0.65625,11,13,0,0,80,76,16,20,0.03355263157894736,0.0,0.0625,2,True,low_support,stable,stable_low_fpr,aggregate_only,479,391
passage_retrieval_en,30,2,0.16,0.1375,0.0,0.0,0.65625,0.71875,12,11,0,0,75,80,21,16,0.022499999999999992,0.0,0.0625,1,True,low_support,stable,stable_low_fpr,aggregate_only,480,392
samsum,11,1,0.13333333333333333,0.12987012987012986,0.0,0.0,0.6770833333333334,0.6979166666666666,10,10,0,0,75,77,21,19,0.0034632034632034736,0.0,0.02083333333333326,0,True,low_support,stable,stable_low_fpr,aggregate_only,501,393
dureader,10,2,0.1232876712328767,0.1282051282051282,0.0,0.0,0.6666666666666666,0.7083333333333334,9,10,0,0,73,78,23,18,0.004917456972251488,0.0,0.04166666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,522,394
hotpotqa,16,0,0.14285714285714285,0.12,0.0,0.0,0.6875,0.6875,11,9,0,0,77,75,19,21,0.022857142857142854,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,531,395
samsum,26,4,0.12,0.14285714285714285,0.0,0.0,0.6875,0.6875,9,11,0,0,75,77,21,19,0.022857142857142854,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,532,396
gsm8k,13,5,0.1111111111111111,0.15625,0.0,0.0,0.7,0.675,7,10,0,0,63,64,17,16,0.045138888888888895,0.0,0.02499999999999991,3,True,low_support,stable,stable_low_fpr,aggregate_only,554,397
passage_retrieval_zh,29,7,0.11842105263157894,0.1095890410958904,0.0,0.0,0.6979166666666666,0.6770833333333334,9,8,0,0,76,73,20,23,0.008832011535688536,0.0,0.02083333333333326,1,True,low_support,stable,stable_low_fpr,aggregate_only,557,398
dureader,24,6,0.12162162162162163,0.10666666666666667,0.0,0.0,0.6770833333333334,0.6979166666666666,9,8,0,0,74,75,22,21,0.014954954954954955,0.0,0.02083333333333326,1,True,low_support,stable,stable_low_fpr,aggregate_only,563,399
samsum,6,6,0.10526315789473684,0.13513513513513514,0.0,0.0,0.7083333333333334,0.6666666666666666,8,10,0,0,76,74,20,22,0.029871977240398306,0.0,0.04166666666666674,2,True,low_support,stable,stable_low_fpr,aggregate_only,565,400
hotpotqa,18,7,0.1095890410958904,0.0945945945945946,0.0,0.0,0.6770833333333334,0.6979166666666666,8,7,0,0,73,74,23,22,0.014994446501295805,0.0,0.02083333333333326,1,True,low_support,stable,stable_low_fpr,aggregate_only,589,401
dureader,4,0,0.09333333333333334,0.1232876712328767,0.0,0.0,0.7083333333333334,0.6666666666666666,7,9,0,0,75,73,21,23,0.029954337899543368,0.0,0.04166666666666674,2,True,low_support,stable,stable_low_fpr,aggregate_only,592,402
hotpotqa,28,3,0.15853658536585366,0.15789473684210525,0.0,0.0,0.71875,0.6666666666666666,13,12,0,0,82,76,14,20,0.0006418485237484062,0.0,0.05208333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,432,403
samsum,31,4,0.15384615384615385,0.1728395061728395,0.0,0.0,0.6875,0.6979166666666666,12,14,0,0,78,81,18,15,0.018993352326685642,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,438,404
samsum,10,1,0.15584415584415584,0.1282051282051282,0.0,0.0,0.6770833333333334,0.7083333333333334,12,10,0,0,77,78,19,18,0.027639027639027647,0.0,0.03125,2,True,low_support,stable,stable_low_fpr,aggregate_only,506,405
gsm8k,2,4,0.18461538461538463,0.15942028985507245,0.0,0.0,0.6625,0.725,12,11,0,0,65,69,15,11,0.025195094760312176,0.0,0.0625,1,True,low_support,stable,stable_low_fpr,aggregate_only,428,406
gsm8k,22,3,0.140625,0.13846153846153847,0.0,0.0,0.6875,0.7,9,9,0,0,64,65,16,15,0.0021634615384615308,0.0,0.012499999999999956,0,True,low_support,stable,stable_low_fpr,aggregate_only,477,407
gsm8k,28,2,0.13114754098360656,0.1076923076923077,0.0,0.0,0.6625,0.725,8,7,0,0,61,65,19,15,0.023455233291298866,0.0,0.0625,1,True,low_support,stable,stable_low_fpr,aggregate_only,560,408
hotpotqa,24,0,0.1518987341772152,0.1518987341772152,0.0,0.0,0.6979166666666666,0.6979166666666666,12,12,0,0,79,79,17,17,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,447,409
hotpotqa,27,6,0.12987012987012986,0.11842105263157894,0.0,0.0,0.6979166666666666,0.6979166666666666,10,9,0,0,77,76,19,20,0.011449077238550917,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,534,410
dureader,6,6,0.14102564102564102,0.10666666666666667,0.0,0.0,0.6979166666666666,0.6979166666666666,11,8,0,0,78,75,18,21,0.03435897435897435,0.0,0.0,3,True,low_support,stable,stable_low_fpr,aggregate_only,561,411
passage_retrieval_en,13,7,0.0945945945945946,0.11842105263157894,0.0,0.0,0.6979166666666666,0.6979166666666666,7,9,0,0,74,76,22,20,0.02382645803698434,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,588,412
samsum,7,7,0.09090909090909091,0.1232876712328767,0.0,0.0,0.7291666666666666,0.6666666666666666,7,9,0,0,77,73,19,23,0.032378580323785794,0.0,0.0625,2,True,low_support,stable,stable_low_fpr,aggregate_only,599,413
passage_retrieval_zh,8,0,0.10526315789473684,0.12,0.0,0.0,0.7083333333333334,0.6875,8,9,0,0,76,75,20,21,0.01473684210526316,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,566,414
hotpotqa,20,3,0.1095890410958904,0.1038961038961039,0.0,0.0,0.6770833333333334,0.71875,8,8,0,0,73,77,23,19,0.005692937199786502,0.0,0.04166666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,570,415
samsum,16,5,0.1038961038961039,0.14473684210526316,0.0,0.0,0.71875,0.6770833333333334,8,11,0,0,77,76,19,20,0.04084073820915926,0.0,0.04166666666666663,3,True,low_support,stable,stable_low_fpr,aggregate_only,568,416
gsm8k,19,6,0.12307692307692308,0.12698412698412698,0.0,0.0,0.7125,0.6875,8,8,0,0,65,63,15,17,0.003907203907203893,0.0,0.025000000000000022,0,True,low_support,stable,stable_low_fpr,aggregate_only,523,417
gsm8k,2,2,0.1111111111111111,0.13846153846153847,0.0,0.0,0.7,0.7,7,9,0,0,63,65,17,15,0.027350427350427364,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,555,418
passage_retrieval_zh,10,4,0.1686746987951807,0.1951219512195122,0.0,0.0,0.71875,0.6875,14,16,0,0,83,82,13,14,0.02644725242433149,0.0,0.03125,2,True,low_support,stable,stable_low_fpr,aggregate_only,414,419
passage_retrieval_zh,16,4,0.14102564102564102,0.13924050632911392,0.0,0.0,0.6979166666666666,0.7083333333333334,11,11,0,0,78,79,18,17,0.0017851346965271075,0.0,0.01041666666666674,0,True,low_support,stable,stable_low_fpr,aggregate_only,476,420
dureader,13,6,0.14102564102564102,0.1282051282051282,0.0,0.0,0.6979166666666666,0.7083333333333334,11,10,0,0,78,78,18,18,0.01282051282051283,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,507,421
hotpotqa,17,2,0.14102564102564102,0.1282051282051282,0.0,0.0,0.6979166666666666,0.7083333333333334,11,10,0,0,78,78,18,18,0.01282051282051283,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,508,422
passage_retrieval_en,30,4,0.1282051282051282,0.14102564102564102,0.0,0.0,0.7083333333333334,0.6979166666666666,10,11,0,0,78,78,18,18,0.01282051282051283,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,509,423
passage_retrieval_en,9,3,0.1625,0.1282051282051282,0.0,0.0,0.6979166666666666,0.7083333333333334,13,10,0,0,80,78,16,18,0.03429487179487181,0.0,0.01041666666666674,3,True,low_support,stable,stable_low_fpr,aggregate_only,505,424
passage_retrieval_zh,18,6,0.1282051282051282,0.12987012987012986,0.0,0.0,0.7083333333333334,0.6979166666666666,10,10,0,0,78,77,18,19,0.0016650016650016641,0.0,0.01041666666666674,0,True,low_support,stable,stable_low_fpr,aggregate_only,510,425
dureader,29,2,0.14285714285714285,0.12658227848101267,0.0,0.0,0.6875,0.71875,11,10,0,0,77,79,19,17,0.016274864376130183,0.0,0.03125,1,True,low_support,stable,stable_low_fpr,aggregate_only,513,426
hotpotqa,27,2,0.11688311688311688,0.1518987341772152,0.0,0.0,0.7083333333333334,0.6979166666666666,9,12,0,0,77,79,19,17,0.035015617294098314,0.0,0.01041666666666674,3,True,low_support,stable,stable_low_fpr,aggregate_only,536,427
passage_retrieval_zh,23,4,0.11538461538461539,0.15384615384615385,0.0,0.0,0.71875,0.6875,9,12,0,0,78,78,18,18,0.038461538461538464,0.0,0.03125,3,True,low_support,stable,stable_low_fpr,aggregate_only,542,428
passage_retrieval_zh,2,2,0.14285714285714285,0.1038961038961039,0.0,0.0,0.6875,0.71875,11,8,0,0,77,77,19,19,0.038961038961038946,0.0,0.03125,3,True,low_support,stable,stable_low_fpr,aggregate_only,567,429
dureader,22,4,0.09090909090909091,0.13333333333333333,0.0,0.0,0.7291666666666666,0.6770833333333334,7,10,0,0,77,75,19,21,0.04242424242424242,0.0,0.05208333333333326,3,True,low_support,stable,stable_low_fpr,aggregate_only,598,430
gsm8k,31,5,0.1791044776119403,0.14705882352941177,0.0,0.0,0.6875,0.725,12,10,0,0,67,68,13,12,0.03204565408252852,0.0,0.03749999999999998,2,True,low_support,stable,stable_low_fpr,aggregate_only,457,431
passage_retrieval_en,26,3,0.15384615384615385,0.1566265060240964,0.0,0.0,0.6875,0.7291666666666666,12,13,0,0,78,83,18,13,0.0027803521779425355,0.0,0.04166666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,439,432
passage_retrieval_en,24,3,0.14814814814814814,0.1625,0.0,0.0,0.71875,0.6979166666666666,12,13,0,0,81,80,15,16,0.014351851851851866,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,454,433
hotpotqa,16,5,0.1375,0.1728395061728395,0.0,0.0,0.71875,0.6979166666666666,11,14,0,0,80,81,16,15,0.035339506172839485,0.0,0.02083333333333337,3,True,low_support,stable,stable_low_fpr,aggregate_only,478,434
passage_retrieval_en,28,6,0.12658227848101267,0.1518987341772152,0.0,0.0,0.71875,0.6979166666666666,10,12,0,0,79,79,17,17,0.025316455696202528,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,511,435
samsum,28,7,0.12658227848101267,0.14102564102564102,0.0,0.0,0.71875,0.6979166666666666,10,11,0,0,79,78,17,18,0.014443362544628358,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,515,436
dureader,19,2,0.125,0.13157894736842105,0.0,0.0,0.7291666666666666,0.6875,10,10,0,0,80,76,16,20,0.006578947368421045,0.0,0.04166666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,518,437
passage_retrieval_en,8,0,0.14102564102564102,0.11538461538461539,0.0,0.0,0.6979166666666666,0.71875,11,9,0,0,78,78,18,18,0.025641025641025633,0.0,0.02083333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,544,438
hotpotqa,8,4,0.23595505617977527,0.23595505617977527,0.0,0.0,0.7083333333333334,0.7083333333333334,21,21,0,0,89,89,7,7,0.0,0.0,0.0,0,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,263,439
dureader,9,0,0.18072289156626506,0.19047619047619047,0.0,0.0,0.7083333333333334,0.7083333333333334,15,16,0,0,83,84,13,12,0.009753298909925406,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,390,440
samsum,30,2,0.17073170731707318,0.15,0.0,0.0,0.7083333333333334,0.7083333333333334,14,12,0,0,82,80,14,16,0.02073170731707319,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,450,441
passage_retrieval_zh,13,7,0.13924050632911392,0.13924050632911392,0.0,0.0,0.7083333333333334,0.7083333333333334,11,11,0,0,79,79,17,17,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,475,442
samsum,18,0,0.17073170731707318,0.1282051282051282,0.0,0.0,0.7083333333333334,0.7083333333333334,14,10,0,0,82,78,14,18,0.04252657911194499,0.0,0.0,4,True,low_support,stable,stable_low_fpr,aggregate_only,504,443
hotpotqa,26,3,0.1095890410958904,0.08974358974358974,0.0,0.0,0.6770833333333334,0.7395833333333334,8,7,0,0,73,78,23,18,0.01984545135230066,0.0,0.0625,1,True,low_support,stable,stable_low_fpr,aggregate_only,607,444
gsm8k,15,2,0.16417910447761194,0.12121212121212122,0.0,0.0,0.7,0.725,11,8,0,0,67,66,13,14,0.04296698326549073,0.0,0.025000000000000022,3,True,low_support,stable,stable_low_fpr,aggregate_only,528,445
passage_retrieval_zh,7,2,0.09090909090909091,0.0945945945945946,0.0,0.0,0.7291666666666666,0.6979166666666666,7,7,0,0,77,74,19,22,0.0036855036855036882,0.0,0.03125,0,True,low_support,stable,stable_low_fpr,aggregate_only,603,446
samsum,14,6,0.09090909090909091,0.10666666666666667,0.0,0.0,0.7291666666666666,0.6979166666666666,7,8,0,0,77,75,19,21,0.015757575757575762,0.0,0.03125,1,True,low_support,stable,stable_low_fpr,aggregate_only,600,447
passage_retrieval_en,10,6,0.06666666666666667,0.06944444444444445,0.0,0.0,0.7291666666666666,0.6979166666666666,5,5,0,0,75,72,21,24,0.002777777777777782,0.0,0.03125,0,True,low_support,stable,stable_low_fpr,aggregate_only,681,448
dureader,31,4,0.16455696202531644,0.13414634146341464,0.0,0.0,0.6875,0.7395833333333334,13,11,0,0,79,82,17,14,0.030410620561901802,0.0,0.05208333333333337,2,True,low_support,stable,stable_low_fpr,aggregate_only,489,449
dureader,14,7,0.13924050632911392,0.12658227848101267,0.0,0.0,0.7083333333333334,0.71875,11,10,0,0,79,79,17,17,0.01265822784810125,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,512,450
passage_retrieval_zh,20,2,0.12658227848101267,0.13924050632911392,0.0,0.0,0.71875,0.7083333333333334,10,11,0,0,79,79,17,17,0.01265822784810125,0.0,0.01041666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,514,451
dureader,14,6,0.13333333333333333,0.12195121951219512,0.0,0.0,0.6770833333333334,0.75,10,10,0,0,75,82,21,14,0.011382113821138212,0.0,0.07291666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,525,452
passage_retrieval_en,20,2,0.14814814814814814,0.11688311688311688,0.0,0.0,0.71875,0.7083333333333334,12,9,0,0,81,77,15,19,0.03126503126503126,0.0,0.01041666666666663,3,True,low_support,stable,stable_low_fpr,aggregate_only,537,453
hotpotqa,25,4,0.11538461538461539,0.15,0.0,0.0,0.71875,0.7083333333333334,9,12,0,0,78,80,18,16,0.0346153846153846,0.0,0.01041666666666663,3,True,low_support,stable,stable_low_fpr,aggregate_only,541,454
passage_retrieval_en,16,5,0.11538461538461539,0.13924050632911392,0.0,0.0,0.71875,0.7083333333333334,9,11,0,0,78,79,18,17,0.023855890944498526,0.0,0.01041666666666663,2,True,low_support,stable,stable_low_fpr,aggregate_only,543,455
passage_retrieval_en,7,7,0.11688311688311688,0.11538461538461539,0.0,0.0,0.7083333333333334,0.71875,9,9,0,0,77,78,19,18,0.0014985014985014894,0.0,0.01041666666666663,0,True,low_support,stable,stable_low_fpr,aggregate_only,545,456
gsm8k,23,6,0.14705882352941177,0.14925373134328357,0.0,0.0,0.725,0.7125,10,10,0,0,68,67,12,13,0.0021949078138717992,0.0,0.012499999999999956,0,True,low_support,stable,stable_low_fpr,aggregate_only,458,457
passage_retrieval_en,28,1,0.1375,0.1375,0.0,0.0,0.71875,0.71875,11,11,0,0,80,80,16,16,0.0,0.0,0.0,0,True,low_support,stable,stable_low_fpr,aggregate_only,482,458
dureader,11,0,0.13580246913580246,0.13924050632911392,0.0,0.0,0.7291666666666666,0.7083333333333334,11,11,0,0,81,79,15,17,0.003438037193311455,0.0,0.02083333333333326,0,True,low_support,stable,stable_low_fpr,aggregate_only,488,459
passage_retrieval_zh,15,0,0.13580246913580246,0.15,0.0,0.0,0.7291666666666666,0.7083333333333334,11,12,0,0,81,80,15,16,0.014197530864197533,0.0,0.02083333333333326,1,True,low_support,stable,stable_low_fpr,aggregate_only,487,460
hotpotqa,31,4,0.125,0.13924050632911392,0.0,0.0,0.7291666666666666,0.7083333333333334,10,11,0,0,80,79,16,17,0.014240506329113917,0.0,0.02083333333333326,1,True,low_support,stable,stable_low_fpr,aggregate_only,516,461
passage_retrieval_zh,13,6,0.13580246913580246,0.11688311688311688,0.0,0.0,0.7291666666666666,0.7083333333333334,11,9,0,0,81,77,15,19,0.01891935225268558,0.0,0.02083333333333326,2,True,low_support,stable,stable_low_fpr,aggregate_only,538,462
passage_retrieval_en,11,1,0.12658227848101267,0.1038961038961039,0.0,0.0,0.71875,0.71875,10,8,0,0,79,77,17,19,0.022686174584908764,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,569,463
samsum,7,4,0.09333333333333334,0.10256410256410256,0.0,0.0,0.7083333333333334,0.7291666666666666,7,8,0,0,75,78,21,18,0.009230769230769223,0.0,0.02083333333333326,1,True,low_support,stable,stable_low_fpr,aggregate_only,594,464
hotpotqa,14,5,0.08974358974358974,0.12987012987012986,0.0,0.0,0.7395833333333334,0.6979166666666666,7,10,0,0,78,77,18,19,0.040126540126540114,0.0,0.04166666666666674,3,True,low_support,stable,stable_low_fpr,aggregate_only,605,465
hotpotqa,25,7,0.08860759493670886,0.12,0.0,0.0,0.75,0.6875,7,9,0,0,79,75,17,21,0.031392405063291134,0.0,0.0625,2,True,low_support,stable,stable_low_fpr,aggregate_only,610,466
hotpotqa,25,0,0.08,0.1038961038961039,0.0,0.0,0.71875,0.71875,6,8,0,0,75,77,21,19,0.0238961038961039,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,638,467
hotpotqa,17,0,0.11842105263157894,0.07792207792207792,0.0,0.0,0.6979166666666666,0.7395833333333334,9,6,0,0,76,77,20,19,0.04049897470950102,0.0,0.04166666666666674,3,True,low_support,stable,stable_low_fpr,aggregate_only,642,468
passage_retrieval_en,11,3,0.06756756756756757,0.0547945205479452,0.0,0.0,0.71875,0.71875,5,4,0,0,74,73,22,23,0.012773047019622369,0.0,0.0,1,True,low_support,stable,stable_low_fpr,aggregate_only,730,469
samsum,19,0,0.14102564102564102,0.1,0.0,0.0,0.6979166666666666,0.75,11,8,0,0,78,80,18,16,0.04102564102564102,0.0,0.05208333333333337,3,True,low_support,stable,stable_low_fpr,aggregate_only,576,470
hotpotqa,14,7,0.09333333333333334,0.10126582278481013,0.0,0.0,0.7083333333333334,0.7395833333333334,7,8,0,0,75,79,21,17,0.007932489451476787,0.0,0.03125,1,True,low_support,stable,stable_low_fpr,aggregate_only,593,471
gsm8k,17,2,0.16417910447761194,0.13043478260869565,0.0,0.0,0.7,0.75,11,9,0,0,67,69,13,11,0.033744321868916294,0.0,0.050000000000000044,2,True,low_support,stable,stable_low_fpr,aggregate_only,498,472
gsm8k,21,6,0.14705882352941177,0.12121212121212122,0.0,0.0,0.725,0.725,10,8,0,0,68,66,12,14,0.025846702317290554,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,529,473
gsm8k,20,1,0.09230769230769231,0.12307692307692308,0.0,0.0,0.7375,0.7125,6,8,0,0,65,65,15,15,0.03076923076923077,0.0,0.025000000000000022,2,True,low_support,stable,stable_low_fpr,aggregate_only,597,474
gsm8k,23,4,0.09230769230769231,0.08064516129032258,0.0,0.0,0.7375,0.7125,6,5,0,0,65,62,15,18,0.011662531017369734,0.0,0.025000000000000022,1,True,low_support,stable,stable_low_fpr,aggregate_only,636,475
passage_retrieval_zh,14,7,0.125,0.10256410256410256,0.0,0.0,0.7291666666666666,0.7291666666666666,10,8,0,0,80,78,16,18,0.02243589743589744,0.0,0.0,2,True,low_support,stable,stable_low_fpr,aggregate_only,573,476
samsum,24,2,0.1375,0.10126582278481013,0.0,0.0,0.71875,0.7395833333333334,11,8,0,0,80,79,16,17,0.036234177215189886,0.0,0.02083333333333337,3,True,low_support,stable,stable_low_fpr,aggregate_only,574,477
hotpotqa,19,2,0.0684931506849315,0.07692307692307693,0.0,0.0,0.7083333333333334,0.75,5,6,0,0,73,78,23,18,0.008429926238145424,0.0,0.04166666666666663,1,True,low_support,stable,stable_low_fpr,aggregate_only,676,478
dureader,12,7,0.11392405063291139,0.1125,0.0,0.0,0.7291666666666666,0.7395833333333334,9,9,0,0,79,80,17,16,0.0014240506329113861,0.0,0.01041666666666674,0,True,low_support,stable,stable_low_fpr,aggregate_only,550,479
passage_retrieval_zh,25,0,0.13580246913580246,0.1125,0.0,0.0,0.7291666666666666,0.7395833333333334,11,9,0,0,81,80,15,16,0.02330246913580246,0.0,0.01041666666666674,2,True,low_support,stable,stable_low_fpr,aggregate_only,549,480
hotpotqa,7,2,0.13580246913580246,0.08974358974358974,0.0,0.0,0.7291666666666666,0.7395833333333334,11,7,0,0,81,78,15,18,0.04605887939221272,0.0,0.01041666666666674,4,True,low_support,stable,stable_low_fpr,aggregate_only,604,481
passage_retrieval_zh,30,2,0.08641975308641975,0.10666666666666667,0.0,0.0,0.7708333333333334,0.6979166666666666,7,8,0,0,81,75,15,21,0.020246913580246925,0.0,0.07291666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,627,482
passage_retrieval_en,19,2,0.08974358974358974,0.07894736842105263,0.0,0.0,0.7395833333333334,0.7291666666666666,7,6,0,0,78,76,18,20,0.010796221322537117,0.0,0.01041666666666674,1,True,low_support,stable,stable_low_fpr,aggregate_only,640,483
dureader,13,4,0.10256410256410256,0.07792207792207792,0.0,0.0,0.7291666666666666,0.7395833333333334,8,6,0,0,78,77,18,19,0.02464202464202464,0.0,0.01041666666666674,2,True,low_support,stable,stable_low_fpr,aggregate_only,643,484
dureader,19,0,0.12658227848101267,0.07692307692307693,0.0,0.0,0.71875,0.75,10,6,0,0,79,78,17,18,0.04965920155793574,0.0,0.03125,4,True,low_support,stable,stable_low_fpr,aggregate_only,646,485
passage_retrieval_en,24,6,0.06578947368421052,0.06666666666666667,0.0,0.0,0.7395833333333334,0.7291666666666666,5,5,0,0,76,75,20,21,0.0008771929824561431,0.0,0.01041666666666674,0,True,low_support,stable,stable_low_fpr,aggregate_only,683,486
passage_retrieval_zh,3,7,0.06493506493506493,0.09210526315789473,0.0,0.0,0.75,0.71875,5,7,0,0,77,76,19,20,0.027170198222829803,0.0,0.03125,2,True,low_support,stable,stable_low_fpr,aggregate_only,684,487
samsum,23,2,0.06493506493506493,0.08,0.0,0.0,0.75,0.71875,5,6,0,0,77,75,19,21,0.015064935064935073,0.0,0.03125,1,True,low_support,stable,stable_low_fpr,aggregate_only,686,488
passage_retrieval_zh,14,6,0.0641025641025641,0.09333333333333334,0.0,0.0,0.7604166666666666,0.7083333333333334,5,7,0,0,78,75,18,21,0.02923076923076924,0.0,0.05208333333333326,2,True,low_support,stable,stable_low_fpr,aggregate_only,689,489
passage_retrieval_en,9,0,0.19540229885057472,0.2,0.0,0.0,0.7291666666666666,0.75,17,18,0,0,87,90,9,6,0.004597701149425287,0.0,0.02083333333333337,1,True,low_support,stable,stable_low_fpr,aggregate_only,365,490
samsum,18,1,0.125,0.12195121951219512,0.0,0.0,0.7291666666666666,0.75,10,10,0,0,80,82,16,14,0.0030487804878048808,0.0,0.02083333333333337,0,True,low_support,stable,stable_low_fpr,aggregate_only,526,491
