task,layer,kv_head,label,readiness,support_label,cross_hardware_consistent,v100_fnr,gpu4090_fnr,v100_fpr,gpu4090_fpr,v100_positive_support,gpu4090_positive_support
dureader,0,0,high_fp_risk,aggregate_only,low_support,False,0.15217391304347827,0.16666666666666666,0.25,0.16666666666666666,92,90
dureader,0,1,stable_high_fnr_low_support,aggregate_only,low_support,True,0.589041095890411,0.5507246376811594,0.043478260869565216,0.037037037037037035,73,69
dureader,0,2,unstable_across_hardware,aggregate_only,low_support,False,0.20481927710843373,0.15476190476190477,0.0,0.0,83,84
dureader,0,3,stable_high_fnr_low_support,aggregate_only,low_support,True,0.7894736842105263,0.8412698412698413,0.0,0.0,57,63
dureader,0,4,stable_high_fnr_low_support,aggregate_only,low_support,True,0.43243243243243246,0.4782608695652174,0.0,0.0,74,69
dureader,0,5,stable_low_fpr,aggregate_only,low_support,True,0.010526315789473684,0.0,0.0,0.0,95,94
dureader,0,6,stable_low_fpr,aggregate_only,low_support,True,0.07865168539325842,0.07608695652173914,0.0,0.0,89,92
dureader,0,7,stable_low_fpr,aggregate_only,low_support,True,0.0,0.0,0.0,0.0,93,94
dureader,1,0,stable_low_fpr,aggregate_only,low_support,True,0.10588235294117647,0.07142857142857142,0.0,0.0,85,84
dureader,1,1,stable_high_fnr_low_support,aggregate_only,low_support,True,0.28,0.3048780487804878,0.0,0.0,75,82
dureader,1,2,high_fp_risk,aggregate_only,low_support,False,0.058823529411764705,0.03488372093023256,0.18181818181818182,0.1,85,86
dureader,1,3,stable_high_fnr_low_support,aggregate_only,low_support,True,0.20588235294117646,0.24285714285714285,0.0,0.0,68,70
dureader,1,4,high_fp_risk,aggregate_only,low_support,False,0.022222222222222223,0.02247191011235955,0.16666666666666666,0.14285714285714285,90,89
dureader,1,5,stable_low_fpr,aggregate_only,low_support,True,0.04938271604938271,0.05,0.0,0.0,81,80
dureader,1,6,stable_high_fnr_low_support,aggregate_only,low_support,True,0.2125,0.2631578947368421,0.0,0.0,80,76
dureader,1,7,stable_high_fnr_low_support,aggregate_only,low_support,True,0.3076923076923077,0.27631578947368424,0.0,0.0,78,76
dureader,10,0,high_fp_risk,aggregate_only,low_support,False,0.08433734939759036,0.05,0.0,0.0625,83,80
dureader,10,1,stable_high_fnr_low_support,aggregate_only,low_support,True,0.24324324324324326,0.22535211267605634,0.0,0.0,74,71
dureader,10,2,stable_low_fpr,aggregate_only,low_support,True,0.1232876712328767,0.1282051282051282,0.0,0.0,73,78
dureader,10,3,stable_low_fpr,aggregate_only,low_support,True,0.15789473684210525,0.14864864864864866,0.0,0.0,76,74
dureader,10,4,unstable_across_hardware,aggregate_only,low_support,False,0.14864864864864866,0.21518987341772153,0.0,0.0,74,79
dureader,10,5,stable_high_fnr_low_support,aggregate_only,low_support,True,0.2,0.2894736842105263,0.0,0.0,80,76
dureader,10,6,high_fp_risk,aggregate_only,low_support,False,0.136986301369863,0.11538461538461539,0.0,0.05555555555555555,73,78
dureader,10,7,stable_low_fpr,aggregate_only,low_support,True,0.0379746835443038,0.05952380952380952,0.0,0.0,79,84
dureader,11,0,stable_low_fpr,aggregate_only,low_support,True,0.13580246913580246,0.13924050632911392,0.0,0.0,81,79
dureader,11,1,unstable_across_hardware,aggregate_only,low_support,False,0.14473684210526316,0.07792207792207792,0.0,0.0,76,77
dureader,11,2,stable_low_fpr,aggregate_only,low_support,True,0.05,0.05063291139240506,0.0,0.0,80,79
dureader,11,3,high_fp_risk,aggregate_only,low_support,False,0.11392405063291139,0.13414634146341464,0.29411764705882354,0.42857142857142855,79,82
dureader,11,4,stable_low_fpr,aggregate_only,low_support,True,0.06818181818181818,0.08139534883720931,0.0,0.0,88,86
dureader,11,5,stable_low_fpr,aggregate_only,low_support,True,0.19444444444444445,0.19402985074626866,0.0,0.034482758620689655,72,67
dureader,11,6,high_fp_risk,aggregate_only,low_support,False,0.024096385542168676,0.05,0.6923076923076923,0.625,83,80
dureader,11,7,stable_high_fnr_low_support,aggregate_only,low_support,True,0.20270270270270271,0.22857142857142856,0.0,0.0,74,70
dureader,12,0,stable_high_fnr_low_support,aggregate_only,low_support,True,0.34146341463414637,0.32926829268292684,0.0,0.0,82,82
dureader,12,1,high_fp_risk,aggregate_only,low_support,False,0.532258064516129,0.42424242424242425,0.3235294117647059,0.4,62,66
dureader,12,2,stable_high_fnr_low_support,aggregate_only,low_support,True,0.32142857142857145,0.2261904761904762,0.0,0.0,84,84
dureader,12,3,high_fp_risk,aggregate_only,low_support,False,0.024096385542168676,0.011904761904761904,0.07692307692307693,0.0,83,84
dureader,12,4,stable_low_fpr,aggregate_only,low_support,True,0.02531645569620253,0.025,0.0,0.0,79,80
dureader,12,5,stable_high_fnr_low_support,aggregate_only,low_support,True,0.27692307692307694,0.2328767123287671,0.0,0.0,65,73
dureader,12,6,stable_high_fnr_low_support,aggregate_only,low_support,True,0.3333333333333333,0.2839506172839506,0.0,0.0,81,81
dureader,12,7,stable_low_fpr,aggregate_only,low_support,True,0.11392405063291139,0.1125,0.0,0.0,79,80
dureader,13,0,unstable_across_hardware,aggregate_only,low_support,False,0.1,0.15384615384615385,0.0,0.0,90,91
dureader,13,1,stable_high_fnr_low_support,aggregate_only,low_support,True,0.28378378378378377,0.2894736842105263,0.0,0.0,74,76
dureader,13,2,unstable_across_hardware,aggregate_only,low_support,False,0.17857142857142858,0.23170731707317074,0.0,0.0,84,82
dureader,13,3,stable_high_fnr_low_support,aggregate_only,low_support,True,0.3076923076923077,0.30666666666666664,0.0,0.0,78,75
dureader,13,4,stable_low_fpr,aggregate_only,low_support,True,0.10256410256410256,0.07792207792207792,0.0,0.0,78,77
dureader,13,5,stable_high_fnr_low_support,aggregate_only,low_support,True,0.45454545454545453,0.4411764705882353,0.0,0.0,66,68
dureader,13,6,stable_low_fpr,aggregate_only,low_support,True,0.14102564102564102,0.1282051282051282,0.0,0.0,78,78
dureader,13,7,unstable_across_hardware,aggregate_only,low_support,False,0.07317073170731707,0.13580246913580246,0.0,0.0,82,81
dureader,14,0,stable_high_fnr_low_support,aggregate_only,low_support,True,0.3157894736842105,0.3150684931506849,0.0,0.043478260869565216,76,73
dureader,14,1,stable_high_fnr_low_support,aggregate_only,low_support,True,0.3088235294117647,0.37681159420289856,0.03571428571428571,0.0,68,69
dureader,14,2,stable_low_fpr,aggregate_only,low_support,True,0.012048192771084338,0.036585365853658534,0.0,0.0,83,82
dureader,14,3,high_fp_risk,aggregate_only,low_support,False,0.41333333333333333,0.38235294117647056,0.23809523809523808,0.14285714285714285,75,68
dureader,14,4,high_fp_risk,aggregate_only,low_support,False,0.1111111111111111,0.05,0.06666666666666667,0.0,81,80
dureader,14,5,stable_low_fpr,aggregate_only,low_support,True,0.07894736842105263,0.08860759493670886,0.0,0.0,76,79
dureader,14,6,stable_low_fpr,aggregate_only,low_support,True,0.13333333333333333,0.12195121951219512,0.0,0.0,75,82
dureader,14,7,stable_low_fpr,aggregate_only,low_support,True,0.13924050632911392,0.12658227848101267,0.0,0.0,79,79
dureader,15,0,unstable_across_hardware,aggregate_only,low_support,False,0.16666666666666666,0.10666666666666667,0.0,0.047619047619047616,78,75
dureader,15,1,stable_low_fpr,aggregate_only,low_support,True,0.12903225806451613,0.14942528735632185,0.0,0.0,93,87
dureader,15,2,stable_high_fnr_low_support,aggregate_only,low_support,True,0.3188405797101449,0.3333333333333333,0.0,0.0,69,72
dureader,15,3,stable_high_fnr_low_support,aggregate_only,low_support,True,0.41935483870967744,0.4647887323943662,0.0,0.04,62,71
dureader,15,4,unstable_across_hardware,aggregate_only,low_support,False,0.15789473684210525,0.25,0.0,0.0,76,76
dureader,15,5,stable_high_fnr_low_support,aggregate_only,low_support,True,0.4027777777777778,0.30985915492957744,0.0,0.0,72,71
dureader,15,6,high_fp_risk,aggregate_only,low_support,False,0.29333333333333333,0.32432432432432434,0.5714285714285714,0.5454545454545454,75,74
dureader,15,7,stable_low_fpr,aggregate_only,low_support,True,0.075,0.04819277108433735,0.0,0.0,80,83
dureader,16,0,stable_high_fnr_low_support,aggregate_only,low_support,True,0.21428571428571427,0.21333333333333335,0.0,0.0,70,75
dureader,16,1,stable_low_fpr,aggregate_only,low_support,True,0.012195121951219513,0.025,0.0,0.0,82,80
dureader,16,2,stable_high_fnr_low_support,aggregate_only,low_support,True,0.4507042253521127,0.3972602739726027,0.0,0.0,71,73
dureader,16,3,stable_low_fpr,aggregate_only,low_support,True,0.0759493670886076,0.04938271604938271,0.0,0.0,79,81
dureader,16,4,unstable_across_hardware,aggregate_only,low_support,False,0.16049382716049382,0.04878048780487805,0.0,0.0,81,82
dureader,16,5,stable_low_fpr,aggregate_only,low_support,True,0.17333333333333334,0.1780821917808219,0.0,0.0,75,73
dureader,16,6,unstable_across_hardware,aggregate_only,low_support,False,0.2191780821917808,0.1388888888888889,0.0,0.0,73,72
dureader,16,7,unstable_across_hardware,aggregate_only,low_support,False,0.03614457831325301,0.0975609756097561,0.0,0.0,83,82
dureader,17,0,high_fp_risk,aggregate_only,low_support,False,0.12987012987012986,0.1375,0.0,0.0625,77,80
dureader,17,1,stable_high_fnr_low_support,aggregate_only,low_support,True,0.24050632911392406,0.2236842105263158,0.0,0.0,79,76
dureader,17,2,stable_low_fpr,aggregate_only,low_support,True,0.07317073170731707,0.10126582278481013,0.0,0.0,82,79
dureader,17,3,stable_low_fpr,aggregate_only,low_support,True,0.012195121951219513,0.012048192771084338,0.0,0.0,82,83
dureader,17,4,unstable_across_hardware,aggregate_only,low_support,False,0.16216216216216217,0.09333333333333334,0.0,0.0,74,75
dureader,17,5,stable_high_fnr_low_support,aggregate_only,low_support,True,0.35714285714285715,0.2857142857142857,0.0,0.0,70,70
dureader,17,6,stable_high_fnr_low_support,aggregate_only,low_support,True,0.373134328358209,0.3380281690140845,0.0,0.0,67,71
dureader,17,7,stable_high_fnr_low_support,aggregate_only,low_support,True,0.2571428571428571,0.2222222222222222,0.0,0.0,70,63
dureader,18,0,stable_low_fpr,aggregate_only,low_support,True,0.08536585365853659,0.05128205128205128,0.0,0.0,82,78
dureader,18,1,unstable_across_hardware,aggregate_only,low_support,False,0.12987012987012986,0.039473684210526314,0.0,0.0,77,76
dureader,18,2,stable_low_fpr,aggregate_only,low_support,True,0.0759493670886076,0.07142857142857142,0.0,0.0,79,84
dureader,18,3,stable_low_fpr,aggregate_only,low_support,True,0.012195121951219513,0.02564102564102564,0.0,0.0,82,78
dureader,18,4,stable_high_fnr_low_support,aggregate_only,low_support,True,0.3939393939393939,0.40298507462686567,0.0,0.0,66,67
dureader,18,5,unstable_across_hardware,aggregate_only,low_support,False,0.29577464788732394,0.17333333333333334,0.0,0.0,71,75
dureader,18,6,stable_low_fpr,aggregate_only,low_support,True,0.19480519480519481,0.2,0.0,0.0,77,75
dureader,18,7,stable_high_fnr_low_support,aggregate_only,low_support,True,0.2835820895522388,0.2112676056338028,0.0,0.0,67,71
dureader,19,0,stable_low_fpr,aggregate_only,low_support,True,0.12658227848101267,0.07692307692307693,0.0,0.0,79,78
dureader,19,1,unstable_across_hardware,aggregate_only,low_support,False,0.2702702702702703,0.11842105263157894,0.0,0.0,74,76
dureader,19,2,stable_low_fpr,aggregate_only,low_support,True,0.125,0.13157894736842105,0.0,0.0,80,76
dureader,19,3,high_fp_risk,aggregate_only,low_support,False,0.17105263157894737,0.12987012987012986,0.05,0.05263157894736842,76,77
dureader,19,4,stable_low_fpr,aggregate_only,low_support,True,0.189873417721519,0.2,0.0,0.0,79,75
dureader,19,5,stable_high_fnr_low_support,aggregate_only,low_support,True,0.2876712328767123,0.20833333333333334,0.0,0.0,73,72
dureader,19,6,stable_high_fnr_low_support,aggregate_only,low_support,True,0.3972602739726027,0.4057971014492754,0.0,0.0,73,69
dureader,19,7,stable_low_fpr,aggregate_only,low_support,True,0.0,0.012048192771084338,0.0,0.0,83,83
dureader,2,0,stable_high_fnr_low_support,aggregate_only,low_support,True,0.30434782608695654,0.275,0.0,0.0,69,80
dureader,2,1,unstable_across_hardware,aggregate_only,low_support,False,0.0375,0.12658227848101267,0.0,0.0,80,79
dureader,2,2,stable_low_fpr,aggregate_only,low_support,True,0.11688311688311688,0.08641975308641975,0.0,0.0,77,81
dureader,2,3,stable_low_fpr,aggregate_only,low_support,True,0.0,0.0,0.0,0.0,84,84
dureader,2,4,high_fp_risk,aggregate_only,low_support,False,0.038461538461538464,0.06756756756756757,0.0,0.09090909090909091,78,74
dureader,2,5,high_fp_risk,aggregate_only,low_support,False,0.0,0.0,0.0,0.07692307692307693,84,83
dureader,2,6,stable_low_fpr,aggregate_only,low_support,True,0.0,0.0,0.0,0.0,84,84
dureader,2,7,stable_low_fpr,aggregate_only,low_support,True,0.0875,0.075,0.0,0.0,80,80
dureader,20,0,stable_high_fnr_low_support,aggregate_only,low_support,True,0.36764705882352944,0.39705882352941174,0.0,0.0,68,68
dureader,20,1,stable_low_fpr,aggregate_only,low_support,True,0.20270270270270271,0.1728395061728395,0.0,0.0,74,81
dureader,20,2,stable_low_fpr,aggregate_only,low_support,True,0.16883116883116883,0.12,0.0,0.0,77,75
dureader,20,3,unstable_across_hardware,aggregate_only,low_support,False,0.18181818181818182,0.11842105263157894,0.0,0.0,77,76
dureader,20,4,stable_low_fpr,aggregate_only,low_support,True,0.0,0.011904761904761904,0.0,0.0,84,84
dureader,20,5,unstable_across_hardware,aggregate_only,low_support,False,0.1506849315068493,0.09333333333333334,0.0,0.0,73,75
dureader,20,6,stable_low_fpr,aggregate_only,low_support,True,0.1518987341772152,0.15584415584415584,0.0,0.0,79,77
dureader,20,7,high_fp_risk,aggregate_only,low_support,False,0.2716049382716049,0.24358974358974358,0.0,0.05555555555555555,81,78
dureader,21,0,stable_low_fpr,aggregate_only,low_support,True,0.1780821917808219,0.17105263157894737,0.0,0.0,73,76
dureader,21,1,stable_low_fpr,aggregate_only,low_support,True,0.0,0.0,0.0,0.0,84,84
dureader,21,2,stable_low_fpr,aggregate_only,low_support,True,0.023809523809523808,0.0,0.0,0.0,84,82
dureader,21,3,unstable_across_hardware,aggregate_only,low_support,False,0.17105263157894737,0.2328767123287671,0.0,0.0,76,73
dureader,21,4,stable_low_fpr,aggregate_only,low_support,True,0.012048192771084338,0.012195121951219513,0.0,0.0,83,82
dureader,21,5,stable_high_fnr_low_support,aggregate_only,low_support,True,0.3472222222222222,0.3055555555555556,0.041666666666666664,0.0,72,72
dureader,21,6,stable_high_fnr_low_support,aggregate_only,low_support,True,0.4264705882352941,0.36923076923076925,0.0,0.0,68,65
dureader,21,7,stable_high_fnr_low_support,aggregate_only,low_support,True,0.45714285714285713,0.47058823529411764,0.0,0.0,70,68
dureader,22,0,stable_high_fnr_low_support,aggregate_only,low_support,True,0.43636363636363634,0.576271186440678,0.0,0.0,55,59
dureader,22,1,stable_low_fpr,aggregate_only,low_support,True,0.04819277108433735,0.024390243902439025,0.0,0.0,83,82
dureader,22,2,stable_high_fnr_low_support,aggregate_only,low_support,True,0.24358974358974358,0.21052631578947367,0.0,0.0,78,76
dureader,22,3,stable_high_fnr_low_support,aggregate_only,low_support,True,0.23076923076923078,0.29411764705882354,0.03225806451612903,0.0,65,68
dureader,22,4,stable_low_fpr,aggregate_only,low_support,True,0.09090909090909091,0.13333333333333333,0.0,0.0,77,75
dureader,22,5,stable_low_fpr,aggregate_only,low_support,True,0.18421052631578946,0.1780821917808219,0.0,0.0,76,73
dureader,22,6,high_fp_risk,aggregate_only,low_support,False,0.18421052631578946,0.22972972972972974,0.05,0.0,76,74
dureader,22,7,stable_high_fnr_low_support,aggregate_only,low_support,True,0.53125,0.375,0.0,0.0,64,64
dureader,23,0,stable_low_fpr,aggregate_only,low_support,True,0.024096385542168676,0.03614457831325301,0.0,0.0,83,83
dureader,23,1,stable_high_fnr_low_support,aggregate_only,low_support,True,0.36486486486486486,0.28169014084507044,0.045454545454545456,0.0,74,71
dureader,23,2,stable_low_fpr,aggregate_only,low_support,True,0.06097560975609756,0.075,0.0,0.0,82,80
dureader,23,3,stable_high_fnr_low_support,aggregate_only,low_support,True,0.359375,0.4492753623188406,0.0,0.0,64,69
dureader,23,4,unstable_across_hardware,aggregate_only,low_support,False,0.19230769230769232,0.11538461538461539,0.0,0.0,78,78
dureader,23,5,stable_high_fnr_low_support,aggregate_only,low_support,True,0.5245901639344263,0.4090909090909091,0.0,0.0,61,66
dureader,23,6,stable_high_fnr_low_support,aggregate_only,low_support,True,0.2876712328767123,0.3150684931506849,0.0,0.0,73,73
dureader,23,7,stable_low_fpr,aggregate_only,low_support,True,0.037037037037037035,0.024390243902439025,0.0,0.0,81,82
dureader,24,0,stable_low_fpr,aggregate_only,low_support,True,0.023809523809523808,0.03571428571428571,0.0,0.0,84,84
dureader,24,1,unstable_across_hardware,aggregate_only,low_support,False,0.07692307692307693,0.175,0.0,0.0,78,80
dureader,24,2,unstable_across_hardware,aggregate_only,low_support,False,0.1728395061728395,0.0641025641025641,0.0,0.0,81,78
dureader,24,3,stable_low_fpr,aggregate_only,low_support,True,0.060240963855421686,0.03571428571428571,0.0,0.0,83,84
dureader,24,4,stable_high_fnr_low_support,aggregate_only,low_support,True,0.532258064516129,0.5735294117647058,0.0,0.0,62,68
dureader,24,5,stable_high_fnr_low_support,aggregate_only,low_support,True,0.5,0.4375,0.0,0.0,62,64
dureader,24,6,stable_low_fpr,aggregate_only,low_support,True,0.12162162162162163,0.10666666666666667,0.0,0.0,74,75
dureader,24,7,stable_low_fpr,aggregate_only,low_support,True,0.011904761904761904,0.0,0.0,0.0,84,84
dureader,25,0,high_fp_risk,aggregate_only,low_support,False,0.06172839506172839,0.0975609756097561,0.06666666666666667,0.0,81,82
dureader,25,1,stable_high_fnr_low_support,aggregate_only,low_support,True,0.42857142857142855,0.417910447761194,0.0,0.0,63,67
dureader,25,2,stable_low_fpr,aggregate_only,low_support,True,0.12048192771084337,0.07228915662650602,0.0,0.0,83,83
dureader,25,3,stable_high_fnr_low_support,aggregate_only,low_support,True,0.38461538461538464,0.4090909090909091,0.0,0.0,65,66
dureader,25,4,unstable_across_hardware,aggregate_only,low_support,False,0.1875,0.11688311688311688,0.0,0.0,80,77
dureader,25,5,stable_low_fpr,aggregate_only,low_support,True,0.0,0.0,0.0,0.0,84,84
dureader,25,6,unstable_across_hardware,aggregate_only,low_support,False,0.07228915662650602,0.1625,0.0,0.0,83,80
dureader,25,7,stable_low_fpr,aggregate_only,low_support,True,0.024390243902439025,0.012658227848101266,0.0,0.0,82,79
dureader,26,0,stable_low_fpr,aggregate_only,low_support,True,0.0,0.0,0.0,0.0,84,84
dureader,26,1,stable_low_fpr,aggregate_only,low_support,True,0.04878048780487805,0.05952380952380952,0.0,0.0,82,84
dureader,26,2,stable_low_fpr,aggregate_only,low_support,True,0.012048192771084338,0.0,0.0,0.0,83,82
dureader,26,3,stable_high_fnr_low_support,aggregate_only,low_support,True,0.2236842105263158,0.21621621621621623,0.0,0.0,76,74
dureader,26,4,stable_low_fpr,aggregate_only,low_support,True,0.09876543209876543,0.09523809523809523,0.0,0.0,81,84
dureader,26,5,stable_low_fpr,aggregate_only,low_support,True,0.11842105263157894,0.09722222222222222,0.0,0.041666666666666664,76,72
dureader,26,6,unstable_across_hardware,aggregate_only,low_support,False,0.1643835616438356,0.23376623376623376,0.0,0.0,73,77
dureader,26,7,stable_high_fnr_low_support,aggregate_only,low_support,True,0.45161290322580644,0.4444444444444444,0.0,0.0,62,63
dureader,27,0,stable_high_fnr_low_support,aggregate_only,low_support,True,0.36619718309859156,0.3188405797101449,0.0,0.0,71,69
dureader,27,1,stable_high_fnr_low_support,aggregate_only,low_support,True,0.35714285714285715,0.44776119402985076,0.0,0.0,70,67
dureader,27,2,stable_low_fpr,aggregate_only,low_support,True,0.0875,0.08641975308641975,0.0,0.0,80,81
dureader,27,3,stable_low_fpr,aggregate_only,low_support,True,0.04819277108433735,0.023809523809523808,0.0,0.0,83,84
dureader,27,4,stable_low_fpr,aggregate_only,low_support,True,0.05263157894736842,0.06493506493506493,0.0,0.0,76,77
dureader,27,5,stable_high_fnr_low_support,aggregate_only,low_support,True,0.5072463768115942,0.4918032786885246,0.0,0.0,69,61
dureader,27,6,stable_low_fpr,aggregate_only,low_support,True,0.18181818181818182,0.15789473684210525,0.0,0.0,77,76
dureader,27,7,stable_low_fpr,aggregate_only,low_support,True,0.011904761904761904,0.0,0.0,0.0,84,84
dureader,28,0,unstable_across_hardware,aggregate_only,low_support,False,0.14084507042253522,0.21333333333333335,0.0,0.0,71,75
dureader,28,1,high_fp_risk,aggregate_only,low_support,False,0.09210526315789473,0.037037037037037035,0.05,0.0,76,81
dureader,28,2,high_fp_risk,aggregate_only,low_support,False,0.12987012987012986,0.11904761904761904,0.05263157894736842,0.0,77,84
dureader,28,3,stable_high_fnr_low_support,aggregate_only,low_support,True,0.36764705882352944,0.3783783783783784,0.03571428571428571,0.045454545454545456,68,74
dureader,28,4,high_fp_risk,aggregate_only,low_support,False,0.2,0.19736842105263158,0.0,0.1,80,76
dureader,28,5,unstable_across_hardware,aggregate_only,low_support,False,0.1917808219178082,0.3013698630136986,0.0,0.0,73,73
dureader,28,6,unstable_across_hardware,aggregate_only,low_support,False,0.2,0.12195121951219512,0.0,0.0,80,82
dureader,28,7,stable_high_fnr_low_support,aggregate_only,low_support,True,0.2625,0.3116883116883117,0.0,0.0,80,77
dureader,29,0,stable_low_fpr,aggregate_only,low_support,True,0.14285714285714285,0.125,0.0,0.0,70,72
dureader,29,1,stable_low_fpr,aggregate_only,low_support,True,0.04819277108433735,0.03614457831325301,0.0,0.0,83,83
dureader,29,2,stable_low_fpr,aggregate_only,low_support,True,0.14285714285714285,0.12658227848101267,0.0,0.0,77,79
dureader,29,3,stable_low_fpr,aggregate_only,low_support,True,0.08974358974358974,0.08536585365853659,0.0,0.0,78,82
dureader,29,4,stable_low_fpr,aggregate_only,low_support,True,0.011904761904761904,0.0,0.0,0.0,84,84
dureader,29,5,unstable_across_hardware,aggregate_only,low_support,False,0.14666666666666667,0.19736842105263158,0.0,0.0,75,76
dureader,29,6,stable_low_fpr,aggregate_only,low_support,True,0.0,0.0,0.0,0.0,84,84
dureader,29,7,stable_low_fpr,aggregate_only,low_support,True,0.03896103896103896,0.07317073170731707,0.0,0.0,77,82
dureader,3,0,stable_high_fnr_low_support,aggregate_only,low_support,True,0.4492753623188406,0.35384615384615387,0.0,0.0,69,65
dureader,3,1,stable_low_fpr,aggregate_only,low_support,True,0.011904761904761904,0.0,0.0,0.0,84,84
dureader,3,2,stable_high_fnr_low_support,aggregate_only,low_support,True,0.26666666666666666,0.23684210526315788,0.0,0.0,75,76
dureader,3,3,stable_high_fnr_low_support,aggregate_only,low_support,True,0.34782608695652173,0.3055555555555556,0.0,0.0,69,72
dureader,3,4,stable_low_fpr,aggregate_only,low_support,True,0.023809523809523808,0.011904761904761904,0.0,0.0,84,84
dureader,3,5,stable_high_fnr_low_support,aggregate_only,low_support,True,0.3076923076923077,0.2714285714285714,0.0,0.0,65,70
dureader,3,6,stable_high_fnr_low_support,aggregate_only,low_support,True,0.39705882352941174,0.4492753623188406,0.0,0.0,68,69
dureader,3,7,stable_low_fpr,aggregate_only,low_support,True,0.08860759493670886,0.10256410256410256,0.0,0.0,79,78
dureader,30,0,stable_high_fnr_low_support,aggregate_only,low_support,True,0.3333333333333333,0.3787878787878788,0.0,0.0,72,66
dureader,30,1,stable_low_fpr,aggregate_only,low_support,True,0.036585365853658534,0.075,0.0,0.0,82,80
dureader,30,2,stable_low_fpr,aggregate_only,low_support,True,0.10810810810810811,0.1282051282051282,0.045454545454545456,0.0,74,78
dureader,30,3,stable_high_fnr_low_support,aggregate_only,low_support,True,0.41935483870967744,0.43283582089552236,0.0,0.0,62,67
dureader,30,4,stable_low_fpr,aggregate_only,low_support,True,0.05,0.07692307692307693,0.0,0.0,80,78
dureader,30,5,stable_low_fpr,aggregate_only,low_support,True,0.024390243902439025,0.024096385542168676,0.0,0.0,82,83
dureader,30,6,stable_high_fnr_low_support,aggregate_only,low_support,True,0.23943661971830985,0.21621621621621623,0.04,0.045454545454545456,71,74
dureader,30,7,stable_high_fnr_low_support,aggregate_only,low_support,True,0.453125,0.390625,0.03125,0.0,64,64
dureader,31,0,stable_low_fpr,aggregate_only,low_support,True,0.18666666666666668,0.21052631578947367,0.0,0.0,75,76
dureader,31,1,stable_low_fpr,aggregate_only,low_support,True,0.0,0.0,0.0,0.0,84,84
dureader,31,2,stable_low_fpr,aggregate_only,low_support,True,0.060240963855421686,0.07142857142857142,0.0,0.0,83,84
dureader,31,3,stable_low_fpr,aggregate_only,low_support,True,0.0,0.0,0.0,0.0,84,84
dureader,31,4,stable_low_fpr,aggregate_only,low_support,True,0.16455696202531644,0.13414634146341464,0.0,0.0,79,82
dureader,31,5,stable_high_fnr_low_support,aggregate_only,low_support,True,0.3424657534246575,0.421875,0.0,0.0,73,64
dureader,31,6,stable_low_fpr,aggregate_only,low_support,True,0.0975609756097561,0.1,0.0,0.0,82,80
dureader,31,7,stable_high_fnr_low_support,aggregate_only,low_support,True,0.2153846153846154,0.2602739726027397,0.0,0.0,65,73
dureader,4,0,stable_low_fpr,aggregate_only,low_support,True,0.09333333333333334,0.1232876712328767,0.0,0.0,75,73
dureader,4,1,stable_high_fnr_low_support,aggregate_only,low_support,True,0.35294117647058826,0.2463768115942029,0.03571428571428571,0.037037037037037035,68,69
dureader,4,2,stable_low_fpr,aggregate_only,low_support,True,0.023809523809523808,0.023809523809523808,0.0,0.0,84,84
dureader,4,3,stable_low_fpr,aggregate_only,low_support,True,0.024096385542168676,0.024096385542168676,0.0,0.0,83,83
dureader,4,4,stable_low_fpr,aggregate_only,low_support,True,0.047619047619047616,0.07228915662650602,0.0,0.0,84,83
dureader,4,5,stable_high_fnr_low_support,aggregate_only,low_support,True,0.4153846153846154,0.34285714285714286,0.0,0.0,65,70
dureader,4,6,unstable_across_hardware,aggregate_only,low_support,False,0.06493506493506493,0.0,0.0,0.0,77,81
dureader,4,7,stable_high_fnr_low_support,aggregate_only,low_support,True,0.23943661971830985,0.2535211267605634,0.04,0.0,71,71
dureader,5,0,unstable_across_hardware,aggregate_only,low_support,False,0.1282051282051282,0.07692307692307693,0.0,0.0,78,78
dureader,5,1,stable_low_fpr,aggregate_only,low_support,True,0.024390243902439025,0.024390243902439025,0.0,0.0,82,82
dureader,5,2,stable_low_fpr,aggregate_only,low_support,True,0.0,0.023809523809523808,0.0,0.0,83,84
dureader,5,3,stable_low_fpr,aggregate_only,low_support,True,0.036585365853658534,0.037037037037037035,0.0,0.0,82,81
dureader,5,4,stable_low_fpr,aggregate_only,low_support,True,0.14473684210526316,0.175,0.0,0.0,76,80
dureader,5,5,unstable_across_hardware,aggregate_only,low_support,False,0.273972602739726,0.16,0.0,0.047619047619047616,73,75
dureader,5,6,stable_low_fpr,aggregate_only,low_support,True,0.08974358974358974,0.075,0.0,0.0,78,80
dureader,5,7,stable_low_fpr,aggregate_only,low_support,True,0.0125,0.012345679012345678,0.0,0.0,80,81
dureader,6,0,stable_high_fnr_low_support,aggregate_only,low_support,True,0.21428571428571427,0.28169014084507044,0.038461538461538464,0.0,70,71
dureader,6,1,stable_high_fnr_low_support,aggregate_only,low_support,True,0.375,0.3770491803278688,0.0,0.0,64,61
dureader,6,2,high_fp_risk,aggregate_only,low_support,False,0.13953488372093023,0.0989010989010989,0.1,0.0,86,91
dureader,6,3,stable_low_fpr,aggregate_only,low_support,True,0.0125,0.024691358024691357,0.0,0.0,80,81
dureader,6,4,stable_low_fpr,aggregate_only,low_support,True,0.024096385542168676,0.05952380952380952,0.0,0.0,83,84
dureader,6,5,high_fp_risk,aggregate_only,low_support,False,0.25,0.28,0.15,0.14285714285714285,76,75
