task,layer,kv_head,v100_fnr,gpu4090_fnr,v100_fpr,gpu4090_fpr,v100_accepted_fraction,gpu4090_accepted_fraction,v100_fn_count,gpu4090_fn_count,v100_fp_count,gpu4090_fp_count,v100_positive_support,gpu4090_positive_support,v100_negative_support,gpu4090_negative_support,fnr_abs_diff,fpr_abs_diff,accepted_fraction_abs_diff,fn_count_abs_diff,cross_hardware_consistent,support_label,fnr_stability_label,label,readiness,high_fnr_rank,low_risk_rank,rank_score
hotpotqa,0,1,0.3684210526315789,0.3972602739726027,0.0,0.0,0.5,0.4583333333333333,28,29,0,0,76,73,20,23,0.02883922134102379,0.0,0.041666666666666685,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,86,112,"(1, -1, 0.3684210526315789, 57)"
passage_retrieval_en,27,0,0.36764705882352944,0.4626865671641791,0.0,0.0,0.4479166666666667,0.375,25,31,0,0,68,67,28,29,0.09503950834064967,0.0,0.07291666666666669,6,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,87,62,"(1, -1, 0.36764705882352944, 56)"
dureader,28,3,0.36764705882352944,0.3783783783783784,0.03571428571428571,0.045454545454545456,0.4583333333333333,0.4895833333333333,25,28,1,1,68,74,28,22,0.010731319554848961,0.009740259740259744,0.03125,3,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,88,1124,"(1, -1, 0.36764705882352944, 53)"
dureader,20,0,0.36764705882352944,0.39705882352941174,0.0,0.0,0.4479166666666667,0.4270833333333333,25,27,0,0,68,68,28,28,0.029411764705882304,0.0,0.02083333333333337,2,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,89,79,"(1, -1, 0.36764705882352944, 52)"
passage_retrieval_en,24,5,0.36764705882352944,0.39705882352941174,0.0,0.03571428571428571,0.4479166666666667,0.4375,25,27,0,1,68,68,28,28,0.029411764705882304,0.03571428571428571,0.010416666666666685,2,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,90,1054,"(1, -1, 0.36764705882352944, 52)"
passage_retrieval_zh,15,3,0.36363636363636365,0.4117647058823529,0.0,0.0,0.4375,0.4166666666666667,24,28,0,0,66,68,30,28,0.048128342245989275,0.0,0.020833333333333315,4,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,91,71,"(1, -1, 0.36363636363636365, 52)"
passage_retrieval_zh,4,7,0.417910447761194,0.36363636363636365,0.0,0.0,0.40625,0.4375,28,24,0,0,67,66,29,30,0.05427408412483037,0.0,0.03125,4,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,92,70,"(1, -1, 0.36363636363636365, 52)"
passage_retrieval_en,29,2,0.36231884057971014,0.36923076923076925,0.037037037037037035,0.0,0.46875,0.4270833333333333,25,24,1,0,69,65,27,31,0.006911928651059107,0.037037037037037035,0.041666666666666685,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,93,1059,"(1, -1, 0.36231884057971014, 49)"
passage_retrieval_en,6,1,0.36231884057971014,0.375,0.0,0.0,0.4583333333333333,0.4166666666666667,25,24,0,0,69,64,27,32,0.012681159420289856,0.0,0.04166666666666663,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,94,80,"(1, -1, 0.36231884057971014, 49)"
passage_retrieval_zh,3,3,0.38028169014084506,0.3611111111111111,0.0,0.0,0.4583333333333333,0.4791666666666667,27,26,0,0,71,72,25,24,0.01917057902973396,0.0,0.02083333333333337,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,95,104,"(1, -1, 0.3611111111111111, 53)"
hotpotqa,27,0,0.359375,0.43243243243243246,0.0,0.0,0.4270833333333333,0.4375,23,32,0,0,64,74,32,22,0.07305743243243246,0.0,0.010416666666666685,9,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,96,75,"(1, -1, 0.359375, 55)"
dureader,23,3,0.359375,0.4492753623188406,0.0,0.0,0.4270833333333333,0.3958333333333333,23,31,0,0,64,69,32,27,0.08990036231884058,0.0,0.03125,8,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,97,57,"(1, -1, 0.359375, 54)"
samsum,21,6,0.45588235294117646,0.3582089552238806,0.0,0.0,0.3854166666666667,0.4479166666666667,31,24,0,0,68,67,28,29,0.09767339771729588,0.0,0.0625,7,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,98,68,"(1, -1, 0.3582089552238806, 55)"
passage_retrieval_en,0,3,0.42857142857142855,0.3582089552238806,0.0,0.0,0.4166666666666667,0.4479166666666667,30,24,0,0,70,67,26,29,0.07036247334754797,0.0,0.03125,6,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,99,77,"(1, -1, 0.3582089552238806, 54)"
dureader,27,1,0.35714285714285715,0.44776119402985076,0.0,0.0,0.46875,0.3854166666666667,25,30,0,0,70,67,26,29,0.09061833688699361,0.0,0.08333333333333331,5,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,100,72,"(1, -1, 0.35714285714285715, 55)"
dureader,3,0,0.4492753623188406,0.35384615384615387,0.0,0.0,0.3958333333333333,0.4375,31,23,0,0,69,65,27,31,0.09542920847268671,0.0,0.041666666666666685,8,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,101,65,"(1, -1, 0.35384615384615387, 54)"
samsum,1,3,0.35294117647058826,0.43661971830985913,0.0,0.0,0.4583333333333333,0.4166666666666667,24,31,0,0,68,71,28,25,0.08367854183927087,0.0,0.04166666666666663,7,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,102,81,"(1, -1, 0.35294117647058826, 55)"
passage_retrieval_en,17,7,0.35294117647058826,0.4084507042253521,0.0,0.0,0.4583333333333333,0.4375,24,29,0,0,68,71,28,25,0.055509527754763865,0.0,0.020833333333333315,5,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,103,92,"(1, -1, 0.35294117647058826, 53)"
hotpotqa,25,1,0.45161290322580644,0.35294117647058826,0.0,0.0,0.3541666666666667,0.4583333333333333,28,24,0,0,62,68,34,28,0.09867172675521818,0.0,0.10416666666666663,4,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,104,54,"(1, -1, 0.35294117647058826, 52)"
passage_retrieval_zh,20,0,0.35,0.5,0.0,0.0,0.40625,0.34375,21,33,0,0,60,66,36,30,0.15000000000000002,0.0,0.0625,12,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,105,33,"(1, -1, 0.35, 54)"
hotpotqa,3,6,0.3492063492063492,0.4714285714285714,0.0,0.0,0.4270833333333333,0.3854166666666667,22,33,0,0,63,70,33,26,0.12222222222222223,0.0,0.04166666666666663,11,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,106,55,"(1, -1, 0.3492063492063492, 55)"
samsum,26,7,0.3492063492063492,0.4153846153846154,0.0,0.0,0.4270833333333333,0.3958333333333333,22,27,0,0,63,65,33,31,0.06617826617826622,0.0,0.03125,5,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,107,58,"(1, -1, 0.3492063492063492, 49)"
passage_retrieval_en,3,5,0.375,0.3492063492063492,0.0,0.0,0.3645833333333333,0.4270833333333333,21,22,0,0,56,63,40,33,0.025793650793650813,0.0,0.0625,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,108,47,"(1, -1, 0.3492063492063492, 43)"
samsum,3,5,0.34782608695652173,0.4307692307692308,0.0,0.0,0.46875,0.3854166666666667,24,28,0,0,69,65,27,31,0.08294314381270906,0.0,0.08333333333333331,4,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,109,73,"(1, -1, 0.34782608695652173, 52)"
hotpotqa,24,5,0.36619718309859156,0.34782608695652173,0.0,0.037037037037037035,0.46875,0.4791666666666667,26,24,0,1,71,69,25,27,0.01837109614206983,0.037037037037037035,0.010416666666666685,2,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,110,1060,"(1, -1, 0.34782608695652173, 50)"
samsum,15,3,0.3484848484848485,0.3472222222222222,0.0,0.0,0.4479166666666667,0.4895833333333333,23,25,0,0,66,72,30,24,0.0012626262626262985,0.0,0.04166666666666663,2,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,111,105,"(1, -1, 0.3472222222222222, 48)"
samsum,22,0,0.4406779661016949,0.34375,0.0,0.03125,0.34375,0.4479166666666667,26,22,0,1,59,64,37,32,0.0969279661016949,0.03125,0.10416666666666669,4,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,112,1041,"(1, -1, 0.34375, 48)"
dureader,4,5,0.4153846153846154,0.34285714285714286,0.0,0.0,0.3958333333333333,0.4791666666666667,27,24,0,0,65,70,31,26,0.07252747252747255,0.0,0.08333333333333337,3,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,113,82,"(1, -1, 0.34285714285714286, 51)"
hotpotqa,13,5,0.34285714285714286,0.36764705882352944,0.0,0.03571428571428571,0.4791666666666667,0.4583333333333333,24,25,0,1,70,68,26,28,0.024789915966386578,0.03571428571428571,0.02083333333333337,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,114,1055,"(1, -1, 0.34285714285714286, 49)"
passage_retrieval_en,22,2,0.35714285714285715,0.34285714285714286,0.0,0.038461538461538464,0.46875,0.4895833333333333,25,24,0,1,70,70,26,26,0.01428571428571429,0.038461538461538464,0.020833333333333315,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,115,1067,"(1, -1, 0.34285714285714286, 49)"
passage_retrieval_zh,12,5,0.34285714285714286,0.35294117647058826,0.0,0.0,0.4791666666666667,0.4583333333333333,24,24,0,0,70,68,26,28,0.010084033613445398,0.0,0.02083333333333337,0,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,116,106,"(1, -1, 0.34285714285714286, 48)"
dureader,31,5,0.3424657534246575,0.421875,0.0,0.0,0.5,0.3854166666666667,25,27,0,0,73,64,23,32,0.07940924657534248,0.0,0.11458333333333331,2,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,117,88,"(1, -1, 0.3424657534246575, 52)"
hotpotqa,16,2,0.34146341463414637,0.36486486486486486,0.0,0.0,0.5625,0.4895833333333333,28,27,0,0,82,74,14,22,0.02340145023071849,0.0,0.07291666666666669,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,118,156,"(1, -1, 0.34146341463414637, 55)"
dureader,17,6,0.373134328358209,0.3380281690140845,0.0,0.0,0.4375,0.4895833333333333,25,24,0,0,67,71,29,25,0.03510615934412448,0.0,0.052083333333333315,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,119,100,"(1, -1, 0.3380281690140845, 49)"
passage_retrieval_en,3,3,0.375,0.33783783783783783,0.0,0.0,0.46875,0.5104166666666666,27,25,0,0,72,74,24,22,0.03716216216216217,0.0,0.04166666666666663,2,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,120,123,"(1, -1, 0.33783783783783783, 52)"
passage_retrieval_en,20,7,0.375,0.3373493975903614,0.0,0.0,0.5208333333333334,0.5729166666666666,30,28,0,0,80,83,16,13,0.03765060240963858,0.0,0.05208333333333326,2,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,121,191,"(1, -1, 0.3373493975903614, 58)"
passage_retrieval_en,18,4,0.3918918918918919,0.3333333333333333,0.0,0.0,0.46875,0.5208333333333334,29,25,0,0,74,75,22,21,0.05855855855855857,0.0,0.05208333333333337,4,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,122,135,"(1, -1, 0.3333333333333333, 54)"
passage_retrieval_en,21,5,0.3333333333333333,0.38571428571428573,0.0,0.0,0.4791666666666667,0.4479166666666667,23,27,0,0,69,70,27,26,0.05238095238095242,0.0,0.03125,4,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,123,103,"(1, -1, 0.3333333333333333, 50)"
dureader,30,0,0.3333333333333333,0.3787878787878788,0.0,0.0,0.5,0.4270833333333333,24,25,0,0,72,66,24,30,0.04545454545454547,0.0,0.07291666666666669,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,124,101,"(1, -1, 0.3333333333333333, 49)"
dureader,12,0,0.34146341463414637,0.32926829268292684,0.0,0.0,0.5625,0.5729166666666666,28,27,0,0,82,82,14,14,0.012195121951219523,0.0,0.01041666666666663,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,125,216,"(1, -1, 0.32926829268292684, 55)"
passage_retrieval_en,17,6,0.34285714285714286,0.32857142857142857,0.038461538461538464,0.0,0.4895833333333333,0.4895833333333333,24,23,1,0,70,70,26,26,0.01428571428571429,0.038461538461538464,0.0,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,126,1068,"(1, -1, 0.32857142857142857, 47)"
passage_retrieval_zh,13,5,0.3283582089552239,0.4444444444444444,0.0,0.0,0.46875,0.3645833333333333,22,28,0,0,67,63,29,33,0.11608623548922054,0.0,0.10416666666666669,6,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,127,66,"(1, -1, 0.3283582089552239, 50)"
passage_retrieval_zh,23,1,0.35714285714285715,0.328125,0.0,0.0,0.46875,0.4479166666666667,25,21,0,0,70,64,26,32,0.02901785714285715,0.0,0.020833333333333315,4,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,128,99,"(1, -1, 0.328125, 46)"
passage_retrieval_en,19,4,0.34210526315789475,0.3246753246753247,0.0,0.0,0.5208333333333334,0.5416666666666666,26,25,0,0,76,77,20,19,0.017429938482570073,0.0,0.02083333333333326,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,129,167,"(1, -1, 0.3246753246753247, 51)"
passage_retrieval_en,0,4,0.3235294117647059,0.4305555555555556,0.0,0.0,0.4791666666666667,0.4270833333333333,22,31,0,0,68,72,28,24,0.10702614379084968,0.0,0.05208333333333337,9,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,130,96,"(1, -1, 0.3235294117647059, 53)"
passage_retrieval_en,25,1,0.42424242424242425,0.3230769230769231,0.0,0.03225806451612903,0.3958333333333333,0.46875,28,21,0,1,66,65,30,31,0.10116550116550116,0.03225806451612903,0.07291666666666669,7,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,131,1046,"(1, -1, 0.3230769230769231, 49)"
hotpotqa,24,4,0.3230769230769231,0.352112676056338,0.0,0.0,0.4583333333333333,0.4791666666666667,21,25,0,0,65,71,31,25,0.02903575297941491,0.0,0.02083333333333337,4,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,132,107,"(1, -1, 0.3230769230769231, 46)"
hotpotqa,0,4,0.36923076923076925,0.3230769230769231,0.0,0.0,0.4270833333333333,0.4583333333333333,24,21,0,0,65,65,31,31,0.046153846153846156,0.0,0.03125,3,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,133,85,"(1, -1, 0.3230769230769231, 45)"
passage_retrieval_zh,26,6,0.32,0.3291139240506329,0.0,0.0,0.53125,0.5520833333333334,24,26,0,0,75,79,21,17,0.009113924050632882,0.0,0.02083333333333337,2,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,134,185,"(1, -1, 0.32, 50)"
dureader,27,0,0.36619718309859156,0.3188405797101449,0.0,0.0,0.46875,0.4895833333333333,26,22,0,0,71,69,25,27,0.04735660338844666,0.0,0.020833333333333315,4,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,135,113,"(1, -1, 0.3188405797101449, 48)"
passage_retrieval_zh,30,6,0.3188405797101449,0.3939393939393939,0.0,0.0,0.4895833333333333,0.4166666666666667,22,26,0,0,69,66,27,30,0.07509881422924902,0.0,0.07291666666666663,4,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,136,97,"(1, -1, 0.3188405797101449, 48)"
dureader,15,2,0.3188405797101449,0.3333333333333333,0.0,0.0,0.4895833333333333,0.5,22,24,0,0,69,72,27,24,0.014492753623188415,0.0,0.010416666666666685,2,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,137,129,"(1, -1, 0.3188405797101449, 46)"
hotpotqa,14,1,0.3484848484848485,0.3188405797101449,0.03333333333333333,0.037037037037037035,0.4583333333333333,0.5,23,22,1,1,66,69,30,27,0.029644268774703608,0.003703703703703702,0.041666666666666685,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,138,1118,"(1, -1, 0.3188405797101449, 45)"
hotpotqa,0,3,0.3835616438356164,0.3181818181818182,0.0,0.0,0.46875,0.46875,28,21,0,0,73,66,23,30,0.06537982565379824,0.0,0.0,7,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,139,108,"(1, -1, 0.3181818181818182, 49)"
passage_retrieval_zh,4,1,0.32857142857142857,0.3157894736842105,0.0,0.0,0.4895833333333333,0.5416666666666666,23,24,0,0,70,76,26,20,0.012781954887218061,0.0,0.052083333333333315,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,140,146,"(1, -1, 0.3157894736842105, 47)"
dureader,14,0,0.3157894736842105,0.3150684931506849,0.0,0.043478260869565216,0.5416666666666666,0.53125,24,23,0,1,76,73,20,23,0.0007209805335255948,0.043478260869565216,0.01041666666666663,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,141,1089,"(1, -1, 0.3150684931506849, 47)"
samsum,3,3,0.3194444444444444,0.3150684931506849,0.0,0.0,0.5104166666666666,0.5208333333333334,23,23,0,0,72,73,24,23,0.004375951293759506,0.0,0.01041666666666674,0,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,142,147,"(1, -1, 0.3150684931506849, 46)"
passage_retrieval_en,30,6,0.3333333333333333,0.3142857142857143,0.0,0.0,0.5416666666666666,0.5,26,22,0,0,78,70,18,26,0.019047619047619035,0.0,0.04166666666666663,4,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,143,153,"(1, -1, 0.3142857142857143, 48)"
passage_retrieval_zh,28,5,0.3287671232876712,0.3142857142857143,0.0,0.0,0.5104166666666666,0.5,24,22,0,0,73,70,23,26,0.014481409001956935,0.0,0.01041666666666663,2,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,144,141,"(1, -1, 0.3142857142857143, 46)"
samsum,30,7,0.3188405797101449,0.3142857142857143,0.0,0.0,0.4895833333333333,0.5,22,22,0,0,69,70,27,26,0.004554865424430621,0.0,0.010416666666666685,0,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,145,130,"(1, -1, 0.3142857142857143, 44)"
hotpotqa,22,7,0.3389830508474576,0.31343283582089554,0.0,0.0,0.40625,0.4791666666666667,20,21,0,0,59,67,37,29,0.025550215026562073,0.0,0.07291666666666669,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,146,89,"(1, -1, 0.31343283582089554, 41)"
passage_retrieval_en,8,4,0.3125,0.3253012048192771,0.0,0.0,0.5729166666666666,0.5833333333333334,25,27,0,0,80,83,16,13,0.012801204819277101,0.0,0.01041666666666674,2,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,147,233,"(1, -1, 0.3125, 52)"
passage_retrieval_zh,12,6,0.3103448275862069,0.3409090909090909,0.0,0.0,0.625,0.6041666666666666,27,30,0,0,87,88,9,8,0.030564263322883978,0.0,0.02083333333333337,3,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,148,277,"(1, -1, 0.3103448275862069, 57)"
dureader,15,5,0.4027777777777778,0.30985915492957744,0.0,0.0,0.4479166666666667,0.5104166666666666,29,22,0,0,72,71,24,25,0.09291862284820035,0.0,0.062499999999999944,7,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,149,114,"(1, -1, 0.30985915492957744, 51)"
dureader,14,1,0.3088235294117647,0.37681159420289856,0.03571428571428571,0.0,0.5,0.4479166666666667,21,26,1,0,68,69,28,27,0.06798806479113384,0.03571428571428571,0.052083333333333315,5,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,150,1056,"(1, -1, 0.3088235294117647, 47)"
dureader,13,3,0.3076923076923077,0.30666666666666664,0.0,0.0,0.5625,0.5416666666666666,24,23,0,0,78,75,18,21,0.0010256410256410664,0.0,0.02083333333333337,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,151,196,"(1, -1, 0.30666666666666664, 47)"
dureader,21,5,0.3472222222222222,0.3055555555555556,0.041666666666666664,0.0,0.5,0.5208333333333334,25,22,1,0,72,72,24,24,0.04166666666666663,0.041666666666666664,0.02083333333333337,3,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,152,1084,"(1, -1, 0.3055555555555556, 47)"
dureader,3,3,0.34782608695652173,0.3055555555555556,0.0,0.0,0.46875,0.5208333333333334,24,22,0,0,69,72,27,24,0.04227053140096615,0.0,0.05208333333333337,2,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,153,136,"(1, -1, 0.3055555555555556, 46)"
samsum,27,5,0.3050847457627119,0.3076923076923077,0.0,0.0,0.4270833333333333,0.46875,18,20,0,0,59,65,37,31,0.0026075619295958252,0.0,0.041666666666666685,2,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,154,93,"(1, -1, 0.3050847457627119, 38)"
passage_retrieval_en,28,5,0.30434782608695654,0.3466666666666667,0.0,0.0,0.5,0.5104166666666666,21,26,0,0,69,75,27,21,0.04231884057971014,0.0,0.01041666666666663,5,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,155,142,"(1, -1, 0.30434782608695654, 47)"
passage_retrieval_en,20,1,0.30434782608695654,0.3472222222222222,0.0,0.0,0.5,0.4895833333333333,21,25,0,0,69,72,27,24,0.04287439613526567,0.0,0.010416666666666685,4,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,156,131,"(1, -1, 0.30434782608695654, 46)"
samsum,17,5,0.35064935064935066,0.3013698630136986,0.0,0.0,0.5208333333333334,0.53125,27,22,0,0,77,73,19,23,0.04927948763565204,0.0,0.01041666666666663,5,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,157,163,"(1, -1, 0.3013698630136986, 49)"
passage_retrieval_en,25,3,0.3013698630136986,0.3287671232876712,0.043478260869565216,0.043478260869565216,0.5416666666666666,0.5208333333333334,22,24,1,1,73,73,23,23,0.0273972602739726,0.0,0.02083333333333326,2,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,158,1127,"(1, -1, 0.3013698630136986, 46)"
samsum,9,1,0.3,0.3283582089552239,0.0,0.0,0.5104166666666666,0.46875,21,22,0,0,70,67,26,29,0.028358208955223896,0.0,0.04166666666666663,1,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,159,124,"(1, -1, 0.3, 43)"
samsum,24,4,0.4492753623188406,0.29850746268656714,0.0,0.0,0.3958333333333333,0.4895833333333333,31,20,0,0,69,67,27,29,0.15076789963227344,0.0,0.09375,11,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,160,86,"(1, -1, 0.29850746268656714, 51)"
passage_retrieval_en,4,1,0.29850746268656714,0.36486486486486486,0.0,0.0,0.4895833333333333,0.4895833333333333,20,27,0,0,67,74,29,22,0.06635740217829772,0.0,0.0,7,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,161,125,"(1, -1, 0.29850746268656714, 47)"
passage_retrieval_en,4,7,0.3287671232876712,0.2972972972972973,0.0,0.0,0.5104166666666666,0.5416666666666666,24,22,0,0,73,74,23,22,0.0314698259903739,0.0,0.03125,2,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,162,157,"(1, -1, 0.2972972972972973, 46)"
passage_retrieval_en,13,3,0.3013698630136986,0.2972972972972973,0.0,0.045454545454545456,0.53125,0.5520833333333334,22,22,0,1,73,74,23,22,0.0040725657164013,0.045454545454545456,0.02083333333333337,0,True,low_support,stable,stable_high_fnr_low_support,aggregate_only,163,1099,"(1, -1, 0.2972972972972973, 44)"
passage_retrieval_zh,27,0,0.3972602739726027,0.29577464788732394,0.0,0.04,0.4583333333333333,0.53125,29,21,0,1,73,71,23,25,0.10148562608527878,0.04,0.07291666666666669,8,True,low_support,unstable,stable_high_fnr_low_support,aggregate_only,164,1073,"(1, -1, 0.29577464788732394, 50)"
