hardware,task,layer,kv_head,true_positive,true_negative,false_positive,false_negative,total,candidate_count,accepted_count,positive_support,negative_support,micro_fpr,micro_fnr,precision_micro,recall_micro,acceptance_micro
v100,samsum,5,0,70,18,1,7,96,96,71,77,19,0.05263157894736842,0.09090909090909091,0.9859154929577465,0.9090909090909091,0.7395833333333334
v100,samsum,5,1,79,13,1,3,96,96,80,82,14,0.07142857142857142,0.036585365853658534,0.9875,0.9634146341463414,0.8333333333333334
v100,samsum,5,2,82,12,0,2,96,96,82,84,12,0.0,0.023809523809523808,1.0,0.9761904761904762,0.8541666666666666
v100,samsum,5,3,75,17,0,4,96,96,75,79,17,0.0,0.05063291139240506,1.0,0.9493670886075949,0.78125
v100,samsum,5,4,70,19,0,7,96,96,70,77,19,0.0,0.09090909090909091,1.0,0.9090909090909091,0.7291666666666666
v100,samsum,5,5,56,22,0,18,96,96,56,74,22,0.0,0.24324324324324326,1.0,0.7567567567567568,0.5833333333333334
v100,samsum,5,6,79,14,2,1,96,96,81,80,16,0.125,0.0125,0.9753086419753086,0.9875,0.84375
v100,samsum,5,7,78,14,0,4,96,96,78,82,14,0.0,0.04878048780487805,1.0,0.9512195121951219,0.8125
v100,samsum,6,0,62,21,0,13,96,96,62,75,21,0.0,0.17333333333333334,1.0,0.8266666666666667,0.6458333333333334
v100,samsum,6,1,48,30,0,18,96,96,48,66,30,0.0,0.2727272727272727,1.0,0.7272727272727273,0.5
v100,samsum,6,2,79,14,1,2,96,96,80,81,15,0.06666666666666667,0.024691358024691357,0.9875,0.9753086419753086,0.8333333333333334
v100,samsum,6,3,81,12,0,3,96,96,81,84,12,0.0,0.03571428571428571,1.0,0.9642857142857143,0.84375
v100,samsum,6,4,79,12,0,5,96,96,79,84,12,0.0,0.05952380952380952,1.0,0.9404761904761905,0.8229166666666666
v100,samsum,6,5,67,18,1,10,96,96,68,77,19,0.05263157894736842,0.12987012987012986,0.9852941176470589,0.8701298701298701,0.7083333333333334
v100,samsum,6,6,68,20,0,8,96,96,68,76,20,0.0,0.10526315789473684,1.0,0.8947368421052632,0.7083333333333334
v100,samsum,6,7,60,24,0,12,96,96,60,72,24,0.0,0.16666666666666666,1.0,0.8333333333333334,0.625
v100,samsum,7,0,81,13,0,2,96,96,81,83,13,0.0,0.024096385542168676,1.0,0.9759036144578314,0.84375
v100,samsum,7,1,81,13,0,2,96,96,81,83,13,0.0,0.024096385542168676,1.0,0.9759036144578314,0.84375
v100,samsum,7,2,70,17,1,8,96,96,71,78,18,0.05555555555555555,0.10256410256410256,0.9859154929577465,0.8974358974358975,0.7395833333333334
v100,samsum,7,3,62,18,0,16,96,96,62,78,18,0.0,0.20512820512820512,1.0,0.7948717948717948,0.6458333333333334
v100,samsum,7,4,68,21,0,7,96,96,68,75,21,0.0,0.09333333333333334,1.0,0.9066666666666666,0.7083333333333334
v100,samsum,7,5,76,15,0,5,96,96,76,81,15,0.0,0.06172839506172839,1.0,0.9382716049382716,0.7916666666666666
v100,samsum,7,6,81,13,0,2,96,96,81,83,13,0.0,0.024096385542168676,1.0,0.9759036144578314,0.84375
v100,samsum,7,7,70,19,0,7,96,96,70,77,19,0.0,0.09090909090909091,1.0,0.9090909090909091,0.7291666666666666
v100,samsum,8,0,75,14,0,7,96,96,75,82,14,0.0,0.08536585365853659,1.0,0.9146341463414634,0.78125
v100,samsum,8,1,65,16,0,15,96,96,65,80,16,0.0,0.1875,1.0,0.8125,0.6770833333333334
v100,samsum,8,2,70,13,0,13,96,96,70,83,13,0.0,0.1566265060240964,1.0,0.8433734939759037,0.7291666666666666
v100,samsum,8,3,82,10,0,4,96,96,82,86,10,0.0,0.046511627906976744,1.0,0.9534883720930233,0.8541666666666666
v100,samsum,8,4,53,17,1,25,96,96,54,78,18,0.05555555555555555,0.32051282051282054,0.9814814814814815,0.6794871794871795,0.5625
v100,samsum,8,5,79,11,0,6,96,96,79,85,11,0.0,0.07058823529411765,1.0,0.9294117647058824,0.8229166666666666
v100,samsum,8,6,51,24,0,21,96,96,51,72,24,0.0,0.2916666666666667,1.0,0.7083333333333334,0.53125
v100,samsum,8,7,71,13,0,12,96,96,71,83,13,0.0,0.14457831325301204,1.0,0.8554216867469879,0.7395833333333334
v100,samsum,9,0,79,6,0,11,96,96,79,90,6,0.0,0.12222222222222222,1.0,0.8777777777777778,0.8229166666666666
v100,samsum,9,1,49,26,0,21,96,96,49,70,26,0.0,0.3,1.0,0.7,0.5104166666666666
v100,samsum,9,2,82,10,0,4,96,96,82,86,10,0.0,0.046511627906976744,1.0,0.9534883720930233,0.8541666666666666
v100,samsum,9,3,77,15,0,4,96,96,77,81,15,0.0,0.04938271604938271,1.0,0.9506172839506173,0.8020833333333334
v100,samsum,9,4,81,13,0,2,96,96,81,83,13,0.0,0.024096385542168676,1.0,0.9759036144578314,0.84375
v100,samsum,9,5,63,23,0,10,96,96,63,73,23,0.0,0.136986301369863,1.0,0.863013698630137,0.65625
v100,samsum,9,6,61,24,0,11,96,96,61,72,24,0.0,0.1527777777777778,1.0,0.8472222222222222,0.6354166666666666
v100,samsum,9,7,54,15,0,27,96,96,54,81,15,0.0,0.3333333333333333,1.0,0.6666666666666666,0.5625
gpu4090,dureader,0,0,75,5,1,15,96,96,76,90,6,0.16666666666666666,0.16666666666666666,0.9868421052631579,0.8333333333333334,0.7916666666666666
gpu4090,dureader,0,1,31,26,1,38,96,96,32,69,27,0.037037037037037035,0.5507246376811594,0.96875,0.4492753623188406,0.3333333333333333
gpu4090,dureader,0,2,71,12,0,13,96,96,71,84,12,0.0,0.15476190476190477,1.0,0.8452380952380952,0.7395833333333334
gpu4090,dureader,0,3,10,33,0,53,96,96,10,63,33,0.0,0.8412698412698413,1.0,0.15873015873015872,0.10416666666666667
gpu4090,dureader,0,4,36,27,0,33,96,96,36,69,27,0.0,0.4782608695652174,1.0,0.5217391304347826,0.375
gpu4090,dureader,0,5,94,2,0,0,96,96,94,94,2,0.0,0.0,1.0,1.0,0.9791666666666666
gpu4090,dureader,0,6,85,4,0,7,96,96,85,92,4,0.0,0.07608695652173914,1.0,0.9239130434782609,0.8854166666666666
gpu4090,dureader,0,7,94,2,0,0,96,96,94,94,2,0.0,0.0,1.0,1.0,0.9791666666666666
gpu4090,dureader,1,0,78,12,0,6,96,96,78,84,12,0.0,0.07142857142857142,1.0,0.9285714285714286,0.8125
gpu4090,dureader,1,1,57,14,0,25,96,96,57,82,14,0.0,0.3048780487804878,1.0,0.6951219512195121,0.59375
gpu4090,dureader,1,2,83,9,1,3,96,96,84,86,10,0.1,0.03488372093023256,0.9880952380952381,0.9651162790697675,0.875
gpu4090,dureader,1,3,53,26,0,17,96,96,53,70,26,0.0,0.24285714285714285,1.0,0.7571428571428571,0.5520833333333334
gpu4090,dureader,1,4,87,6,1,2,96,96,88,89,7,0.14285714285714285,0.02247191011235955,0.9886363636363636,0.9775280898876404,0.9166666666666666
gpu4090,dureader,1,5,76,16,0,4,96,96,76,80,16,0.0,0.05,1.0,0.95,0.7916666666666666
gpu4090,dureader,1,6,56,20,0,20,96,96,56,76,20,0.0,0.2631578947368421,1.0,0.7368421052631579,0.5833333333333334
gpu4090,dureader,1,7,55,20,0,21,96,96,55,76,20,0.0,0.27631578947368424,1.0,0.7236842105263158,0.5729166666666666
gpu4090,dureader,10,0,76,15,1,4,96,96,77,80,16,0.0625,0.05,0.987012987012987,0.95,0.8020833333333334
gpu4090,dureader,10,1,55,25,0,16,96,96,55,71,25,0.0,0.22535211267605634,1.0,0.7746478873239436,0.5729166666666666
gpu4090,dureader,10,2,68,18,0,10,96,96,68,78,18,0.0,0.1282051282051282,1.0,0.8717948717948718,0.7083333333333334
gpu4090,dureader,10,3,63,22,0,11,96,96,63,74,22,0.0,0.14864864864864866,1.0,0.8513513513513513,0.65625
gpu4090,dureader,10,4,62,17,0,17,96,96,62,79,17,0.0,0.21518987341772153,1.0,0.7848101265822784,0.6458333333333334
gpu4090,dureader,10,5,54,20,0,22,96,96,54,76,20,0.0,0.2894736842105263,1.0,0.7105263157894737,0.5625
gpu4090,dureader,10,6,69,17,1,9,96,96,70,78,18,0.05555555555555555,0.11538461538461539,0.9857142857142858,0.8846153846153846,0.7291666666666666
gpu4090,dureader,10,7,79,12,0,5,96,96,79,84,12,0.0,0.05952380952380952,1.0,0.9404761904761905,0.8229166666666666
gpu4090,dureader,11,0,68,17,0,11,96,96,68,79,17,0.0,0.13924050632911392,1.0,0.8607594936708861,0.7083333333333334
gpu4090,dureader,11,1,71,19,0,6,96,96,71,77,19,0.0,0.07792207792207792,1.0,0.922077922077922,0.7395833333333334
gpu4090,dureader,11,2,75,17,0,4,96,96,75,79,17,0.0,0.05063291139240506,1.0,0.9493670886075949,0.78125
gpu4090,dureader,11,3,71,8,6,11,96,96,77,82,14,0.42857142857142855,0.13414634146341464,0.922077922077922,0.8658536585365854,0.8020833333333334
gpu4090,dureader,11,4,79,10,0,7,96,96,79,86,10,0.0,0.08139534883720931,1.0,0.9186046511627907,0.8229166666666666
gpu4090,dureader,11,5,54,28,1,13,96,96,55,67,29,0.034482758620689655,0.19402985074626866,0.9818181818181818,0.8059701492537313,0.5729166666666666
gpu4090,dureader,11,6,76,6,10,4,96,96,86,80,16,0.625,0.05,0.8837209302325582,0.95,0.8958333333333334
gpu4090,dureader,11,7,54,26,0,16,96,96,54,70,26,0.0,0.22857142857142856,1.0,0.7714285714285715,0.5625
gpu4090,dureader,12,0,55,14,0,27,96,96,55,82,14,0.0,0.32926829268292684,1.0,0.6707317073170732,0.5729166666666666
gpu4090,dureader,12,1,38,18,12,28,96,96,50,66,30,0.4,0.42424242424242425,0.76,0.5757575757575758,0.5208333333333334
gpu4090,dureader,12,2,65,12,0,19,96,96,65,84,12,0.0,0.2261904761904762,1.0,0.7738095238095238,0.6770833333333334
gpu4090,dureader,12,3,83,12,0,1,96,96,83,84,12,0.0,0.011904761904761904,1.0,0.9880952380952381,0.8645833333333334
gpu4090,dureader,12,4,78,16,0,2,96,96,78,80,16,0.0,0.025,1.0,0.975,0.8125
gpu4090,dureader,12,5,56,23,0,17,96,96,56,73,23,0.0,0.2328767123287671,1.0,0.7671232876712328,0.5833333333333334
gpu4090,dureader,12,6,58,15,0,23,96,96,58,81,15,0.0,0.2839506172839506,1.0,0.7160493827160493,0.6041666666666666
gpu4090,dureader,12,7,71,16,0,9,96,96,71,80,16,0.0,0.1125,1.0,0.8875,0.7395833333333334
gpu4090,dureader,13,0,77,5,0,14,96,96,77,91,5,0.0,0.15384615384615385,1.0,0.8461538461538461,0.8020833333333334
gpu4090,dureader,13,1,54,20,0,22,96,96,54,76,20,0.0,0.2894736842105263,1.0,0.7105263157894737,0.5625
gpu4090,dureader,13,2,63,14,0,19,96,96,63,82,14,0.0,0.23170731707317074,1.0,0.7682926829268293,0.65625
gpu4090,dureader,13,3,52,21,0,23,96,96,52,75,21,0.0,0.30666666666666664,1.0,0.6933333333333334,0.5416666666666666
gpu4090,dureader,13,4,71,19,0,6,96,96,71,77,19,0.0,0.07792207792207792,1.0,0.922077922077922,0.7395833333333334
gpu4090,dureader,13,5,38,28,0,30,96,96,38,68,28,0.0,0.4411764705882353,1.0,0.5588235294117647,0.3958333333333333
gpu4090,dureader,13,6,68,18,0,10,96,96,68,78,18,0.0,0.1282051282051282,1.0,0.8717948717948718,0.7083333333333334
gpu4090,dureader,13,7,70,15,0,11,96,96,70,81,15,0.0,0.13580246913580246,1.0,0.8641975308641975,0.7291666666666666
gpu4090,dureader,14,0,50,22,1,23,96,96,51,73,23,0.043478260869565216,0.3150684931506849,0.9803921568627451,0.684931506849315,0.53125
gpu4090,dureader,14,1,43,27,0,26,96,96,43,69,27,0.0,0.37681159420289856,1.0,0.6231884057971014,0.4479166666666667
gpu4090,dureader,14,2,79,14,0,3,96,96,79,82,14,0.0,0.036585365853658534,1.0,0.9634146341463414,0.8229166666666666
gpu4090,dureader,14,3,42,24,4,26,96,96,46,68,28,0.14285714285714285,0.38235294117647056,0.9130434782608695,0.6176470588235294,0.4791666666666667
gpu4090,dureader,14,4,76,16,0,4,96,96,76,80,16,0.0,0.05,1.0,0.95,0.7916666666666666
gpu4090,dureader,14,5,72,17,0,7,96,96,72,79,17,0.0,0.08860759493670886,1.0,0.9113924050632911,0.75
gpu4090,dureader,14,6,72,14,0,10,96,96,72,82,14,0.0,0.12195121951219512,1.0,0.8780487804878049,0.75
gpu4090,dureader,14,7,69,17,0,10,96,96,69,79,17,0.0,0.12658227848101267,1.0,0.8734177215189873,0.71875
gpu4090,dureader,15,0,67,20,1,8,96,96,68,75,21,0.047619047619047616,0.10666666666666667,0.9852941176470589,0.8933333333333333,0.7083333333333334
gpu4090,dureader,15,1,74,9,0,13,96,96,74,87,9,0.0,0.14942528735632185,1.0,0.8505747126436781,0.7708333333333334
gpu4090,dureader,15,2,48,24,0,24,96,96,48,72,24,0.0,0.3333333333333333,1.0,0.6666666666666666,0.5
gpu4090,dureader,15,3,38,24,1,33,96,96,39,71,25,0.04,0.4647887323943662,0.9743589743589743,0.5352112676056338,0.40625
gpu4090,dureader,15,4,57,20,0,19,96,96,57,76,20,0.0,0.25,1.0,0.75,0.59375
gpu4090,dureader,15,5,49,25,0,22,96,96,49,71,25,0.0,0.30985915492957744,1.0,0.6901408450704225,0.5104166666666666
gpu4090,dureader,15,6,50,10,12,24,96,96,62,74,22,0.5454545454545454,0.32432432432432434,0.8064516129032258,0.6756756756756757,0.6458333333333334
gpu4090,dureader,15,7,79,13,0,4,96,96,79,83,13,0.0,0.04819277108433735,1.0,0.9518072289156626,0.8229166666666666
gpu4090,dureader,16,0,59,21,0,16,96,96,59,75,21,0.0,0.21333333333333335,1.0,0.7866666666666666,0.6145833333333334
gpu4090,dureader,16,1,78,16,0,2,96,96,78,80,16,0.0,0.025,1.0,0.975,0.8125
gpu4090,dureader,16,2,44,23,0,29,96,96,44,73,23,0.0,0.3972602739726027,1.0,0.6027397260273972,0.4583333333333333
gpu4090,dureader,16,3,77,15,0,4,96,96,77,81,15,0.0,0.04938271604938271,1.0,0.9506172839506173,0.8020833333333334
gpu4090,dureader,16,4,78,14,0,4,96,96,78,82,14,0.0,0.04878048780487805,1.0,0.9512195121951219,0.8125
gpu4090,dureader,16,5,60,23,0,13,96,96,60,73,23,0.0,0.1780821917808219,1.0,0.821917808219178,0.625
gpu4090,dureader,16,6,62,24,0,10,96,96,62,72,24,0.0,0.1388888888888889,1.0,0.8611111111111112,0.6458333333333334
gpu4090,dureader,16,7,74,14,0,8,96,96,74,82,14,0.0,0.0975609756097561,1.0,0.9024390243902439,0.7708333333333334
gpu4090,dureader,17,0,69,15,1,11,96,96,70,80,16,0.0625,0.1375,0.9857142857142858,0.8625,0.7291666666666666
gpu4090,dureader,17,1,59,20,0,17,96,96,59,76,20,0.0,0.2236842105263158,1.0,0.7763157894736842,0.6145833333333334
gpu4090,dureader,17,2,71,17,0,8,96,96,71,79,17,0.0,0.10126582278481013,1.0,0.8987341772151899,0.7395833333333334
gpu4090,dureader,17,3,82,13,0,1,96,96,82,83,13,0.0,0.012048192771084338,1.0,0.9879518072289156,0.8541666666666666
gpu4090,dureader,17,4,68,21,0,7,96,96,68,75,21,0.0,0.09333333333333334,1.0,0.9066666666666666,0.7083333333333334
gpu4090,dureader,17,5,50,26,0,20,96,96,50,70,26,0.0,0.2857142857142857,1.0,0.7142857142857143,0.5208333333333334
gpu4090,dureader,17,6,47,25,0,24,96,96,47,71,25,0.0,0.3380281690140845,1.0,0.6619718309859155,0.4895833333333333
gpu4090,dureader,17,7,49,33,0,14,96,96,49,63,33,0.0,0.2222222222222222,1.0,0.7777777777777778,0.5104166666666666
gpu4090,dureader,18,0,74,18,0,4,96,96,74,78,18,0.0,0.05128205128205128,1.0,0.9487179487179487,0.7708333333333334
gpu4090,dureader,18,1,73,20,0,3,96,96,73,76,20,0.0,0.039473684210526314,1.0,0.9605263157894737,0.7604166666666666
gpu4090,dureader,18,2,78,12,0,6,96,96,78,84,12,0.0,0.07142857142857142,1.0,0.9285714285714286,0.8125
gpu4090,dureader,18,3,76,18,0,2,96,96,76,78,18,0.0,0.02564102564102564,1.0,0.9743589743589743,0.7916666666666666
gpu4090,dureader,18,4,40,29,0,27,96,96,40,67,29,0.0,0.40298507462686567,1.0,0.5970149253731343,0.4166666666666667
gpu4090,dureader,18,5,62,21,0,13,96,96,62,75,21,0.0,0.17333333333333334,1.0,0.8266666666666667,0.6458333333333334
gpu4090,dureader,18,6,60,21,0,15,96,96,60,75,21,0.0,0.2,1.0,0.8,0.625
gpu4090,dureader,18,7,56,25,0,15,96,96,56,71,25,0.0,0.2112676056338028,1.0,0.7887323943661971,0.5833333333333334
gpu4090,dureader,19,0,72,18,0,6,96,96,72,78,18,0.0,0.07692307692307693,1.0,0.9230769230769231,0.75
gpu4090,dureader,19,1,67,20,0,9,96,96,67,76,20,0.0,0.11842105263157894,1.0,0.881578947368421,0.6979166666666666
gpu4090,dureader,19,2,66,20,0,10,96,96,66,76,20,0.0,0.13157894736842105,1.0,0.868421052631579,0.6875
gpu4090,dureader,19,3,67,18,1,10,96,96,68,77,19,0.05263157894736842,0.12987012987012986,0.9852941176470589,0.8701298701298701,0.7083333333333334
gpu4090,dureader,19,4,60,21,0,15,96,96,60,75,21,0.0,0.2,1.0,0.8,0.625
gpu4090,dureader,19,5,57,24,0,15,96,96,57,72,24,0.0,0.20833333333333334,1.0,0.7916666666666666,0.59375
gpu4090,dureader,19,6,41,27,0,28,96,96,41,69,27,0.0,0.4057971014492754,1.0,0.5942028985507246,0.4270833333333333
gpu4090,dureader,19,7,82,13,0,1,96,96,82,83,13,0.0,0.012048192771084338,1.0,0.9879518072289156,0.8541666666666666
gpu4090,dureader,2,0,58,16,0,22,96,96,58,80,16,0.0,0.275,1.0,0.725,0.6041666666666666
gpu4090,dureader,2,1,69,17,0,10,96,96,69,79,17,0.0,0.12658227848101267,1.0,0.8734177215189873,0.71875
gpu4090,dureader,2,2,74,15,0,7,96,96,74,81,15,0.0,0.08641975308641975,1.0,0.9135802469135802,0.7708333333333334
gpu4090,dureader,2,3,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
gpu4090,dureader,2,4,69,20,2,5,96,96,71,74,22,0.09090909090909091,0.06756756756756757,0.971830985915493,0.9324324324324325,0.7395833333333334
gpu4090,dureader,2,5,83,12,1,0,96,96,84,83,13,0.07692307692307693,0.0,0.9880952380952381,1.0,0.875
gpu4090,dureader,2,6,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
gpu4090,dureader,2,7,74,16,0,6,96,96,74,80,16,0.0,0.075,1.0,0.925,0.7708333333333334
gpu4090,dureader,20,0,41,28,0,27,96,96,41,68,28,0.0,0.39705882352941174,1.0,0.6029411764705882,0.4270833333333333
gpu4090,dureader,20,1,67,15,0,14,96,96,67,81,15,0.0,0.1728395061728395,1.0,0.8271604938271605,0.6979166666666666
gpu4090,dureader,20,2,66,21,0,9,96,96,66,75,21,0.0,0.12,1.0,0.88,0.6875
gpu4090,dureader,20,3,67,20,0,9,96,96,67,76,20,0.0,0.11842105263157894,1.0,0.881578947368421,0.6979166666666666
gpu4090,dureader,20,4,83,12,0,1,96,96,83,84,12,0.0,0.011904761904761904,1.0,0.9880952380952381,0.8645833333333334
gpu4090,dureader,20,5,68,21,0,7,96,96,68,75,21,0.0,0.09333333333333334,1.0,0.9066666666666666,0.7083333333333334
gpu4090,dureader,20,6,65,19,0,12,96,96,65,77,19,0.0,0.15584415584415584,1.0,0.8441558441558441,0.6770833333333334
gpu4090,dureader,20,7,59,17,1,19,96,96,60,78,18,0.05555555555555555,0.24358974358974358,0.9833333333333333,0.7564102564102564,0.625
gpu4090,dureader,21,0,63,20,0,13,96,96,63,76,20,0.0,0.17105263157894737,1.0,0.8289473684210527,0.65625
gpu4090,dureader,21,1,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
gpu4090,dureader,21,2,82,14,0,0,96,96,82,82,14,0.0,0.0,1.0,1.0,0.8541666666666666
gpu4090,dureader,21,3,56,23,0,17,96,96,56,73,23,0.0,0.2328767123287671,1.0,0.7671232876712328,0.5833333333333334
gpu4090,dureader,21,4,81,14,0,1,96,96,81,82,14,0.0,0.012195121951219513,1.0,0.9878048780487805,0.84375
gpu4090,dureader,21,5,50,24,0,22,96,96,50,72,24,0.0,0.3055555555555556,1.0,0.6944444444444444,0.5208333333333334
gpu4090,dureader,21,6,41,31,0,24,96,96,41,65,31,0.0,0.36923076923076925,1.0,0.6307692307692307,0.4270833333333333
gpu4090,dureader,21,7,36,28,0,32,96,96,36,68,28,0.0,0.47058823529411764,1.0,0.5294117647058824,0.375
gpu4090,dureader,22,0,25,37,0,34,96,96,25,59,37,0.0,0.576271186440678,1.0,0.423728813559322,0.2604166666666667
gpu4090,dureader,22,1,80,14,0,2,96,96,80,82,14,0.0,0.024390243902439025,1.0,0.975609756097561,0.8333333333333334
gpu4090,dureader,22,2,60,20,0,16,96,96,60,76,20,0.0,0.21052631578947367,1.0,0.7894736842105263,0.625
gpu4090,dureader,22,3,48,28,0,20,96,96,48,68,28,0.0,0.29411764705882354,1.0,0.7058823529411765,0.5
gpu4090,dureader,22,4,65,21,0,10,96,96,65,75,21,0.0,0.13333333333333333,1.0,0.8666666666666667,0.6770833333333334
gpu4090,dureader,22,5,60,23,0,13,96,96,60,73,23,0.0,0.1780821917808219,1.0,0.821917808219178,0.625
gpu4090,dureader,22,6,57,22,0,17,96,96,57,74,22,0.0,0.22972972972972974,1.0,0.7702702702702703,0.59375
gpu4090,dureader,22,7,40,32,0,24,96,96,40,64,32,0.0,0.375,1.0,0.625,0.4166666666666667
gpu4090,dureader,23,0,80,13,0,3,96,96,80,83,13,0.0,0.03614457831325301,1.0,0.963855421686747,0.8333333333333334
gpu4090,dureader,23,1,51,25,0,20,96,96,51,71,25,0.0,0.28169014084507044,1.0,0.7183098591549296,0.53125
gpu4090,dureader,23,2,74,16,0,6,96,96,74,80,16,0.0,0.075,1.0,0.925,0.7708333333333334
gpu4090,dureader,23,3,38,27,0,31,96,96,38,69,27,0.0,0.4492753623188406,1.0,0.5507246376811594,0.3958333333333333
gpu4090,dureader,23,4,69,18,0,9,96,96,69,78,18,0.0,0.11538461538461539,1.0,0.8846153846153846,0.71875
gpu4090,dureader,23,5,39,30,0,27,96,96,39,66,30,0.0,0.4090909090909091,1.0,0.5909090909090909,0.40625
gpu4090,dureader,23,6,50,23,0,23,96,96,50,73,23,0.0,0.3150684931506849,1.0,0.684931506849315,0.5208333333333334
gpu4090,dureader,23,7,80,14,0,2,96,96,80,82,14,0.0,0.024390243902439025,1.0,0.975609756097561,0.8333333333333334
gpu4090,dureader,24,0,81,12,0,3,96,96,81,84,12,0.0,0.03571428571428571,1.0,0.9642857142857143,0.84375
gpu4090,dureader,24,1,66,16,0,14,96,96,66,80,16,0.0,0.175,1.0,0.825,0.6875
gpu4090,dureader,24,2,73,18,0,5,96,96,73,78,18,0.0,0.0641025641025641,1.0,0.9358974358974359,0.7604166666666666
gpu4090,dureader,24,3,81,12,0,3,96,96,81,84,12,0.0,0.03571428571428571,1.0,0.9642857142857143,0.84375
gpu4090,dureader,24,4,29,28,0,39,96,96,29,68,28,0.0,0.5735294117647058,1.0,0.4264705882352941,0.3020833333333333
gpu4090,dureader,24,5,36,32,0,28,96,96,36,64,32,0.0,0.4375,1.0,0.5625,0.375
gpu4090,dureader,24,6,67,21,0,8,96,96,67,75,21,0.0,0.10666666666666667,1.0,0.8933333333333333,0.6979166666666666
gpu4090,dureader,24,7,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
gpu4090,dureader,25,0,74,14,0,8,96,96,74,82,14,0.0,0.0975609756097561,1.0,0.9024390243902439,0.7708333333333334
gpu4090,dureader,25,1,39,29,0,28,96,96,39,67,29,0.0,0.417910447761194,1.0,0.582089552238806,0.40625
gpu4090,dureader,25,2,77,13,0,6,96,96,77,83,13,0.0,0.07228915662650602,1.0,0.927710843373494,0.8020833333333334
gpu4090,dureader,25,3,39,30,0,27,96,96,39,66,30,0.0,0.4090909090909091,1.0,0.5909090909090909,0.40625
gpu4090,dureader,25,4,68,19,0,9,96,96,68,77,19,0.0,0.11688311688311688,1.0,0.8831168831168831,0.7083333333333334
gpu4090,dureader,25,5,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
gpu4090,dureader,25,6,67,16,0,13,96,96,67,80,16,0.0,0.1625,1.0,0.8375,0.6979166666666666
gpu4090,dureader,25,7,78,17,0,1,96,96,78,79,17,0.0,0.012658227848101266,1.0,0.9873417721518988,0.8125
gpu4090,dureader,26,0,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
gpu4090,dureader,26,1,79,12,0,5,96,96,79,84,12,0.0,0.05952380952380952,1.0,0.9404761904761905,0.8229166666666666
gpu4090,dureader,26,2,82,14,0,0,96,96,82,82,14,0.0,0.0,1.0,1.0,0.8541666666666666
gpu4090,dureader,26,3,58,22,0,16,96,96,58,74,22,0.0,0.21621621621621623,1.0,0.7837837837837838,0.6041666666666666
gpu4090,dureader,26,4,76,12,0,8,96,96,76,84,12,0.0,0.09523809523809523,1.0,0.9047619047619048,0.7916666666666666
gpu4090,dureader,26,5,65,23,1,7,96,96,66,72,24,0.041666666666666664,0.09722222222222222,0.9848484848484849,0.9027777777777778,0.6875
gpu4090,dureader,26,6,59,19,0,18,96,96,59,77,19,0.0,0.23376623376623376,1.0,0.7662337662337663,0.6145833333333334
gpu4090,dureader,26,7,35,33,0,28,96,96,35,63,33,0.0,0.4444444444444444,1.0,0.5555555555555556,0.3645833333333333
gpu4090,dureader,27,0,47,27,0,22,96,96,47,69,27,0.0,0.3188405797101449,1.0,0.6811594202898551,0.4895833333333333
gpu4090,dureader,27,1,37,29,0,30,96,96,37,67,29,0.0,0.44776119402985076,1.0,0.5522388059701493,0.3854166666666667
gpu4090,dureader,27,2,74,15,0,7,96,96,74,81,15,0.0,0.08641975308641975,1.0,0.9135802469135802,0.7708333333333334
gpu4090,dureader,27,3,82,12,0,2,96,96,82,84,12,0.0,0.023809523809523808,1.0,0.9761904761904762,0.8541666666666666
gpu4090,dureader,27,4,72,19,0,5,96,96,72,77,19,0.0,0.06493506493506493,1.0,0.935064935064935,0.75
gpu4090,dureader,27,5,31,35,0,30,96,96,31,61,35,0.0,0.4918032786885246,1.0,0.5081967213114754,0.3229166666666667
gpu4090,dureader,27,6,64,20,0,12,96,96,64,76,20,0.0,0.15789473684210525,1.0,0.8421052631578947,0.6666666666666666
gpu4090,dureader,27,7,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
gpu4090,dureader,28,0,59,21,0,16,96,96,59,75,21,0.0,0.21333333333333335,1.0,0.7866666666666666,0.6145833333333334
gpu4090,dureader,28,1,78,15,0,3,96,96,78,81,15,0.0,0.037037037037037035,1.0,0.9629629629629629,0.8125
gpu4090,dureader,28,2,74,12,0,10,96,96,74,84,12,0.0,0.11904761904761904,1.0,0.8809523809523809,0.7708333333333334
gpu4090,dureader,28,3,46,21,1,28,96,96,47,74,22,0.045454545454545456,0.3783783783783784,0.9787234042553191,0.6216216216216216,0.4895833333333333
gpu4090,dureader,28,4,61,18,2,15,96,96,63,76,20,0.1,0.19736842105263158,0.9682539682539683,0.8026315789473685,0.65625
gpu4090,dureader,28,5,51,23,0,22,96,96,51,73,23,0.0,0.3013698630136986,1.0,0.6986301369863014,0.53125
gpu4090,dureader,28,6,72,14,0,10,96,96,72,82,14,0.0,0.12195121951219512,1.0,0.8780487804878049,0.75
