hardware,task,layer,kv_head,true_positive,true_negative,false_positive,false_negative,total,candidate_count,accepted_count,positive_support,negative_support,micro_fpr,micro_fnr,precision_micro,recall_micro,acceptance_micro
v100,hotpotqa,3,5,43,26,1,26,96,96,44,69,27,0.037037037037037035,0.37681159420289856,0.9772727272727273,0.6231884057971014,0.4583333333333333
v100,hotpotqa,3,6,41,33,0,22,96,96,41,63,33,0.0,0.3492063492063492,1.0,0.6507936507936508,0.4270833333333333
v100,hotpotqa,3,7,58,18,2,18,96,96,60,76,20,0.1,0.23684210526315788,0.9666666666666667,0.7631578947368421,0.625
v100,hotpotqa,30,0,51,21,0,24,96,96,51,75,21,0.0,0.32,1.0,0.68,0.53125
v100,hotpotqa,30,1,77,13,0,6,96,96,77,83,13,0.0,0.07228915662650602,1.0,0.927710843373494,0.8020833333333334
v100,hotpotqa,30,2,69,18,0,9,96,96,69,78,18,0.0,0.11538461538461539,1.0,0.8846153846153846,0.71875
v100,hotpotqa,30,3,47,25,0,24,96,96,47,71,25,0.0,0.3380281690140845,1.0,0.6619718309859155,0.4895833333333333
v100,hotpotqa,30,4,73,18,0,5,96,96,73,78,18,0.0,0.0641025641025641,1.0,0.9358974358974359,0.7604166666666666
v100,hotpotqa,30,5,63,24,1,8,96,96,64,71,25,0.04,0.11267605633802817,0.984375,0.8873239436619719,0.6666666666666666
v100,hotpotqa,30,6,57,23,0,16,96,96,57,73,23,0.0,0.2191780821917808,1.0,0.7808219178082192,0.59375
v100,hotpotqa,30,7,40,29,0,27,96,96,40,67,29,0.0,0.40298507462686567,1.0,0.5970149253731343,0.4166666666666667
v100,hotpotqa,31,0,63,16,0,17,96,96,63,80,16,0.0,0.2125,1.0,0.7875,0.65625
v100,hotpotqa,31,1,81,14,0,1,96,96,81,82,14,0.0,0.012195121951219513,1.0,0.9878048780487805,0.84375
v100,hotpotqa,31,2,79,12,0,5,96,96,79,84,12,0.0,0.05952380952380952,1.0,0.9404761904761905,0.8229166666666666
v100,hotpotqa,31,3,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
v100,hotpotqa,31,4,70,16,0,10,96,96,70,80,16,0.0,0.125,1.0,0.875,0.7291666666666666
v100,hotpotqa,31,5,60,23,1,12,96,96,61,72,24,0.041666666666666664,0.16666666666666666,0.9836065573770492,0.8333333333333334,0.6354166666666666
v100,hotpotqa,31,6,75,16,0,5,96,96,75,80,16,0.0,0.0625,1.0,0.9375,0.78125
v100,hotpotqa,31,7,53,30,0,13,96,96,53,66,30,0.0,0.19696969696969696,1.0,0.803030303030303,0.5520833333333334
v100,hotpotqa,4,0,51,28,0,17,96,96,51,68,28,0.0,0.25,1.0,0.75,0.53125
v100,hotpotqa,4,1,58,25,0,13,96,96,58,71,25,0.0,0.18309859154929578,1.0,0.8169014084507042,0.6041666666666666
v100,hotpotqa,4,2,82,12,0,2,96,96,82,84,12,0.0,0.023809523809523808,1.0,0.9761904761904762,0.8541666666666666
v100,hotpotqa,4,3,83,13,0,0,96,96,83,83,13,0.0,0.0,1.0,1.0,0.8645833333333334
v100,hotpotqa,4,4,74,14,0,8,96,96,74,82,14,0.0,0.0975609756097561,1.0,0.9024390243902439,0.7708333333333334
v100,hotpotqa,4,5,59,19,0,18,96,96,59,77,19,0.0,0.23376623376623376,1.0,0.7662337662337663,0.6145833333333334
v100,hotpotqa,4,6,77,14,1,4,96,96,78,81,15,0.06666666666666667,0.04938271604938271,0.9871794871794872,0.9506172839506173,0.8125
v100,hotpotqa,4,7,51,21,0,24,96,96,51,75,21,0.0,0.32,1.0,0.68,0.53125
v100,hotpotqa,5,0,73,16,0,7,96,96,73,80,16,0.0,0.0875,1.0,0.9125,0.7604166666666666
v100,hotpotqa,5,1,83,12,0,1,96,96,83,84,12,0.0,0.011904761904761904,1.0,0.9880952380952381,0.8645833333333334
v100,hotpotqa,5,2,81,14,0,1,96,96,81,82,14,0.0,0.012195121951219513,1.0,0.9878048780487805,0.84375
v100,hotpotqa,5,3,75,16,0,5,96,96,75,80,16,0.0,0.0625,1.0,0.9375,0.78125
v100,hotpotqa,5,4,76,14,0,6,96,96,76,82,14,0.0,0.07317073170731707,1.0,0.926829268292683,0.7916666666666666
v100,hotpotqa,5,5,60,20,1,15,96,96,61,75,21,0.047619047619047616,0.2,0.9836065573770492,0.8,0.6354166666666666
v100,hotpotqa,5,6,80,14,0,2,96,96,80,82,14,0.0,0.024390243902439025,1.0,0.975609756097561,0.8333333333333334
v100,hotpotqa,5,7,80,13,0,3,96,96,80,83,13,0.0,0.03614457831325301,1.0,0.963855421686747,0.8333333333333334
v100,hotpotqa,6,0,58,24,0,14,96,96,58,72,24,0.0,0.19444444444444445,1.0,0.8055555555555556,0.6041666666666666
v100,hotpotqa,6,1,51,26,0,19,96,96,51,70,26,0.0,0.2714285714285714,1.0,0.7285714285714285,0.53125
v100,hotpotqa,6,2,78,8,0,10,96,96,78,88,8,0.0,0.11363636363636363,1.0,0.8863636363636364,0.8125
v100,hotpotqa,6,3,78,17,0,1,96,96,78,79,17,0.0,0.012658227848101266,1.0,0.9873417721518988,0.8125
v100,hotpotqa,6,4,82,13,0,1,96,96,82,83,13,0.0,0.012048192771084338,1.0,0.9879518072289156,0.8541666666666666
v100,hotpotqa,6,5,64,21,0,11,96,96,64,75,21,0.0,0.14666666666666667,1.0,0.8533333333333334,0.6666666666666666
v100,hotpotqa,6,6,60,17,0,19,96,96,60,79,17,0.0,0.24050632911392406,1.0,0.759493670886076,0.625
v100,hotpotqa,6,7,65,18,2,11,96,96,67,76,20,0.1,0.14473684210526316,0.9701492537313433,0.8552631578947368,0.6979166666666666
v100,hotpotqa,7,0,79,15,0,2,96,96,79,81,15,0.0,0.024691358024691357,1.0,0.9753086419753086,0.8229166666666666
v100,hotpotqa,7,1,79,13,0,4,96,96,79,83,13,0.0,0.04819277108433735,1.0,0.9518072289156626,0.8229166666666666
v100,hotpotqa,7,2,70,15,0,11,96,96,70,81,15,0.0,0.13580246913580246,1.0,0.8641975308641975,0.7291666666666666
v100,hotpotqa,7,3,73,16,0,7,96,96,73,80,16,0.0,0.0875,1.0,0.9125,0.7604166666666666
v100,hotpotqa,7,4,71,20,0,5,96,96,71,76,20,0.0,0.06578947368421052,1.0,0.9342105263157895,0.7395833333333334
v100,hotpotqa,7,5,82,13,0,1,96,96,82,83,13,0.0,0.012048192771084338,1.0,0.9879518072289156,0.8541666666666666
v100,hotpotqa,7,6,80,12,0,4,96,96,80,84,12,0.0,0.047619047619047616,1.0,0.9523809523809523,0.8333333333333334
v100,hotpotqa,7,7,74,16,0,6,96,96,74,80,16,0.0,0.075,1.0,0.925,0.7708333333333334
v100,hotpotqa,8,0,73,16,0,7,96,96,73,80,16,0.0,0.0875,1.0,0.9125,0.7604166666666666
v100,hotpotqa,8,1,59,22,0,15,96,96,59,74,22,0.0,0.20270270270270271,1.0,0.7972972972972973,0.6145833333333334
v100,hotpotqa,8,2,76,10,0,10,96,96,76,86,10,0.0,0.11627906976744186,1.0,0.8837209302325582,0.7916666666666666
v100,hotpotqa,8,3,80,13,0,3,96,96,80,83,13,0.0,0.03614457831325301,1.0,0.963855421686747,0.8333333333333334
v100,hotpotqa,8,4,68,7,0,21,96,96,68,89,7,0.0,0.23595505617977527,1.0,0.7640449438202247,0.7083333333333334
v100,hotpotqa,8,5,78,8,0,10,96,96,78,88,8,0.0,0.11363636363636363,1.0,0.8863636363636364,0.8125
v100,hotpotqa,8,6,48,26,0,22,96,96,48,70,26,0.0,0.3142857142857143,1.0,0.6857142857142857,0.5
v100,hotpotqa,8,7,73,13,0,10,96,96,73,83,13,0.0,0.12048192771084337,1.0,0.8795180722891566,0.7604166666666666
v100,hotpotqa,9,0,83,4,0,9,96,96,83,92,4,0.0,0.09782608695652174,1.0,0.9021739130434783,0.8645833333333334
v100,hotpotqa,9,1,42,25,2,27,96,96,44,69,27,0.07407407407407407,0.391304347826087,0.9545454545454546,0.6086956521739131,0.4583333333333333
v100,hotpotqa,9,2,84,11,0,1,96,96,84,85,11,0.0,0.011764705882352941,1.0,0.9882352941176471,0.875
v100,hotpotqa,9,3,74,15,0,7,96,96,74,81,15,0.0,0.08641975308641975,1.0,0.9135802469135802,0.7708333333333334
v100,hotpotqa,9,4,78,14,0,4,96,96,78,82,14,0.0,0.04878048780487805,1.0,0.9512195121951219,0.8125
v100,hotpotqa,9,5,63,24,0,9,96,96,63,72,24,0.0,0.125,1.0,0.875,0.65625
v100,hotpotqa,9,6,65,19,0,12,96,96,65,77,19,0.0,0.15584415584415584,1.0,0.8441558441558441,0.6770833333333334
v100,hotpotqa,9,7,62,18,0,16,96,96,62,78,18,0.0,0.20512820512820512,1.0,0.7948717948717948,0.6458333333333334
v100,passage_retrieval_en,0,0,77,8,2,9,96,96,79,86,10,0.2,0.10465116279069768,0.9746835443037974,0.8953488372093024,0.8229166666666666
v100,passage_retrieval_en,0,1,42,22,0,32,96,96,42,74,22,0.0,0.43243243243243246,1.0,0.5675675675675675,0.4375
v100,passage_retrieval_en,0,2,57,15,0,24,96,96,57,81,15,0.0,0.2962962962962963,1.0,0.7037037037037037,0.59375
v100,passage_retrieval_en,0,3,40,26,0,30,96,96,40,70,26,0.0,0.42857142857142855,1.0,0.5714285714285714,0.4166666666666667
v100,passage_retrieval_en,0,4,46,28,0,22,96,96,46,68,28,0.0,0.3235294117647059,1.0,0.6764705882352942,0.4791666666666667
v100,passage_retrieval_en,0,5,93,2,0,1,96,96,93,94,2,0.0,0.010638297872340425,1.0,0.9893617021276596,0.96875
v100,passage_retrieval_en,0,6,83,7,0,6,96,96,83,89,7,0.0,0.06741573033707865,1.0,0.9325842696629213,0.8645833333333334
v100,passage_retrieval_en,0,7,96,0,0,0,96,96,96,96,0,,0.0,1.0,1.0,1.0
v100,passage_retrieval_en,1,0,73,15,0,8,96,96,73,81,15,0.0,0.09876543209876543,1.0,0.9012345679012346,0.7604166666666666
v100,passage_retrieval_en,1,1,52,24,0,20,96,96,52,72,24,0.0,0.2777777777777778,1.0,0.7222222222222222,0.5416666666666666
v100,passage_retrieval_en,1,2,82,14,0,0,96,96,82,82,14,0.0,0.0,1.0,1.0,0.8541666666666666
v100,passage_retrieval_en,1,3,37,19,0,40,96,96,37,77,19,0.0,0.5194805194805194,1.0,0.4805194805194805,0.3854166666666667
v100,passage_retrieval_en,1,4,87,8,0,1,96,96,87,88,8,0.0,0.011363636363636364,1.0,0.9886363636363636,0.90625
v100,passage_retrieval_en,1,5,75,15,0,6,96,96,75,81,15,0.0,0.07407407407407407,1.0,0.9259259259259259,0.78125
v100,passage_retrieval_en,1,6,70,16,0,10,96,96,70,80,16,0.0,0.125,1.0,0.875,0.7291666666666666
v100,passage_retrieval_en,1,7,52,25,0,19,96,96,52,71,25,0.0,0.2676056338028169,1.0,0.7323943661971831,0.5416666666666666
v100,passage_retrieval_en,10,0,80,14,0,2,96,96,80,82,14,0.0,0.024390243902439025,1.0,0.975609756097561,0.8333333333333334
v100,passage_retrieval_en,10,1,52,22,1,21,96,96,53,73,23,0.043478260869565216,0.2876712328767123,0.9811320754716981,0.7123287671232876,0.5520833333333334
v100,passage_retrieval_en,10,2,71,17,0,8,96,96,71,79,17,0.0,0.10126582278481013,1.0,0.8987341772151899,0.7395833333333334
v100,passage_retrieval_en,10,3,72,17,0,7,96,96,72,79,17,0.0,0.08860759493670886,1.0,0.9113924050632911,0.75
v100,passage_retrieval_en,10,4,69,16,0,11,96,96,69,80,16,0.0,0.1375,1.0,0.8625,0.71875
v100,passage_retrieval_en,10,5,65,14,0,17,96,96,65,82,14,0.0,0.2073170731707317,1.0,0.7926829268292683,0.6770833333333334
v100,passage_retrieval_en,10,6,70,21,0,5,96,96,70,75,21,0.0,0.06666666666666667,1.0,0.9333333333333333,0.7291666666666666
v100,passage_retrieval_en,10,7,81,12,0,3,96,96,81,84,12,0.0,0.03571428571428571,1.0,0.9642857142857143,0.84375
v100,passage_retrieval_en,11,0,74,19,0,3,96,96,74,77,19,0.0,0.03896103896103896,1.0,0.961038961038961,0.7708333333333334
v100,passage_retrieval_en,11,1,69,17,0,10,96,96,69,79,17,0.0,0.12658227848101267,1.0,0.8734177215189873,0.71875
v100,passage_retrieval_en,11,2,80,13,0,3,96,96,80,83,13,0.0,0.03614457831325301,1.0,0.963855421686747,0.8333333333333334
v100,passage_retrieval_en,11,3,69,22,0,5,96,96,69,74,22,0.0,0.06756756756756757,1.0,0.9324324324324325,0.71875
v100,passage_retrieval_en,11,4,82,2,0,12,96,96,82,94,2,0.0,0.1276595744680851,1.0,0.8723404255319149,0.8541666666666666
v100,passage_retrieval_en,11,5,56,26,1,13,96,96,57,69,27,0.037037037037037035,0.18840579710144928,0.9824561403508771,0.8115942028985508,0.59375
v100,passage_retrieval_en,11,6,79,14,0,3,96,96,79,82,14,0.0,0.036585365853658534,1.0,0.9634146341463414,0.8229166666666666
v100,passage_retrieval_en,11,7,58,23,0,15,96,96,58,73,23,0.0,0.2054794520547945,1.0,0.7945205479452054,0.6041666666666666
v100,passage_retrieval_en,12,0,61,17,1,17,96,96,62,78,18,0.05555555555555555,0.21794871794871795,0.9838709677419355,0.782051282051282,0.6458333333333334
v100,passage_retrieval_en,12,1,44,15,8,29,96,96,52,73,23,0.34782608695652173,0.3972602739726027,0.8461538461538461,0.6027397260273972,0.5416666666666666
v100,passage_retrieval_en,12,2,64,11,0,21,96,96,64,85,11,0.0,0.24705882352941178,1.0,0.7529411764705882,0.6666666666666666
v100,passage_retrieval_en,12,3,80,14,0,2,96,96,80,82,14,0.0,0.024390243902439025,1.0,0.975609756097561,0.8333333333333334
v100,passage_retrieval_en,12,4,79,15,0,2,96,96,79,81,15,0.0,0.024691358024691357,1.0,0.9753086419753086,0.8229166666666666
v100,passage_retrieval_en,12,5,49,28,0,19,96,96,49,68,28,0.0,0.27941176470588236,1.0,0.7205882352941176,0.5104166666666666
v100,passage_retrieval_en,12,6,53,16,1,26,96,96,54,79,17,0.058823529411764705,0.3291139240506329,0.9814814814814815,0.6708860759493671,0.5625
v100,passage_retrieval_en,12,7,77,14,0,5,96,96,77,82,14,0.0,0.06097560975609756,1.0,0.9390243902439024,0.8020833333333334
v100,passage_retrieval_en,13,0,73,13,0,10,96,96,73,83,13,0.0,0.12048192771084337,1.0,0.8795180722891566,0.7604166666666666
v100,passage_retrieval_en,13,1,52,24,0,20,96,96,52,72,24,0.0,0.2777777777777778,1.0,0.7222222222222222,0.5416666666666666
v100,passage_retrieval_en,13,2,67,8,1,20,96,96,68,87,9,0.1111111111111111,0.22988505747126436,0.9852941176470589,0.7701149425287356,0.7083333333333334
v100,passage_retrieval_en,13,3,51,23,0,22,96,96,51,73,23,0.0,0.3013698630136986,1.0,0.6986301369863014,0.53125
v100,passage_retrieval_en,13,4,75,13,0,8,96,96,75,83,13,0.0,0.0963855421686747,1.0,0.9036144578313253,0.78125
v100,passage_retrieval_en,13,5,36,27,0,33,96,96,36,69,27,0.0,0.4782608695652174,1.0,0.5217391304347826,0.375
v100,passage_retrieval_en,13,6,67,14,0,15,96,96,67,82,14,0.0,0.18292682926829268,1.0,0.8170731707317073,0.6979166666666666
v100,passage_retrieval_en,13,7,67,22,0,7,96,96,67,74,22,0.0,0.0945945945945946,1.0,0.9054054054054054,0.6979166666666666
v100,passage_retrieval_en,14,0,44,23,3,26,96,96,47,70,26,0.11538461538461539,0.37142857142857144,0.9361702127659575,0.6285714285714286,0.4895833333333333
v100,passage_retrieval_en,14,1,58,18,3,17,96,96,61,75,21,0.14285714285714285,0.22666666666666666,0.9508196721311475,0.7733333333333333,0.6354166666666666
v100,passage_retrieval_en,14,2,79,12,0,5,96,96,79,84,12,0.0,0.05952380952380952,1.0,0.9404761904761905,0.8229166666666666
v100,passage_retrieval_en,14,3,55,14,8,19,96,96,63,74,22,0.36363636363636365,0.25675675675675674,0.873015873015873,0.7432432432432432,0.65625
v100,passage_retrieval_en,14,4,77,16,1,2,96,96,78,79,17,0.058823529411764705,0.02531645569620253,0.9871794871794872,0.9746835443037974,0.8125
v100,passage_retrieval_en,14,5,67,17,1,11,96,96,68,78,18,0.05555555555555555,0.14102564102564102,0.9852941176470589,0.8589743589743589,0.7083333333333334
v100,passage_retrieval_en,14,6,66,14,0,16,96,96,66,82,14,0.0,0.1951219512195122,1.0,0.8048780487804879,0.6875
v100,passage_retrieval_en,14,7,73,14,1,8,96,96,74,81,15,0.06666666666666667,0.09876543209876543,0.9864864864864865,0.9012345679012346,0.7708333333333334
v100,passage_retrieval_en,15,0,61,18,0,17,96,96,61,78,18,0.0,0.21794871794871795,1.0,0.782051282051282,0.6354166666666666
v100,passage_retrieval_en,15,1,77,12,0,7,96,96,77,84,12,0.0,0.08333333333333333,1.0,0.9166666666666666,0.8020833333333334
v100,passage_retrieval_en,15,2,57,20,0,19,96,96,57,76,20,0.0,0.25,1.0,0.75,0.59375
v100,passage_retrieval_en,15,3,34,25,0,37,96,96,34,71,25,0.0,0.5211267605633803,1.0,0.4788732394366197,0.3541666666666667
v100,passage_retrieval_en,15,4,56,22,0,18,96,96,56,74,22,0.0,0.24324324324324326,1.0,0.7567567567567568,0.5833333333333334
v100,passage_retrieval_en,15,5,54,19,0,23,96,96,54,77,19,0.0,0.2987012987012987,1.0,0.7012987012987013,0.5625
v100,passage_retrieval_en,15,6,49,14,12,21,96,96,61,70,26,0.46153846153846156,0.3,0.8032786885245902,0.7,0.6354166666666666
v100,passage_retrieval_en,15,7,76,15,0,5,96,96,76,81,15,0.0,0.06172839506172839,1.0,0.9382716049382716,0.7916666666666666
v100,passage_retrieval_en,16,0,57,26,0,13,96,96,57,70,26,0.0,0.18571428571428572,1.0,0.8142857142857143,0.59375
v100,passage_retrieval_en,16,1,83,13,0,0,96,96,83,83,13,0.0,0.0,1.0,1.0,0.8645833333333334
v100,passage_retrieval_en,16,2,44,24,0,28,96,96,44,72,24,0.0,0.3888888888888889,1.0,0.6111111111111112,0.4583333333333333
v100,passage_retrieval_en,16,3,77,16,0,3,96,96,77,80,16,0.0,0.0375,1.0,0.9625,0.8020833333333334
v100,passage_retrieval_en,16,4,67,21,1,7,96,96,68,74,22,0.045454545454545456,0.0945945945945946,0.9852941176470589,0.9054054054054054,0.7083333333333334
v100,passage_retrieval_en,16,5,69,18,0,9,96,96,69,78,18,0.0,0.11538461538461539,1.0,0.8846153846153846,0.71875
v100,passage_retrieval_en,16,6,57,27,1,11,96,96,58,68,28,0.03571428571428571,0.16176470588235295,0.9827586206896551,0.8382352941176471,0.6041666666666666
v100,passage_retrieval_en,16,7,76,15,0,5,96,96,76,81,15,0.0,0.06172839506172839,1.0,0.9382716049382716,0.7916666666666666
v100,passage_retrieval_en,17,0,56,24,0,16,96,96,56,72,24,0.0,0.2222222222222222,1.0,0.7777777777777778,0.5833333333333334
v100,passage_retrieval_en,17,1,59,25,1,11,96,96,60,70,26,0.038461538461538464,0.15714285714285714,0.9833333333333333,0.8428571428571429,0.625
v100,passage_retrieval_en,17,2,72,17,0,7,96,96,72,79,17,0.0,0.08860759493670886,1.0,0.9113924050632911,0.75
v100,passage_retrieval_en,17,3,71,16,0,9,96,96,71,80,16,0.0,0.1125,1.0,0.8875,0.7395833333333334
v100,passage_retrieval_en,17,4,54,26,0,16,96,96,54,70,26,0.0,0.22857142857142856,1.0,0.7714285714285715,0.5625
v100,passage_retrieval_en,17,5,41,28,0,27,96,96,41,68,28,0.0,0.39705882352941174,1.0,0.6029411764705882,0.4270833333333333
v100,passage_retrieval_en,17,6,46,25,1,24,96,96,47,70,26,0.038461538461538464,0.34285714285714286,0.9787234042553191,0.6571428571428571,0.4895833333333333
v100,passage_retrieval_en,17,7,44,28,0,24,96,96,44,68,28,0.0,0.35294117647058826,1.0,0.6470588235294118,0.4583333333333333
v100,passage_retrieval_en,18,0,57,25,1,13,96,96,58,70,26,0.038461538461538464,0.18571428571428572,0.9827586206896551,0.8142857142857143,0.6041666666666666
v100,passage_retrieval_en,18,1,65,18,0,13,96,96,65,78,18,0.0,0.16666666666666666,1.0,0.8333333333333334,0.6770833333333334
v100,passage_retrieval_en,18,2,73,17,0,6,96,96,73,79,17,0.0,0.0759493670886076,1.0,0.9240506329113924,0.7604166666666666
v100,passage_retrieval_en,18,3,73,18,1,4,96,96,74,77,19,0.05263157894736842,0.05194805194805195,0.9864864864864865,0.948051948051948,0.7708333333333334
v100,passage_retrieval_en,18,4,45,22,0,29,96,96,45,74,22,0.0,0.3918918918918919,1.0,0.6081081081081081,0.46875
v100,passage_retrieval_en,18,5,62,17,0,17,96,96,62,79,17,0.0,0.21518987341772153,1.0,0.7848101265822784,0.6458333333333334
v100,passage_retrieval_en,18,6,61,24,0,11,96,96,61,72,24,0.0,0.1527777777777778,1.0,0.8472222222222222,0.6354166666666666
v100,passage_retrieval_en,18,7,63,18,0,15,96,96,63,78,18,0.0,0.19230769230769232,1.0,0.8076923076923077,0.65625
v100,passage_retrieval_en,19,0,71,17,0,8,96,96,71,79,17,0.0,0.10126582278481013,1.0,0.8987341772151899,0.7395833333333334
v100,passage_retrieval_en,19,1,61,19,0,16,96,96,61,77,19,0.0,0.2077922077922078,1.0,0.7922077922077922,0.6354166666666666
v100,passage_retrieval_en,19,2,71,18,0,7,96,96,71,78,18,0.0,0.08974358974358974,1.0,0.9102564102564102,0.7395833333333334
v100,passage_retrieval_en,19,3,56,25,2,13,96,96,58,69,27,0.07407407407407407,0.18840579710144928,0.9655172413793104,0.8115942028985508,0.6041666666666666
v100,passage_retrieval_en,19,4,50,20,0,26,96,96,50,76,20,0.0,0.34210526315789475,1.0,0.6578947368421053,0.5208333333333334
v100,passage_retrieval_en,19,5,59,22,0,15,96,96,59,74,22,0.0,0.20270270270270271,1.0,0.7972972972972973,0.6145833333333334
v100,passage_retrieval_en,19,6,31,30,0,35,96,96,31,66,30,0.0,0.5303030303030303,1.0,0.4696969696969697,0.3229166666666667
v100,passage_retrieval_en,19,7,83,12,0,1,96,96,83,84,12,0.0,0.011904761904761904,1.0,0.9880952380952381,0.8645833333333334
v100,passage_retrieval_en,2,0,51,26,0,19,96,96,51,70,26,0.0,0.2714285714285714,1.0,0.7285714285714285,0.53125
v100,passage_retrieval_en,2,1,74,15,0,7,96,96,74,81,15,0.0,0.08641975308641975,1.0,0.9135802469135802,0.7708333333333334
v100,passage_retrieval_en,2,2,56,22,0,18,96,96,56,74,22,0.0,0.24324324324324326,1.0,0.7567567567567568,0.5833333333333334
v100,passage_retrieval_en,2,3,83,12,0,1,96,96,83,84,12,0.0,0.011904761904761904,1.0,0.9880952380952381,0.8645833333333334
v100,passage_retrieval_en,2,4,62,22,0,12,96,96,62,74,22,0.0,0.16216216216216217,1.0,0.8378378378378378,0.6458333333333334
v100,passage_retrieval_en,2,5,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
v100,passage_retrieval_en,2,6,84,12,0,0,96,96,84,84,12,0.0,0.0,1.0,1.0,0.875
v100,passage_retrieval_en,2,7,80,13,0,3,96,96,80,83,13,0.0,0.03614457831325301,1.0,0.963855421686747,0.8333333333333334
v100,passage_retrieval_en,20,0,47,28,0,21,96,96,47,68,28,0.0,0.3088235294117647,1.0,0.6911764705882353,0.4895833333333333
v100,passage_retrieval_en,20,1,48,27,0,21,96,96,48,69,27,0.0,0.30434782608695654,1.0,0.6956521739130435,0.5
v100,passage_retrieval_en,20,2,69,15,0,12,96,96,69,81,15,0.0,0.14814814814814814,1.0,0.8518518518518519,0.71875
v100,passage_retrieval_en,20,3,60,26,0,10,96,96,60,70,26,0.0,0.14285714285714285,1.0,0.8571428571428571,0.625
v100,passage_retrieval_en,20,4,81,13,0,2,96,96,81,83,13,0.0,0.024096385542168676,1.0,0.9759036144578314,0.84375
v100,passage_retrieval_en,20,5,55,23,0,18,96,96,55,73,23,0.0,0.2465753424657534,1.0,0.7534246575342466,0.5729166666666666
v100,passage_retrieval_en,20,6,65,22,0,9,96,96,65,74,22,0.0,0.12162162162162163,1.0,0.8783783783783784,0.6770833333333334
v100,passage_retrieval_en,20,7,50,16,0,30,96,96,50,80,16,0.0,0.375,1.0,0.625,0.5208333333333334
v100,passage_retrieval_en,21,0,54,20,0,22,96,96,54,76,20,0.0,0.2894736842105263,1.0,0.7105263157894737,0.5625
v100,passage_retrieval_en,21,1,83,12,0,1,96,96,83,84,12,0.0,0.011904761904761904,1.0,0.9880952380952381,0.8645833333333334
v100,passage_retrieval_en,21,2,78,15,0,3,96,96,78,81,15,0.0,0.037037037037037035,1.0,0.9629629629629629,0.8125
v100,passage_retrieval_en,21,3,56,26,0,14,96,96,56,70,26,0.0,0.2,1.0,0.8,0.5833333333333334
v100,passage_retrieval_en,21,4,80,13,0,3,96,96,80,83,13,0.0,0.03614457831325301,1.0,0.963855421686747,0.8333333333333334
v100,passage_retrieval_en,21,5,46,27,0,23,96,96,46,69,27,0.0,0.3333333333333333,1.0,0.6666666666666666,0.4791666666666667
v100,passage_retrieval_en,21,6,29,35,0,32,96,96,29,61,35,0.0,0.5245901639344263,1.0,0.47540983606557374,0.3020833333333333
v100,passage_retrieval_en,21,7,54,29,0,13,96,96,54,67,29,0.0,0.19402985074626866,1.0,0.8059701492537313,0.5625
v100,passage_retrieval_en,22,0,27,38,0,31,96,96,27,58,38,0.0,0.5344827586206896,1.0,0.46551724137931033,0.28125
v100,passage_retrieval_en,22,1,73,13,1,9,96,96,74,82,14,0.07142857142857142,0.10975609756097561,0.9864864864864865,0.8902439024390244,0.7708333333333334
v100,passage_retrieval_en,22,2,45,26,0,25,96,96,45,70,26,0.0,0.35714285714285715,1.0,0.6428571428571429,0.46875
v100,passage_retrieval_en,22,3,58,20,1,17,96,96,59,75,21,0.047619047619047616,0.22666666666666666,0.9830508474576272,0.7733333333333333,0.6145833333333334
v100,passage_retrieval_en,22,4,64,20,0,12,96,96,64,76,20,0.0,0.15789473684210525,1.0,0.8421052631578947,0.6666666666666666
v100,passage_retrieval_en,22,5,67,17,0,12,96,96,67,79,17,0.0,0.1518987341772152,1.0,0.8481012658227848,0.6979166666666666
v100,passage_retrieval_en,22,6,52,24,0,20,96,96,52,72,24,0.0,0.2777777777777778,1.0,0.7222222222222222,0.5416666666666666
v100,passage_retrieval_en,22,7,32,31,0,33,96,96,32,65,31,0.0,0.5076923076923077,1.0,0.49230769230769234,0.3333333333333333
v100,passage_retrieval_en,23,0,70,17,0,9,96,96,70,79,17,0.0,0.11392405063291139,1.0,0.8860759493670886,0.7291666666666666
v100,passage_retrieval_en,23,1,64,23,0,9,96,96,64,73,23,0.0,0.1232876712328767,1.0,0.8767123287671232,0.6666666666666666
v100,passage_retrieval_en,23,2,60,22,0,14,96,96,60,74,22,0.0,0.1891891891891892,1.0,0.8108108108108109,0.625
v100,passage_retrieval_en,23,3,38,34,1,23,96,96,39,61,35,0.02857142857142857,0.3770491803278688,0.9743589743589743,0.6229508196721312,0.40625
v100,passage_retrieval_en,23,4,47,24,0,25,96,96,47,72,24,0.0,0.3472222222222222,1.0,0.6527777777777778,0.4895833333333333
v100,passage_retrieval_en,23,5,26,42,1,27,96,96,27,53,43,0.023255813953488372,0.5094339622641509,0.9629629629629629,0.49056603773584906,0.28125
v100,passage_retrieval_en,23,6,34,34,0,28,96,96,34,62,34,0.0,0.45161290322580644,1.0,0.5483870967741935,0.3541666666666667
v100,passage_retrieval_en,23,7,79,13,0,4,96,96,79,83,13,0.0,0.04819277108433735,1.0,0.9518072289156626,0.8229166666666666
v100,passage_retrieval_en,24,0,52,23,0,21,96,96,52,73,23,0.0,0.2876712328767123,1.0,0.7123287671232876,0.5416666666666666
v100,passage_retrieval_en,24,1,51,24,1,20,96,96,52,71,25,0.04,0.28169014084507044,0.9807692307692307,0.7183098591549296,0.5416666666666666
