task,phase,kv_type,layer,kv_head,bucket,metric,true_positive,true_negative,false_positive,false_negative,total,false_positive_rate,false_negative_rate
gsm8k,prefill,v,22,7,bucketlast,gate_vs_mse_oracle,18,0,0,4,22,,0.18181818181818182
gsm8k,prefill,v,22,7,bucketmiddle,gate_vs_mse_oracle,18,2,0,5,25,0.0,0.21739130434782608
gsm8k,prefill,v,23,0,bucketfirst,gate_vs_mse_oracle,12,11,0,1,24,0.0,0.07692307692307693
gsm8k,prefill,v,23,0,bucketlast,gate_vs_mse_oracle,30,2,0,0,32,0.0,0.0
gsm8k,prefill,v,23,0,bucketmiddle,gate_vs_mse_oracle,24,0,0,0,24,,0.0
gsm8k,prefill,v,23,1,bucketfirst,gate_vs_mse_oracle,17,11,0,0,28,0.0,0.0
gsm8k,prefill,v,23,1,bucketlast,gate_vs_mse_oracle,27,0,0,1,28,,0.03571428571428571
gsm8k,prefill,v,23,1,bucketmiddle,gate_vs_mse_oracle,22,1,0,1,24,0.0,0.043478260869565216
gsm8k,prefill,v,23,2,bucketfirst,gate_vs_mse_oracle,12,10,0,0,22,0.0,0.0
gsm8k,prefill,v,23,2,bucketlast,gate_vs_mse_oracle,31,1,1,0,33,0.5,0.0
gsm8k,prefill,v,23,2,bucketmiddle,gate_vs_mse_oracle,24,0,0,1,25,,0.04
gsm8k,prefill,v,23,3,bucketfirst,gate_vs_mse_oracle,8,12,0,4,24,0.0,0.3333333333333333
gsm8k,prefill,v,23,3,bucketlast,gate_vs_mse_oracle,24,3,0,4,31,0.0,0.14285714285714285
gsm8k,prefill,v,23,3,bucketmiddle,gate_vs_mse_oracle,22,0,0,3,25,,0.12
gsm8k,prefill,v,23,4,bucketfirst,gate_vs_mse_oracle,14,11,0,2,27,0.0,0.125
gsm8k,prefill,v,23,4,bucketlast,gate_vs_mse_oracle,24,3,0,3,30,0.0,0.1111111111111111
gsm8k,prefill,v,23,4,bucketmiddle,gate_vs_mse_oracle,21,1,0,1,23,0.0,0.045454545454545456
gsm8k,prefill,v,23,5,bucketfirst,gate_vs_mse_oracle,9,10,0,3,22,0.0,0.25
gsm8k,prefill,v,23,5,bucketlast,gate_vs_mse_oracle,20,3,0,7,30,0.0,0.25925925925925924
gsm8k,prefill,v,23,5,bucketmiddle,gate_vs_mse_oracle,22,3,0,3,28,0.0,0.12
gsm8k,prefill,v,23,6,bucketfirst,gate_vs_mse_oracle,20,10,0,3,33,0.0,0.13043478260869565
gsm8k,prefill,v,23,6,bucketlast,gate_vs_mse_oracle,16,2,0,4,22,0.0,0.2
gsm8k,prefill,v,23,6,bucketmiddle,gate_vs_mse_oracle,22,0,0,3,25,,0.12
gsm8k,prefill,v,23,7,bucketfirst,gate_vs_mse_oracle,17,11,0,0,28,0.0,0.0
gsm8k,prefill,v,23,7,bucketlast,gate_vs_mse_oracle,21,1,0,0,22,0.0,0.0
gsm8k,prefill,v,23,7,bucketmiddle,gate_vs_mse_oracle,28,0,0,2,30,,0.06666666666666667
gsm8k,prefill,v,24,0,bucketfirst,gate_vs_mse_oracle,14,12,0,1,27,0.0,0.06666666666666667
gsm8k,prefill,v,24,0,bucketlast,gate_vs_mse_oracle,27,1,0,2,30,0.0,0.06896551724137931
gsm8k,prefill,v,24,0,bucketmiddle,gate_vs_mse_oracle,22,1,0,0,23,0.0,0.0
gsm8k,prefill,v,24,1,bucketfirst,gate_vs_mse_oracle,14,12,0,1,27,0.0,0.06666666666666667
gsm8k,prefill,v,24,1,bucketlast,gate_vs_mse_oracle,22,0,0,4,26,,0.15384615384615385
gsm8k,prefill,v,24,1,bucketmiddle,gate_vs_mse_oracle,26,0,0,1,27,,0.037037037037037035
gsm8k,prefill,v,24,2,bucketfirst,gate_vs_mse_oracle,13,11,0,0,24,0.0,0.0
gsm8k,prefill,v,24,2,bucketlast,gate_vs_mse_oracle,30,1,0,1,32,0.0,0.03225806451612903
gsm8k,prefill,v,24,2,bucketmiddle,gate_vs_mse_oracle,22,1,0,1,24,0.0,0.043478260869565216
gsm8k,prefill,v,24,3,bucketfirst,gate_vs_mse_oracle,13,11,0,0,24,0.0,0.0
gsm8k,prefill,v,24,3,bucketlast,gate_vs_mse_oracle,33,1,0,1,35,0.0,0.029411764705882353
gsm8k,prefill,v,24,3,bucketmiddle,gate_vs_mse_oracle,21,0,0,0,21,,0.0
gsm8k,prefill,v,24,4,bucketfirst,gate_vs_mse_oracle,12,13,0,5,30,0.0,0.29411764705882354
gsm8k,prefill,v,24,4,bucketlast,gate_vs_mse_oracle,19,6,0,6,31,0.0,0.24
gsm8k,prefill,v,24,4,bucketmiddle,gate_vs_mse_oracle,12,3,0,4,19,0.0,0.25
gsm8k,prefill,v,24,5,bucketfirst,gate_vs_mse_oracle,9,13,0,3,25,0.0,0.25
gsm8k,prefill,v,24,5,bucketlast,gate_vs_mse_oracle,17,7,0,8,32,0.0,0.32
gsm8k,prefill,v,24,5,bucketmiddle,gate_vs_mse_oracle,16,2,0,5,23,0.0,0.23809523809523808
gsm8k,prefill,v,24,6,bucketfirst,gate_vs_mse_oracle,12,14,0,1,27,0.0,0.07692307692307693
gsm8k,prefill,v,24,6,bucketlast,gate_vs_mse_oracle,28,1,0,2,31,0.0,0.06666666666666667
gsm8k,prefill,v,24,6,bucketmiddle,gate_vs_mse_oracle,21,0,0,1,22,,0.045454545454545456
gsm8k,prefill,v,24,7,bucketfirst,gate_vs_mse_oracle,15,11,0,0,26,0.0,0.0
gsm8k,prefill,v,24,7,bucketlast,gate_vs_mse_oracle,26,1,0,0,27,0.0,0.0
gsm8k,prefill,v,24,7,bucketmiddle,gate_vs_mse_oracle,27,0,0,0,27,,0.0
gsm8k,prefill,v,25,0,bucketfirst,gate_vs_mse_oracle,15,14,1,0,30,0.06666666666666667,0.0
gsm8k,prefill,v,25,0,bucketlast,gate_vs_mse_oracle,18,1,0,1,20,0.0,0.05263157894736842
gsm8k,prefill,v,25,0,bucketmiddle,gate_vs_mse_oracle,28,0,0,2,30,,0.06666666666666667
gsm8k,prefill,v,25,1,bucketfirst,gate_vs_mse_oracle,10,12,0,3,25,0.0,0.23076923076923078
gsm8k,prefill,v,25,1,bucketlast,gate_vs_mse_oracle,15,3,1,9,28,0.25,0.375
gsm8k,prefill,v,25,1,bucketmiddle,gate_vs_mse_oracle,16,2,0,9,27,0.0,0.36
gsm8k,prefill,v,25,2,bucketfirst,gate_vs_mse_oracle,15,10,0,3,28,0.0,0.16666666666666666
gsm8k,prefill,v,25,2,bucketlast,gate_vs_mse_oracle,29,1,0,1,31,0.0,0.03333333333333333
gsm8k,prefill,v,25,2,bucketmiddle,gate_vs_mse_oracle,21,0,0,0,21,,0.0
gsm8k,prefill,v,25,3,bucketfirst,gate_vs_mse_oracle,9,11,0,3,23,0.0,0.25
gsm8k,prefill,v,25,3,bucketlast,gate_vs_mse_oracle,24,2,0,1,27,0.0,0.04
gsm8k,prefill,v,25,3,bucketmiddle,gate_vs_mse_oracle,22,3,0,5,30,0.0,0.18518518518518517
gsm8k,prefill,v,25,4,bucketfirst,gate_vs_mse_oracle,11,11,0,1,23,0.0,0.08333333333333333
gsm8k,prefill,v,25,4,bucketlast,gate_vs_mse_oracle,33,0,0,0,33,,0.0
gsm8k,prefill,v,25,4,bucketmiddle,gate_vs_mse_oracle,23,0,0,1,24,,0.041666666666666664
gsm8k,prefill,v,25,5,bucketfirst,gate_vs_mse_oracle,21,10,0,0,31,0.0,0.0
gsm8k,prefill,v,25,5,bucketlast,gate_vs_mse_oracle,24,0,0,0,24,,0.0
gsm8k,prefill,v,25,5,bucketmiddle,gate_vs_mse_oracle,25,0,0,0,25,,0.0
gsm8k,prefill,v,25,6,bucketfirst,gate_vs_mse_oracle,11,12,0,2,25,0.0,0.15384615384615385
gsm8k,prefill,v,25,6,bucketlast,gate_vs_mse_oracle,28,1,0,0,29,0.0,0.0
gsm8k,prefill,v,25,6,bucketmiddle,gate_vs_mse_oracle,26,0,0,0,26,,0.0
gsm8k,prefill,v,25,7,bucketfirst,gate_vs_mse_oracle,19,10,0,1,30,0.0,0.05
gsm8k,prefill,v,25,7,bucketlast,gate_vs_mse_oracle,27,1,0,1,29,0.0,0.03571428571428571
gsm8k,prefill,v,25,7,bucketmiddle,gate_vs_mse_oracle,20,1,0,0,21,0.0,0.0
gsm8k,prefill,v,26,0,bucketfirst,gate_vs_mse_oracle,10,11,0,0,21,0.0,0.0
gsm8k,prefill,v,26,0,bucketlast,gate_vs_mse_oracle,32,0,0,0,32,,0.0
gsm8k,prefill,v,26,0,bucketmiddle,gate_vs_mse_oracle,27,0,0,0,27,,0.0
gsm8k,prefill,v,26,1,bucketfirst,gate_vs_mse_oracle,14,11,0,4,29,0.0,0.2222222222222222
gsm8k,prefill,v,26,1,bucketlast,gate_vs_mse_oracle,26,1,0,0,27,0.0,0.0
gsm8k,prefill,v,26,1,bucketmiddle,gate_vs_mse_oracle,22,0,0,2,24,,0.08333333333333333
gsm8k,prefill,v,26,2,bucketfirst,gate_vs_mse_oracle,13,11,0,1,25,0.0,0.07142857142857142
gsm8k,prefill,v,26,2,bucketlast,gate_vs_mse_oracle,24,0,1,1,26,1.0,0.04
gsm8k,prefill,v,26,2,bucketmiddle,gate_vs_mse_oracle,29,0,0,0,29,,0.0
gsm8k,prefill,v,26,3,bucketfirst,gate_vs_mse_oracle,9,11,0,2,22,0.0,0.18181818181818182
gsm8k,prefill,v,26,3,bucketlast,gate_vs_mse_oracle,21,3,0,2,26,0.0,0.08695652173913043
gsm8k,prefill,v,26,3,bucketmiddle,gate_vs_mse_oracle,30,1,0,1,32,0.0,0.03225806451612903
gsm8k,prefill,v,26,4,bucketfirst,gate_vs_mse_oracle,5,11,0,3,19,0.0,0.375
gsm8k,prefill,v,26,4,bucketlast,gate_vs_mse_oracle,30,2,0,1,33,0.0,0.03225806451612903
gsm8k,prefill,v,26,4,bucketmiddle,gate_vs_mse_oracle,27,0,0,1,28,,0.03571428571428571
gsm8k,prefill,v,26,5,bucketfirst,gate_vs_mse_oracle,8,14,0,5,27,0.0,0.38461538461538464
gsm8k,prefill,v,26,5,bucketlast,gate_vs_mse_oracle,18,2,0,2,22,0.0,0.1
gsm8k,prefill,v,26,5,bucketmiddle,gate_vs_mse_oracle,24,2,0,5,31,0.0,0.1724137931034483
gsm8k,prefill,v,26,6,bucketfirst,gate_vs_mse_oracle,10,11,0,3,24,0.0,0.23076923076923078
gsm8k,prefill,v,26,6,bucketlast,gate_vs_mse_oracle,25,0,0,3,28,,0.10714285714285714
gsm8k,prefill,v,26,6,bucketmiddle,gate_vs_mse_oracle,28,0,0,0,28,,0.0
gsm8k,prefill,v,26,7,bucketfirst,gate_vs_mse_oracle,18,11,0,3,32,0.0,0.14285714285714285
gsm8k,prefill,v,26,7,bucketlast,gate_vs_mse_oracle,17,4,0,3,24,0.0,0.15
gsm8k,prefill,v,26,7,bucketmiddle,gate_vs_mse_oracle,21,1,0,2,24,0.0,0.08695652173913043
gsm8k,prefill,v,27,0,bucketfirst,gate_vs_mse_oracle,15,12,0,0,27,0.0,0.0
gsm8k,prefill,v,27,0,bucketlast,gate_vs_mse_oracle,23,1,1,3,28,0.5,0.11538461538461539
gsm8k,prefill,v,27,0,bucketmiddle,gate_vs_mse_oracle,23,0,0,2,25,,0.08
gsm8k,prefill,v,27,1,bucketfirst,gate_vs_mse_oracle,12,14,0,2,28,0.0,0.14285714285714285
gsm8k,prefill,v,27,1,bucketlast,gate_vs_mse_oracle,24,3,0,2,29,0.0,0.07692307692307693
gsm8k,prefill,v,27,1,bucketmiddle,gate_vs_mse_oracle,19,2,0,2,23,0.0,0.09523809523809523
gsm8k,prefill,v,27,2,bucketfirst,gate_vs_mse_oracle,12,13,0,1,26,0.0,0.07692307692307693
gsm8k,prefill,v,27,2,bucketlast,gate_vs_mse_oracle,29,0,0,0,29,,0.0
gsm8k,prefill,v,27,2,bucketmiddle,gate_vs_mse_oracle,24,0,0,1,25,,0.04
gsm8k,prefill,v,27,3,bucketfirst,gate_vs_mse_oracle,12,10,0,1,23,0.0,0.07692307692307693
gsm8k,prefill,v,27,3,bucketlast,gate_vs_mse_oracle,30,0,0,0,30,,0.0
gsm8k,prefill,v,27,3,bucketmiddle,gate_vs_mse_oracle,27,0,0,0,27,,0.0
gsm8k,prefill,v,27,4,bucketfirst,gate_vs_mse_oracle,10,11,0,3,24,0.0,0.23076923076923078
gsm8k,prefill,v,27,4,bucketlast,gate_vs_mse_oracle,21,1,0,2,24,0.0,0.08695652173913043
gsm8k,prefill,v,27,4,bucketmiddle,gate_vs_mse_oracle,28,1,1,2,32,0.5,0.06666666666666667
gsm8k,prefill,v,27,5,bucketfirst,gate_vs_mse_oracle,9,15,0,4,28,0.0,0.3076923076923077
gsm8k,prefill,v,27,5,bucketlast,gate_vs_mse_oracle,22,3,0,5,30,0.0,0.18518518518518517
gsm8k,prefill,v,27,5,bucketmiddle,gate_vs_mse_oracle,15,5,0,2,22,0.0,0.11764705882352941
gsm8k,prefill,v,27,6,bucketfirst,gate_vs_mse_oracle,11,15,0,0,26,0.0,0.0
gsm8k,prefill,v,27,6,bucketlast,gate_vs_mse_oracle,29,0,0,0,29,,0.0
gsm8k,prefill,v,27,6,bucketmiddle,gate_vs_mse_oracle,23,1,0,1,25,0.0,0.041666666666666664
gsm8k,prefill,v,27,7,bucketfirst,gate_vs_mse_oracle,19,10,0,0,29,0.0,0.0
gsm8k,prefill,v,27,7,bucketlast,gate_vs_mse_oracle,28,0,0,0,28,,0.0
gsm8k,prefill,v,27,7,bucketmiddle,gate_vs_mse_oracle,23,0,0,0,23,,0.0
gsm8k,prefill,v,28,0,bucketfirst,gate_vs_mse_oracle,13,12,0,4,29,0.0,0.23529411764705882
gsm8k,prefill,v,28,0,bucketlast,gate_vs_mse_oracle,18,3,0,1,22,0.0,0.05263157894736842
gsm8k,prefill,v,28,0,bucketmiddle,gate_vs_mse_oracle,28,0,0,1,29,,0.034482758620689655
gsm8k,prefill,v,28,1,bucketfirst,gate_vs_mse_oracle,8,10,0,2,20,0.0,0.2
gsm8k,prefill,v,28,1,bucketlast,gate_vs_mse_oracle,29,0,0,0,29,,0.0
gsm8k,prefill,v,28,1,bucketmiddle,gate_vs_mse_oracle,31,0,0,0,31,,0.0
gsm8k,prefill,v,28,2,bucketfirst,gate_vs_mse_oracle,6,16,0,4,26,0.0,0.4
gsm8k,prefill,v,28,2,bucketlast,gate_vs_mse_oracle,20,1,0,3,24,0.0,0.13043478260869565
gsm8k,prefill,v,28,2,bucketmiddle,gate_vs_mse_oracle,27,2,0,1,30,0.0,0.03571428571428571
gsm8k,prefill,v,28,3,bucketfirst,gate_vs_mse_oracle,19,11,0,5,35,0.0,0.20833333333333334
gsm8k,prefill,v,28,3,bucketlast,gate_vs_mse_oracle,15,1,0,1,17,0.0,0.0625
gsm8k,prefill,v,28,3,bucketmiddle,gate_vs_mse_oracle,24,1,0,3,28,0.0,0.1111111111111111
gsm8k,prefill,v,28,4,bucketfirst,gate_vs_mse_oracle,9,10,0,3,22,0.0,0.25
gsm8k,prefill,v,28,4,bucketlast,gate_vs_mse_oracle,22,1,0,4,27,0.0,0.15384615384615385
gsm8k,prefill,v,28,4,bucketmiddle,gate_vs_mse_oracle,27,0,0,4,31,,0.12903225806451613
gsm8k,prefill,v,28,5,bucketfirst,gate_vs_mse_oracle,11,11,0,1,23,0.0,0.08333333333333333
gsm8k,prefill,v,28,5,bucketlast,gate_vs_mse_oracle,18,4,1,3,26,0.2,0.14285714285714285
gsm8k,prefill,v,28,5,bucketmiddle,gate_vs_mse_oracle,28,1,0,2,31,0.0,0.06666666666666667
gsm8k,prefill,v,28,6,bucketfirst,gate_vs_mse_oracle,20,10,0,2,32,0.0,0.09090909090909091
gsm8k,prefill,v,28,6,bucketlast,gate_vs_mse_oracle,19,1,0,4,24,0.0,0.17391304347826086
gsm8k,prefill,v,28,6,bucketmiddle,gate_vs_mse_oracle,23,0,0,1,24,,0.041666666666666664
gsm8k,prefill,v,28,7,bucketfirst,gate_vs_mse_oracle,12,13,0,7,32,0.0,0.3684210526315789
gsm8k,prefill,v,28,7,bucketlast,gate_vs_mse_oracle,25,0,0,2,27,,0.07407407407407407
gsm8k,prefill,v,28,7,bucketmiddle,gate_vs_mse_oracle,21,0,0,0,21,,0.0
gsm8k,prefill,v,29,0,bucketfirst,gate_vs_mse_oracle,14,12,0,1,27,0.0,0.06666666666666667
gsm8k,prefill,v,29,0,bucketlast,gate_vs_mse_oracle,25,1,0,1,27,0.0,0.038461538461538464
gsm8k,prefill,v,29,0,bucketmiddle,gate_vs_mse_oracle,23,2,0,1,26,0.0,0.041666666666666664
gsm8k,prefill,v,29,1,bucketfirst,gate_vs_mse_oracle,10,10,0,3,23,0.0,0.23076923076923078
gsm8k,prefill,v,29,1,bucketlast,gate_vs_mse_oracle,21,2,0,1,24,0.0,0.045454545454545456
gsm8k,prefill,v,29,1,bucketmiddle,gate_vs_mse_oracle,31,0,0,2,33,,0.06060606060606061
gsm8k,prefill,v,29,2,bucketfirst,gate_vs_mse_oracle,8,11,0,6,25,0.0,0.42857142857142855
gsm8k,prefill,v,29,2,bucketlast,gate_vs_mse_oracle,23,3,0,2,28,0.0,0.08
gsm8k,prefill,v,29,2,bucketmiddle,gate_vs_mse_oracle,24,1,0,2,27,0.0,0.07692307692307693
gsm8k,prefill,v,29,3,bucketfirst,gate_vs_mse_oracle,9,11,0,3,23,0.0,0.25
gsm8k,prefill,v,29,3,bucketlast,gate_vs_mse_oracle,29,0,0,1,30,,0.03333333333333333
gsm8k,prefill,v,29,3,bucketmiddle,gate_vs_mse_oracle,25,0,0,2,27,,0.07407407407407407
gsm8k,prefill,v,29,4,bucketfirst,gate_vs_mse_oracle,21,11,0,4,36,0.0,0.16
gsm8k,prefill,v,29,4,bucketlast,gate_vs_mse_oracle,23,0,0,0,23,,0.0
gsm8k,prefill,v,29,4,bucketmiddle,gate_vs_mse_oracle,21,0,0,0,21,,0.0
gsm8k,prefill,v,29,5,bucketfirst,gate_vs_mse_oracle,14,11,0,0,25,0.0,0.0
gsm8k,prefill,v,29,5,bucketlast,gate_vs_mse_oracle,23,0,0,0,23,,0.0
gsm8k,prefill,v,29,5,bucketmiddle,gate_vs_mse_oracle,28,1,0,3,32,0.0,0.0967741935483871
gsm8k,prefill,v,29,6,bucketfirst,gate_vs_mse_oracle,17,10,0,0,27,0.0,0.0
gsm8k,prefill,v,29,6,bucketlast,gate_vs_mse_oracle,25,0,0,0,25,,0.0
gsm8k,prefill,v,29,6,bucketmiddle,gate_vs_mse_oracle,28,0,0,0,28,,0.0
gsm8k,prefill,v,29,7,bucketfirst,gate_vs_mse_oracle,19,12,0,0,31,0.0,0.0
gsm8k,prefill,v,29,7,bucketlast,gate_vs_mse_oracle,29,1,0,0,30,0.0,0.0
gsm8k,prefill,v,29,7,bucketmiddle,gate_vs_mse_oracle,18,0,0,1,19,,0.05263157894736842
gsm8k,prefill,v,30,0,bucketfirst,gate_vs_mse_oracle,7,11,0,5,23,0.0,0.4166666666666667
gsm8k,prefill,v,30,0,bucketlast,gate_vs_mse_oracle,21,0,0,2,23,,0.08695652173913043
gsm8k,prefill,v,30,0,bucketmiddle,gate_vs_mse_oracle,29,1,0,4,34,0.0,0.12121212121212122
gsm8k,prefill,v,30,1,bucketfirst,gate_vs_mse_oracle,15,10,0,1,26,0.0,0.0625
gsm8k,prefill,v,30,1,bucketlast,gate_vs_mse_oracle,24,2,0,0,26,0.0,0.0
gsm8k,prefill,v,30,1,bucketmiddle,gate_vs_mse_oracle,28,0,0,0,28,,0.0
gsm8k,prefill,v,30,2,bucketfirst,gate_vs_mse_oracle,9,12,0,3,24,0.0,0.25
gsm8k,prefill,v,30,2,bucketlast,gate_vs_mse_oracle,26,0,0,1,27,,0.037037037037037035
gsm8k,prefill,v,30,2,bucketmiddle,gate_vs_mse_oracle,29,0,0,0,29,,0.0
gsm8k,prefill,v,30,3,bucketfirst,gate_vs_mse_oracle,11,12,0,3,26,0.0,0.21428571428571427
gsm8k,prefill,v,30,3,bucketlast,gate_vs_mse_oracle,20,3,0,6,29,0.0,0.23076923076923078
gsm8k,prefill,v,30,3,bucketmiddle,gate_vs_mse_oracle,19,0,0,6,25,,0.24
gsm8k,prefill,v,30,4,bucketfirst,gate_vs_mse_oracle,9,11,0,1,21,0.0,0.1
gsm8k,prefill,v,30,4,bucketlast,gate_vs_mse_oracle,28,1,0,1,30,0.0,0.034482758620689655
gsm8k,prefill,v,30,4,bucketmiddle,gate_vs_mse_oracle,29,0,0,0,29,,0.0
gsm8k,prefill,v,30,5,bucketfirst,gate_vs_mse_oracle,16,14,0,2,32,0.0,0.1111111111111111
gsm8k,prefill,v,30,5,bucketlast,gate_vs_mse_oracle,20,3,0,0,23,0.0,0.0
gsm8k,prefill,v,30,5,bucketmiddle,gate_vs_mse_oracle,25,0,0,0,25,,0.0
gsm8k,prefill,v,30,6,bucketfirst,gate_vs_mse_oracle,9,14,0,7,30,0.0,0.4375
gsm8k,prefill,v,30,6,bucketlast,gate_vs_mse_oracle,24,2,0,0,26,0.0,0.0
gsm8k,prefill,v,30,6,bucketmiddle,gate_vs_mse_oracle,21,0,0,3,24,,0.125
gsm8k,prefill,v,30,7,bucketfirst,gate_vs_mse_oracle,16,11,0,1,28,0.0,0.058823529411764705
gsm8k,prefill,v,30,7,bucketlast,gate_vs_mse_oracle,17,3,0,5,25,0.0,0.22727272727272727
gsm8k,prefill,v,30,7,bucketmiddle,gate_vs_mse_oracle,20,5,0,2,27,0.0,0.09090909090909091
gsm8k,prefill,v,31,0,bucketfirst,gate_vs_mse_oracle,11,11,0,0,22,0.0,0.0
gsm8k,prefill,v,31,0,bucketlast,gate_vs_mse_oracle,27,0,0,0,27,,0.0
gsm8k,prefill,v,31,0,bucketmiddle,gate_vs_mse_oracle,30,1,0,0,31,0.0,0.0
gsm8k,prefill,v,31,1,bucketfirst,gate_vs_mse_oracle,14,10,0,0,24,0.0,0.0
gsm8k,prefill,v,31,1,bucketlast,gate_vs_mse_oracle,32,0,0,0,32,,0.0
gsm8k,prefill,v,31,1,bucketmiddle,gate_vs_mse_oracle,24,0,0,0,24,,0.0
gsm8k,prefill,v,31,2,bucketfirst,gate_vs_mse_oracle,12,12,0,2,26,0.0,0.14285714285714285
gsm8k,prefill,v,31,2,bucketlast,gate_vs_mse_oracle,21,0,0,0,21,,0.0
gsm8k,prefill,v,31,2,bucketmiddle,gate_vs_mse_oracle,32,0,0,1,33,,0.030303030303030304
gsm8k,prefill,v,31,3,bucketfirst,gate_vs_mse_oracle,15,8,0,0,23,0.0,0.0
gsm8k,prefill,v,31,3,bucketlast,gate_vs_mse_oracle,26,0,0,0,26,,0.0
gsm8k,prefill,v,31,3,bucketmiddle,gate_vs_mse_oracle,31,0,0,0,31,,0.0
gsm8k,prefill,v,31,4,bucketfirst,gate_vs_mse_oracle,14,10,0,4,28,0.0,0.2222222222222222
gsm8k,prefill,v,31,4,bucketlast,gate_vs_mse_oracle,23,1,0,0,24,0.0,0.0
gsm8k,prefill,v,31,4,bucketmiddle,gate_vs_mse_oracle,26,1,0,1,28,0.0,0.037037037037037035
gsm8k,prefill,v,31,5,bucketfirst,gate_vs_mse_oracle,11,13,0,2,26,0.0,0.15384615384615385
gsm8k,prefill,v,31,5,bucketlast,gate_vs_mse_oracle,24,0,0,4,28,,0.14285714285714285
gsm8k,prefill,v,31,5,bucketmiddle,gate_vs_mse_oracle,20,0,0,6,26,,0.23076923076923078
gsm8k,prefill,v,31,6,bucketfirst,gate_vs_mse_oracle,8,8,0,4,20,0.0,0.3333333333333333
gsm8k,prefill,v,31,6,bucketlast,gate_vs_mse_oracle,25,0,0,2,27,,0.07407407407407407
gsm8k,prefill,v,31,6,bucketmiddle,gate_vs_mse_oracle,33,0,0,0,33,,0.0
gsm8k,prefill,v,31,7,bucketfirst,gate_vs_mse_oracle,17,12,0,1,30,0.0,0.05555555555555555
gsm8k,prefill,v,31,7,bucketlast,gate_vs_mse_oracle,21,0,0,3,24,,0.125
gsm8k,prefill,v,31,7,bucketmiddle,gate_vs_mse_oracle,22,2,0,2,26,0.0,0.08333333333333333
hotpotqa,prefill,v,0,0,bucketfirst,gate_vs_mse_oracle,20,5,0,4,29,0.0,0.16666666666666666
hotpotqa,prefill,v,0,0,bucketlast,gate_vs_mse_oracle,29,1,1,1,32,0.5,0.03333333333333333
hotpotqa,prefill,v,0,0,bucketmiddle,gate_vs_mse_oracle,32,1,1,1,35,0.5,0.030303030303030304
hotpotqa,prefill,v,0,1,bucketfirst,gate_vs_mse_oracle,16,10,0,9,35,0.0,0.36
hotpotqa,prefill,v,0,1,bucketlast,gate_vs_mse_oracle,19,7,0,9,35,0.0,0.32142857142857145
hotpotqa,prefill,v,0,1,bucketmiddle,gate_vs_mse_oracle,13,3,0,10,26,0.0,0.43478260869565216
hotpotqa,prefill,v,0,2,bucketfirst,gate_vs_mse_oracle,21,10,0,6,37,0.0,0.2222222222222222
hotpotqa,prefill,v,0,2,bucketlast,gate_vs_mse_oracle,12,4,1,6,23,0.2,0.3333333333333333
hotpotqa,prefill,v,0,2,bucketmiddle,gate_vs_mse_oracle,27,4,0,5,36,0.0,0.15625
hotpotqa,prefill,v,0,3,bucketfirst,gate_vs_mse_oracle,8,11,0,8,27,0.0,0.5
hotpotqa,prefill,v,0,3,bucketlast,gate_vs_mse_oracle,19,8,0,10,37,0.0,0.3448275862068966
hotpotqa,prefill,v,0,3,bucketmiddle,gate_vs_mse_oracle,18,4,0,10,32,0.0,0.35714285714285715
hotpotqa,prefill,v,0,4,bucketfirst,gate_vs_mse_oracle,9,13,0,13,35,0.0,0.5909090909090909
hotpotqa,prefill,v,0,4,bucketlast,gate_vs_mse_oracle,16,8,0,6,30,0.0,0.2727272727272727
hotpotqa,prefill,v,0,4,bucketmiddle,gate_vs_mse_oracle,16,10,0,5,31,0.0,0.23809523809523808
hotpotqa,prefill,v,0,5,bucketfirst,gate_vs_mse_oracle,26,0,0,0,26,,0.0
hotpotqa,prefill,v,0,5,bucketlast,gate_vs_mse_oracle,36,0,0,0,36,,0.0
hotpotqa,prefill,v,0,5,bucketmiddle,gate_vs_mse_oracle,33,0,0,1,34,,0.029411764705882353
hotpotqa,prefill,v,0,6,bucketfirst,gate_vs_mse_oracle,29,0,0,0,29,,0.0
hotpotqa,prefill,v,0,6,bucketlast,gate_vs_mse_oracle,28,3,0,3,34,0.0,0.0967741935483871
hotpotqa,prefill,v,0,6,bucketmiddle,gate_vs_mse_oracle,29,2,0,2,33,0.0,0.06451612903225806
hotpotqa,prefill,v,0,7,bucketfirst,gate_vs_mse_oracle,30,2,0,0,32,0.0,0.0
hotpotqa,prefill,v,0,7,bucketlast,gate_vs_mse_oracle,30,0,0,0,30,,0.0
hotpotqa,prefill,v,0,7,bucketmiddle,gate_vs_mse_oracle,33,1,0,0,34,0.0,0.0
hotpotqa,prefill,v,1,0,bucketfirst,gate_vs_mse_oracle,20,9,0,0,29,0.0,0.0
hotpotqa,prefill,v,1,0,bucketlast,gate_vs_mse_oracle,29,5,0,2,36,0.0,0.06451612903225806
hotpotqa,prefill,v,1,0,bucketmiddle,gate_vs_mse_oracle,28,1,0,2,31,0.0,0.06666666666666667
hotpotqa,prefill,v,1,1,bucketfirst,gate_vs_mse_oracle,15,14,0,7,36,0.0,0.3181818181818182
hotpotqa,prefill,v,1,1,bucketlast,gate_vs_mse_oracle,11,7,1,4,23,0.125,0.26666666666666666
hotpotqa,prefill,v,1,1,bucketmiddle,gate_vs_mse_oracle,25,5,0,7,37,0.0,0.21875
hotpotqa,prefill,v,1,2,bucketfirst,gate_vs_mse_oracle,24,12,0,0,36,0.0,0.0
