task,phase,kv_type,layer,kv_head,bucket,metric,true_positive,true_negative,false_positive,false_negative,total,false_positive_rate,false_negative_rate
hotpotqa,prefill,v,21,2,bucketfirst,gate_vs_mse_oracle,26,12,0,0,38,0.0,0.0
hotpotqa,prefill,v,21,2,bucketlast,gate_vs_mse_oracle,26,0,0,1,27,,0.037037037037037035
hotpotqa,prefill,v,21,2,bucketmiddle,gate_vs_mse_oracle,30,1,0,0,31,0.0,0.0
hotpotqa,prefill,v,21,3,bucketfirst,gate_vs_mse_oracle,25,14,0,3,42,0.0,0.10714285714285714
hotpotqa,prefill,v,21,3,bucketlast,gate_vs_mse_oracle,22,3,0,2,27,0.0,0.08333333333333333
hotpotqa,prefill,v,21,3,bucketmiddle,gate_vs_mse_oracle,23,1,0,3,27,0.0,0.11538461538461539
hotpotqa,prefill,v,21,4,bucketfirst,gate_vs_mse_oracle,16,12,0,0,28,0.0,0.0
hotpotqa,prefill,v,21,4,bucketlast,gate_vs_mse_oracle,35,0,0,2,37,,0.05405405405405406
hotpotqa,prefill,v,21,4,bucketmiddle,gate_vs_mse_oracle,31,0,0,0,31,,0.0
hotpotqa,prefill,v,21,5,bucketfirst,gate_vs_mse_oracle,14,17,0,7,38,0.0,0.3333333333333333
hotpotqa,prefill,v,21,5,bucketlast,gate_vs_mse_oracle,23,6,0,5,34,0.0,0.17857142857142858
hotpotqa,prefill,v,21,5,bucketmiddle,gate_vs_mse_oracle,11,3,0,10,24,0.0,0.47619047619047616
hotpotqa,prefill,v,21,6,bucketfirst,gate_vs_mse_oracle,14,14,0,2,30,0.0,0.125
hotpotqa,prefill,v,21,6,bucketlast,gate_vs_mse_oracle,19,6,0,9,34,0.0,0.32142857142857145
hotpotqa,prefill,v,21,6,bucketmiddle,gate_vs_mse_oracle,19,6,0,7,32,0.0,0.2692307692307692
hotpotqa,prefill,v,21,7,bucketfirst,gate_vs_mse_oracle,11,15,0,7,33,0.0,0.3888888888888889
hotpotqa,prefill,v,21,7,bucketlast,gate_vs_mse_oracle,20,6,1,7,34,0.14285714285714285,0.25925925925925924
hotpotqa,prefill,v,21,7,bucketmiddle,gate_vs_mse_oracle,18,5,0,6,29,0.0,0.25
hotpotqa,prefill,v,22,0,bucketfirst,gate_vs_mse_oracle,10,18,0,9,37,0.0,0.47368421052631576
hotpotqa,prefill,v,22,0,bucketlast,gate_vs_mse_oracle,17,5,0,8,30,0.0,0.32
hotpotqa,prefill,v,22,0,bucketmiddle,gate_vs_mse_oracle,11,5,0,13,29,0.0,0.5416666666666666
hotpotqa,prefill,v,22,1,bucketfirst,gate_vs_mse_oracle,16,12,0,1,29,0.0,0.058823529411764705
hotpotqa,prefill,v,22,1,bucketlast,gate_vs_mse_oracle,28,2,0,3,33,0.0,0.0967741935483871
hotpotqa,prefill,v,22,1,bucketmiddle,gate_vs_mse_oracle,32,0,0,2,34,,0.058823529411764705
hotpotqa,prefill,v,22,2,bucketfirst,gate_vs_mse_oracle,12,14,0,4,30,0.0,0.25
hotpotqa,prefill,v,22,2,bucketlast,gate_vs_mse_oracle,23,3,0,9,35,0.0,0.28125
hotpotqa,prefill,v,22,2,bucketmiddle,gate_vs_mse_oracle,23,5,1,2,31,0.16666666666666666,0.08
hotpotqa,prefill,v,22,3,bucketfirst,gate_vs_mse_oracle,10,14,0,3,27,0.0,0.23076923076923078
hotpotqa,prefill,v,22,3,bucketlast,gate_vs_mse_oracle,24,2,0,5,31,0.0,0.1724137931034483
hotpotqa,prefill,v,22,3,bucketmiddle,gate_vs_mse_oracle,24,7,1,6,38,0.125,0.2
hotpotqa,prefill,v,22,4,bucketfirst,gate_vs_mse_oracle,16,16,0,4,36,0.0,0.2
hotpotqa,prefill,v,22,4,bucketlast,gate_vs_mse_oracle,18,4,0,7,29,0.0,0.28
hotpotqa,prefill,v,22,4,bucketmiddle,gate_vs_mse_oracle,26,2,0,3,31,0.0,0.10344827586206896
hotpotqa,prefill,v,22,5,bucketfirst,gate_vs_mse_oracle,16,13,0,4,33,0.0,0.2
hotpotqa,prefill,v,22,5,bucketlast,gate_vs_mse_oracle,23,3,0,4,30,0.0,0.14814814814814814
hotpotqa,prefill,v,22,5,bucketmiddle,gate_vs_mse_oracle,28,2,1,2,33,0.3333333333333333,0.06666666666666667
hotpotqa,prefill,v,22,6,bucketfirst,gate_vs_mse_oracle,12,17,0,5,34,0.0,0.29411764705882354
hotpotqa,prefill,v,22,6,bucketlast,gate_vs_mse_oracle,17,9,0,5,31,0.0,0.22727272727272727
hotpotqa,prefill,v,22,6,bucketmiddle,gate_vs_mse_oracle,22,5,0,4,31,0.0,0.15384615384615385
hotpotqa,prefill,v,22,7,bucketfirst,gate_vs_mse_oracle,9,17,0,3,29,0.0,0.25
hotpotqa,prefill,v,22,7,bucketlast,gate_vs_mse_oracle,14,7,0,9,30,0.0,0.391304347826087
hotpotqa,prefill,v,22,7,bucketmiddle,gate_vs_mse_oracle,16,13,0,8,37,0.0,0.3333333333333333
hotpotqa,prefill,v,23,0,bucketfirst,gate_vs_mse_oracle,23,12,0,1,36,0.0,0.041666666666666664
hotpotqa,prefill,v,23,0,bucketlast,gate_vs_mse_oracle,28,1,0,3,32,0.0,0.0967741935483871
hotpotqa,prefill,v,23,0,bucketmiddle,gate_vs_mse_oracle,26,0,0,2,28,,0.07142857142857142
hotpotqa,prefill,v,23,1,bucketfirst,gate_vs_mse_oracle,13,13,0,3,29,0.0,0.1875
hotpotqa,prefill,v,23,1,bucketlast,gate_vs_mse_oracle,22,1,0,4,27,0.0,0.15384615384615385
hotpotqa,prefill,v,23,1,bucketmiddle,gate_vs_mse_oracle,30,2,0,8,40,0.0,0.21052631578947367
hotpotqa,prefill,v,23,2,bucketfirst,gate_vs_mse_oracle,14,13,0,0,27,0.0,0.0
hotpotqa,prefill,v,23,2,bucketlast,gate_vs_mse_oracle,39,0,0,1,40,,0.025
hotpotqa,prefill,v,23,2,bucketmiddle,gate_vs_mse_oracle,28,1,0,0,29,0.0,0.0
hotpotqa,prefill,v,23,3,bucketfirst,gate_vs_mse_oracle,10,15,0,5,30,0.0,0.3333333333333333
hotpotqa,prefill,v,23,3,bucketlast,gate_vs_mse_oracle,23,5,0,4,32,0.0,0.14814814814814814
hotpotqa,prefill,v,23,3,bucketmiddle,gate_vs_mse_oracle,27,3,0,4,34,0.0,0.12903225806451613
hotpotqa,prefill,v,23,4,bucketfirst,gate_vs_mse_oracle,15,14,0,1,30,0.0,0.0625
hotpotqa,prefill,v,23,4,bucketlast,gate_vs_mse_oracle,22,1,0,8,31,0.0,0.26666666666666666
hotpotqa,prefill,v,23,4,bucketmiddle,gate_vs_mse_oracle,28,4,0,3,35,0.0,0.0967741935483871
hotpotqa,prefill,v,23,5,bucketfirst,gate_vs_mse_oracle,5,17,0,6,28,0.0,0.5454545454545454
hotpotqa,prefill,v,23,5,bucketlast,gate_vs_mse_oracle,21,4,0,14,39,0.0,0.4
hotpotqa,prefill,v,23,5,bucketmiddle,gate_vs_mse_oracle,12,9,0,8,29,0.0,0.4
hotpotqa,prefill,v,23,6,bucketfirst,gate_vs_mse_oracle,6,14,0,3,23,0.0,0.3333333333333333
hotpotqa,prefill,v,23,6,bucketlast,gate_vs_mse_oracle,25,7,0,8,40,0.0,0.24242424242424243
hotpotqa,prefill,v,23,6,bucketmiddle,gate_vs_mse_oracle,22,2,0,9,33,0.0,0.2903225806451613
hotpotqa,prefill,v,23,7,bucketfirst,gate_vs_mse_oracle,15,12,0,2,29,0.0,0.11764705882352941
hotpotqa,prefill,v,23,7,bucketlast,gate_vs_mse_oracle,36,0,0,1,37,,0.02702702702702703
hotpotqa,prefill,v,23,7,bucketmiddle,gate_vs_mse_oracle,29,1,0,0,30,0.0,0.0
hotpotqa,prefill,v,24,0,bucketfirst,gate_vs_mse_oracle,15,14,0,3,32,0.0,0.16666666666666666
hotpotqa,prefill,v,24,0,bucketlast,gate_vs_mse_oracle,27,2,0,4,33,0.0,0.12903225806451613
hotpotqa,prefill,v,24,0,bucketmiddle,gate_vs_mse_oracle,25,1,0,5,31,0.0,0.16666666666666666
hotpotqa,prefill,v,24,1,bucketfirst,gate_vs_mse_oracle,10,17,0,6,33,0.0,0.375
hotpotqa,prefill,v,24,1,bucketlast,gate_vs_mse_oracle,18,1,0,8,27,0.0,0.3076923076923077
hotpotqa,prefill,v,24,1,bucketmiddle,gate_vs_mse_oracle,25,4,1,6,36,0.2,0.1935483870967742
hotpotqa,prefill,v,24,2,bucketfirst,gate_vs_mse_oracle,16,14,0,5,35,0.0,0.23809523809523808
hotpotqa,prefill,v,24,2,bucketlast,gate_vs_mse_oracle,19,5,0,7,31,0.0,0.2692307692307692
hotpotqa,prefill,v,24,2,bucketmiddle,gate_vs_mse_oracle,23,1,0,6,30,0.0,0.20689655172413793
hotpotqa,prefill,v,24,3,bucketfirst,gate_vs_mse_oracle,26,13,0,0,39,0.0,0.0
hotpotqa,prefill,v,24,3,bucketlast,gate_vs_mse_oracle,26,1,0,5,32,0.0,0.16129032258064516
hotpotqa,prefill,v,24,3,bucketmiddle,gate_vs_mse_oracle,23,2,0,0,25,0.0,0.0
hotpotqa,prefill,v,24,4,bucketfirst,gate_vs_mse_oracle,15,18,0,0,33,0.0,0.0
hotpotqa,prefill,v,24,4,bucketlast,gate_vs_mse_oracle,15,5,0,10,30,0.0,0.4
hotpotqa,prefill,v,24,4,bucketmiddle,gate_vs_mse_oracle,14,8,0,11,33,0.0,0.44
hotpotqa,prefill,v,24,5,bucketfirst,gate_vs_mse_oracle,3,15,0,4,22,0.0,0.5714285714285714
hotpotqa,prefill,v,24,5,bucketlast,gate_vs_mse_oracle,22,5,0,12,39,0.0,0.35294117647058826
hotpotqa,prefill,v,24,5,bucketmiddle,gate_vs_mse_oracle,20,5,0,10,35,0.0,0.3333333333333333
hotpotqa,prefill,v,24,6,bucketfirst,gate_vs_mse_oracle,19,12,0,1,32,0.0,0.05
hotpotqa,prefill,v,24,6,bucketlast,gate_vs_mse_oracle,31,1,1,2,35,0.5,0.06060606060606061
hotpotqa,prefill,v,24,6,bucketmiddle,gate_vs_mse_oracle,26,1,1,1,29,0.5,0.037037037037037035
hotpotqa,prefill,v,24,7,bucketfirst,gate_vs_mse_oracle,17,12,0,4,33,0.0,0.19047619047619047
hotpotqa,prefill,v,24,7,bucketlast,gate_vs_mse_oracle,24,2,0,1,27,0.0,0.04
hotpotqa,prefill,v,24,7,bucketmiddle,gate_vs_mse_oracle,34,1,0,1,36,0.0,0.02857142857142857
hotpotqa,prefill,v,25,0,bucketfirst,gate_vs_mse_oracle,13,18,0,1,32,0.0,0.07142857142857142
hotpotqa,prefill,v,25,0,bucketlast,gate_vs_mse_oracle,25,1,0,4,30,0.0,0.13793103448275862
hotpotqa,prefill,v,25,0,bucketmiddle,gate_vs_mse_oracle,31,2,0,1,34,0.0,0.03125
hotpotqa,prefill,v,25,1,bucketfirst,gate_vs_mse_oracle,8,15,0,8,31,0.0,0.5
hotpotqa,prefill,v,25,1,bucketlast,gate_vs_mse_oracle,14,9,0,11,34,0.0,0.44
hotpotqa,prefill,v,25,1,bucketmiddle,gate_vs_mse_oracle,12,10,0,9,31,0.0,0.42857142857142855
hotpotqa,prefill,v,25,2,bucketfirst,gate_vs_mse_oracle,21,16,0,2,39,0.0,0.08695652173913043
hotpotqa,prefill,v,25,2,bucketlast,gate_vs_mse_oracle,23,4,0,4,31,0.0,0.14814814814814814
hotpotqa,prefill,v,25,2,bucketmiddle,gate_vs_mse_oracle,24,0,0,2,26,,0.07692307692307693
hotpotqa,prefill,v,25,3,bucketfirst,gate_vs_mse_oracle,11,14,0,5,30,0.0,0.3125
hotpotqa,prefill,v,25,3,bucketlast,gate_vs_mse_oracle,15,6,0,5,26,0.0,0.25
hotpotqa,prefill,v,25,3,bucketmiddle,gate_vs_mse_oracle,29,6,1,4,40,0.14285714285714285,0.12121212121212122
hotpotqa,prefill,v,25,4,bucketfirst,gate_vs_mse_oracle,21,12,0,1,34,0.0,0.045454545454545456
hotpotqa,prefill,v,25,4,bucketlast,gate_vs_mse_oracle,19,3,0,5,27,0.0,0.20833333333333334
hotpotqa,prefill,v,25,4,bucketmiddle,gate_vs_mse_oracle,29,3,0,3,35,0.0,0.09375
hotpotqa,prefill,v,25,5,bucketfirst,gate_vs_mse_oracle,21,12,0,0,33,0.0,0.0
hotpotqa,prefill,v,25,5,bucketlast,gate_vs_mse_oracle,34,0,0,0,34,,0.0
hotpotqa,prefill,v,25,5,bucketmiddle,gate_vs_mse_oracle,29,0,0,0,29,,0.0
hotpotqa,prefill,v,25,6,bucketfirst,gate_vs_mse_oracle,17,13,0,3,33,0.0,0.15
hotpotqa,prefill,v,25,6,bucketlast,gate_vs_mse_oracle,25,4,0,4,33,0.0,0.13793103448275862
hotpotqa,prefill,v,25,6,bucketmiddle,gate_vs_mse_oracle,23,3,0,4,30,0.0,0.14814814814814814
hotpotqa,prefill,v,25,7,bucketfirst,gate_vs_mse_oracle,17,14,0,2,33,0.0,0.10526315789473684
hotpotqa,prefill,v,25,7,bucketlast,gate_vs_mse_oracle,27,2,0,4,33,0.0,0.12903225806451613
hotpotqa,prefill,v,25,7,bucketmiddle,gate_vs_mse_oracle,28,1,0,1,30,0.0,0.034482758620689655
hotpotqa,prefill,v,26,0,bucketfirst,gate_vs_mse_oracle,20,14,0,1,35,0.0,0.047619047619047616
hotpotqa,prefill,v,26,0,bucketlast,gate_vs_mse_oracle,29,1,0,0,30,0.0,0.0
hotpotqa,prefill,v,26,0,bucketmiddle,gate_vs_mse_oracle,31,0,0,0,31,,0.0
hotpotqa,prefill,v,26,1,bucketfirst,gate_vs_mse_oracle,14,14,0,1,29,0.0,0.06666666666666667
hotpotqa,prefill,v,26,1,bucketlast,gate_vs_mse_oracle,21,5,0,6,32,0.0,0.2222222222222222
hotpotqa,prefill,v,26,1,bucketmiddle,gate_vs_mse_oracle,26,2,0,7,35,0.0,0.21212121212121213
hotpotqa,prefill,v,26,2,bucketfirst,gate_vs_mse_oracle,18,14,0,1,33,0.0,0.05263157894736842
hotpotqa,prefill,v,26,2,bucketlast,gate_vs_mse_oracle,22,1,0,2,25,0.0,0.08333333333333333
hotpotqa,prefill,v,26,2,bucketmiddle,gate_vs_mse_oracle,31,1,0,6,38,0.0,0.16216216216216217
hotpotqa,prefill,v,26,3,bucketfirst,gate_vs_mse_oracle,17,15,0,4,36,0.0,0.19047619047619047
hotpotqa,prefill,v,26,3,bucketlast,gate_vs_mse_oracle,21,4,0,4,29,0.0,0.16
hotpotqa,prefill,v,26,3,bucketmiddle,gate_vs_mse_oracle,27,4,0,0,31,0.0,0.0
hotpotqa,prefill,v,26,4,bucketfirst,gate_vs_mse_oracle,16,17,0,1,34,0.0,0.058823529411764705
hotpotqa,prefill,v,26,4,bucketlast,gate_vs_mse_oracle,21,2,0,3,26,0.0,0.125
hotpotqa,prefill,v,26,4,bucketmiddle,gate_vs_mse_oracle,27,6,0,3,36,0.0,0.1
hotpotqa,prefill,v,26,5,bucketfirst,gate_vs_mse_oracle,12,14,0,5,31,0.0,0.29411764705882354
hotpotqa,prefill,v,26,5,bucketlast,gate_vs_mse_oracle,26,9,0,4,39,0.0,0.13333333333333333
hotpotqa,prefill,v,26,5,bucketmiddle,gate_vs_mse_oracle,19,1,0,6,26,0.0,0.24
hotpotqa,prefill,v,26,6,bucketfirst,gate_vs_mse_oracle,12,14,0,3,29,0.0,0.2
hotpotqa,prefill,v,26,6,bucketlast,gate_vs_mse_oracle,23,5,0,6,34,0.0,0.20689655172413793
hotpotqa,prefill,v,26,6,bucketmiddle,gate_vs_mse_oracle,27,2,0,4,33,0.0,0.12903225806451613
hotpotqa,prefill,v,26,7,bucketfirst,gate_vs_mse_oracle,6,21,0,4,31,0.0,0.4
hotpotqa,prefill,v,26,7,bucketlast,gate_vs_mse_oracle,17,4,0,8,29,0.0,0.32
hotpotqa,prefill,v,26,7,bucketmiddle,gate_vs_mse_oracle,20,9,0,7,36,0.0,0.25925925925925924
hotpotqa,prefill,v,27,0,bucketfirst,gate_vs_mse_oracle,10,19,0,5,34,0.0,0.3333333333333333
hotpotqa,prefill,v,27,0,bucketlast,gate_vs_mse_oracle,14,8,0,8,30,0.0,0.36363636363636365
hotpotqa,prefill,v,27,0,bucketmiddle,gate_vs_mse_oracle,17,5,0,10,32,0.0,0.37037037037037035
hotpotqa,prefill,v,27,1,bucketfirst,gate_vs_mse_oracle,13,15,0,2,30,0.0,0.13333333333333333
hotpotqa,prefill,v,27,1,bucketlast,gate_vs_mse_oracle,21,6,0,8,35,0.0,0.27586206896551724
hotpotqa,prefill,v,27,1,bucketmiddle,gate_vs_mse_oracle,20,3,0,8,31,0.0,0.2857142857142857
hotpotqa,prefill,v,27,2,bucketfirst,gate_vs_mse_oracle,17,14,0,0,31,0.0,0.0
hotpotqa,prefill,v,27,2,bucketlast,gate_vs_mse_oracle,21,1,0,7,29,0.0,0.25
hotpotqa,prefill,v,27,2,bucketmiddle,gate_vs_mse_oracle,30,4,0,2,36,0.0,0.0625
hotpotqa,prefill,v,27,3,bucketfirst,gate_vs_mse_oracle,18,12,0,1,31,0.0,0.05263157894736842
hotpotqa,prefill,v,27,3,bucketlast,gate_vs_mse_oracle,29,1,1,0,31,0.5,0.0
hotpotqa,prefill,v,27,3,bucketmiddle,gate_vs_mse_oracle,33,1,0,0,34,0.0,0.0
hotpotqa,prefill,v,27,4,bucketfirst,gate_vs_mse_oracle,15,12,0,2,29,0.0,0.11764705882352941
hotpotqa,prefill,v,27,4,bucketlast,gate_vs_mse_oracle,18,7,0,7,32,0.0,0.28
hotpotqa,prefill,v,27,4,bucketmiddle,gate_vs_mse_oracle,30,2,0,3,35,0.0,0.09090909090909091
hotpotqa,prefill,v,27,5,bucketfirst,gate_vs_mse_oracle,9,14,0,9,32,0.0,0.5
hotpotqa,prefill,v,27,5,bucketlast,gate_vs_mse_oracle,18,4,0,9,31,0.0,0.3333333333333333
hotpotqa,prefill,v,27,5,bucketmiddle,gate_vs_mse_oracle,12,12,1,8,33,0.07692307692307693,0.4
hotpotqa,prefill,v,27,6,bucketfirst,gate_vs_mse_oracle,18,13,0,4,35,0.0,0.18181818181818182
hotpotqa,prefill,v,27,6,bucketlast,gate_vs_mse_oracle,21,2,0,3,26,0.0,0.125
hotpotqa,prefill,v,27,6,bucketmiddle,gate_vs_mse_oracle,28,4,0,3,35,0.0,0.0967741935483871
hotpotqa,prefill,v,27,7,bucketfirst,gate_vs_mse_oracle,12,12,0,0,24,0.0,0.0
hotpotqa,prefill,v,27,7,bucketlast,gate_vs_mse_oracle,38,1,0,0,39,0.0,0.0
hotpotqa,prefill,v,27,7,bucketmiddle,gate_vs_mse_oracle,33,0,0,0,33,,0.0
hotpotqa,prefill,v,28,0,bucketfirst,gate_vs_mse_oracle,13,16,0,6,35,0.0,0.3157894736842105
hotpotqa,prefill,v,28,0,bucketlast,gate_vs_mse_oracle,16,3,0,7,26,0.0,0.30434782608695654
hotpotqa,prefill,v,28,0,bucketmiddle,gate_vs_mse_oracle,23,5,0,7,35,0.0,0.23333333333333334
hotpotqa,prefill,v,28,1,bucketfirst,gate_vs_mse_oracle,14,13,0,2,29,0.0,0.125
hotpotqa,prefill,v,28,1,bucketlast,gate_vs_mse_oracle,30,2,0,1,33,0.0,0.03225806451612903
hotpotqa,prefill,v,28,1,bucketmiddle,gate_vs_mse_oracle,29,2,0,3,34,0.0,0.09375
hotpotqa,prefill,v,28,2,bucketfirst,gate_vs_mse_oracle,18,14,0,2,34,0.0,0.1
hotpotqa,prefill,v,28,2,bucketlast,gate_vs_mse_oracle,22,5,0,3,30,0.0,0.12
hotpotqa,prefill,v,28,2,bucketmiddle,gate_vs_mse_oracle,25,5,0,2,32,0.0,0.07407407407407407
hotpotqa,prefill,v,28,3,bucketfirst,gate_vs_mse_oracle,12,12,0,5,29,0.0,0.29411764705882354
hotpotqa,prefill,v,28,3,bucketlast,gate_vs_mse_oracle,31,2,0,7,40,0.0,0.18421052631578946
hotpotqa,prefill,v,28,3,bucketmiddle,gate_vs_mse_oracle,26,0,0,1,27,,0.037037037037037035
hotpotqa,prefill,v,28,4,bucketfirst,gate_vs_mse_oracle,15,12,0,6,33,0.0,0.2857142857142857
hotpotqa,prefill,v,28,4,bucketlast,gate_vs_mse_oracle,17,5,0,7,29,0.0,0.2916666666666667
hotpotqa,prefill,v,28,4,bucketmiddle,gate_vs_mse_oracle,22,6,0,6,34,0.0,0.21428571428571427
hotpotqa,prefill,v,28,5,bucketfirst,gate_vs_mse_oracle,14,14,0,0,28,0.0,0.0
hotpotqa,prefill,v,28,5,bucketlast,gate_vs_mse_oracle,22,5,0,4,31,0.0,0.15384615384615385
hotpotqa,prefill,v,28,5,bucketmiddle,gate_vs_mse_oracle,26,5,0,6,37,0.0,0.1875
hotpotqa,prefill,v,28,6,bucketfirst,gate_vs_mse_oracle,16,13,0,0,29,0.0,0.0
hotpotqa,prefill,v,28,6,bucketlast,gate_vs_mse_oracle,32,0,0,0,32,,0.0
hotpotqa,prefill,v,28,6,bucketmiddle,gate_vs_mse_oracle,29,3,0,3,35,0.0,0.09375
hotpotqa,prefill,v,28,7,bucketfirst,gate_vs_mse_oracle,13,13,0,6,32,0.0,0.3157894736842105
hotpotqa,prefill,v,28,7,bucketlast,gate_vs_mse_oracle,24,3,0,7,34,0.0,0.22580645161290322
hotpotqa,prefill,v,28,7,bucketmiddle,gate_vs_mse_oracle,20,2,0,8,30,0.0,0.2857142857142857
hotpotqa,prefill,v,29,0,bucketfirst,gate_vs_mse_oracle,9,15,0,2,26,0.0,0.18181818181818182
hotpotqa,prefill,v,29,0,bucketlast,gate_vs_mse_oracle,18,4,0,12,34,0.0,0.4
hotpotqa,prefill,v,29,0,bucketmiddle,gate_vs_mse_oracle,22,5,0,9,36,0.0,0.2903225806451613
hotpotqa,prefill,v,29,1,bucketfirst,gate_vs_mse_oracle,12,14,0,5,31,0.0,0.29411764705882354
hotpotqa,prefill,v,29,1,bucketlast,gate_vs_mse_oracle,13,5,0,12,30,0.0,0.48
hotpotqa,prefill,v,29,1,bucketmiddle,gate_vs_mse_oracle,31,1,0,3,35,0.0,0.08823529411764706
hotpotqa,prefill,v,29,2,bucketfirst,gate_vs_mse_oracle,13,15,0,8,36,0.0,0.38095238095238093
hotpotqa,prefill,v,29,2,bucketlast,gate_vs_mse_oracle,20,7,0,5,32,0.0,0.2
hotpotqa,prefill,v,29,2,bucketmiddle,gate_vs_mse_oracle,23,4,0,1,28,0.0,0.041666666666666664
hotpotqa,prefill,v,29,3,bucketfirst,gate_vs_mse_oracle,22,13,0,0,35,0.0,0.0
hotpotqa,prefill,v,29,3,bucketlast,gate_vs_mse_oracle,25,4,0,4,33,0.0,0.13793103448275862
hotpotqa,prefill,v,29,3,bucketmiddle,gate_vs_mse_oracle,27,0,0,1,28,,0.03571428571428571
hotpotqa,prefill,v,29,4,bucketfirst,gate_vs_mse_oracle,22,13,0,0,35,0.0,0.0
hotpotqa,prefill,v,29,4,bucketlast,gate_vs_mse_oracle,26,1,0,2,29,0.0,0.07142857142857142
hotpotqa,prefill,v,29,4,bucketmiddle,gate_vs_mse_oracle,31,1,0,0,32,0.0,0.0
hotpotqa,prefill,v,29,5,bucketfirst,gate_vs_mse_oracle,15,14,0,2,31,0.0,0.11764705882352941
hotpotqa,prefill,v,29,5,bucketlast,gate_vs_mse_oracle,33,3,0,3,39,0.0,0.08333333333333333
hotpotqa,prefill,v,29,5,bucketmiddle,gate_vs_mse_oracle,19,1,0,6,26,0.0,0.24
hotpotqa,prefill,v,29,6,bucketfirst,gate_vs_mse_oracle,15,12,0,0,27,0.0,0.0
hotpotqa,prefill,v,29,6,bucketlast,gate_vs_mse_oracle,37,0,0,0,37,,0.0
hotpotqa,prefill,v,29,6,bucketmiddle,gate_vs_mse_oracle,32,0,0,0,32,,0.0
hotpotqa,prefill,v,29,7,bucketfirst,gate_vs_mse_oracle,18,13,0,3,34,0.0,0.14285714285714285
hotpotqa,prefill,v,29,7,bucketlast,gate_vs_mse_oracle,26,4,0,5,35,0.0,0.16129032258064516
hotpotqa,prefill,v,29,7,bucketmiddle,gate_vs_mse_oracle,25,0,0,2,27,,0.07407407407407407
hotpotqa,prefill,v,30,0,bucketfirst,gate_vs_mse_oracle,12,19,0,3,34,0.0,0.2
hotpotqa,prefill,v,30,0,bucketlast,gate_vs_mse_oracle,20,2,0,14,36,0.0,0.4117647058823529
hotpotqa,prefill,v,30,0,bucketmiddle,gate_vs_mse_oracle,19,0,0,7,26,,0.2692307692307692
hotpotqa,prefill,v,30,1,bucketfirst,gate_vs_mse_oracle,12,13,0,0,25,0.0,0.0
hotpotqa,prefill,v,30,1,bucketlast,gate_vs_mse_oracle,30,0,0,3,33,,0.09090909090909091
hotpotqa,prefill,v,30,1,bucketmiddle,gate_vs_mse_oracle,35,0,0,3,38,,0.07894736842105263
hotpotqa,prefill,v,30,2,bucketfirst,gate_vs_mse_oracle,14,15,0,0,29,0.0,0.0
hotpotqa,prefill,v,30,2,bucketlast,gate_vs_mse_oracle,28,0,0,5,33,,0.15151515151515152
hotpotqa,prefill,v,30,2,bucketmiddle,gate_vs_mse_oracle,27,3,0,4,34,0.0,0.12903225806451613
hotpotqa,prefill,v,30,3,bucketfirst,gate_vs_mse_oracle,9,15,0,10,34,0.0,0.5263157894736842
hotpotqa,prefill,v,30,3,bucketlast,gate_vs_mse_oracle,23,5,0,6,34,0.0,0.20689655172413793
hotpotqa,prefill,v,30,3,bucketmiddle,gate_vs_mse_oracle,15,5,0,8,28,0.0,0.34782608695652173
hotpotqa,prefill,v,30,4,bucketfirst,gate_vs_mse_oracle,16,13,0,1,30,0.0,0.058823529411764705
hotpotqa,prefill,v,30,4,bucketlast,gate_vs_mse_oracle,26,3,0,2,31,0.0,0.07142857142857142
hotpotqa,prefill,v,30,4,bucketmiddle,gate_vs_mse_oracle,31,2,0,2,35,0.0,0.06060606060606061
hotpotqa,prefill,v,30,5,bucketfirst,gate_vs_mse_oracle,16,17,0,3,36,0.0,0.15789473684210525
hotpotqa,prefill,v,30,5,bucketlast,gate_vs_mse_oracle,28,3,1,2,34,0.25,0.06666666666666667
hotpotqa,prefill,v,30,5,bucketmiddle,gate_vs_mse_oracle,19,4,0,3,26,0.0,0.13636363636363635
hotpotqa,prefill,v,30,6,bucketfirst,gate_vs_mse_oracle,14,14,0,5,33,0.0,0.2631578947368421
hotpotqa,prefill,v,30,6,bucketlast,gate_vs_mse_oracle,19,6,0,3,28,0.0,0.13636363636363635
hotpotqa,prefill,v,30,6,bucketmiddle,gate_vs_mse_oracle,24,3,0,8,35,0.0,0.25
hotpotqa,prefill,v,30,7,bucketfirst,gate_vs_mse_oracle,11,16,0,9,36,0.0,0.45
hotpotqa,prefill,v,30,7,bucketlast,gate_vs_mse_oracle,14,6,0,7,27,0.0,0.3333333333333333
hotpotqa,prefill,v,30,7,bucketmiddle,gate_vs_mse_oracle,15,7,0,11,33,0.0,0.4230769230769231
hotpotqa,prefill,v,31,0,bucketfirst,gate_vs_mse_oracle,18,13,0,1,32,0.0,0.05263157894736842
hotpotqa,prefill,v,31,0,bucketlast,gate_vs_mse_oracle,28,2,0,6,36,0.0,0.17647058823529413
hotpotqa,prefill,v,31,0,bucketmiddle,gate_vs_mse_oracle,17,1,0,10,28,0.0,0.37037037037037035
hotpotqa,prefill,v,31,1,bucketfirst,gate_vs_mse_oracle,21,13,0,0,34,0.0,0.0
hotpotqa,prefill,v,31,1,bucketlast,gate_vs_mse_oracle,22,1,0,1,24,0.0,0.043478260869565216
hotpotqa,prefill,v,31,1,bucketmiddle,gate_vs_mse_oracle,38,0,0,0,38,,0.0
