task,phase,kv_type,layer,kv_head,bucket,metric,count,mean,min,max,std
dureader,prefill,v,25,0,bucketmiddle,relative_candidate_benefit,36,0.45782349960005203,0.008769496998023379,0.8729290041000938,0.22264151017861786
dureader,prefill,v,25,1,bucketfirst,relative_candidate_benefit,31,-19.499576017071735,-100.84936797089352,0.9184444689059519,28.082523922004285
dureader,prefill,v,25,1,bucketlast,relative_candidate_benefit,30,0.14217972840694415,-0.2186641845077296,0.638978505818187,0.18896981614202002
dureader,prefill,v,25,1,bucketmiddle,relative_candidate_benefit,35,0.13430610735150142,-0.1647308698751447,0.5476521358698448,0.17540059779659029
dureader,prefill,v,25,2,bucketfirst,relative_candidate_benefit,29,-20.229700551697192,-70.95859592392033,0.7058787840175172,26.100948625205106
dureader,prefill,v,25,2,bucketlast,relative_candidate_benefit,34,0.44946659419247076,0.04874909772846445,0.8285129460307942,0.20481808084031494
dureader,prefill,v,25,2,bucketmiddle,relative_candidate_benefit,33,0.4403128871780457,-0.018483120309641225,0.8290110991475992,0.2565762110982074
dureader,prefill,v,25,3,bucketfirst,relative_candidate_benefit,35,-14.308612797677716,-121.69758234396996,0.9199680693157816,25.46596511172582
dureader,prefill,v,25,3,bucketlast,relative_candidate_benefit,35,0.13254718341626578,-0.5757024989738885,0.7807997233117216,0.28112810074797623
dureader,prefill,v,25,3,bucketmiddle,relative_candidate_benefit,26,0.18801646443273826,-0.23503809206899492,0.680600699963644,0.192761510755392
dureader,prefill,v,25,4,bucketfirst,relative_candidate_benefit,28,-4.585335514076526,-39.23109370944026,0.6937145343082615,8.138041088241454
dureader,prefill,v,25,4,bucketlast,relative_candidate_benefit,34,0.34003385840960854,-0.6440227212378846,0.7509211410837581,0.2796521919867544
dureader,prefill,v,25,4,bucketmiddle,relative_candidate_benefit,34,0.3573223646252418,-0.25766148157890484,0.8062216815823469,0.250808212579805
dureader,prefill,v,25,5,bucketfirst,relative_candidate_benefit,31,-3.8058465258327776,-38.63360142918291,0.8894519976813354,8.216630665283502
dureader,prefill,v,25,5,bucketlast,relative_candidate_benefit,37,0.7940261380477406,0.5438896193074833,0.9272039608169386,0.08307541351946761
dureader,prefill,v,25,5,bucketmiddle,relative_candidate_benefit,28,0.8003081677635161,0.5582133752592893,0.9478911934458876,0.10149615728753396
dureader,prefill,v,25,6,bucketfirst,relative_candidate_benefit,36,-18.36288256539934,-129.51502453933168,0.8585557264099224,30.175051021778664
dureader,prefill,v,25,6,bucketlast,relative_candidate_benefit,35,0.490986468861621,-0.07244308953525865,0.7785988010909096,0.23209164777720634
dureader,prefill,v,25,6,bucketmiddle,relative_candidate_benefit,25,0.43153519746375407,0.13585196857927628,0.840017707371622,0.19833925454868606
dureader,prefill,v,25,7,bucketfirst,relative_candidate_benefit,34,-14.340208160408539,-60.194207029671425,0.8674480514948637,21.156028356074735
dureader,prefill,v,25,7,bucketlast,relative_candidate_benefit,27,0.47429210885240347,-0.010093285437020798,0.865521347682649,0.20473659075581113
dureader,prefill,v,25,7,bucketmiddle,relative_candidate_benefit,35,0.5401361338015809,0.21386341583311275,0.8194576375451615,0.18052978207186546
dureader,prefill,v,26,0,bucketfirst,relative_candidate_benefit,32,-5.512584029742356,-34.05634407544474,0.925423281546113,8.879738559582522
dureader,prefill,v,26,0,bucketlast,relative_candidate_benefit,30,0.7699762195188664,0.4064408570324803,0.9417606329982989,0.127086839025922
dureader,prefill,v,26,0,bucketmiddle,relative_candidate_benefit,34,0.7128458859789301,0.21949672492807695,0.9436746955801907,0.17320498986695637
dureader,prefill,v,26,1,bucketfirst,relative_candidate_benefit,31,-9.326828211532112,-51.45501126388685,0.7799298608939681,13.94545640083389
dureader,prefill,v,26,1,bucketlast,relative_candidate_benefit,31,0.54114166551784,-0.29487689147633483,0.9257741614838998,0.2265633662778536
dureader,prefill,v,26,1,bucketmiddle,relative_candidate_benefit,34,0.5066057216990696,0.010173886668461165,0.8734556360141449,0.2061372770781307
dureader,prefill,v,26,2,bucketfirst,relative_candidate_benefit,35,0.04875338878844777,-2.1494185788284232,0.9343106546132245,0.9078783468384003
dureader,prefill,v,26,2,bucketlast,relative_candidate_benefit,30,0.6350285356794255,-0.003726388797003171,0.8711264549819839,0.2176929697831501
dureader,prefill,v,26,2,bucketmiddle,relative_candidate_benefit,31,0.652546377553001,0.1269633157619598,0.8932548909215082,0.1931472441096841
dureader,prefill,v,26,3,bucketfirst,relative_candidate_benefit,32,-61.97708586655913,-283.6050484508096,0.8599455201553018,91.95183139860238
dureader,prefill,v,26,3,bucketlast,relative_candidate_benefit,29,0.36941263067579394,-0.03952000636801955,0.8694286839714321,0.24001540351862952
dureader,prefill,v,26,3,bucketmiddle,relative_candidate_benefit,35,0.2947328880019416,-0.18243002377742754,0.8319423148629839,0.21840410480551442
dureader,prefill,v,26,4,bucketfirst,relative_candidate_benefit,34,-13.51794314782267,-70.68958874545123,0.6694785323633262,22.011600236185718
dureader,prefill,v,26,4,bucketlast,relative_candidate_benefit,34,0.45778321221872775,-0.49214204860253863,0.8850863489057486,0.2808609445917953
dureader,prefill,v,26,4,bucketmiddle,relative_candidate_benefit,28,0.4476711572427342,-0.1100895038066098,0.8476438179186319,0.2496866623074492
dureader,prefill,v,26,5,bucketfirst,relative_candidate_benefit,30,-0.22079031217589168,-2.690665294172264,0.6984933191501941,0.8022982586784284
dureader,prefill,v,26,5,bucketlast,relative_candidate_benefit,37,0.31382617127584217,-0.4422466520249095,0.7701552413562396,0.29918296892591273
dureader,prefill,v,26,5,bucketmiddle,relative_candidate_benefit,29,0.32446224682351377,-0.18990862912470072,0.6979497570970681,0.19814839064732406
dureader,prefill,v,26,6,bucketfirst,relative_candidate_benefit,37,-7.024077433959437,-53.67414550420972,0.7856870716839879,12.368169447568366
dureader,prefill,v,26,6,bucketlast,relative_candidate_benefit,24,0.36463782558954555,0.07167156899345854,0.8370393938560039,0.20885859716158628
dureader,prefill,v,26,6,bucketmiddle,relative_candidate_benefit,35,0.29701237444482853,-0.4656428036494951,0.8131976962088318,0.32697887348924
dureader,prefill,v,26,7,bucketfirst,relative_candidate_benefit,35,-12.461537810860852,-110.15276039721152,0.5590962079206797,22.031140347302756
dureader,prefill,v,26,7,bucketlast,relative_candidate_benefit,26,0.1358439060930066,-0.15051738839148857,0.5000935688022802,0.185970131120454
dureader,prefill,v,26,7,bucketmiddle,relative_candidate_benefit,35,0.16179364572121746,-0.4024294530492076,0.8293637682250563,0.24233922560333768
dureader,prefill,v,27,0,bucketfirst,relative_candidate_benefit,32,-29.78024729353821,-186.32881597133488,0.5115328457104017,44.167782133710176
dureader,prefill,v,27,0,bucketlast,relative_candidate_benefit,36,0.2776347688729408,-0.02638567578410908,0.7273415617596375,0.15683690872498535
dureader,prefill,v,27,0,bucketmiddle,relative_candidate_benefit,28,0.16206481410553852,-0.3884077172284962,0.6469513125244822,0.24085491473510623
dureader,prefill,v,27,1,bucketfirst,relative_candidate_benefit,32,-7.8241849656651965,-53.82753444191402,0.9612467308758778,12.444498335978096
dureader,prefill,v,27,1,bucketlast,relative_candidate_benefit,28,0.27147108750837884,-0.4788613277633913,0.9442604124899779,0.34479784378860745
dureader,prefill,v,27,1,bucketmiddle,relative_candidate_benefit,36,0.2796328302570606,-0.3110530540338504,0.8147233063226704,0.2321835758046784
dureader,prefill,v,27,2,bucketfirst,relative_candidate_benefit,29,-5.352424689239084,-18.000306251711674,0.7769313828569501,7.104830691331679
dureader,prefill,v,27,2,bucketlast,relative_candidate_benefit,33,0.4064937314496218,-0.32447298224580284,0.834685613471562,0.2697423439900625
dureader,prefill,v,27,2,bucketmiddle,relative_candidate_benefit,34,0.44131667285026566,-0.24731068373319526,0.7731124567591068,0.23541677145561285
dureader,prefill,v,27,3,bucketfirst,relative_candidate_benefit,35,-5.074738060817772,-31.483704144549915,0.7728515427171124,8.661505144419861
dureader,prefill,v,27,3,bucketlast,relative_candidate_benefit,29,0.49032572856060647,-0.008537331805190198,0.6866538817817762,0.15897583447966762
dureader,prefill,v,27,3,bucketmiddle,relative_candidate_benefit,32,0.5140437647736242,0.1005934237193811,0.8829933707137642,0.1882311051175253
dureader,prefill,v,27,4,bucketfirst,relative_candidate_benefit,31,-4.910572093082294,-55.10642672726537,0.9017089857009274,10.527816740647355
dureader,prefill,v,27,4,bucketlast,relative_candidate_benefit,35,0.47453548216152586,-0.4216053814144381,0.9230045357037966,0.35097541846840324
dureader,prefill,v,27,4,bucketmiddle,relative_candidate_benefit,30,0.6199903197362969,-0.13931916765155594,0.9217358415738848,0.2438226774729482
dureader,prefill,v,27,5,bucketfirst,relative_candidate_benefit,30,-8.981603230447064,-36.03884166146635,0.7563158895127398,12.258676160661397
dureader,prefill,v,27,5,bucketlast,relative_candidate_benefit,37,0.14783897492011255,-0.32377128361915986,0.8633718714684465,0.2245793100455029
dureader,prefill,v,27,5,bucketmiddle,relative_candidate_benefit,29,0.21345981621053609,-0.19440601687006034,0.9588885580668163,0.2191304812524972
dureader,prefill,v,27,6,bucketfirst,relative_candidate_benefit,29,-7.116934567089374,-24.925384568532913,0.905135865095368,9.51907809297158
dureader,prefill,v,27,6,bucketlast,relative_candidate_benefit,37,0.4584155169725374,-0.1101919453911376,0.8978550100387921,0.27899603649424415
dureader,prefill,v,27,6,bucketmiddle,relative_candidate_benefit,30,0.3843557942055162,-0.2974346741609136,0.9148705496234271,0.3411889692348079
dureader,prefill,v,27,7,bucketfirst,relative_candidate_benefit,36,-12.115293178492216,-175.6507603272647,0.9343098428344384,30.274787031802834
dureader,prefill,v,27,7,bucketlast,relative_candidate_benefit,35,0.7656085982530308,0.2929399358596976,0.9134074102017337,0.12267218353189209
dureader,prefill,v,27,7,bucketmiddle,relative_candidate_benefit,25,0.7446574534527483,0.11760220273939566,0.9272613742898346,0.18744058206614017
dureader,prefill,v,28,0,bucketfirst,relative_candidate_benefit,28,-1.224643512404201,-12.068563422308278,0.5459924202221924,2.4859882456968387
dureader,prefill,v,28,0,bucketlast,relative_candidate_benefit,39,0.32507219117008684,-0.18795844811076154,0.8325235713823345,0.2445232927338241
dureader,prefill,v,28,0,bucketmiddle,relative_candidate_benefit,29,0.2780223819345099,-0.367367693074961,0.7839544221275975,0.26903893779592875
dureader,prefill,v,28,1,bucketfirst,relative_candidate_benefit,33,-17.899571434340544,-73.29182339670075,0.8175462986326126,25.062476326597977
dureader,prefill,v,28,1,bucketlast,relative_candidate_benefit,33,0.3779029543866419,-0.0005597881258898159,0.773914918026903,0.19518820648744437
dureader,prefill,v,28,1,bucketmiddle,relative_candidate_benefit,30,0.40940743622689274,-0.08818455286257237,0.7356915876726634,0.22607855815812217
dureader,prefill,v,28,2,bucketfirst,relative_candidate_benefit,37,-0.21337924013927756,-2.6575652998035446,0.8575630356294507,0.8452652471637544
dureader,prefill,v,28,2,bucketlast,relative_candidate_benefit,25,0.5379909720421481,-0.3480449197791627,0.9480659878002851,0.29441553643402496
dureader,prefill,v,28,2,bucketmiddle,relative_candidate_benefit,34,0.4182739253617612,-0.13169066600212428,0.945694577135376,0.27715525846327715
dureader,prefill,v,28,3,bucketfirst,relative_candidate_benefit,37,-7.420172425323526,-35.496882462679665,0.9043187372963363,11.77872105055225
dureader,prefill,v,28,3,bucketlast,relative_candidate_benefit,35,0.1444435108517017,-0.5494562644135943,0.7384169525267045,0.2682807863785649
dureader,prefill,v,28,3,bucketmiddle,relative_candidate_benefit,24,0.26904524219992876,-0.04505141403421168,0.7751446308870295,0.2514174384787591
dureader,prefill,v,28,4,bucketfirst,relative_candidate_benefit,30,-12.104181567013663,-147.11846082924944,0.6821225902044834,27.003174266071564
dureader,prefill,v,28,4,bucketlast,relative_candidate_benefit,29,0.36866159660768005,-0.2369257217009252,0.7069807409862819,0.22173789979750258
dureader,prefill,v,28,4,bucketmiddle,relative_candidate_benefit,37,0.35351530908592793,-0.17349717230781886,0.8738514896338836,0.2509622825591634
dureader,prefill,v,28,5,bucketfirst,relative_candidate_benefit,27,-1.820719680748984,-6.391902645651438,0.7269504059416794,2.490538523178664
dureader,prefill,v,28,5,bucketlast,relative_candidate_benefit,40,0.2754384144407321,-0.6742610003301205,0.6830182718413325,0.27108421200499333
dureader,prefill,v,28,5,bucketmiddle,relative_candidate_benefit,29,0.2837552419972371,-0.3935951330964445,0.7527051577938498,0.26126202895023254
dureader,prefill,v,28,6,bucketfirst,relative_candidate_benefit,35,-2.7096197844021868,-16.02122949465237,0.776159898924523,4.726456533591416
dureader,prefill,v,28,6,bucketlast,relative_candidate_benefit,36,0.49427623077172533,-0.12802720711756926,0.828094139200538,0.2643870266090111
dureader,prefill,v,28,6,bucketmiddle,relative_candidate_benefit,25,0.3637104092957867,-0.2918199004748053,0.8783439585789954,0.3056929947001648
dureader,prefill,v,28,7,bucketfirst,relative_candidate_benefit,34,-1.3254812655635113,-22.178190605250443,0.6622486972579984,3.9376914029142838
dureader,prefill,v,28,7,bucketlast,relative_candidate_benefit,31,0.32091887592044654,-0.027648732649420953,0.7893776128061282,0.20398771447018912
dureader,prefill,v,28,7,bucketmiddle,relative_candidate_benefit,31,0.2309509909109425,-0.19678545684931542,0.5645432418436344,0.1665557887868883
dureader,prefill,v,29,0,bucketfirst,relative_candidate_benefit,36,-18.164602951361744,-180.71158615526468,0.6864985423347642,35.28384007688483
dureader,prefill,v,29,0,bucketlast,relative_candidate_benefit,29,0.244877214774906,-0.40845195857014666,0.5991196618035616,0.25503898644302525
dureader,prefill,v,29,0,bucketmiddle,relative_candidate_benefit,31,0.27855120218433754,-0.1230775067748977,0.7152667329983714,0.20956275133869262
dureader,prefill,v,29,1,bucketfirst,relative_candidate_benefit,29,-31.399523946278435,-234.08703029010584,0.8611142151741904,50.445921925149
dureader,prefill,v,29,1,bucketlast,relative_candidate_benefit,29,0.6596532958736423,0.20224416453802807,0.867205562720935,0.17669944064528562
dureader,prefill,v,29,1,bucketmiddle,relative_candidate_benefit,38,0.6241382386190526,0.02986564761865787,0.8974238563620663,0.20526928409713618
dureader,prefill,v,29,2,bucketfirst,relative_candidate_benefit,33,-5.578982525339893,-70.44831153753908,0.8042937444810174,12.749164177759514
dureader,prefill,v,29,2,bucketlast,relative_candidate_benefit,30,0.3551936891097176,-0.07490545280272917,0.7627210105227344,0.22176631567200997
dureader,prefill,v,29,2,bucketmiddle,relative_candidate_benefit,33,0.31033858660420166,-0.22508047932211514,0.7156519941316167,0.26595837801911976
dureader,prefill,v,29,3,bucketfirst,relative_candidate_benefit,30,-14.001703453249268,-126.51865647184836,0.6732846250872984,25.25235679551687
dureader,prefill,v,29,3,bucketlast,relative_candidate_benefit,31,0.3518776908978504,-0.4031434516843877,0.6714420296744172,0.23293230600247083
dureader,prefill,v,29,3,bucketmiddle,relative_candidate_benefit,35,0.377870882040363,-0.11845492316295055,0.7917047472734734,0.2089322903067269
dureader,prefill,v,29,4,bucketfirst,relative_candidate_benefit,31,-15.598451259762165,-84.81345166843657,0.9586903262412954,22.517326816509797
dureader,prefill,v,29,4,bucketlast,relative_candidate_benefit,30,0.7402411546557648,0.20929347122839287,0.9458653224218819,0.171965222193518
dureader,prefill,v,29,4,bucketmiddle,relative_candidate_benefit,35,0.7226677945643667,0.3334997439932363,0.9438454985318459,0.18071361041833695
dureader,prefill,v,29,5,bucketfirst,relative_candidate_benefit,33,-0.7590449253635358,-10.965010767134338,0.9146668355818898,2.1988231408452665
dureader,prefill,v,29,5,bucketlast,relative_candidate_benefit,29,0.3603324019175266,-0.3207150694747732,0.9223127926953133,0.30536088319971516
dureader,prefill,v,29,5,bucketmiddle,relative_candidate_benefit,34,0.34548797588935753,-0.0868484739941114,0.8735978279835237,0.24825218411777095
dureader,prefill,v,29,6,bucketfirst,relative_candidate_benefit,35,-1.145521083493962,-8.563167400905918,0.9605323325712731,2.8967632386235094
dureader,prefill,v,29,6,bucketlast,relative_candidate_benefit,33,0.8908470913915572,0.6925755167203933,0.9777829377581594,0.06659453301501013
dureader,prefill,v,29,6,bucketmiddle,relative_candidate_benefit,28,0.8690837165060478,0.6365326162077951,0.9700891276292433,0.07649942841330575
dureader,prefill,v,29,7,bucketfirst,relative_candidate_benefit,36,-0.7735328599513732,-8.487485776532647,0.8697471491936416,2.0705711832164653
dureader,prefill,v,29,7,bucketlast,relative_candidate_benefit,29,0.48113431739934814,-0.19711106566940564,0.8180744616799649,0.25957780360060023
dureader,prefill,v,29,7,bucketmiddle,relative_candidate_benefit,31,0.4629009060985991,-0.11914215723017446,0.9033431105028352,0.27221015586165914
dureader,prefill,v,30,0,bucketfirst,relative_candidate_benefit,30,-4.530925479303671,-77.39829178080112,0.5200130403627496,13.853093125576176
dureader,prefill,v,30,0,bucketlast,relative_candidate_benefit,32,0.21125317330592197,-0.18704713320618896,0.6738125596911733,0.19534135943068695
dureader,prefill,v,30,0,bucketmiddle,relative_candidate_benefit,34,0.17639897604211438,-0.9177638295663948,0.6495463795602864,0.2998293011512838
dureader,prefill,v,30,1,bucketfirst,relative_candidate_benefit,31,0.05368010021143059,-1.6096007195119695,0.8335264971996431,0.7217932986105127
dureader,prefill,v,30,1,bucketlast,relative_candidate_benefit,34,0.48447115518890094,-0.41084493142694334,0.7457070970184436,0.22658994754655326
dureader,prefill,v,30,1,bucketmiddle,relative_candidate_benefit,31,0.523068543478175,-0.0005025318270110268,0.8839570164137052,0.2376592074292772
dureader,prefill,v,30,2,bucketfirst,relative_candidate_benefit,25,-3.2185840942628308,-25.3093307646707,0.7230922513110436,5.338590818487668
dureader,prefill,v,30,2,bucketlast,relative_candidate_benefit,38,0.4426595621506411,-0.10405192611034564,0.8194615974759026,0.23817232016282838
dureader,prefill,v,30,2,bucketmiddle,relative_candidate_benefit,33,0.38956460717204244,-0.3017096563819989,0.8388604133809947,0.33156354073864913
dureader,prefill,v,30,3,bucketfirst,relative_candidate_benefit,28,-10.614921878236316,-34.594220090768516,0.4563416222479225,12.816556867558228
dureader,prefill,v,30,3,bucketlast,relative_candidate_benefit,33,0.1343808813734157,-0.537680695245447,0.8789855746766767,0.33421028716218076
dureader,prefill,v,30,3,bucketmiddle,relative_candidate_benefit,35,0.1368007204117335,-0.24044015323193615,0.36250443341399874,0.1563926936608321
dureader,prefill,v,30,4,bucketfirst,relative_candidate_benefit,35,-1.1839649354855961,-11.425907422210331,0.7006453698482102,2.678085946107661
dureader,prefill,v,30,4,bucketlast,relative_candidate_benefit,30,0.41525592368386127,-0.24033368495499557,0.8176759059058564,0.28440265112381663
dureader,prefill,v,30,4,bucketmiddle,relative_candidate_benefit,31,0.49058735347375965,-0.11500255877515993,0.8136536957982536,0.18978405079205043
dureader,prefill,v,30,5,bucketfirst,relative_candidate_benefit,36,-4.159082134777342,-22.361210341276106,0.8763110559612255,7.133668656053431
dureader,prefill,v,30,5,bucketlast,relative_candidate_benefit,29,0.6817549078892532,0.26250978170133354,0.9581191973871703,0.1820645090894006
dureader,prefill,v,30,5,bucketmiddle,relative_candidate_benefit,31,0.6497787529440369,0.09325632528851478,0.9505672950425255,0.21795138003190767
dureader,prefill,v,30,6,bucketfirst,relative_candidate_benefit,32,-1.4132363332532412,-12.934973397108223,0.6056410160061657,2.7261771413144347
dureader,prefill,v,30,6,bucketlast,relative_candidate_benefit,35,0.2582215296871024,-0.1751050045896426,0.6863488290417168,0.20837797217017567
dureader,prefill,v,30,6,bucketmiddle,relative_candidate_benefit,29,0.21316811660361548,-0.5295194854713645,0.5816608831270594,0.28032366570700373
dureader,prefill,v,30,7,bucketfirst,relative_candidate_benefit,31,-2.138656700400314,-16.734907200435902,0.4777639766444069,3.561971991951918
dureader,prefill,v,30,7,bucketlast,relative_candidate_benefit,24,0.15443597111201202,-0.30300140903976497,0.5692196222502365,0.19605804082686096
dureader,prefill,v,30,7,bucketmiddle,relative_candidate_benefit,41,0.11645699605064415,-0.6906083522611499,0.7607635133777952,0.2243380612303485
dureader,prefill,v,31,0,bucketfirst,relative_candidate_benefit,33,-1.592337161455471,-8.385521763158703,0.5606756245762676,2.70288249552043
dureader,prefill,v,31,0,bucketlast,relative_candidate_benefit,30,0.3993643295990036,-0.17145349694463788,0.7539419693576687,0.22949013007380617
dureader,prefill,v,31,0,bucketmiddle,relative_candidate_benefit,33,0.337508903772136,-0.19562289379853473,0.7675833461956195,0.2318444189633417
dureader,prefill,v,31,1,bucketfirst,relative_candidate_benefit,38,-14.914479383987695,-106.24219346740932,0.9366816480263469,25.888163177321914
dureader,prefill,v,31,1,bucketlast,relative_candidate_benefit,26,0.7899929769066433,0.12548771159618025,0.9373591578779973,0.16189951694265792
