context_tokens,decode_tokens,capacity_backend,round,seed,backend,prefill_ms,cache_setup_ms,decode_total_ms,mean_tpot_ms,median_tpot_ms,p90_tpot_ms,p95_tpot_ms,tokens_per_sec,peak_allocated_bytes,peak_reserved_bytes,mixed_v_fused_calls,mixed_v_reference_calls,selector_calls,importance_update_calls,pack_calls,cache_concat_events,cache_concat_bytes,largest_cache_concat_bytes,profile_enabled
32768,128,chunked_capacity,0,53336653,fused,79.7548049595207,79.7548049595207,13476.619262695312,105.28608798980713,103.03488159179688,104.06912231445312,105.92562866210938,9.497931009620295,17339096576,17360224256,4096,0,0,0,0,0,0,0,False
32768,128,chunked_capacity,1,53336654,fused,78.7265079561621,78.7265079561621,13577.651168823242,106.07539975643158,102.64985275268555,104.20531463623047,105.66758728027344,9.427256482616912,17339096576,17360224256,4096,0,0,0,0,0,0,0,False
32768,128,chunked_capacity,2,53336655,fused,79.76861414499581,79.76861414499581,13498.46939086914,105.45679211616516,102.7594223022461,105.05010986328125,107.5199966430664,9.48255659908996,17339096576,17360224256,4096,0,0,0,0,0,0,0,False
32768,128,chunked_capacity,3,53336656,fused,78.81174213252962,78.81174213252962,13388.758003234863,104.59967190027237,102.49676513671875,103.3543701171875,104.92620849609375,9.560259433255412,17339096576,17360224256,4096,0,0,0,0,0,0,0,False
32768,128,chunked_capacity,4,53336657,fused,79.14246106520295,79.14246106520295,13367.5796585083,104.4342160820961,102.44454193115234,103.00927734375,104.04863739013672,9.575405815407247,17339096576,17360224256,4096,0,0,0,0,0,0,0,False
4096,512,baseline,0,24445389,fused,49.63975492864847,49.63975492864847,54075.614181518555,105.61643394827843,103.51103973388672,104.68863677978516,105.30815887451172,9.468223482054993,16367501312,16435380224,16384,0,0,0,0,0,0,0,False
4096,512,baseline,1,24445390,fused,49.8658511787653,49.8658511787653,54763.924545288086,106.96079012751579,103.65184020996094,108.3135986328125,108.69145965576172,9.349220390087122,16367501312,16435380224,16384,0,0,0,0,0,0,0,False
4096,512,baseline,2,24445391,fused,50.00236304476857,50.00236304476857,54747.04178619385,106.92781598865986,103.67180633544922,108.32793426513672,108.5450210571289,9.352103479847136,16367501312,16435380224,16384,0,0,0,0,0,0,0,False
4096,512,baseline,3,24445392,fused,51.594276214018464,51.594276214018464,54482.02342224121,106.41020199656487,103.5673599243164,107.54867553710938,108.33715057373047,9.397595166977336,16367501312,16435380224,16384,0,0,0,0,0,0,0,False
4096,512,baseline,4,24445393,fused,51.42139596864581,51.42139596864581,54342.20431518555,106.13711780309677,103.24377822875977,108.82764434814453,109.12358093261719,9.42177459402259,16367501312,16435380224,16384,0,0,0,0,0,0,0,False
4096,512,fixed_capacity,0,24445389,fused,78.52085493505001,78.52085493505001,50493.25263214111,98.61963404715061,95.98925018310547,98.97062683105469,99.47238159179688,10.139968675222363,17272398336,17360224256,16384,0,0,0,0,0,0,0,False
4096,512,fixed_capacity,1,24445390,fused,79.3776148930192,79.3776148930192,50318.71388244629,98.27873805165291,95.12294387817383,99.23072052001953,99.55532836914062,10.175140827250187,17272398336,17360224256,16384,0,0,0,0,0,0,0,False
4096,512,fixed_capacity,2,24445391,fused,82.34051614999771,82.34051614999771,49765.206954956055,97.19766983389854,94.81779479980469,96.66047668457031,98.49651336669922,10.288312484331195,17272398336,17360224256,16384,0,0,0,0,0,0,0,False
4096,512,fixed_capacity,3,24445392,fused,80.13713592663407,80.13713592663407,49344.443351745605,96.37586592137814,94.34828567504883,95.13164520263672,95.6948471069336,10.376041661880203,17272398336,17360224256,16384,0,0,0,0,0,0,0,False
4096,512,fixed_capacity,4,24445393,fused,78.41593795455992,78.41593795455992,49216.83352661133,96.12662798166275,94.08716583251953,94.80908966064453,95.45728302001953,10.40294475107107,17272398336,17360224256,16384,0,0,0,0,0,0,0,False
4096,512,chunked_capacity,0,24445389,fused,68.71148897334933,68.71148897334933,49121.36705780029,95.9401700347662,93.52754974365234,95.59449768066406,97.76844787597656,10.423162681884202,16373799936,16468934656,16384,0,0,0,0,0,0,0,False
