component,calls,calls_per_generated_token,total_us,mean_us,percent_decode_time,tokens,bytes,context_tokens,decode_tokens,backend,profile_on_tpot_ms,profile_on_shares_approximate
mixed_v_kernel_launches,32768,64.0,0.0,0.0,0.0,0,0,32768,512,baseline,155.40531605482101,True
mixed_v_layout_prepare_v2,16384,32.0,3575971.584826708,218.25998442545824,4.494260350238511,403255296,0,32768,512,baseline,155.40531605482101,True
mixed_v_layout_prepare_v4,16384,32.0,3192721.412435174,194.86825027070154,4.012593756099505,134418432,0,32768,512,baseline,155.40531605482101,True
mixed_v_mapping_prepare,16384,32.0,2278588.735446334,139.0740194974569,2.8637171088463296,537673728,0,32768,512,baseline,155.40531605482101,True
mixed_v_output_reduce,16384,32.0,80787.39168262109,4.930871074378729,0.10153312536905612,0,0,32768,512,baseline,155.40531605482101,True
mixed_v_v2_compute,16384,32.0,6207001.764059067,378.8453225133708,7.800923821776675,403255296,0,32768,512,baseline,155.40531605482101,True
mixed_v_v4_compute,16384,32.0,3244349.4357913733,198.0193747431258,4.07747955645527,134418432,0,32768,512,baseline,155.40531605482101,True
output_projection,16384,32.0,1615118.353024125,98.57900103907014,2.0298713797779273,0,0,32768,512,baseline,155.40531605482101,True
pack_k,128,0.25,42506.24027848244,332.08000217564404,0.05342159628221775,16384,0,32768,512,baseline,155.40531605482101,True
pack_total,128,0.25,210681.8561553955,1645.9520012140274,0.2647837350418243,16384,0,32768,512,baseline,155.40531605482101,True
pack_v2,128,0.25,39921.66402935982,311.8880002293736,0.05017331584064851,12288,0,32768,512,baseline,155.40531605482101,True
pack_v4,128,0.25,39666.687935590744,309.8959994968027,0.049852863364642445,4096,0,32768,512,baseline,155.40531605482101,True
pack_window,128,0.25,1112466.4297103882,8691.143982112408,1.3981413575077617,16384,0,32768,512,baseline,155.40531605482101,True
pattern_assignment,128,0.25,64847.872108221054,506.624000845477,0.08150042960350846,16384,0,32768,512,baseline,155.40531605482101,True
qk_fp16_regions,49024,95.75,2608449.9863414094,53.20761231930094,3.278284816058594,3399680,0,32768,512,baseline,155.40531605482101,True
qk_quantized_history,16384,32.0,5901545.264393091,360.2017373286799,7.417027864382494,0,0,32768,512,baseline,155.40531605482101,True
rope_position,16384,32.0,4040804.352156818,246.6311250095714,5.07845947658716,0,0,32768,512,baseline,155.40531605482101,True
selector_gain,128,0.25,157518.84877681732,1230.6160060688853,0.19796877566832582,16384,0,32768,512,baseline,155.40531605482101,True
selector_score,128,0.25,9655.296213924885,75.43200167128816,0.012134720289214343,16384,0,32768,512,baseline,155.40531605482101,True
selector_topk,128,0.25,443377.6636123657,3463.887996971607,0.5572344764174092,16384,0,32768,512,baseline,155.40531605482101,True
selector_total,128,0.25,633802.7486801147,4951.583974063396,0.7965596190281978,16384,0,32768,512,baseline,155.40531605482101,True
value_fp16_tail,49024,95.75,5186532.335802913,105.7957803484602,6.5184037621928,3399680,0,32768,512,baseline,155.40531605482101,True
attention_score_concat,16384,32.0,980257.8001366928,59.83018799662432,1.2957105723911135,541073408,0,32768,512,fixed_capacity,147.7618579864502,True
attention_softmax,16384,32.0,783654.090307653,47.83044984787921,1.035838623031181,541073408,0,32768,512,fixed_capacity,147.7618579864502,True
cache_append,16384,32.0,10854827.229887247,662.5260760429228,14.347974993193205,0,0,32768,512,fixed_capacity,147.7618579864502,True
cache_cat_events,65536,128.0,0.0,0.0,0.0,0,14464319488,32768,512,fixed_capacity,147.7618579864502,True
cache_cat_largest_bytes,0,0.0,0.0,0.0,0.0,0,9510912,32768,512,fixed_capacity,147.7618579864502,True
cache_mutation,65536,128.0,2137985.3155892342,32.62306694929862,2.826001666744838,0,14464319488,32768,512,fixed_capacity,147.7618579864502,True
centroid_update,128,0.25,21991.42400920391,171.80800007190555,0.029068394647497664,16384,0,32768,512,fixed_capacity,147.7618579864502,True
decode_decoder_model_forward,512,1.0,75039967.2241211,146562.4359846115,99.18827360579841,0,0,32768,512,fixed_capacity,147.7618579864502,True
decode_lm_head,512,1.0,610565.1303529739,1192.5100202206522,0.8070486094794542,0,0,32768,512,fixed_capacity,147.7618579864502,True
importance_update,16384,32.0,2449259.5316022635,149.49093820814596,3.2374457710861613,541073408,0,32768,512,fixed_capacity,147.7618579864502,True
mixed_v_fused_attention,16384,32.0,16114625.553071499,983.5586885419616,21.300407603313253,0,0,32768,512,fixed_capacity,147.7618579864502,True
mixed_v_kernel_launches,32768,64.0,0.0,0.0,0.0,0,0,32768,512,fixed_capacity,147.7618579864502,True
mixed_v_layout_prepare_v2,16384,32.0,1562242.0477494597,95.35168748470824,2.0649808016020375,403255296,0,32768,512,fixed_capacity,147.7618579864502,True
mixed_v_layout_prepare_v4,16384,32.0,1249914.5723432302,76.28873122212099,1.652144492749769,134418432,0,32768,512,fixed_capacity,147.7618579864502,True
mixed_v_mapping_prepare,16384,32.0,2289256.51268661,139.72512894815736,3.025952831989326,537673728,0,32768,512,fixed_capacity,147.7618579864502,True
mixed_v_output_reduce,16384,32.0,69778.43164186925,4.2589374781414335,0.0922335446763422,0,0,32768,512,fixed_capacity,147.7618579864502,True
mixed_v_v2_compute,16384,32.0,5985905.669331551,365.350687825412,7.9122056055124,403255296,0,32768,512,fixed_capacity,147.7618579864502,True
mixed_v_v4_compute,16384,32.0,2486041.630961001,151.73593938970953,3.286064568107935,134418432,0,32768,512,fixed_capacity,147.7618579864502,True
output_projection,16384,32.0,1596217.2789350152,97.42537102874849,2.109889463629943,0,0,32768,512,fixed_capacity,147.7618579864502,True
pack_k,128,0.25,42838.01594376564,334.67199956066906,0.056623543470764724,16384,0,32768,512,fixed_capacity,147.7618579864502,True
pack_total,128,0.25,186068.99237632751,1453.6640029400587,0.2459470973682126,16384,0,32768,512,fixed_capacity,147.7618579864502,True
pack_v2,128,0.25,40898.560255765915,319.5200019981712,0.05405995944289481,12288,0,32768,512,fixed_capacity,147.7618579864502,True
pack_v4,128,0.25,38758.399933576584,302.79999948106706,0.05123108283952986,4096,0,32768,512,fixed_capacity,147.7618579864502,True
pack_window,128,0.25,1087619.0729141235,8497.02400714159,1.437621339317615,16384,0,32768,512,fixed_capacity,147.7618579864502,True
pattern_assignment,128,0.25,65551.360309124,512.1200024150312,0.08664617672545658,16384,0,32768,512,fixed_capacity,147.7618579864502,True
qk_fp16_regions,49024,95.75,2793735.042435117,56.98708882251789,3.6927755437783216,3399680,0,32768,512,fixed_capacity,147.7618579864502,True
qk_quantized_history,16384,32.0,5991460.865586996,365.68975009686255,7.919548496860864,0,0,32768,512,fixed_capacity,147.7618579864502,True
rope_position,16384,32.0,4183132.57657364,255.3181504256372,5.529289442455169,0,0,32768,512,fixed_capacity,147.7618579864502,True
selector_gain,128,0.25,154205.18398284912,1204.7279998660088,0.20382932650597874,16384,0,32768,512,fixed_capacity,147.7618579864502,True
selector_score,128,0.25,9871.360138058662,77.1200010785833,0.013048022360015132,16384,0,32768,512,fixed_capacity,147.7618579864502,True
selector_topk,128,0.25,448996.35124206543,3507.783994078636,0.593486039272784,16384,0,32768,512,fixed_capacity,147.7618579864502,True
selector_total,128,0.25,636971.0063934326,4976.335987448692,0.8419520529961501,16384,0,32768,512,fixed_capacity,147.7618579864502,True
value_fp16_tail,49024,95.75,5316582.281833515,108.44856155828808,7.027489983347593,3399680,0,32768,512,fixed_capacity,147.7618579864502,True
attention_score_concat,16384,32.0,979684.3621041626,59.79518811670914,1.304314503758737,541073408,0,32768,512,chunked_capacity,146.7012759745121,True
attention_softmax,16384,32.0,780677.1327592432,47.648750778762405,1.0393638465593913,541073408,0,32768,512,chunked_capacity,146.7012759745121,True
cache_append,16384,32.0,10771258.560925722,657.4254492752516,14.34044403299064,0,0,32768,512,chunked_capacity,146.7012759745121,True
cache_cat_events,65536,128.0,0.0,0.0,0.0,0,14464319488,32768,512,chunked_capacity,146.7012759745121,True
cache_cat_largest_bytes,0,0.0,0.0,0.0,0.0,0,9510912,32768,512,chunked_capacity,146.7012759745121,True
cache_mutation,65536,128.0,2127650.239869952,32.46536620895313,2.8326726179723134,0,14464319488,32768,512,chunked_capacity,146.7012759745121,True
centroid_update,128,0.25,21680.128037929535,169.3760002963245,0.02886409800650812,16384,0,32768,512,chunked_capacity,146.7012759745121,True
decode_decoder_model_forward,512,1.0,74496831.51245117,145501.6240477562,99.18224847140094,0,0,32768,512,chunked_capacity,146.7012759745121,True
decode_lm_head,512,1.0,610550.7942438126,1192.4820200074464,0.8128641091128808,0,0,32768,512,chunked_capacity,146.7012759745121,True
importance_update,16384,32.0,2436062.2199885547,148.6854382317233,3.243280599850945,541073408,0,32768,512,chunked_capacity,146.7012759745121,True
mixed_v_fused_attention,16384,32.0,15987908.620357513,975.8245007542428,21.285693540634945,0,0,32768,512,chunked_capacity,146.7012759745121,True
mixed_v_kernel_launches,32768,64.0,0.0,0.0,0.0,0,0,32768,512,chunked_capacity,146.7012759745121,True
mixed_v_layout_prepare_v2,16384,32.0,1649050.6854206324,100.6500662488179,2.1954833716114064,403255296,0,32768,512,chunked_capacity,146.7012759745121,True
mixed_v_layout_prepare_v4,16384,32.0,1245087.7574160695,75.9941258188519,1.6576624913785782,134418432,0,32768,512,chunked_capacity,146.7012759745121,True
mixed_v_mapping_prepare,16384,32.0,2281302.9116243124,139.23967966456985,3.037239941962307,537673728,0,32768,512,chunked_capacity,146.7012759745121,True
mixed_v_output_reduce,16384,32.0,70505.47159695998,4.303312475400389,0.09386830366542791,0,0,32768,512,chunked_capacity,146.7012759745121,True
mixed_v_v2_compute,16384,32.0,5978371.080428362,364.8908130144264,7.959375907875758,403255296,0,32768,512,chunked_capacity,146.7012759745121,True
mixed_v_v4_compute,16384,32.0,2484776.9965082407,151.65875222828618,3.308137600758382,134418432,0,32768,512,chunked_capacity,146.7012759745121,True
output_projection,16384,32.0,1590912.031956017,97.10156445044049,2.1180797793155866,0,0,32768,512,chunked_capacity,146.7012759745121,True
pack_k,128,0.25,42769.40780878067,334.135998506099,0.05694156309931343,16384,0,32768,512,chunked_capacity,146.7012759745121,True
pack_total,128,0.25,195767.29607582092,1529.432000592351,0.2606371332547364,16384,0,32768,512,chunked_capacity,146.7012759745121,True
pack_v2,128,0.25,40940.54412841797,319.8480010032654,0.054506683544258305,12288,0,32768,512,chunked_capacity,146.7012759745121,True
pack_v4,128,0.25,38476.79981589317,300.5999985616654,0.05122654805911363,4096,0,32768,512,chunked_capacity,146.7012759745121,True
pack_window,128,0.25,1096668.1604385376,8567.720003426075,1.4600622841403628,16384,0,32768,512,chunked_capacity,146.7012759745121,True
pattern_assignment,128,0.25,65518.59202980995,511.86400023289025,0.0872289618533757,16384,0,32768,512,chunked_capacity,146.7012759745121,True
qk_fp16_regions,49024,95.75,2766746.27339188,56.43656726076779,3.6835407731268623,3399680,0,32768,512,chunked_capacity,146.7012759745121,True
qk_quantized_history,16384,32.0,5766946.805775166,351.98649937592563,7.677893668754834,0,0,32768,512,chunked_capacity,146.7012759745121,True
rope_position,16384,32.0,4120431.618835777,251.4911876730821,5.485785963400099,0,0,32768,512,chunked_capacity,146.7012759745121,True
selector_gain,128,0.25,157956.09557628632,1234.0319966897368,0.21029673881366542,16384,0,32768,512,chunked_capacity,146.7012759745121,True
selector_score,128,0.25,9882.624104619026,77.20800081733614,0.01315734991131745,16384,0,32768,512,chunked_capacity,146.7012759745121,True
selector_topk,128,0.25,444450.81758499146,3472.2720123827457,0.5917249167256764,16384,0,32768,512,chunked_capacity,146.7012759745121,True
selector_total,128,0.25,636005.3768157959,4968.7920063734055,0.8467533723491069,16384,0,32768,512,chunked_capacity,146.7012759745121,True
value_fp16_tail,49024,95.75,5301103.132367134,108.13281520004762,7.057687117325016,3399680,0,32768,512,chunked_capacity,146.7012759745121,True
