component,calls,calls_per_generated_token,total_us,mean_us,percent_decode_time,tokens,bytes,context_tokens,decode_tokens,backend,profile_on_tpot_ms,profile_on_shares_approximate
qk_fp16_regions,12256,95.75,1032518.8107439317,84.24598651631297,5.144640564406274,849920,0,16384,128,baseline,156.79527282714844,True
qk_quantized_history,4096,32.0,1106301.947697997,270.0932489497063,5.512273304258766,0,0,16384,128,baseline,156.79527282714844,True
rope_position,4096,32.0,997584.8958194256,243.55099995591445,4.9705784224636576,0,0,16384,128,baseline,156.79527282714844,True
selector_gain,32,0.25,40218.624234199524,1256.8320073187351,0.20039379769826837,4096,0,16384,128,baseline,156.79527282714844,True
selector_score,32,0.25,2484.223999083042,77.63199997134507,0.012377924182849378,4096,0,16384,128,baseline,156.79527282714844,True
selector_topk,32,0.25,113595.39151191711,3549.85598474741,0.5660017551455109,4096,0,16384,128,baseline,156.79527282714844,True
selector_total,32,0.25,162233.34503173828,5069.792032241821,0.8083458035483593,4096,0,16384,128,baseline,156.79527282714844,True
value_fp16_tail,12256,95.75,1321356.2863320112,107.8130129187346,6.583805621709685,849920,0,16384,128,baseline,156.79527282714844,True
attention_score_concat,4096,32.0,238800.8986786008,58.30100065395527,1.3174973589955095,67373056,0,16384,128,fixed_capacity,141.60423231124878,True
attention_softmax,4096,32.0,186036.22486442327,45.41900021104084,1.0263874059630425,67373056,0,16384,128,fixed_capacity,141.60423231124878,True
cache_append,4096,32.0,2698254.208087921,658.7534687714651,14.886639090244422,0,0,16384,128,fixed_capacity,141.60423231124878,True
cache_cat_events,16384,128.0,0.0,0.0,0.0,0,3429367808,16384,128,fixed_capacity,141.60423231124878,True
cache_cat_largest_bytes,0,0.0,0.0,0.0,0.0,0,4681728,16384,128,fixed_capacity,141.60423231124878,True
cache_mutation,16384,128.0,514704.86637204885,31.415091941653372,2.8396974461138336,0,3429367808,16384,128,fixed_capacity,141.60423231124878,True
centroid_update,32,0.25,5319.679975509644,166.23999923467636,0.02934940512040588,4096,0,16384,128,fixed_capacity,141.60423231124878,True
decode_decoder_model_forward,128,1.0,17971574.783325195,140402.9279947281,99.15164660200254,0,0,16384,128,fixed_capacity,141.60423231124878,True
decode_lm_head,128,1.0,152818.69196891785,1193.8960310071707,0.8431217143163946,0,0,16384,128,fixed_capacity,141.60423231124878,True
importance_update,4096,32.0,596053.3130168915,145.52082837326452,3.288508000035637,67373056,0,16384,128,fixed_capacity,141.60423231124878,True
mixed_v_fused_attention,4096,32.0,3465345.017492771,846.0314984113211,19.118784451057433,0,0,16384,128,fixed_capacity,141.60423231124878,True
mixed_v_kernel_launches,8192,64.0,0.0,0.0,0.0,0,0,16384,128,fixed_capacity,141.60423231124878,True
mixed_v_layout_prepare_v2,4096,32.0,385064.5441785455,94.0098984810902,2.1244539815607695,49892352,0,16384,128,fixed_capacity,141.60423231124878,True
mixed_v_layout_prepare_v4,4096,32.0,305402.88573503494,74.56125140015502,1.6849496698379574,16630784,0,16384,128,fixed_capacity,141.60423231124878,True
