task,phase,kv_type,layer,kv_head,bucket,metric,count,mean,std
passage_retrieval_zh,decode,v,25,0,bucketfirst,candidate_gate_accepted_fraction,1,0.1015625,0.0
passage_retrieval_zh,decode,v,25,1,bucketfirst,candidate_gate_accepted_fraction,1,0.1015625,0.0
passage_retrieval_zh,decode,v,25,2,bucketfirst,candidate_gate_accepted_fraction,1,0.0390625,0.0
passage_retrieval_zh,decode,v,25,3,bucketfirst,candidate_gate_accepted_fraction,1,0.0546875,0.0
passage_retrieval_zh,decode,v,25,4,bucketfirst,candidate_gate_accepted_fraction,1,0.0546875,0.0
passage_retrieval_zh,decode,v,25,5,bucketfirst,candidate_gate_accepted_fraction,1,0.1171875,0.0
passage_retrieval_zh,decode,v,25,6,bucketfirst,candidate_gate_accepted_fraction,1,0.125,0.0
passage_retrieval_zh,decode,v,25,7,bucketfirst,candidate_gate_accepted_fraction,1,0.109375,0.0
passage_retrieval_zh,decode,v,26,0,bucketfirst,candidate_gate_accepted_fraction,1,0.1484375,0.0
passage_retrieval_zh,decode,v,26,1,bucketfirst,candidate_gate_accepted_fraction,1,0.1796875,0.0
passage_retrieval_zh,decode,v,26,2,bucketfirst,candidate_gate_accepted_fraction,1,0.109375,0.0
passage_retrieval_zh,decode,v,26,3,bucketfirst,candidate_gate_accepted_fraction,1,0.109375,0.0
passage_retrieval_zh,decode,v,26,4,bucketfirst,candidate_gate_accepted_fraction,1,0.0546875,0.0
passage_retrieval_zh,decode,v,26,5,bucketfirst,candidate_gate_accepted_fraction,1,0.1015625,0.0
passage_retrieval_zh,decode,v,26,6,bucketfirst,candidate_gate_accepted_fraction,1,0.1484375,0.0
passage_retrieval_zh,decode,v,26,7,bucketfirst,candidate_gate_accepted_fraction,1,0.0546875,0.0
passage_retrieval_zh,decode,v,27,0,bucketfirst,candidate_gate_accepted_fraction,1,0.078125,0.0
passage_retrieval_zh,decode,v,27,1,bucketfirst,candidate_gate_accepted_fraction,1,0.0390625,0.0
passage_retrieval_zh,decode,v,27,2,bucketfirst,candidate_gate_accepted_fraction,1,0.078125,0.0
passage_retrieval_zh,decode,v,27,3,bucketfirst,candidate_gate_accepted_fraction,1,0.1015625,0.0
passage_retrieval_zh,decode,v,27,4,bucketfirst,candidate_gate_accepted_fraction,1,0.078125,0.0
passage_retrieval_zh,decode,v,27,5,bucketfirst,candidate_gate_accepted_fraction,1,0.0390625,0.0
passage_retrieval_zh,decode,v,27,6,bucketfirst,candidate_gate_accepted_fraction,1,0.0625,0.0
passage_retrieval_zh,decode,v,27,7,bucketfirst,candidate_gate_accepted_fraction,1,0.09375,0.0
passage_retrieval_zh,decode,v,28,0,bucketfirst,candidate_gate_accepted_fraction,1,0.125,0.0
passage_retrieval_zh,decode,v,28,1,bucketfirst,candidate_gate_accepted_fraction,1,0.0625,0.0
passage_retrieval_zh,decode,v,28,2,bucketfirst,candidate_gate_accepted_fraction,1,0.109375,0.0
passage_retrieval_zh,decode,v,28,3,bucketfirst,candidate_gate_accepted_fraction,1,0.0390625,0.0
passage_retrieval_zh,decode,v,28,4,bucketfirst,candidate_gate_accepted_fraction,1,0.046875,0.0
passage_retrieval_zh,decode,v,28,5,bucketfirst,candidate_gate_accepted_fraction,1,0.0625,0.0
passage_retrieval_zh,decode,v,28,6,bucketfirst,candidate_gate_accepted_fraction,1,0.078125,0.0
passage_retrieval_zh,decode,v,28,7,bucketfirst,candidate_gate_accepted_fraction,1,0.0859375,0.0
passage_retrieval_zh,decode,v,29,0,bucketfirst,candidate_gate_accepted_fraction,1,0.1015625,0.0
passage_retrieval_zh,decode,v,29,1,bucketfirst,candidate_gate_accepted_fraction,1,0.1015625,0.0
passage_retrieval_zh,decode,v,29,2,bucketfirst,candidate_gate_accepted_fraction,1,0.15625,0.0
passage_retrieval_zh,decode,v,29,3,bucketfirst,candidate_gate_accepted_fraction,1,0.109375,0.0
passage_retrieval_zh,decode,v,29,4,bucketfirst,candidate_gate_accepted_fraction,1,0.09375,0.0
passage_retrieval_zh,decode,v,29,5,bucketfirst,candidate_gate_accepted_fraction,1,0.0390625,0.0
passage_retrieval_zh,decode,v,29,6,bucketfirst,candidate_gate_accepted_fraction,1,0.1328125,0.0
passage_retrieval_zh,decode,v,29,7,bucketfirst,candidate_gate_accepted_fraction,1,0.1015625,0.0
passage_retrieval_zh,decode,v,3,0,bucketfirst,candidate_gate_accepted_fraction,1,0.0546875,0.0
passage_retrieval_zh,decode,v,3,1,bucketfirst,candidate_gate_accepted_fraction,1,0.03125,0.0
passage_retrieval_zh,decode,v,3,2,bucketfirst,candidate_gate_accepted_fraction,1,0.0234375,0.0
passage_retrieval_zh,decode,v,3,3,bucketfirst,candidate_gate_accepted_fraction,1,0.03125,0.0
passage_retrieval_zh,decode,v,3,4,bucketfirst,candidate_gate_accepted_fraction,1,0.03125,0.0
passage_retrieval_zh,decode,v,3,5,bucketfirst,candidate_gate_accepted_fraction,1,0.0703125,0.0
passage_retrieval_zh,decode,v,3,6,bucketfirst,candidate_gate_accepted_fraction,1,0.0234375,0.0
passage_retrieval_zh,decode,v,3,7,bucketfirst,candidate_gate_accepted_fraction,1,0.046875,0.0
passage_retrieval_zh,decode,v,30,0,bucketfirst,candidate_gate_accepted_fraction,1,0.1484375,0.0
passage_retrieval_zh,decode,v,30,1,bucketfirst,candidate_gate_accepted_fraction,1,0.1640625,0.0
passage_retrieval_zh,decode,v,30,2,bucketfirst,candidate_gate_accepted_fraction,1,0.0625,0.0
passage_retrieval_zh,decode,v,30,3,bucketfirst,candidate_gate_accepted_fraction,1,0.0390625,0.0
passage_retrieval_zh,decode,v,30,4,bucketfirst,candidate_gate_accepted_fraction,1,0.046875,0.0
passage_retrieval_zh,decode,v,30,5,bucketfirst,candidate_gate_accepted_fraction,1,0.078125,0.0
passage_retrieval_zh,decode,v,30,6,bucketfirst,candidate_gate_accepted_fraction,1,0.140625,0.0
passage_retrieval_zh,decode,v,30,7,bucketfirst,candidate_gate_accepted_fraction,1,0.046875,0.0
passage_retrieval_zh,decode,v,31,0,bucketfirst,candidate_gate_accepted_fraction,1,0.1171875,0.0
passage_retrieval_zh,decode,v,31,1,bucketfirst,candidate_gate_accepted_fraction,1,0.1640625,0.0
passage_retrieval_zh,decode,v,31,2,bucketfirst,candidate_gate_accepted_fraction,1,0.09375,0.0
