variant,kv_head,ref_centroid,test_centroid,l2_cost
random_rel_5e-05,4,7,7,0.0027621358167380095
random_rel_5e-05,4,8,8,0.0027621358167380095
random_rel_5e-05,4,9,9,0.0027621358167380095
random_rel_5e-05,4,10,10,0.0027621358167380095
random_rel_5e-05,4,11,11,0.00390625
random_rel_5e-05,4,12,12,0.004784159827977419
random_rel_5e-05,4,13,13,0.0
random_rel_5e-05,4,14,14,0.00390625
random_rel_5e-05,4,15,15,0.0
random_rel_5e-05,4,16,16,0.006765823345631361
random_rel_5e-05,4,17,17,0.004784159827977419
random_rel_5e-05,4,18,18,0.00390625
random_rel_5e-05,4,19,19,0.0
random_rel_5e-05,4,20,20,0.0
random_rel_5e-05,4,21,21,0.004784159827977419
random_rel_5e-05,4,22,22,0.0027621358167380095
random_rel_5e-05,4,23,23,0.006765823345631361
random_rel_5e-05,4,24,24,0.0
random_rel_5e-05,4,25,25,0.0
random_rel_5e-05,4,26,26,0.00390625
random_rel_5e-05,4,27,27,0.0
random_rel_5e-05,4,28,28,0.0
random_rel_5e-05,4,29,29,0.00390625
random_rel_5e-05,4,30,30,0.005524271633476019
random_rel_5e-05,4,31,31,0.006765823345631361
random_rel_5e-05,5,0,0,0.00390625
random_rel_5e-05,5,1,1,0.0
random_rel_5e-05,5,2,2,0.005524271633476019
random_rel_5e-05,5,3,3,0.005524271633476019
random_rel_5e-05,5,4,4,0.00390625
random_rel_5e-05,5,5,5,0.00390625
random_rel_5e-05,5,6,6,0.00390625
random_rel_5e-05,5,7,7,0.00390625
random_rel_5e-05,5,8,8,0.00390625
random_rel_5e-05,5,9,9,0.00390625
random_rel_5e-05,5,10,10,0.0
random_rel_5e-05,5,11,11,0.005524271633476019
random_rel_5e-05,5,12,12,0.0078125
random_rel_5e-05,5,13,13,0.005524271633476019
random_rel_5e-05,5,14,14,0.0
random_rel_5e-05,5,15,15,0.005524271633476019
random_rel_5e-05,5,16,16,0.0
random_rel_5e-05,5,17,17,0.0
random_rel_5e-05,5,18,18,0.00390625
random_rel_5e-05,5,19,19,0.0
random_rel_5e-05,5,20,20,0.00390625
random_rel_5e-05,5,21,21,0.0078125
random_rel_5e-05,5,22,22,0.006765823345631361
random_rel_5e-05,5,23,23,0.0027621358167380095
random_rel_5e-05,5,24,24,0.005524271633476019
random_rel_5e-05,5,25,25,0.00390625
random_rel_5e-05,5,26,26,0.004784159827977419
random_rel_5e-05,5,27,27,0.00390625
random_rel_5e-05,5,28,28,0.0027621358167380095
random_rel_5e-05,5,29,29,0.0
random_rel_5e-05,5,30,30,0.0027621358167380095
random_rel_5e-05,5,31,31,0.0
random_rel_5e-05,6,0,0,0.0078125
random_rel_5e-05,6,1,1,0.005524271633476019
random_rel_5e-05,6,2,2,0.0078125
random_rel_5e-05,6,3,3,0.0027621358167380095
random_rel_5e-05,6,4,4,0.0
random_rel_5e-05,6,5,5,0.0
random_rel_5e-05,6,6,6,0.0
random_rel_5e-05,6,7,7,0.00390625
random_rel_5e-05,6,8,8,0.0
random_rel_5e-05,6,9,9,0.0
random_rel_5e-05,6,10,10,0.005524271633476019
random_rel_5e-05,6,11,11,0.005524271633476019
random_rel_5e-05,6,12,12,0.0
random_rel_5e-05,6,13,13,0.0078125
random_rel_5e-05,6,14,14,0.0
random_rel_5e-05,6,15,15,0.0078125
random_rel_5e-05,6,16,16,0.0
random_rel_5e-05,6,17,17,0.0
random_rel_5e-05,6,18,18,0.0078125
random_rel_5e-05,6,19,19,0.0
random_rel_5e-05,6,20,20,0.0
random_rel_5e-05,6,21,21,0.011048543266952038
random_rel_5e-05,6,22,22,0.0
random_rel_5e-05,6,23,23,0.0
random_rel_5e-05,6,24,24,0.0
random_rel_5e-05,6,25,25,0.005524271633476019
random_rel_5e-05,6,26,26,0.0
random_rel_5e-05,6,27,27,0.0
random_rel_5e-05,6,28,28,0.0
random_rel_5e-05,6,29,29,0.0078125
random_rel_5e-05,6,30,30,0.005524271633476019
random_rel_5e-05,6,31,31,0.0
random_rel_5e-05,7,0,0,0.00390625
random_rel_5e-05,7,1,1,0.0
random_rel_5e-05,7,2,2,0.00390625
random_rel_5e-05,7,3,3,0.00390625
random_rel_5e-05,7,4,4,0.0
random_rel_5e-05,7,5,5,0.0027621358167380095
random_rel_5e-05,7,6,6,0.0
random_rel_5e-05,7,7,7,0.0
random_rel_5e-05,7,8,8,0.005524271633476019
random_rel_5e-05,7,9,9,0.0
random_rel_5e-05,7,10,10,0.0
random_rel_5e-05,7,11,11,0.0
random_rel_5e-05,7,12,12,0.0027621358167380095
random_rel_5e-05,7,13,13,0.0027621358167380095
random_rel_5e-05,7,14,14,0.0027621358167380095
random_rel_5e-05,7,15,15,0.005524271633476019
random_rel_5e-05,7,16,16,0.00390625
random_rel_5e-05,7,17,17,0.00390625
random_rel_5e-05,7,18,18,0.005524271633476019
random_rel_5e-05,7,19,19,0.0027621358167380095
random_rel_5e-05,7,20,20,0.0027621358167380095
random_rel_5e-05,7,21,21,0.0
random_rel_5e-05,7,22,22,0.0027621358167380095
random_rel_5e-05,7,23,23,0.004784159827977419
random_rel_5e-05,7,24,24,0.0
random_rel_5e-05,7,25,25,0.005524271633476019
random_rel_5e-05,7,26,26,0.0027621358167380095
random_rel_5e-05,7,27,27,0.00390625
random_rel_5e-05,7,28,28,0.0
random_rel_5e-05,7,29,29,0.00390625
random_rel_5e-05,7,30,30,0.005524271633476019
random_rel_5e-05,7,31,31,0.00390625
random_rel_0.0001,0,0,0,0.005524271633476019
random_rel_0.0001,0,1,1,0.0
random_rel_0.0001,0,2,2,0.005524271633476019
random_rel_0.0001,0,3,3,0.005524271633476019
random_rel_0.0001,0,4,4,0.0
random_rel_0.0001,0,5,5,0.0
random_rel_0.0001,0,6,6,0.0
random_rel_0.0001,0,7,7,0.0
random_rel_0.0001,0,8,8,0.0078125
random_rel_0.0001,0,9,9,0.0078125
random_rel_0.0001,0,10,10,0.005524271633476019
random_rel_0.0001,0,11,11,0.0078125
random_rel_0.0001,0,12,12,0.0
random_rel_0.0001,0,13,13,0.005524271633476019
random_rel_0.0001,0,14,14,0.0
random_rel_0.0001,0,15,15,0.009568319655954838
random_rel_0.0001,0,16,16,0.005524271633476019
random_rel_0.0001,0,17,17,0.0078125
random_rel_0.0001,0,18,18,0.0
random_rel_0.0001,0,19,19,0.005524271633476019
random_rel_0.0001,0,20,20,0.0
random_rel_0.0001,0,21,21,0.0
random_rel_0.0001,0,22,22,0.005524271633476019
random_rel_0.0001,0,23,23,0.0
random_rel_0.0001,0,24,24,0.0
random_rel_0.0001,0,25,25,0.0
random_rel_0.0001,0,26,26,0.0
random_rel_0.0001,0,27,27,0.005524271633476019
random_rel_0.0001,0,28,28,0.005524271633476019
random_rel_0.0001,0,29,29,0.005524271633476019
random_rel_0.0001,0,30,30,0.005524271633476019
random_rel_0.0001,0,31,31,0.005524271633476019
random_rel_0.0001,1,0,0,0.005524271633476019
random_rel_0.0001,1,1,1,0.0
random_rel_0.0001,1,2,2,0.00390625
random_rel_0.0001,1,3,3,0.0
random_rel_0.0001,1,4,4,0.0078125
random_rel_0.0001,1,5,5,0.005524271633476019
random_rel_0.0001,1,6,6,0.0
random_rel_0.0001,1,7,7,0.0
random_rel_0.0001,1,8,8,0.005524271633476019
random_rel_0.0001,1,9,9,0.0
random_rel_0.0001,1,10,10,0.0078125
random_rel_0.0001,1,11,11,0.005524271633476019
random_rel_0.0001,1,12,12,0.00390625
random_rel_0.0001,1,13,13,0.0078125
random_rel_0.0001,1,14,14,0.00390625
random_rel_0.0001,1,15,15,0.00390625
random_rel_0.0001,1,16,16,0.0
random_rel_0.0001,1,17,17,0.005524271633476019
random_rel_0.0001,1,18,18,0.0
random_rel_0.0001,1,19,19,0.0
random_rel_0.0001,1,20,20,0.0
random_rel_0.0001,1,21,21,0.005524271633476019
random_rel_0.0001,1,22,22,0.0078125
random_rel_0.0001,1,23,23,0.0
random_rel_0.0001,1,24,24,0.0
random_rel_0.0001,1,25,25,0.0
random_rel_0.0001,1,26,26,0.005524271633476019
random_rel_0.0001,1,27,27,0.0
random_rel_0.0001,1,28,28,0.0078125
random_rel_0.0001,1,29,29,0.0
random_rel_0.0001,1,30,30,0.009568319655954838
random_rel_0.0001,1,31,31,0.005524271633476019
random_rel_0.0001,2,0,0,0.0
random_rel_0.0001,2,1,1,0.00390625
random_rel_0.0001,2,2,2,0.005524271633476019
random_rel_0.0001,2,3,3,0.0
random_rel_0.0001,2,4,4,0.0
random_rel_0.0001,2,5,5,0.0
random_rel_0.0001,2,6,6,0.00390625
random_rel_0.0001,2,7,7,0.0
random_rel_0.0001,2,8,8,0.00390625
random_rel_0.0001,2,9,9,0.006765823345631361
random_rel_0.0001,2,10,10,0.0
random_rel_0.0001,2,11,11,0.00390625
random_rel_0.0001,2,12,12,0.0
random_rel_0.0001,2,13,13,0.00390625
random_rel_0.0001,2,14,14,0.0078125
random_rel_0.0001,2,15,15,0.0
random_rel_0.0001,2,16,16,0.0
random_rel_0.0001,2,17,17,0.0
random_rel_0.0001,2,18,18,0.005524271633476019
random_rel_0.0001,2,19,19,0.00390625
random_rel_0.0001,2,20,20,0.005524271633476019
random_rel_0.0001,2,21,21,0.0
random_rel_0.0001,2,22,22,0.00390625
random_rel_0.0001,2,23,23,0.005524271633476019
random_rel_0.0001,2,24,24,0.0
random_rel_0.0001,2,25,25,0.0
random_rel_0.0001,2,26,26,0.0
random_rel_0.0001,2,27,27,0.0
random_rel_0.0001,2,28,28,0.0
random_rel_0.0001,2,29,29,0.0
random_rel_0.0001,2,30,30,0.00390625
random_rel_0.0001,2,31,31,0.005524271633476019
random_rel_0.0001,3,0,0,1.945669412612915
random_rel_0.0001,3,1,1,0.574895977973938
random_rel_0.0001,3,2,2,0.00390625
random_rel_0.0001,3,3,3,0.005524271633476019
random_rel_0.0001,3,4,4,0.0
random_rel_0.0001,3,5,5,0.00390625
random_rel_0.0001,3,6,6,0.004784159827977419
random_rel_0.0001,3,7,7,0.0
random_rel_0.0001,3,8,8,0.0027621358167380095
random_rel_0.0001,3,9,9,0.6508450508117676
random_rel_0.0001,3,10,10,1.581187129020691
random_rel_0.0001,3,11,11,0.5344715118408203
random_rel_0.0001,3,12,12,0.0027621358167380095
random_rel_0.0001,3,13,13,0.8668707013130188
random_rel_0.0001,3,14,14,0.4525858759880066
random_rel_0.0001,3,15,15,0.5037169456481934
random_rel_0.0001,3,16,16,0.0027621358167380095
random_rel_0.0001,3,17,17,0.0
random_rel_0.0001,3,18,18,0.5659885406494141
random_rel_0.0001,3,19,19,0.0
random_rel_0.0001,3,20,20,0.0
random_rel_0.0001,3,21,21,0.00390625
random_rel_0.0001,3,22,22,0.005524271633476019
random_rel_0.0001,3,23,23,0.6961678266525269
random_rel_0.0001,3,24,24,0.0
random_rel_0.0001,3,25,25,0.0
random_rel_0.0001,3,26,26,0.8791492581367493
random_rel_0.0001,3,27,27,0.004784159827977419
random_rel_0.0001,3,28,28,0.004784159827977419
random_rel_0.0001,3,29,29,0.006176323629915714
random_rel_0.0001,3,30,30,0.0
random_rel_0.0001,3,31,31,0.00390625
random_rel_0.0001,4,0,0,0.00390625
random_rel_0.0001,4,1,1,0.0
random_rel_0.0001,4,2,2,0.0027621358167380095
random_rel_0.0001,4,3,3,0.00390625
random_rel_0.0001,4,4,4,0.0027621358167380095
random_rel_0.0001,4,5,5,0.0
random_rel_0.0001,4,6,6,0.006176323629915714
random_rel_0.0001,4,7,7,0.00390625
random_rel_0.0001,4,8,8,0.00390625
random_rel_0.0001,4,9,9,0.0
random_rel_0.0001,4,10,10,0.0027621358167380095
random_rel_0.0001,4,11,11,0.0027621358167380095
random_rel_0.0001,4,12,12,0.00390625
random_rel_0.0001,4,13,13,0.0
random_rel_0.0001,4,14,14,0.00390625
random_rel_0.0001,4,15,15,0.0
random_rel_0.0001,4,16,16,0.0
random_rel_0.0001,4,17,17,0.0
random_rel_0.0001,4,18,18,0.0
random_rel_0.0001,4,19,19,0.0
random_rel_0.0001,4,20,20,0.006176323629915714
random_rel_0.0001,4,21,21,0.0
random_rel_0.0001,4,22,22,0.00390625
random_rel_0.0001,4,23,23,0.006765823345631361
random_rel_0.0001,4,24,24,0.0
random_rel_0.0001,4,25,25,0.00390625
random_rel_0.0001,4,26,26,0.004784159827977419
random_rel_0.0001,4,27,27,0.0
random_rel_0.0001,4,28,28,0.0
random_rel_0.0001,4,29,29,0.004784159827977419
random_rel_0.0001,4,30,30,0.00390625
random_rel_0.0001,4,31,31,0.005524271633476019
random_rel_0.0001,5,0,0,0.005524271633476019
random_rel_0.0001,5,1,1,0.0
random_rel_0.0001,5,2,2,0.0
random_rel_0.0001,5,3,3,0.005524271633476019
random_rel_0.0001,5,4,4,0.005524271633476019
random_rel_0.0001,5,5,5,0.005524271633476019
random_rel_0.0001,5,6,6,0.005524271633476019
random_rel_0.0001,5,7,7,0.0
random_rel_0.0001,5,8,8,0.0
random_rel_0.0001,5,9,9,0.005524271633476019
random_rel_0.0001,5,10,10,0.0
random_rel_0.0001,5,11,11,0.005524271633476019
random_rel_0.0001,5,12,12,0.005524271633476019
random_rel_0.0001,5,13,13,0.005524271633476019
random_rel_0.0001,5,14,14,0.0
random_rel_0.0001,5,15,15,0.005524271633476019
random_rel_0.0001,5,16,16,0.0
random_rel_0.0001,5,17,17,0.00390625
random_rel_0.0001,5,18,18,0.00390625
random_rel_0.0001,5,19,19,0.0
random_rel_0.0001,5,20,20,0.005524271633476019
random_rel_0.0001,5,21,21,0.006765823345631361
random_rel_0.0001,5,22,22,0.005524271633476019
random_rel_0.0001,5,23,23,0.0
random_rel_0.0001,5,24,24,0.00390625
random_rel_0.0001,5,25,25,0.0
random_rel_0.0001,5,26,26,0.0
random_rel_0.0001,5,27,27,0.00390625
random_rel_0.0001,5,28,28,0.0027621358167380095
random_rel_0.0001,5,29,29,0.0
random_rel_0.0001,5,30,30,0.0
random_rel_0.0001,5,31,31,0.00390625
random_rel_0.0001,6,0,0,0.006765823345631361
random_rel_0.0001,6,1,1,0.005524271633476019
random_rel_0.0001,6,2,2,0.005524271633476019
random_rel_0.0001,6,3,3,0.00390625
random_rel_0.0001,6,4,4,0.0
random_rel_0.0001,6,5,5,0.005524271633476019
random_rel_0.0001,6,6,6,0.0
random_rel_0.0001,6,7,7,0.0
random_rel_0.0001,6,8,8,0.0
random_rel_0.0001,6,9,9,0.0
random_rel_0.0001,6,10,10,0.005524271633476019
random_rel_0.0001,6,11,11,0.0
random_rel_0.0001,6,12,12,0.0
random_rel_0.0001,6,13,13,0.005524271633476019
random_rel_0.0001,6,14,14,0.0
random_rel_0.0001,6,15,15,0.005524271633476019
random_rel_0.0001,6,16,16,0.0
random_rel_0.0001,6,17,17,0.0
random_rel_0.0001,6,18,18,0.005524271633476019
random_rel_0.0001,6,19,19,0.0
random_rel_0.0001,6,20,20,0.0
random_rel_0.0001,6,21,21,0.009568319655954838
random_rel_0.0001,6,22,22,0.005524271633476019
random_rel_0.0001,6,23,23,0.0
random_rel_0.0001,6,24,24,0.0
random_rel_0.0001,6,25,25,0.0078125
random_rel_0.0001,6,26,26,0.005524271633476019
random_rel_0.0001,6,27,27,0.005524271633476019
random_rel_0.0001,6,28,28,0.0
random_rel_0.0001,6,29,29,0.0
random_rel_0.0001,6,30,30,0.005524271633476019
random_rel_0.0001,6,31,31,0.0
random_rel_0.0001,7,0,0,0.0
random_rel_0.0001,7,1,1,0.00390625
random_rel_0.0001,7,2,2,0.0027621358167380095
random_rel_0.0001,7,3,3,0.0
random_rel_0.0001,7,4,4,0.0
random_rel_0.0001,7,5,5,0.0
random_rel_0.0001,7,6,6,0.0
random_rel_0.0001,7,7,7,0.0
random_rel_0.0001,7,8,8,0.00390625
random_rel_0.0001,7,9,9,0.005524271633476019
random_rel_0.0001,7,10,10,0.0
random_rel_0.0001,7,11,11,0.0027621358167380095
random_rel_0.0001,7,12,12,0.0027621358167380095
random_rel_0.0001,7,13,13,0.0
random_rel_0.0001,7,14,14,0.004784159827977419
random_rel_0.0001,7,15,15,0.00390625
random_rel_0.0001,7,16,16,0.00390625
random_rel_0.0001,7,17,17,0.005524271633476019
random_rel_0.0001,7,18,18,0.00390625
random_rel_0.0001,7,19,19,0.00390625
random_rel_0.0001,7,20,20,0.00390625
random_rel_0.0001,7,21,21,0.0
random_rel_0.0001,7,22,22,0.004784159827977419
random_rel_0.0001,7,23,23,0.005524271633476019
random_rel_0.0001,7,24,24,0.0
random_rel_0.0001,7,25,25,0.005524271633476019
random_rel_0.0001,7,26,26,0.004784159827977419
random_rel_0.0001,7,27,27,0.0027621358167380095
random_rel_0.0001,7,28,28,0.00390625
random_rel_0.0001,7,29,29,0.00390625
random_rel_0.0001,7,30,30,0.0078125
random_rel_0.0001,7,31,31,0.00390625
random_rel_0.0002,0,0,0,0.006765823345631361
random_rel_0.0002,0,1,1,0.0
random_rel_0.0002,0,2,2,0.0
random_rel_0.0002,0,3,3,0.00390625
random_rel_0.0002,0,4,4,0.0
random_rel_0.0002,0,5,5,0.005524271633476019
random_rel_0.0002,0,6,6,0.0
random_rel_0.0002,0,7,7,0.005524271633476019
random_rel_0.0002,0,8,8,0.0
random_rel_0.0002,0,9,9,0.005524271633476019
random_rel_0.0002,0,10,10,0.0078125
random_rel_0.0002,0,11,11,0.009568319655954838
random_rel_0.0002,0,12,12,0.0
random_rel_0.0002,0,13,13,0.0078125
random_rel_0.0002,0,14,14,0.005524271633476019
random_rel_0.0002,0,15,15,0.0
random_rel_0.0002,0,16,16,0.005524271633476019
random_rel_0.0002,0,17,17,0.0078125
random_rel_0.0002,0,18,18,0.0
random_rel_0.0002,0,19,19,0.0078125
random_rel_0.0002,0,20,20,0.0
random_rel_0.0002,0,21,21,0.005524271633476019
random_rel_0.0002,0,22,22,0.0
random_rel_0.0002,0,23,23,0.0
random_rel_0.0002,0,24,24,0.0
random_rel_0.0002,0,25,25,0.005524271633476019
random_rel_0.0002,0,26,26,0.005524271633476019
random_rel_0.0002,0,27,27,0.0
random_rel_0.0002,0,28,28,0.005524271633476019
random_rel_0.0002,0,29,29,0.0
random_rel_0.0002,0,30,30,0.009568319655954838
random_rel_0.0002,0,31,31,0.0
random_rel_0.0002,1,0,0,0.005524271633476019
random_rel_0.0002,1,1,1,0.0
random_rel_0.0002,1,2,2,0.0078125
random_rel_0.0002,1,3,3,0.005524271633476019
random_rel_0.0002,1,4,4,0.009568319655954838
random_rel_0.0002,1,5,5,0.005524271633476019
random_rel_0.0002,1,6,6,0.005524271633476019
random_rel_0.0002,1,7,7,0.00390625
random_rel_0.0002,1,8,8,0.006765823345631361
random_rel_0.0002,1,9,9,0.0
random_rel_0.0002,1,10,10,0.005524271633476019
random_rel_0.0002,1,11,11,0.00390625
random_rel_0.0002,1,12,12,0.00390625
random_rel_0.0002,1,13,13,0.006765823345631361
random_rel_0.0002,1,14,14,0.005524271633476019
random_rel_0.0002,1,15,15,0.005524271633476019
random_rel_0.0002,1,16,16,0.0
random_rel_0.0002,1,17,17,0.00390625
random_rel_0.0002,1,18,18,0.0
random_rel_0.0002,1,19,19,0.00390625
random_rel_0.0002,1,20,20,0.0078125
random_rel_0.0002,1,21,21,0.006765823345631361
random_rel_0.0002,1,22,22,0.0
random_rel_0.0002,1,23,23,0.0
random_rel_0.0002,1,24,24,0.006765823345631361
random_rel_0.0002,1,25,25,0.005524271633476019
random_rel_0.0002,1,26,26,0.0
random_rel_0.0002,1,27,27,0.0
random_rel_0.0002,1,28,28,0.005524271633476019
random_rel_0.0002,1,29,29,0.005524271633476019
random_rel_0.0002,1,30,30,0.006765823345631361
random_rel_0.0002,1,31,31,0.005524271633476019
random_rel_0.0002,2,0,0,0.00390625
random_rel_0.0002,2,1,1,0.0
random_rel_0.0002,2,2,2,0.0
random_rel_0.0002,2,3,3,0.0
random_rel_0.0002,2,4,4,0.0
random_rel_0.0002,2,5,5,0.0
random_rel_0.0002,2,6,6,0.006765823345631361
random_rel_0.0002,2,7,7,0.0
random_rel_0.0002,2,8,8,0.00390625
random_rel_0.0002,2,9,9,0.00390625
random_rel_0.0002,2,10,10,0.0
random_rel_0.0002,2,11,11,0.0
random_rel_0.0002,2,12,12,0.0078125
random_rel_0.0002,2,13,13,0.0
random_rel_0.0002,2,14,14,0.005524271633476019
random_rel_0.0002,2,15,15,0.0
random_rel_0.0002,2,16,16,0.0
random_rel_0.0002,2,17,17,0.0
random_rel_0.0002,2,18,18,0.0
random_rel_0.0002,2,19,19,0.005524271633476019
random_rel_0.0002,2,20,20,0.00390625
random_rel_0.0002,2,21,21,0.0
random_rel_0.0002,2,22,22,0.0
random_rel_0.0002,2,23,23,0.0
random_rel_0.0002,2,24,24,0.0
random_rel_0.0002,2,25,25,0.0
random_rel_0.0002,2,26,26,0.005524271633476019
random_rel_0.0002,2,27,27,0.0
random_rel_0.0002,2,28,28,0.00390625
random_rel_0.0002,2,29,29,0.0
random_rel_0.0002,2,30,30,0.0027621358167380095
random_rel_0.0002,2,31,31,0.0
random_rel_0.0002,3,0,0,0.0
random_rel_0.0002,3,1,1,0.0
random_rel_0.0002,3,2,2,0.00390625
random_rel_0.0002,3,3,3,0.005524271633476019
random_rel_0.0002,3,4,4,0.5403841733932495
random_rel_0.0002,3,5,5,0.4297141432762146
random_rel_0.0002,3,6,6,0.004784159827977419
random_rel_0.0002,3,7,7,0.0027621358167380095
random_rel_0.0002,3,8,8,0.0
random_rel_0.0002,3,9,9,1.0883516073226929
random_rel_0.0002,3,10,10,0.0
random_rel_0.0002,3,11,11,0.005524271633476019
random_rel_0.0002,3,12,12,0.0
random_rel_0.0002,3,13,13,0.00390625
random_rel_0.0002,3,14,14,0.00390625
random_rel_0.0002,3,15,15,0.004784159827977419
random_rel_0.0002,3,16,16,0.0027621358167380095
random_rel_0.0002,3,17,17,0.0
random_rel_0.0002,3,18,18,0.0
random_rel_0.0002,3,19,19,0.004784159827977419
random_rel_0.0002,3,20,20,0.0
random_rel_0.0002,3,21,21,0.004784159827977419
random_rel_0.0002,3,22,22,0.00390625
random_rel_0.0002,3,23,23,1.191172480583191
random_rel_0.0002,3,24,24,0.35058456659317017
random_rel_0.0002,3,25,25,0.0
random_rel_0.0002,3,26,26,1.71492600440979
random_rel_0.0002,3,27,27,0.00390625
random_rel_0.0002,3,28,28,0.0027621358167380095
random_rel_0.0002,3,29,29,0.5633131861686707
random_rel_0.0002,3,30,30,0.0
random_rel_0.0002,3,31,31,0.00390625
random_rel_0.0002,4,0,0,0.005524271633476019
random_rel_0.0002,4,1,1,0.0
random_rel_0.0002,4,2,2,0.0027621358167380095
random_rel_0.0002,4,3,3,0.005524271633476019
random_rel_0.0002,4,4,4,0.0
random_rel_0.0002,4,5,5,0.0
random_rel_0.0002,4,6,6,0.0
random_rel_0.0002,4,7,7,0.0027621358167380095
random_rel_0.0002,4,8,8,0.00390625
random_rel_0.0002,4,9,9,0.0027621358167380095
random_rel_0.0002,4,10,10,0.0027621358167380095
random_rel_0.0002,4,11,11,0.0027621358167380095
random_rel_0.0002,4,12,12,0.0027621358167380095
random_rel_0.0002,4,13,13,0.0
random_rel_0.0002,4,14,14,0.00390625
random_rel_0.0002,4,15,15,0.00390625
random_rel_0.0002,4,16,16,0.0
random_rel_0.0002,4,17,17,0.0027621358167380095
random_rel_0.0002,4,18,18,0.0
random_rel_0.0002,4,19,19,0.0
random_rel_0.0002,4,20,20,0.004784159827977419
random_rel_0.0002,4,21,21,0.00390625
random_rel_0.0002,4,22,22,0.0
random_rel_0.0002,4,23,23,0.00390625
random_rel_0.0002,4,24,24,0.006765823345631361
random_rel_0.0002,4,25,25,0.0
random_rel_0.0002,4,26,26,0.0027621358167380095
random_rel_0.0002,4,27,27,0.0
random_rel_0.0002,4,28,28,0.0027621358167380095
random_rel_0.0002,4,29,29,0.005524271633476019
random_rel_0.0002,4,30,30,0.0
random_rel_0.0002,4,31,31,0.005524271633476019
random_rel_0.0002,5,0,0,0.00390625
random_rel_0.0002,5,1,1,0.00390625
random_rel_0.0002,5,2,2,0.0
random_rel_0.0002,5,3,3,0.00390625
random_rel_0.0002,5,4,4,0.00390625
random_rel_0.0002,5,5,5,0.00390625
random_rel_0.0002,5,6,6,0.00390625
random_rel_0.0002,5,7,7,0.005524271633476019
random_rel_0.0002,5,8,8,0.005524271633476019
random_rel_0.0002,5,9,9,0.005524271633476019
random_rel_0.0002,5,10,10,0.006765823345631361
random_rel_0.0002,5,11,11,0.006765823345631361
random_rel_0.0002,5,12,12,0.006765823345631361
random_rel_0.0002,5,13,13,0.005524271633476019
random_rel_0.0002,5,14,14,0.0
random_rel_0.0002,5,15,15,0.00390625
random_rel_0.0002,5,16,16,0.0
random_rel_0.0002,5,17,17,0.006765823345631361
random_rel_0.0002,5,18,18,0.0
random_rel_0.0002,5,19,19,0.0
random_rel_0.0002,5,20,20,0.005524271633476019
random_rel_0.0002,5,21,21,0.005524271633476019
random_rel_0.0002,5,22,22,0.0
random_rel_0.0002,5,23,23,0.0
random_rel_0.0002,5,24,24,0.00390625
random_rel_0.0002,5,25,25,0.00390625
random_rel_0.0002,5,26,26,0.0027621358167380095
random_rel_0.0002,5,27,27,0.0
random_rel_0.0002,5,28,28,0.004784159827977419
random_rel_0.0002,5,29,29,0.005524271633476019
random_rel_0.0002,5,30,30,0.0027621358167380095
random_rel_0.0002,5,31,31,0.0
random_rel_0.0002,6,0,0,0.0078125
random_rel_0.0002,6,1,1,0.005524271633476019
random_rel_0.0002,6,2,2,0.0078125
random_rel_0.0002,6,3,3,0.004784159827977419
random_rel_0.0002,6,4,4,0.0
random_rel_0.0002,6,5,5,0.0
random_rel_0.0002,6,6,6,0.0
random_rel_0.0002,6,7,7,0.0
random_rel_0.0002,6,8,8,0.0
random_rel_0.0002,6,9,9,0.0
random_rel_0.0002,6,10,10,0.00390625
random_rel_0.0002,6,11,11,0.005524271633476019
random_rel_0.0002,6,12,12,0.005524271633476019
random_rel_0.0002,6,13,13,0.0
random_rel_0.0002,6,14,14,0.0
random_rel_0.0002,6,15,15,0.009568319655954838
random_rel_0.0002,6,16,16,0.0
random_rel_0.0002,6,17,17,0.0
random_rel_0.0002,6,18,18,0.005524271633476019
random_rel_0.0002,6,19,19,0.0
random_rel_0.0002,6,20,20,0.0
random_rel_0.0002,6,21,21,0.013531646691262722
random_rel_0.0002,6,22,22,0.0
random_rel_0.0002,6,23,23,0.005524271633476019
random_rel_0.0002,6,24,24,0.0
random_rel_0.0002,6,25,25,0.0078125
random_rel_0.0002,6,26,26,0.005524271633476019
random_rel_0.0002,6,27,27,0.0
random_rel_0.0002,6,28,28,0.005524271633476019
random_rel_0.0002,6,29,29,0.006765823345631361
random_rel_0.0002,6,30,30,0.0
random_rel_0.0002,6,31,31,0.005524271633476019
random_rel_0.0002,7,0,0,0.004784159827977419
random_rel_0.0002,7,1,1,0.00390625
random_rel_0.0002,7,2,2,0.0027621358167380095
random_rel_0.0002,7,3,3,0.0
random_rel_0.0002,7,4,4,0.0
random_rel_0.0002,7,5,5,0.0
random_rel_0.0002,7,6,6,0.0
random_rel_0.0002,7,7,7,0.0
random_rel_0.0002,7,8,8,0.0
random_rel_0.0002,7,9,9,0.0
random_rel_0.0002,7,10,10,0.0
random_rel_0.0002,7,11,11,0.0
random_rel_0.0002,7,12,12,0.00390625
random_rel_0.0002,7,13,13,0.00390625
random_rel_0.0002,7,14,14,0.0027621358167380095
random_rel_0.0002,7,15,15,0.00390625
random_rel_0.0002,7,16,16,0.0
random_rel_0.0002,7,17,17,0.0
random_rel_0.0002,7,18,18,0.00390625
random_rel_0.0002,7,19,19,0.00390625
random_rel_0.0002,7,20,20,0.00390625
random_rel_0.0002,7,21,21,0.0
random_rel_0.0002,7,22,22,0.0027621358167380095
