task,phase,kv_type,layer,kv_head,bucket,metric,count,mean,std,min,max
gsm8k,prefill,v,5,5,bucketfirst,relative_candidate_benefit,25,-6.41747502782189,8.746744409283409,,
gsm8k,prefill,v,5,5,bucketlast,relative_candidate_benefit,20,0.30787108206412295,0.28242561238486547,,
gsm8k,prefill,v,5,5,bucketmiddle,relative_candidate_benefit,35,0.5289218572087478,0.31224818588535297,,
gsm8k,prefill,v,5,6,bucketfirst,relative_candidate_benefit,29,-2.5999272285183954,4.74605182561287,,
gsm8k,prefill,v,5,6,bucketlast,relative_candidate_benefit,28,0.6672911460516213,0.19386844612375428,,
gsm8k,prefill,v,5,6,bucketmiddle,relative_candidate_benefit,23,0.6860753601111648,0.17755237293579382,,
gsm8k,prefill,v,5,7,bucketfirst,relative_candidate_benefit,26,-54.9717991552826,81.5939528534259,,
gsm8k,prefill,v,5,7,bucketlast,relative_candidate_benefit,25,0.7194746655124898,0.22043301865890438,,
gsm8k,prefill,v,5,7,bucketmiddle,relative_candidate_benefit,29,0.7723132108198519,0.17671347474777782,,
gsm8k,prefill,v,6,0,bucketfirst,relative_candidate_benefit,29,-3.4495159796986057,5.8227004622499345,,
gsm8k,prefill,v,6,0,bucketlast,relative_candidate_benefit,31,0.5845686546940179,0.1982785302753193,,
gsm8k,prefill,v,6,0,bucketmiddle,relative_candidate_benefit,20,0.4833848502858002,0.17830331990368906,,
gsm8k,prefill,v,6,1,bucketfirst,relative_candidate_benefit,26,-6.607146015496659,9.991392060529735,,
gsm8k,prefill,v,6,1,bucketlast,relative_candidate_benefit,27,0.44159005710736104,0.3121964851454257,,
gsm8k,prefill,v,6,1,bucketmiddle,relative_candidate_benefit,27,0.5536010861883504,0.2673768450484098,,
gsm8k,prefill,v,6,2,bucketfirst,relative_candidate_benefit,34,0.14265995422436817,0.745233021759907,,
gsm8k,prefill,v,6,2,bucketlast,relative_candidate_benefit,22,0.5321142588821257,0.2637265262557952,,
gsm8k,prefill,v,6,2,bucketmiddle,relative_candidate_benefit,24,0.6498433895222231,0.2861224374474853,,
gsm8k,prefill,v,6,3,bucketfirst,relative_candidate_benefit,28,-7.729035240871654,13.165674985863452,,
gsm8k,prefill,v,6,3,bucketlast,relative_candidate_benefit,28,0.7622525278480495,0.14299270088302984,,
gsm8k,prefill,v,6,3,bucketmiddle,relative_candidate_benefit,24,0.6676706813778558,0.20336228909982493,,
gsm8k,prefill,v,6,4,bucketfirst,relative_candidate_benefit,25,-17.244523696629898,26.16019046138049,,
gsm8k,prefill,v,6,4,bucketlast,relative_candidate_benefit,28,0.6059023670689102,0.2581027136587574,,
gsm8k,prefill,v,6,4,bucketmiddle,relative_candidate_benefit,27,0.7427550572815002,0.16233896414596177,,
gsm8k,prefill,v,6,5,bucketfirst,relative_candidate_benefit,25,-0.6695253174618823,1.5540892604060148,,
gsm8k,prefill,v,6,5,bucketlast,relative_candidate_benefit,24,0.5377523798444818,0.2489357502113086,,
gsm8k,prefill,v,6,5,bucketmiddle,relative_candidate_benefit,31,0.6352674528804425,0.1964066852524849,,
gsm8k,prefill,v,6,6,bucketfirst,relative_candidate_benefit,25,-19.003595361437043,24.551230217732805,,
gsm8k,prefill,v,6,6,bucketlast,relative_candidate_benefit,24,0.5898999726806626,0.1617567890971044,,
gsm8k,prefill,v,6,6,bucketmiddle,relative_candidate_benefit,31,0.6046104218566574,0.20348056957778873,,
gsm8k,prefill,v,6,7,bucketfirst,relative_candidate_benefit,34,-10.247592445217258,17.32118301905805,,
gsm8k,prefill,v,6,7,bucketlast,relative_candidate_benefit,24,0.526384140546352,0.34606912709433474,,
gsm8k,prefill,v,6,7,bucketmiddle,relative_candidate_benefit,22,0.6232425916328601,0.197043736126018,,
gsm8k,prefill,v,7,0,bucketfirst,relative_candidate_benefit,27,-0.35822781214205573,1.6523471994514036,,
gsm8k,prefill,v,7,0,bucketlast,relative_candidate_benefit,27,0.6811975902783518,0.18991290686832957,,
gsm8k,prefill,v,7,0,bucketmiddle,relative_candidate_benefit,26,0.6493756095052527,0.17184962253161903,,
gsm8k,prefill,v,7,1,bucketfirst,relative_candidate_benefit,28,0.004163129727689799,1.0364518409380734,,
gsm8k,prefill,v,7,1,bucketlast,relative_candidate_benefit,27,0.646056535293836,0.22585521133573497,,
gsm8k,prefill,v,7,1,bucketmiddle,relative_candidate_benefit,25,0.6596868181228307,0.28494106814165804,,
gsm8k,prefill,v,7,2,bucketfirst,relative_candidate_benefit,26,-3.6662248248493805,6.948192696036365,,
gsm8k,prefill,v,7,2,bucketlast,relative_candidate_benefit,28,0.6565619701004711,0.24655514189752795,,
gsm8k,prefill,v,7,2,bucketmiddle,relative_candidate_benefit,26,0.7353533510758928,0.22254623136717017,,
gsm8k,prefill,v,7,3,bucketfirst,relative_candidate_benefit,21,-6.373989279179116,8.088598443662985,,
gsm8k,prefill,v,7,3,bucketlast,relative_candidate_benefit,27,0.6927008465136452,0.20383951686484686,,
gsm8k,prefill,v,7,3,bucketmiddle,relative_candidate_benefit,32,0.5495522205764484,0.20254985091254854,,
gsm8k,prefill,v,7,4,bucketfirst,relative_candidate_benefit,20,-2.085562913346729,3.197433325282608,,
gsm8k,prefill,v,7,4,bucketlast,relative_candidate_benefit,33,0.5736948551875088,0.31261621366967335,,
gsm8k,prefill,v,7,4,bucketmiddle,relative_candidate_benefit,27,0.6118219309641468,0.32609075005482596,,
gsm8k,prefill,v,7,5,bucketfirst,relative_candidate_benefit,25,-1.0207050877646344,2.2899002811380953,,
gsm8k,prefill,v,7,5,bucketlast,relative_candidate_benefit,22,0.49051491124622043,0.2095701076171415,,
gsm8k,prefill,v,7,5,bucketmiddle,relative_candidate_benefit,33,0.6280344345101885,0.16218874390946514,,
gsm8k,prefill,v,7,6,bucketfirst,relative_candidate_benefit,23,-0.3485123932639577,1.2295072044844733,,
gsm8k,prefill,v,7,6,bucketlast,relative_candidate_benefit,25,0.6865065760403805,0.14033963965547627,,
gsm8k,prefill,v,7,6,bucketmiddle,relative_candidate_benefit,32,0.6421411690808728,0.2170316473237711,,
gsm8k,prefill,v,7,7,bucketfirst,relative_candidate_benefit,31,-3.3062651661046116,5.779265146171357,,
gsm8k,prefill,v,7,7,bucketlast,relative_candidate_benefit,29,0.6045058417639775,0.22627944948520898,,
gsm8k,prefill,v,7,7,bucketmiddle,relative_candidate_benefit,20,0.6145834163437724,0.2694555741485884,,
gsm8k,prefill,v,8,0,bucketfirst,relative_candidate_benefit,34,-1.2834648033519531,3.54538905375624,,
gsm8k,prefill,v,8,0,bucketlast,relative_candidate_benefit,25,0.5894808597228232,0.22493829598659246,,
gsm8k,prefill,v,8,0,bucketmiddle,relative_candidate_benefit,21,0.6676667309253805,0.14501708130791385,,
gsm8k,prefill,v,8,1,bucketfirst,relative_candidate_benefit,30,0.18379874248647834,0.541089893148544,,
gsm8k,prefill,v,8,1,bucketlast,relative_candidate_benefit,21,0.4080799032956858,0.3065941318746527,,
gsm8k,prefill,v,8,1,bucketmiddle,relative_candidate_benefit,29,0.508492242340165,0.2671058815286861,,
gsm8k,prefill,v,8,2,bucketfirst,relative_candidate_benefit,24,0.43556593459912246,0.35423112899567005,,
gsm8k,prefill,v,8,2,bucketlast,relative_candidate_benefit,32,0.7274530392907065,0.17346063783544485,,
gsm8k,prefill,v,8,2,bucketmiddle,relative_candidate_benefit,24,0.6778283924941723,0.17759745118639425,,
gsm8k,prefill,v,8,3,bucketfirst,relative_candidate_benefit,26,-0.7915814364453506,2.231796570536427,,
gsm8k,prefill,v,8,3,bucketlast,relative_candidate_benefit,29,0.6209502199432047,0.2139714177065709,,
gsm8k,prefill,v,8,3,bucketmiddle,relative_candidate_benefit,25,0.6059699052641941,0.2114844587038204,,
gsm8k,prefill,v,8,4,bucketfirst,relative_candidate_benefit,28,0.10535424141330976,0.6360370832092141,,
gsm8k,prefill,v,8,4,bucketlast,relative_candidate_benefit,25,0.42172731924055173,0.4121896354487338,,
gsm8k,prefill,v,8,4,bucketmiddle,relative_candidate_benefit,27,0.46300374236568304,0.3140041126856306,,
gsm8k,prefill,v,8,5,bucketfirst,relative_candidate_benefit,34,0.33594540233160175,0.6119294571220816,,
gsm8k,prefill,v,8,5,bucketlast,relative_candidate_benefit,23,0.6865204868978452,0.19330906082452226,,
gsm8k,prefill,v,8,5,bucketmiddle,relative_candidate_benefit,23,0.6261744102717808,0.19965051537979256,,
gsm8k,prefill,v,8,6,bucketfirst,relative_candidate_benefit,26,-1.7794207499473353,3.2087188358850693,,
gsm8k,prefill,v,8,6,bucketlast,relative_candidate_benefit,23,0.563458664784517,0.19878118122035587,,
gsm8k,prefill,v,8,6,bucketmiddle,relative_candidate_benefit,31,0.5534079117758007,0.25299567409742946,,
gsm8k,prefill,v,8,7,bucketfirst,relative_candidate_benefit,31,0.2654569030123776,0.7092414721172343,,
gsm8k,prefill,v,8,7,bucketlast,relative_candidate_benefit,23,0.6880484901430887,0.2344762870334273,,
gsm8k,prefill,v,8,7,bucketmiddle,relative_candidate_benefit,26,0.6841282021339492,0.20762743085566596,,
gsm8k,prefill,v,9,0,bucketfirst,relative_candidate_benefit,28,0.6030101269563752,0.25514630026417834,,
gsm8k,prefill,v,9,0,bucketlast,relative_candidate_benefit,28,0.6727646546446326,0.1730174086002631,,
gsm8k,prefill,v,9,0,bucketmiddle,relative_candidate_benefit,24,0.65381614265357,0.1497846714911264,,
gsm8k,prefill,v,9,1,bucketfirst,relative_candidate_benefit,27,-3.911838126951597,6.344471985998119,,
gsm8k,prefill,v,9,1,bucketlast,relative_candidate_benefit,30,0.2589858144367775,0.37685811210293657,,
gsm8k,prefill,v,9,1,bucketmiddle,relative_candidate_benefit,23,0.3924606382769266,0.3990098399070759,,
gsm8k,prefill,v,9,2,bucketfirst,relative_candidate_benefit,24,-0.45731083638573455,1.7251717946819671,,
gsm8k,prefill,v,9,2,bucketlast,relative_candidate_benefit,29,0.5840239287340792,0.2872861659953094,,
gsm8k,prefill,v,9,2,bucketmiddle,relative_candidate_benefit,27,0.692011178339822,0.19091893092549794,,
gsm8k,prefill,v,9,3,bucketfirst,relative_candidate_benefit,27,-2.4867235113604433,4.295686268803371,,
gsm8k,prefill,v,9,3,bucketlast,relative_candidate_benefit,25,0.7127963930950078,0.19349879625098784,,
gsm8k,prefill,v,9,3,bucketmiddle,relative_candidate_benefit,28,0.5545818618380071,0.3477137807895181,,
gsm8k,prefill,v,9,4,bucketfirst,relative_candidate_benefit,29,-0.17601390945786638,1.3656661879525311,,
gsm8k,prefill,v,9,4,bucketlast,relative_candidate_benefit,26,0.6461130046086979,0.2826257146810793,,
gsm8k,prefill,v,9,4,bucketmiddle,relative_candidate_benefit,25,0.7046032658990049,0.21155491467825951,,
gsm8k,prefill,v,9,5,bucketfirst,relative_candidate_benefit,23,-0.5190791716241796,1.4438560357843708,,
gsm8k,prefill,v,9,5,bucketlast,relative_candidate_benefit,27,0.5311028791981267,0.28757971137650434,,
gsm8k,prefill,v,9,5,bucketmiddle,relative_candidate_benefit,30,0.5690255755137144,0.2162836901151595,,
gsm8k,prefill,v,9,6,bucketfirst,relative_candidate_benefit,24,-5.51341299231538,7.727914133444481,,
gsm8k,prefill,v,9,6,bucketlast,relative_candidate_benefit,31,0.5313181930122264,0.28847187897794707,,
gsm8k,prefill,v,9,6,bucketmiddle,relative_candidate_benefit,25,0.5897164400636572,0.18767481771857047,,
gsm8k,prefill,v,9,7,bucketfirst,relative_candidate_benefit,31,0.40472155911106955,0.30478512078625863,,
gsm8k,prefill,v,9,7,bucketlast,relative_candidate_benefit,23,0.6178987792773442,0.1976080927376668,,
gsm8k,prefill,v,9,7,bucketmiddle,relative_candidate_benefit,26,0.5826959427142042,0.3016769101446625,,
gsm8k,prefill,v,10,0,bucketfirst,relative_candidate_benefit,24,-2.4365154922514907,4.1403017056971185,,
gsm8k,prefill,v,10,0,bucketlast,relative_candidate_benefit,24,0.689378202477152,0.2900289701555685,,
gsm8k,prefill,v,10,0,bucketmiddle,relative_candidate_benefit,32,0.6860534769129768,0.16858433238812623,,
gsm8k,prefill,v,10,1,bucketfirst,relative_candidate_benefit,32,-4.958688972911768,8.528656796302572,,
gsm8k,prefill,v,10,1,bucketlast,relative_candidate_benefit,27,0.4677695940537267,0.2747576975094116,,
gsm8k,prefill,v,10,1,bucketmiddle,relative_candidate_benefit,21,0.4914587223679184,0.20468700386494565,,
gsm8k,prefill,v,10,2,bucketfirst,relative_candidate_benefit,27,-2.6406335898324556,4.468980049919238,,
gsm8k,prefill,v,10,2,bucketlast,relative_candidate_benefit,23,0.5454569640556737,0.2788419673120337,,
gsm8k,prefill,v,10,2,bucketmiddle,relative_candidate_benefit,30,0.5217465698193088,0.26797797978560456,,
gsm8k,prefill,v,10,3,bucketfirst,relative_candidate_benefit,27,-5.020866096563825,7.808827562259804,,
gsm8k,prefill,v,10,3,bucketlast,relative_candidate_benefit,27,0.6043383707811095,0.2510197941818433,,
gsm8k,prefill,v,10,3,bucketmiddle,relative_candidate_benefit,26,0.5321822273723164,0.2324614162382454,,
gsm8k,prefill,v,10,4,bucketfirst,relative_candidate_benefit,26,0.039804628418403334,0.8476786124079149,,
gsm8k,prefill,v,10,4,bucketlast,relative_candidate_benefit,27,0.6742000988134758,0.18785417300271456,,
gsm8k,prefill,v,10,4,bucketmiddle,relative_candidate_benefit,27,0.7510194427276652,0.16183166149269745,,
gsm8k,prefill,v,10,5,bucketfirst,relative_candidate_benefit,29,0.24416849263552354,0.4059646881948047,,
gsm8k,prefill,v,10,5,bucketlast,relative_candidate_benefit,22,0.6774054607318222,0.1836081487232289,,
gsm8k,prefill,v,10,5,bucketmiddle,relative_candidate_benefit,29,0.6020326389597951,0.27364575577520467,,
gsm8k,prefill,v,10,6,bucketfirst,relative_candidate_benefit,27,-2.1920241777325447,4.1152906265055185,,
gsm8k,prefill,v,10,6,bucketlast,relative_candidate_benefit,25,0.5995044925024879,0.30080708515353405,,
gsm8k,prefill,v,10,6,bucketmiddle,relative_candidate_benefit,28,0.6473673620102447,0.18372102250431713,,
gsm8k,prefill,v,10,7,bucketfirst,relative_candidate_benefit,26,-0.9722920167003518,2.2214842791668237,,
gsm8k,prefill,v,10,7,bucketlast,relative_candidate_benefit,25,0.7055452834118671,0.22874152426524472,,
gsm8k,prefill,v,10,7,bucketmiddle,relative_candidate_benefit,29,0.7043372336327397,0.14375890113545958,,
gsm8k,prefill,v,11,0,bucketfirst,relative_candidate_benefit,28,0.21565214417290451,0.688656307064552,,
gsm8k,prefill,v,11,0,bucketlast,relative_candidate_benefit,25,0.6828498154888982,0.22175783157908763,,
gsm8k,prefill,v,11,0,bucketmiddle,relative_candidate_benefit,27,0.6005490026078476,0.21475470438546296,,
gsm8k,prefill,v,11,1,bucketfirst,relative_candidate_benefit,31,-1.6266816915849922,3.1931021937104536,,
gsm8k,prefill,v,11,1,bucketlast,relative_candidate_benefit,25,0.5824645974518049,0.27096842969768586,,
gsm8k,prefill,v,11,1,bucketmiddle,relative_candidate_benefit,24,0.66163845117187,0.16997331484529507,,
gsm8k,prefill,v,11,2,bucketfirst,relative_candidate_benefit,21,-4.051475275155445,5.062796445850069,,
gsm8k,prefill,v,11,2,bucketlast,relative_candidate_benefit,28,0.4734171440557338,0.3629549826722367,,
gsm8k,prefill,v,11,2,bucketmiddle,relative_candidate_benefit,31,0.6598810110567616,0.22732898401521104,,
gsm8k,prefill,v,11,3,bucketfirst,relative_candidate_benefit,21,0.01373359505756351,0.7258108651043043,,
gsm8k,prefill,v,11,3,bucketlast,relative_candidate_benefit,32,0.6103271858385034,0.31042772435970695,,
gsm8k,prefill,v,11,3,bucketmiddle,relative_candidate_benefit,27,0.5737910255664218,0.2121276532276707,,
gsm8k,prefill,v,11,4,bucketfirst,relative_candidate_benefit,26,0.5813404488021402,0.21644974274970027,,
gsm8k,prefill,v,11,4,bucketlast,relative_candidate_benefit,31,0.6233832485732541,0.1665443670847986,,
gsm8k,prefill,v,11,4,bucketmiddle,relative_candidate_benefit,23,0.6241516474187158,0.23215445522133324,,
gsm8k,prefill,v,11,5,bucketfirst,relative_candidate_benefit,28,-0.7722701604154505,2.2158636765260953,,
gsm8k,prefill,v,11,5,bucketlast,relative_candidate_benefit,23,0.6724232596095321,0.20760617877291931,,
gsm8k,prefill,v,11,5,bucketmiddle,relative_candidate_benefit,29,0.6547794027203897,0.2173461327211594,,
gsm8k,prefill,v,11,6,bucketfirst,relative_candidate_benefit,26,-0.3092683604767581,1.2918607220180516,,
gsm8k,prefill,v,11,6,bucketlast,relative_candidate_benefit,28,0.5999144484308873,0.2112654905869393,,
gsm8k,prefill,v,11,6,bucketmiddle,relative_candidate_benefit,26,0.6626293858400547,0.2677205033810487,,
gsm8k,prefill,v,11,7,bucketfirst,relative_candidate_benefit,27,-2.037870990280896,3.563328736418041,,
gsm8k,prefill,v,11,7,bucketlast,relative_candidate_benefit,24,0.542574416780005,0.25522865779724563,,
gsm8k,prefill,v,11,7,bucketmiddle,relative_candidate_benefit,29,0.48664957405853604,0.2563006299974957,,
gsm8k,prefill,v,12,0,bucketfirst,relative_candidate_benefit,24,0.21386095550797082,0.5128249226630477,,
gsm8k,prefill,v,12,0,bucketlast,relative_candidate_benefit,29,0.6425696566355265,0.2540788493794997,,
gsm8k,prefill,v,12,0,bucketmiddle,relative_candidate_benefit,27,0.6151499215314314,0.20691526832149712,,
gsm8k,prefill,v,12,1,bucketfirst,relative_candidate_benefit,28,-1.0471309629458776,2.154184983292804,,
gsm8k,prefill,v,12,1,bucketlast,relative_candidate_benefit,20,0.48082770698241284,0.2645214292360644,,
gsm8k,prefill,v,12,1,bucketmiddle,relative_candidate_benefit,32,0.5109627373521514,0.2404455067401115,,
gsm8k,prefill,v,12,2,bucketfirst,relative_candidate_benefit,22,0.1876311269562022,0.4358954683188891,,
gsm8k,prefill,v,12,2,bucketlast,relative_candidate_benefit,30,0.6279163190132915,0.24410113012818663,,
gsm8k,prefill,v,12,2,bucketmiddle,relative_candidate_benefit,28,0.5293728900852706,0.3227576430175422,,
gsm8k,prefill,v,12,3,bucketfirst,relative_candidate_benefit,26,-0.19875595252469053,1.4799709953471367,,
gsm8k,prefill,v,12,3,bucketlast,relative_candidate_benefit,28,0.7517408047594963,0.17271933820238347,,
gsm8k,prefill,v,12,3,bucketmiddle,relative_candidate_benefit,26,0.6130892129919501,0.19044852057530937,,
gsm8k,prefill,v,12,4,bucketfirst,relative_candidate_benefit,28,-4.268312542450268,7.867744794495439,,
gsm8k,prefill,v,12,4,bucketlast,relative_candidate_benefit,27,0.5332656945497048,0.2535213044054023,,
gsm8k,prefill,v,12,4,bucketmiddle,relative_candidate_benefit,25,0.6033397147836088,0.24882017108146248,,
gsm8k,prefill,v,12,5,bucketfirst,relative_candidate_benefit,28,-7.663034737186104,12.510831309561528,,
gsm8k,prefill,v,12,5,bucketlast,relative_candidate_benefit,27,0.5353385161081804,0.2616889751136492,,
gsm8k,prefill,v,12,5,bucketmiddle,relative_candidate_benefit,25,0.3678643994608638,0.3155381104000083,,
gsm8k,prefill,v,12,6,bucketfirst,relative_candidate_benefit,35,0.5182346577255732,0.2553508811156318,,
gsm8k,prefill,v,12,6,bucketlast,relative_candidate_benefit,20,0.6318454524214119,0.2734099670463728,,
gsm8k,prefill,v,12,6,bucketmiddle,relative_candidate_benefit,25,0.578279319185867,0.1966840474891567,,
gsm8k,prefill,v,12,7,bucketfirst,relative_candidate_benefit,28,-0.3244908224723995,1.4719224803775157,,
gsm8k,prefill,v,12,7,bucketlast,relative_candidate_benefit,21,0.6534624337060835,0.17647165089243683,,
gsm8k,prefill,v,12,7,bucketmiddle,relative_candidate_benefit,31,0.554551262441318,0.27862502814910645,,
gsm8k,prefill,v,13,0,bucketfirst,relative_candidate_benefit,29,0.5129662539544712,0.4806745720106229,,
gsm8k,prefill,v,13,0,bucketlast,relative_candidate_benefit,30,0.6810976667973393,0.16662660536917964,,
gsm8k,prefill,v,13,0,bucketmiddle,relative_candidate_benefit,21,0.7059943565967772,0.1364359657521796,,
gsm8k,prefill,v,13,1,bucketfirst,relative_candidate_benefit,22,-3.426742766975944,4.988588969105468,,
gsm8k,prefill,v,13,1,bucketlast,relative_candidate_benefit,34,0.5136748833752575,0.30396413266383954,,
gsm8k,prefill,v,13,1,bucketmiddle,relative_candidate_benefit,24,0.6502394624080028,0.19784987653171787,,
gsm8k,prefill,v,13,2,bucketfirst,relative_candidate_benefit,27,0.5001328509212306,0.26540044873494045,,
gsm8k,prefill,v,13,2,bucketlast,relative_candidate_benefit,29,0.6597837847702386,0.2005284971057611,,
gsm8k,prefill,v,13,2,bucketmiddle,relative_candidate_benefit,24,0.6921943613848786,0.18324775060123757,,
gsm8k,prefill,v,13,3,bucketfirst,relative_candidate_benefit,28,0.15184738401148143,0.48949601274265053,,
gsm8k,prefill,v,13,3,bucketlast,relative_candidate_benefit,29,0.5815348970729274,0.2624525382220687,,
gsm8k,prefill,v,13,3,bucketmiddle,relative_candidate_benefit,23,0.5294622654999858,0.1915199238785719,,
gsm8k,prefill,v,13,4,bucketfirst,relative_candidate_benefit,29,0.33086502350949765,0.4906242154492822,,
gsm8k,prefill,v,13,4,bucketlast,relative_candidate_benefit,30,0.6807823813732783,0.18658413878012345,,
gsm8k,prefill,v,13,4,bucketmiddle,relative_candidate_benefit,21,0.6691250702964958,0.1882419037231572,,
gsm8k,prefill,v,13,5,bucketfirst,relative_candidate_benefit,25,-1.8379056142983914,2.914605154718251,,
gsm8k,prefill,v,13,5,bucketlast,relative_candidate_benefit,28,0.4212392281949606,0.34231703571228345,,
gsm8k,prefill,v,13,5,bucketmiddle,relative_candidate_benefit,27,0.4650715547879441,0.2781985301024361,,
gsm8k,prefill,v,13,6,bucketfirst,relative_candidate_benefit,27,-1.372023105626219,2.8000652854495196,,
gsm8k,prefill,v,13,6,bucketlast,relative_candidate_benefit,21,0.6083401874879527,0.19491901134802414,,
gsm8k,prefill,v,13,6,bucketmiddle,relative_candidate_benefit,32,0.567970529182265,0.25736893626571355,,
gsm8k,prefill,v,13,7,bucketfirst,relative_candidate_benefit,32,-1.2454251465165571,2.59634908815075,,
gsm8k,prefill,v,13,7,bucketlast,relative_candidate_benefit,22,0.569968527958729,0.20322171247542517,,
gsm8k,prefill,v,13,7,bucketmiddle,relative_candidate_benefit,26,0.560625421413923,0.2117847149176972,,
gsm8k,prefill,v,14,0,bucketfirst,relative_candidate_benefit,25,0.1354798702855206,0.5241571799863763,,
gsm8k,prefill,v,14,0,bucketlast,relative_candidate_benefit,25,0.5941130499538506,0.26997668494423893,,
gsm8k,prefill,v,14,0,bucketmiddle,relative_candidate_benefit,30,0.5820411982303071,0.21652942552343746,,
gsm8k,prefill,v,14,1,bucketfirst,relative_candidate_benefit,26,-0.32805613287561586,1.2352960404094373,,
gsm8k,prefill,v,14,1,bucketlast,relative_candidate_benefit,27,0.5882545689895312,0.28791913762914484,,
gsm8k,prefill,v,14,1,bucketmiddle,relative_candidate_benefit,27,0.5320762612518618,0.3125261344331368,,
gsm8k,prefill,v,14,2,bucketfirst,relative_candidate_benefit,25,-0.726323469730283,1.8787136644708868,,
gsm8k,prefill,v,14,2,bucketlast,relative_candidate_benefit,29,0.658862630834754,0.2137938735562011,,
gsm8k,prefill,v,14,2,bucketmiddle,relative_candidate_benefit,26,0.7067121667118723,0.23466064043023105,,
gsm8k,prefill,v,14,3,bucketfirst,relative_candidate_benefit,29,0.1624790938353113,0.6173769222968627,,
gsm8k,prefill,v,14,3,bucketlast,relative_candidate_benefit,25,0.5610852527943437,0.24754355186197846,,
gsm8k,prefill,v,14,3,bucketmiddle,relative_candidate_benefit,26,0.5104749335609069,0.42633308503223116,,
gsm8k,prefill,v,14,4,bucketfirst,relative_candidate_benefit,26,-12.225621761941458,20.64092184292826,,
gsm8k,prefill,v,14,4,bucketlast,relative_candidate_benefit,35,0.5480654259598143,0.27955450098349993,,
gsm8k,prefill,v,14,4,bucketmiddle,relative_candidate_benefit,19,0.6734581349970202,0.2066639823618823,,
gsm8k,prefill,v,14,5,bucketfirst,relative_candidate_benefit,25,-0.9241476032773289,2.471202713157144,,
gsm8k,prefill,v,14,5,bucketlast,relative_candidate_benefit,26,0.6239517716546993,0.3474881792534558,,
gsm8k,prefill,v,14,5,bucketmiddle,relative_candidate_benefit,29,0.670554637013323,0.2068245130475277,,
gsm8k,prefill,v,14,6,bucketfirst,relative_candidate_benefit,32,0.03826982760999476,0.7241345256240673,,
gsm8k,prefill,v,14,6,bucketlast,relative_candidate_benefit,22,0.5562774076493442,0.25954622282008327,,
gsm8k,prefill,v,14,6,bucketmiddle,relative_candidate_benefit,26,0.6000102147199566,0.25210533466082585,,
gsm8k,prefill,v,14,7,bucketfirst,relative_candidate_benefit,23,-1.91225884902284,3.026150732487992,,
gsm8k,prefill,v,14,7,bucketlast,relative_candidate_benefit,30,0.6303709585186101,0.3191830169571834,,
gsm8k,prefill,v,14,7,bucketmiddle,relative_candidate_benefit,27,0.6923045427509963,0.15797313037623215,,
gsm8k,prefill,v,15,0,bucketfirst,relative_candidate_benefit,24,-52.99277257453864,76.19446629252137,,
gsm8k,prefill,v,15,0,bucketlast,relative_candidate_benefit,34,0.47166240476494453,0.2935537270901372,,
gsm8k,prefill,v,15,0,bucketmiddle,relative_candidate_benefit,22,0.6656965720113067,0.1729127623800791,,
gsm8k,prefill,v,15,1,bucketfirst,relative_candidate_benefit,24,0.49675680114239334,0.25099881787755357,,
gsm8k,prefill,v,15,1,bucketlast,relative_candidate_benefit,27,0.627450453167276,0.22005845983842473,,
gsm8k,prefill,v,15,1,bucketmiddle,relative_candidate_benefit,29,0.7257838551764957,0.1626439305016836,,
gsm8k,prefill,v,15,2,bucketfirst,relative_candidate_benefit,23,-0.018945159192201168,0.5679267627774187,,
gsm8k,prefill,v,15,2,bucketlast,relative_candidate_benefit,28,0.48067953420330206,0.29787986943716555,,
gsm8k,prefill,v,15,2,bucketmiddle,relative_candidate_benefit,29,0.43407456653505294,0.23507632118394686,,
gsm8k,prefill,v,15,3,bucketfirst,relative_candidate_benefit,30,-7.762700905773218,12.212595700920149,,
gsm8k,prefill,v,15,3,bucketlast,relative_candidate_benefit,21,0.46342826415048466,0.30921427075748686,,
gsm8k,prefill,v,15,3,bucketmiddle,relative_candidate_benefit,29,0.3820346875927538,0.3087280227654187,,
gsm8k,prefill,v,15,4,bucketfirst,relative_candidate_benefit,27,-1.8475854074572686,3.041546444270011,,
gsm8k,prefill,v,15,4,bucketlast,relative_candidate_benefit,26,0.5059404509338727,0.3212546823955125,,
gsm8k,prefill,v,15,4,bucketmiddle,relative_candidate_benefit,27,0.44971970405579215,0.25011614791726056,,
gsm8k,prefill,v,15,5,bucketfirst,relative_candidate_benefit,25,-0.7138926666389344,1.6348318442731276,,
gsm8k,prefill,v,15,5,bucketlast,relative_candidate_benefit,28,0.579645361148101,0.19596366163540638,,
gsm8k,prefill,v,15,5,bucketmiddle,relative_candidate_benefit,27,0.6461882850354241,0.2804253251325396,,
gsm8k,prefill,v,15,6,bucketfirst,relative_candidate_benefit,28,-3.689079670212571,5.835645191926232,,
gsm8k,prefill,v,15,6,bucketlast,relative_candidate_benefit,22,0.5149679061867828,0.27903399136560353,,
gsm8k,prefill,v,15,6,bucketmiddle,relative_candidate_benefit,30,0.585342181757922,0.2558276177433414,,
gsm8k,prefill,v,15,7,bucketfirst,relative_candidate_benefit,28,-5.501177543976863,8.965509437073642,,
gsm8k,prefill,v,15,7,bucketlast,relative_candidate_benefit,25,0.4568188152035059,0.33750109428941816,,
gsm8k,prefill,v,15,7,bucketmiddle,relative_candidate_benefit,27,0.6116815010818776,0.23653896854609235,,
