task,phase,kv_type,layer,kv_head,bucket,metric,count,mean,std,min,max
passage_retrieval_zh,decode,k,30,7,bucketfirst,relative_range_gain,1,0.0935297885970455,0.0,,
passage_retrieval_zh,decode,k,31,0,bucketfirst,relative_mse_gain,1,-0.006544620099407713,0.0,,
passage_retrieval_zh,decode,k,31,0,bucketfirst,relative_range_gain,1,0.0,0.0,,
passage_retrieval_zh,decode,k,31,1,bucketfirst,relative_mse_gain,1,0.03648572258380526,0.0,,
passage_retrieval_zh,decode,k,31,1,bucketfirst,relative_range_gain,1,0.006622516556290767,0.0,,
passage_retrieval_zh,decode,k,31,2,bucketfirst,relative_mse_gain,1,0.014618261929353851,0.0,,
passage_retrieval_zh,decode,k,31,2,bucketfirst,relative_range_gain,1,-0.0010838150289016338,0.0,,
passage_retrieval_zh,decode,k,31,3,bucketfirst,relative_mse_gain,1,-0.022532626509046465,0.0,,
passage_retrieval_zh,decode,k,31,3,bucketfirst,relative_range_gain,1,0.045319465081719315,0.0,,
passage_retrieval_zh,decode,k,31,4,bucketfirst,relative_mse_gain,1,-0.0043350153496206365,0.0,,
passage_retrieval_zh,decode,k,31,4,bucketfirst,relative_range_gain,1,-0.02861163227016542,0.0,,
passage_retrieval_zh,decode,k,31,5,bucketfirst,relative_mse_gain,1,0.008925140088371782,0.0,,
passage_retrieval_zh,decode,k,31,5,bucketfirst,relative_range_gain,1,-0.0006854009595612833,0.0,,
passage_retrieval_zh,decode,k,31,6,bucketfirst,relative_mse_gain,1,-0.005036539169327818,0.0,,
passage_retrieval_zh,decode,k,31,6,bucketfirst,relative_range_gain,1,0.03183107469271725,0.0,,
passage_retrieval_zh,decode,k,31,7,bucketfirst,relative_mse_gain,1,-0.0005659506417513854,0.0,,
passage_retrieval_zh,decode,k,31,7,bucketfirst,relative_range_gain,1,0.017428350116187274,0.0,,
passage_retrieval_zh,prefill,k,0,0,bucketfirst,range_contraction,162,0.5358136302837986,0.0612544355558081,,
passage_retrieval_zh,prefill,k,0,0,bucketfirst,relative_benefit,162,0.21159493490906736,0.04785255406226751,,
passage_retrieval_zh,prefill,k,0,0,bucketlast,range_contraction,162,0.5292154154576237,0.06676255247758212,,
passage_retrieval_zh,prefill,k,0,0,bucketlast,relative_benefit,162,0.21678769666601586,0.048020856217938036,,
passage_retrieval_zh,prefill,k,0,0,bucketmiddle,range_contraction,162,0.51666650770113,0.060603987074962014,,
passage_retrieval_zh,prefill,k,0,0,bucketmiddle,relative_benefit,162,0.22827613429702306,0.04530322548355754,,
passage_retrieval_zh,prefill,k,0,1,bucketfirst,range_contraction,162,0.8445078728019544,0.06183163799267751,,
passage_retrieval_zh,prefill,k,0,1,bucketfirst,relative_benefit,162,0.038921764902532324,0.027282110821169842,,
passage_retrieval_zh,prefill,k,0,1,bucketlast,range_contraction,162,0.8255920809578041,0.06409355306500142,,
passage_retrieval_zh,prefill,k,0,1,bucketlast,relative_benefit,162,0.03968902071870418,0.02299415200364379,,
passage_retrieval_zh,prefill,k,0,1,bucketmiddle,range_contraction,162,0.836178531674847,0.06065948916176425,,
passage_retrieval_zh,prefill,k,0,1,bucketmiddle,relative_benefit,162,0.047045942189706494,0.023342158137118825,,
passage_retrieval_zh,prefill,k,0,2,bucketfirst,range_contraction,162,0.6967518516938674,0.0748745422545092,,
passage_retrieval_zh,prefill,k,0,2,bucketfirst,relative_benefit,162,0.16773440120698976,0.04082355009717075,,
passage_retrieval_zh,prefill,k,0,2,bucketlast,range_contraction,162,0.6915470873620522,0.07765596651996139,,
passage_retrieval_zh,prefill,k,0,2,bucketlast,relative_benefit,162,0.1664281320526059,0.04475624183411569,,
passage_retrieval_zh,prefill,k,0,2,bucketmiddle,range_contraction,162,0.6887610203009714,0.06500343927839407,,
passage_retrieval_zh,prefill,k,0,2,bucketmiddle,relative_benefit,162,0.17550780663350582,0.04373400757933378,,
passage_retrieval_zh,prefill,k,0,3,bucketfirst,range_contraction,162,0.7574140979594719,0.058360410876111254,,
passage_retrieval_zh,prefill,k,0,3,bucketfirst,relative_benefit,162,0.20321447324914743,0.03273352216328205,,
passage_retrieval_zh,prefill,k,0,3,bucketlast,range_contraction,162,0.7549630002827719,0.047974861813187074,,
passage_retrieval_zh,prefill,k,0,3,bucketlast,relative_benefit,162,0.20285648353769836,0.0314536386956743,,
passage_retrieval_zh,prefill,k,0,3,bucketmiddle,range_contraction,162,0.7638515932398702,0.05475138098991656,,
passage_retrieval_zh,prefill,k,0,3,bucketmiddle,relative_benefit,162,0.1928097154876714,0.031366278159100876,,
passage_retrieval_zh,prefill,k,0,4,bucketfirst,range_contraction,162,0.7157801771470812,0.0585070952522981,,
passage_retrieval_zh,prefill,k,0,4,bucketfirst,relative_benefit,162,0.087031293697117,0.03946779126991968,,
passage_retrieval_zh,prefill,k,0,4,bucketlast,range_contraction,162,0.738489214884172,0.0668284907154937,,
passage_retrieval_zh,prefill,k,0,4,bucketlast,relative_benefit,162,0.07184936769973567,0.035611443089003735,,
passage_retrieval_zh,prefill,k,0,4,bucketmiddle,range_contraction,162,0.7342514190082499,0.06573701684558875,,
passage_retrieval_zh,prefill,k,0,4,bucketmiddle,relative_benefit,162,0.07502318481100725,0.03219159663528497,,
passage_retrieval_zh,prefill,k,0,5,bucketfirst,range_contraction,162,0.720311597758077,0.06001249448398944,,
passage_retrieval_zh,prefill,k,0,5,bucketfirst,relative_benefit,162,0.2505276862993307,0.03262765808777302,,
passage_retrieval_zh,prefill,k,0,5,bucketlast,range_contraction,162,0.7190403926090518,0.055733061860269044,,
passage_retrieval_zh,prefill,k,0,5,bucketlast,relative_benefit,162,0.24536084469614963,0.027315193831979168,,
passage_retrieval_zh,prefill,k,0,5,bucketmiddle,range_contraction,162,0.7146621037314872,0.0572919628965324,,
passage_retrieval_zh,prefill,k,0,5,bucketmiddle,relative_benefit,162,0.24613734713169375,0.03125276146412438,,
passage_retrieval_zh,prefill,k,0,6,bucketfirst,range_contraction,162,0.7700722912875042,0.057797564876344965,,
passage_retrieval_zh,prefill,k,0,6,bucketfirst,relative_benefit,162,0.07871573234773498,0.02962495658927923,,
passage_retrieval_zh,prefill,k,0,6,bucketlast,range_contraction,162,0.7680117756452929,0.050743750916566056,,
passage_retrieval_zh,prefill,k,0,6,bucketlast,relative_benefit,162,0.08558170568350427,0.020931461101045268,,
passage_retrieval_zh,prefill,k,0,6,bucketmiddle,range_contraction,162,0.7578054010176976,0.052118532967367896,,
passage_retrieval_zh,prefill,k,0,6,bucketmiddle,relative_benefit,162,0.08964080438541311,0.020162702130681033,,
passage_retrieval_zh,prefill,k,0,7,bucketfirst,range_contraction,162,0.8529895706411145,0.05660196087298446,,
passage_retrieval_zh,prefill,k,0,7,bucketfirst,relative_benefit,162,0.24121370677711113,0.03813904383483081,,
passage_retrieval_zh,prefill,k,0,7,bucketlast,range_contraction,162,0.861482190894715,0.05841810498725982,,
passage_retrieval_zh,prefill,k,0,7,bucketlast,relative_benefit,162,0.2329587015444106,0.03224573080323406,,
passage_retrieval_zh,prefill,k,0,7,bucketmiddle,range_contraction,162,0.863250777008943,0.053503701972310774,,
passage_retrieval_zh,prefill,k,0,7,bucketmiddle,relative_benefit,162,0.2259563029705131,0.036822217287297725,,
passage_retrieval_zh,prefill,k,1,0,bucketfirst,range_contraction,162,0.6949391047531098,0.05011096060641687,,
passage_retrieval_zh,prefill,k,1,0,bucketfirst,relative_benefit,162,0.06841991836542918,0.0257596838018538,,
passage_retrieval_zh,prefill,k,1,0,bucketlast,range_contraction,162,0.6983179793094287,0.04940835967219154,,
passage_retrieval_zh,prefill,k,1,0,bucketlast,relative_benefit,162,0.05922400615824833,0.024962912024150883,,
passage_retrieval_zh,prefill,k,1,0,bucketmiddle,range_contraction,162,0.6872926580565469,0.042852296590884395,,
passage_retrieval_zh,prefill,k,1,0,bucketmiddle,relative_benefit,162,0.0727485910856656,0.02520016840174993,,
passage_retrieval_zh,prefill,k,1,1,bucketfirst,range_contraction,162,0.670366548681578,0.03722894666697445,,
passage_retrieval_zh,prefill,k,1,1,bucketfirst,relative_benefit,162,0.1603395491903442,0.02314260891586634,,
passage_retrieval_zh,prefill,k,1,1,bucketlast,range_contraction,162,0.6716857182280818,0.04049745948891571,,
passage_retrieval_zh,prefill,k,1,1,bucketlast,relative_benefit,162,0.1631614636811108,0.02399724776582561,,
passage_retrieval_zh,prefill,k,1,1,bucketmiddle,range_contraction,162,0.6702507865625689,0.039723260099263386,,
passage_retrieval_zh,prefill,k,1,1,bucketmiddle,relative_benefit,162,0.16366213190041964,0.025316466172116078,,
passage_retrieval_zh,prefill,k,1,2,bucketfirst,range_contraction,162,0.5988484180457331,0.08489504870656156,,
passage_retrieval_zh,prefill,k,1,2,bucketfirst,relative_benefit,162,-0.0029364274246665,0.01626231318142676,,
passage_retrieval_zh,prefill,k,1,2,bucketlast,range_contraction,162,0.5484896077937867,0.024920479756612445,,
passage_retrieval_zh,prefill,k,1,2,bucketlast,relative_benefit,162,0.000566733713957636,0.02343186435939421,,
passage_retrieval_zh,prefill,k,1,2,bucketmiddle,range_contraction,162,0.562088287337142,0.023934510310236523,,
passage_retrieval_zh,prefill,k,1,2,bucketmiddle,relative_benefit,162,0.004391361641017898,0.02406472037025783,,
passage_retrieval_zh,prefill,k,1,3,bucketfirst,range_contraction,162,0.695426838013072,0.0407099042199486,,
passage_retrieval_zh,prefill,k,1,3,bucketfirst,relative_benefit,162,0.17486522236447258,0.026563772841465737,,
passage_retrieval_zh,prefill,k,1,3,bucketlast,range_contraction,162,0.7126398168453756,0.056246060866259225,,
passage_retrieval_zh,prefill,k,1,3,bucketlast,relative_benefit,162,0.1681278430425932,0.025672703721366468,,
passage_retrieval_zh,prefill,k,1,3,bucketmiddle,range_contraction,162,0.6762149212090631,0.03933785480394092,,
passage_retrieval_zh,prefill,k,1,3,bucketmiddle,relative_benefit,162,0.18382227865061385,0.025905046681412452,,
passage_retrieval_zh,prefill,k,1,4,bucketfirst,range_contraction,162,0.6954319964585629,0.038767112763654986,,
passage_retrieval_zh,prefill,k,1,4,bucketfirst,relative_benefit,162,0.17569707447955535,0.020317109581944097,,
passage_retrieval_zh,prefill,k,1,4,bucketlast,range_contraction,162,0.6862533329495565,0.03508123242510003,,
passage_retrieval_zh,prefill,k,1,4,bucketlast,relative_benefit,162,0.17981925816010907,0.020897917575040486,,
passage_retrieval_zh,prefill,k,1,4,bucketmiddle,range_contraction,162,0.6948068047061584,0.03618272988045319,,
passage_retrieval_zh,prefill,k,1,4,bucketmiddle,relative_benefit,162,0.17879847741298283,0.02216791725004592,,
passage_retrieval_zh,prefill,k,1,5,bucketfirst,range_contraction,162,0.7572905672411966,0.05119799142255856,,
passage_retrieval_zh,prefill,k,1,5,bucketfirst,relative_benefit,162,-0.02015361754378444,0.02074162496319413,,
passage_retrieval_zh,prefill,k,1,5,bucketlast,range_contraction,162,0.7421304560413081,0.04319458008893525,,
passage_retrieval_zh,prefill,k,1,5,bucketlast,relative_benefit,162,-0.023340866862848565,0.019017884506289783,,
passage_retrieval_zh,prefill,k,1,5,bucketmiddle,range_contraction,162,0.7372911634477196,0.03682119993038834,,
passage_retrieval_zh,prefill,k,1,5,bucketmiddle,relative_benefit,162,-0.013712201655205496,0.017646695446258936,,
passage_retrieval_zh,prefill,k,1,6,bucketfirst,range_contraction,162,0.6938614098256416,0.039756041781083044,,
passage_retrieval_zh,prefill,k,1,6,bucketfirst,relative_benefit,162,0.1314454434621225,0.02012557936376351,,
passage_retrieval_zh,prefill,k,1,6,bucketlast,range_contraction,162,0.6879013580444541,0.04051662742715351,,
passage_retrieval_zh,prefill,k,1,6,bucketlast,relative_benefit,162,0.13113568218820018,0.020977878612550883,,
passage_retrieval_zh,prefill,k,1,6,bucketmiddle,range_contraction,162,0.681813855374448,0.03983302534393216,,
passage_retrieval_zh,prefill,k,1,6,bucketmiddle,relative_benefit,162,0.13132780770678484,0.021591477993243433,,
passage_retrieval_zh,prefill,k,1,7,bucketfirst,range_contraction,162,0.8044056837891621,0.061557645218842834,,
passage_retrieval_zh,prefill,k,1,7,bucketfirst,relative_benefit,162,0.058972826503118754,0.022833587765459185,,
passage_retrieval_zh,prefill,k,1,7,bucketlast,range_contraction,162,0.8327897651172305,0.06822919047420209,,
passage_retrieval_zh,prefill,k,1,7,bucketlast,relative_benefit,162,0.04205688699741283,0.027007074171169203,,
passage_retrieval_zh,prefill,k,1,7,bucketmiddle,range_contraction,162,0.8287467651591741,0.06761467533213539,,
passage_retrieval_zh,prefill,k,1,7,bucketmiddle,relative_benefit,162,0.042799356588524635,0.026322795333585815,,
passage_retrieval_zh,prefill,k,2,0,bucketfirst,range_contraction,162,0.5849720822686719,0.09719588231378357,,
passage_retrieval_zh,prefill,k,2,0,bucketfirst,relative_benefit,162,0.048227652095001704,0.023624235139655624,,
passage_retrieval_zh,prefill,k,2,0,bucketlast,range_contraction,162,0.5594411079811277,0.042145975394817854,,
passage_retrieval_zh,prefill,k,2,0,bucketlast,relative_benefit,162,0.03744265445924908,0.023759091393662463,,
passage_retrieval_zh,prefill,k,2,0,bucketmiddle,range_contraction,162,0.5595154020014284,0.040892514124302864,,
passage_retrieval_zh,prefill,k,2,0,bucketmiddle,relative_benefit,162,0.04011635031991425,0.026773520064393878,,
passage_retrieval_zh,prefill,k,2,1,bucketfirst,range_contraction,162,0.45647323841813414,0.1363466492369092,,
passage_retrieval_zh,prefill,k,2,1,bucketfirst,relative_benefit,162,0.00898293049985863,0.013870750005336746,,
passage_retrieval_zh,prefill,k,2,1,bucketlast,range_contraction,162,0.42290390509174824,0.022288340600803678,,
passage_retrieval_zh,prefill,k,2,1,bucketlast,relative_benefit,162,0.00991680252961969,0.01675500096429209,,
passage_retrieval_zh,prefill,k,2,1,bucketmiddle,range_contraction,162,0.4216967753189649,0.021199453831079133,,
passage_retrieval_zh,prefill,k,2,1,bucketmiddle,relative_benefit,162,0.011670882778077134,0.016077007707496833,,
passage_retrieval_zh,prefill,k,2,2,bucketfirst,range_contraction,162,0.6512231432228727,0.07422079275298143,,
passage_retrieval_zh,prefill,k,2,2,bucketfirst,relative_benefit,162,0.030734025430253453,0.019273413781427964,,
passage_retrieval_zh,prefill,k,2,2,bucketlast,range_contraction,162,0.6202847989082876,0.04073717040271917,,
passage_retrieval_zh,prefill,k,2,2,bucketlast,relative_benefit,162,0.0287932468553299,0.01592014734244777,,
passage_retrieval_zh,prefill,k,2,2,bucketmiddle,range_contraction,162,0.6265497218075448,0.03568341857138389,,
passage_retrieval_zh,prefill,k,2,2,bucketmiddle,relative_benefit,162,0.02944114629830511,0.017446541860363932,,
passage_retrieval_zh,prefill,k,2,3,bucketfirst,range_contraction,162,0.5597178924898333,0.09881074287277664,,
passage_retrieval_zh,prefill,k,2,3,bucketfirst,relative_benefit,162,0.11147774993508204,0.027556058630288593,,
passage_retrieval_zh,prefill,k,2,3,bucketlast,range_contraction,162,0.5443640687167742,0.03718226939998443,,
passage_retrieval_zh,prefill,k,2,3,bucketlast,relative_benefit,162,0.10226250534844103,0.03094097862084119,,
passage_retrieval_zh,prefill,k,2,3,bucketmiddle,range_contraction,162,0.5415311110115639,0.0398698906492245,,
passage_retrieval_zh,prefill,k,2,3,bucketmiddle,relative_benefit,162,0.11473584882342634,0.02981033997352177,,
passage_retrieval_zh,prefill,k,2,4,bucketfirst,range_contraction,162,0.6391245825284846,0.09326283395837152,,
passage_retrieval_zh,prefill,k,2,4,bucketfirst,relative_benefit,162,0.014140002244124138,0.02141843497322973,,
passage_retrieval_zh,prefill,k,2,4,bucketlast,range_contraction,162,0.6067561610895673,0.03228396539417255,,
passage_retrieval_zh,prefill,k,2,4,bucketlast,relative_benefit,162,0.017128660944436838,0.021345013586103266,,
passage_retrieval_zh,prefill,k,2,4,bucketmiddle,range_contraction,162,0.6028390373910811,0.03406268964735791,,
passage_retrieval_zh,prefill,k,2,4,bucketmiddle,relative_benefit,162,0.012926807579852847,0.018428309101931675,,
passage_retrieval_zh,prefill,k,2,5,bucketfirst,range_contraction,162,0.8434710128028973,0.06390145048051717,,
passage_retrieval_zh,prefill,k,2,5,bucketfirst,relative_benefit,162,0.13698279165416427,0.03200065894597991,,
passage_retrieval_zh,prefill,k,2,5,bucketlast,range_contraction,162,0.8334605770968311,0.05954697071431694,,
passage_retrieval_zh,prefill,k,2,5,bucketlast,relative_benefit,162,0.14230083578085814,0.031364809135574497,,
passage_retrieval_zh,prefill,k,2,5,bucketmiddle,range_contraction,162,0.8335138151805045,0.065062235072486,,
passage_retrieval_zh,prefill,k,2,5,bucketmiddle,relative_benefit,162,0.1448848627150449,0.02876834964862013,,
passage_retrieval_zh,prefill,k,2,6,bucketfirst,range_contraction,162,0.554476736889737,0.12076306265794672,,
passage_retrieval_zh,prefill,k,2,6,bucketfirst,relative_benefit,162,0.01031960199815278,0.018650636983040796,,
passage_retrieval_zh,prefill,k,2,6,bucketlast,range_contraction,162,0.5287087483024737,0.03921940833169548,,
passage_retrieval_zh,prefill,k,2,6,bucketlast,relative_benefit,162,0.007480692193819477,0.017219185868785396,,
passage_retrieval_zh,prefill,k,2,6,bucketmiddle,range_contraction,162,0.5230037573577995,0.03367796149308705,,
passage_retrieval_zh,prefill,k,2,6,bucketmiddle,relative_benefit,162,0.0078782676881634,0.01918459468312893,,
passage_retrieval_zh,prefill,k,2,7,bucketfirst,range_contraction,162,0.5246341118503042,0.13544190492023955,,
passage_retrieval_zh,prefill,k,2,7,bucketfirst,relative_benefit,162,0.018068810574150083,0.019605923790125147,,
passage_retrieval_zh,prefill,k,2,7,bucketlast,range_contraction,162,0.48558820034327266,0.03035839117261887,,
passage_retrieval_zh,prefill,k,2,7,bucketlast,relative_benefit,162,0.013568820716516827,0.019583263779028106,,
passage_retrieval_zh,prefill,k,2,7,bucketmiddle,range_contraction,162,0.4819381625010205,0.03170588295690296,,
passage_retrieval_zh,prefill,k,2,7,bucketmiddle,relative_benefit,162,0.010079169749430324,0.021251484904139455,,
passage_retrieval_zh,prefill,k,3,0,bucketfirst,range_contraction,162,0.606370655415433,0.10378344215780191,,
passage_retrieval_zh,prefill,k,3,0,bucketfirst,relative_benefit,162,0.024304811865386054,0.024195769905800257,,
passage_retrieval_zh,prefill,k,3,0,bucketlast,range_contraction,162,0.5732511800369738,0.03439985207134036,,
passage_retrieval_zh,prefill,k,3,0,bucketlast,relative_benefit,162,0.008986871784759947,0.016468854694175004,,
passage_retrieval_zh,prefill,k,3,0,bucketmiddle,range_contraction,162,0.5686382548779495,0.030675392850652055,,
passage_retrieval_zh,prefill,k,3,0,bucketmiddle,relative_benefit,162,0.007961302923433467,0.015104450341782307,,
passage_retrieval_zh,prefill,k,3,1,bucketfirst,range_contraction,162,0.7670484377735025,0.09412573582148963,,
passage_retrieval_zh,prefill,k,3,1,bucketfirst,relative_benefit,162,0.03550974985485271,0.018698480513439596,,
passage_retrieval_zh,prefill,k,3,1,bucketlast,range_contraction,162,0.7475134948694085,0.04495447689628416,,
passage_retrieval_zh,prefill,k,3,1,bucketlast,relative_benefit,162,0.0369890471740218,0.01921191858524696,,
passage_retrieval_zh,prefill,k,3,1,bucketmiddle,range_contraction,162,0.7346232011880137,0.04290592646891283,,
passage_retrieval_zh,prefill,k,3,1,bucketmiddle,relative_benefit,162,0.03799548586214195,0.020527453069359464,,
passage_retrieval_zh,prefill,k,3,2,bucketfirst,range_contraction,162,0.5930757511690152,0.13121883255763347,,
passage_retrieval_zh,prefill,k,3,2,bucketfirst,relative_benefit,162,0.012003760296142366,0.021254350283010665,,
passage_retrieval_zh,prefill,k,3,2,bucketlast,range_contraction,162,0.5477511404448363,0.030999531864846552,,
passage_retrieval_zh,prefill,k,3,2,bucketlast,relative_benefit,162,0.012019327319966425,0.022842568898906578,,
passage_retrieval_zh,prefill,k,3,2,bucketmiddle,range_contraction,162,0.5447367394437919,0.03306636661007345,,
passage_retrieval_zh,prefill,k,3,2,bucketmiddle,relative_benefit,162,0.015282293275240976,0.021232901042782033,,
passage_retrieval_zh,prefill,k,3,3,bucketfirst,range_contraction,162,0.548361337384184,0.09362946643615108,,
passage_retrieval_zh,prefill,k,3,3,bucketfirst,relative_benefit,162,0.008982892395472815,0.0162649757946915,,
passage_retrieval_zh,prefill,k,3,3,bucketlast,range_contraction,162,0.4961503989624887,0.03135174441818152,,
passage_retrieval_zh,prefill,k,3,3,bucketlast,relative_benefit,162,0.015143524467057398,0.02000895079552829,,
passage_retrieval_zh,prefill,k,3,3,bucketmiddle,range_contraction,162,0.5224289630382603,0.03519342485232679,,
passage_retrieval_zh,prefill,k,3,3,bucketmiddle,relative_benefit,162,0.011044055378688338,0.019085666851172044,,
passage_retrieval_zh,prefill,k,3,4,bucketfirst,range_contraction,162,0.44365250491558483,0.1748619073637782,,
passage_retrieval_zh,prefill,k,3,4,bucketfirst,relative_benefit,162,0.06646204323991071,0.02114081323189464,,
passage_retrieval_zh,prefill,k,3,4,bucketlast,range_contraction,162,0.3872730812448376,0.02344620073409772,,
passage_retrieval_zh,prefill,k,3,4,bucketlast,relative_benefit,162,0.0673246708681004,0.023652154028928514,,
passage_retrieval_zh,prefill,k,3,4,bucketmiddle,range_contraction,162,0.38691804307285593,0.02321181327577526,,
passage_retrieval_zh,prefill,k,3,4,bucketmiddle,relative_benefit,162,0.07190724352113172,0.022658228711877403,,
passage_retrieval_zh,prefill,k,3,5,bucketfirst,range_contraction,162,0.5013254893505876,0.14012090705463184,,
passage_retrieval_zh,prefill,k,3,5,bucketfirst,relative_benefit,162,0.05399180557513712,0.03276204600299847,,
passage_retrieval_zh,prefill,k,3,5,bucketlast,range_contraction,162,0.4596398074236795,0.03202978482780864,,
passage_retrieval_zh,prefill,k,3,5,bucketlast,relative_benefit,162,0.03760199698204441,0.02722715920225579,,
passage_retrieval_zh,prefill,k,3,5,bucketmiddle,range_contraction,162,0.4606683427614449,0.03586023609134767,,
passage_retrieval_zh,prefill,k,3,5,bucketmiddle,relative_benefit,162,0.043608248669556204,0.031103587864329534,,
passage_retrieval_zh,prefill,k,3,6,bucketfirst,range_contraction,162,0.6728170261111647,0.09480868359999411,,
passage_retrieval_zh,prefill,k,3,6,bucketfirst,relative_benefit,162,0.06095057580604663,0.031180224539526836,,
passage_retrieval_zh,prefill,k,3,6,bucketlast,range_contraction,162,0.7053897428908543,0.05140675694318511,,
passage_retrieval_zh,prefill,k,3,6,bucketlast,relative_benefit,162,0.03636076670491664,0.025141180895118083,,
passage_retrieval_zh,prefill,k,3,6,bucketmiddle,range_contraction,162,0.6601151792616704,0.067312803599186,,
passage_retrieval_zh,prefill,k,3,6,bucketmiddle,relative_benefit,162,0.04972278171518044,0.032705389890090315,,
passage_retrieval_zh,prefill,k,3,7,bucketfirst,range_contraction,162,0.4668147935132088,0.13426567010663953,,
passage_retrieval_zh,prefill,k,3,7,bucketfirst,relative_benefit,162,0.016047631114431842,0.0204733710972482,,
passage_retrieval_zh,prefill,k,3,7,bucketlast,range_contraction,162,0.4236604023609693,0.02643440706186715,,
passage_retrieval_zh,prefill,k,3,7,bucketlast,relative_benefit,162,0.01905981573201879,0.02138210425998773,,
passage_retrieval_zh,prefill,k,3,7,bucketmiddle,range_contraction,162,0.42932853696259704,0.024142049995548778,,
passage_retrieval_zh,prefill,k,3,7,bucketmiddle,relative_benefit,162,0.019964335076411297,0.02163096812342135,,
passage_retrieval_zh,prefill,k,4,0,bucketfirst,range_contraction,162,0.7062655252190008,0.09584605889558175,,
passage_retrieval_zh,prefill,k,4,0,bucketfirst,relative_benefit,162,0.044426880311605584,0.03219118511369609,,
passage_retrieval_zh,prefill,k,4,0,bucketlast,range_contraction,162,0.695595698833523,0.06575198437794723,,
passage_retrieval_zh,prefill,k,4,0,bucketlast,relative_benefit,162,0.02183686304013729,0.025336873255153297,,
passage_retrieval_zh,prefill,k,4,0,bucketmiddle,range_contraction,162,0.6886003745837808,0.05984966336166865,,
passage_retrieval_zh,prefill,k,4,0,bucketmiddle,relative_benefit,162,0.029811272451481408,0.03224499508570911,,
passage_retrieval_zh,prefill,k,4,1,bucketfirst,range_contraction,162,0.6509105152123303,0.10383830574609203,,
passage_retrieval_zh,prefill,k,4,1,bucketfirst,relative_benefit,162,0.013326652178324558,0.018767964462230283,,
passage_retrieval_zh,prefill,k,4,1,bucketlast,range_contraction,162,0.6169293979929279,0.03550652069572016,,
passage_retrieval_zh,prefill,k,4,1,bucketlast,relative_benefit,162,0.01854601827855851,0.018824725079883125,,
passage_retrieval_zh,prefill,k,4,1,bucketmiddle,range_contraction,162,0.6123413363066016,0.03411778084644253,,
passage_retrieval_zh,prefill,k,4,1,bucketmiddle,relative_benefit,162,0.01644398676905942,0.01832164884684027,,
passage_retrieval_zh,prefill,k,4,2,bucketfirst,range_contraction,162,0.6125816575544009,0.0882891440777291,,
passage_retrieval_zh,prefill,k,4,2,bucketfirst,relative_benefit,162,0.024664785262877072,0.025944869294178826,,
passage_retrieval_zh,prefill,k,4,2,bucketlast,range_contraction,162,0.5971914566656602,0.03487475072149807,,
passage_retrieval_zh,prefill,k,4,2,bucketlast,relative_benefit,162,0.023814454595312867,0.02727860699565632,,
passage_retrieval_zh,prefill,k,4,2,bucketmiddle,range_contraction,162,0.5835321405885269,0.03470834534226688,,
passage_retrieval_zh,prefill,k,4,2,bucketmiddle,relative_benefit,162,0.026030365614421326,0.028930289886037994,,
passage_retrieval_zh,prefill,k,4,3,bucketfirst,range_contraction,162,0.5334163873429258,0.12149014848264619,,
passage_retrieval_zh,prefill,k,4,3,bucketfirst,relative_benefit,162,0.02885786337323179,0.018849730099221428,,
passage_retrieval_zh,prefill,k,4,3,bucketlast,range_contraction,162,0.4911060169934993,0.03336486785185223,,
passage_retrieval_zh,prefill,k,4,3,bucketlast,relative_benefit,162,0.026650909696694803,0.01911451381020563,,
passage_retrieval_zh,prefill,k,4,3,bucketmiddle,range_contraction,162,0.5069428476219183,0.03613681721692243,,
passage_retrieval_zh,prefill,k,4,3,bucketmiddle,relative_benefit,162,0.010388856629807128,0.0213968021862408,,
passage_retrieval_zh,prefill,k,4,4,bucketfirst,range_contraction,162,0.5723640293618963,0.0990365580852439,,
passage_retrieval_zh,prefill,k,4,4,bucketfirst,relative_benefit,162,0.016759421355192778,0.021399222058012854,,
passage_retrieval_zh,prefill,k,4,4,bucketlast,range_contraction,162,0.5493798064955626,0.041845739989067786,,
passage_retrieval_zh,prefill,k,4,4,bucketlast,relative_benefit,162,0.016054964416718033,0.02196194553166281,,
passage_retrieval_zh,prefill,k,4,4,bucketmiddle,range_contraction,162,0.5539696436371581,0.03994706411976083,,
passage_retrieval_zh,prefill,k,4,4,bucketmiddle,relative_benefit,162,0.010064489328708506,0.016448843711323793,,
passage_retrieval_zh,prefill,k,4,5,bucketfirst,range_contraction,162,0.615502114516613,0.10953247384742894,,
passage_retrieval_zh,prefill,k,4,5,bucketfirst,relative_benefit,162,0.025244847202015076,0.031625308062593414,,
passage_retrieval_zh,prefill,k,4,5,bucketlast,range_contraction,162,0.5807259432037518,0.04591964727435223,,
passage_retrieval_zh,prefill,k,4,5,bucketlast,relative_benefit,162,0.008349240498554037,0.019393327191118626,,
passage_retrieval_zh,prefill,k,4,5,bucketmiddle,range_contraction,162,0.5763148543506695,0.04543740434630724,,
passage_retrieval_zh,prefill,k,4,5,bucketmiddle,relative_benefit,162,0.012920725132559412,0.02238506918836617,,
passage_retrieval_zh,prefill,k,4,6,bucketfirst,range_contraction,162,0.5974605785922804,0.14061561630827593,,
passage_retrieval_zh,prefill,k,4,6,bucketfirst,relative_benefit,162,0.03364946278207117,0.019279383922005403,,
passage_retrieval_zh,prefill,k,4,6,bucketlast,range_contraction,162,0.5531343803967469,0.02093452462954287,,
